RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V505;;
Number;V505;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3644;;
Temperature Maximum;28°C;;
Temperature Minimum;11,7°C;;
Temperature Average;16,4°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;66,8%RH;;
Humidity Minimum;44,3%RH;;
Humidity Average;57,5%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16-05-2022 9:56;;
End Time;29-05-2022 1:31;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:56:13;17,9;48,5
2;2022-05-16 10:01:13;18,2;47,5
3;2022-05-16 10:06:13;18,2;48
4;2022-05-16 10:11:13;18,1;50
5;2022-05-16 10:16:13;18,3;51,5
6;2022-05-16 10:21:13;17,3;44,3
7;2022-05-16 10:26:13;16;45,2
8;2022-05-16 10:31:13;15,4;46,1
9;2022-05-16 10:36:13;15,2;46,6
10;2022-05-16 10:41:13;15;47,1
11;2022-05-16 10:46:13;14,9;47,1
12;2022-05-16 10:51:13;14,9;47,6
13;2022-05-16 10:56:13;14,9;47,6
14;2022-05-16 11:01:13;15;47,6
15;2022-05-16 11:06:13;15;47,1
16;2022-05-16 11:11:13;15,1;47,6
17;2022-05-16 11:16:13;15,1;47,6
18;2022-05-16 11:21:13;15,2;47,6
19;2022-05-16 11:26:13;15,2;47,6
20;2022-05-16 11:31:13;15,3;47,6
21;2022-05-16 11:36:13;15,3;47,6
22;2022-05-16 11:41:13;15,4;47,6
23;2022-05-16 11:46:13;15,4;47,7
24;2022-05-16 11:51:13;15,5;47,7
25;2022-05-16 11:56:13;15,5;47,7
26;2022-05-16 12:01:13;15,6;47,7
27;2022-05-16 12:06:13;15,7;48,2
28;2022-05-16 12:11:13;15,7;48,2
29;2022-05-16 12:16:13;15,8;48,2
30;2022-05-16 12:21:13;15,8;48,2
31;2022-05-16 12:26:13;15,9;48,2
32;2022-05-16 12:31:13;15,9;48,2
33;2022-05-16 12:36:13;16;48,2
34;2022-05-16 12:41:13;16;48,2
35;2022-05-16 12:46:13;16;48,2
36;2022-05-16 12:51:13;16,1;48,3
37;2022-05-16 12:56:13;16,1;48,8
38;2022-05-16 13:01:13;16,2;48,8
39;2022-05-16 13:06:13;16,2;48,8
40;2022-05-16 13:11:13;16,3;49,3
41;2022-05-16 13:16:13;16,3;49,3
42;2022-05-16 13:21:13;16,4;49,3
