Informe de datos;;;;;
Archivo creado el:2022-05-28 18:34:46;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:33:13
48;2022-05-21 15:28:13;21,1;69,6;;
49;2022-05-21 15:33:13;21,1;69,6;;
50;2022-05-21 15:38:13;21,1;69,1;;
51;2022-05-21 15:43:13;21;68,6;;
52;2022-05-21 15:48:13;20,9;69,1;;
53;2022-05-21 15:53:13;20,9;70,4;;
54;2022-05-21 15:58:13;20,8;71,3;;
55;2022-05-21 16:03:13;20,7;70,8;;
56;2022-05-21 16:08:13;20,6;71,2;;
57;2022-05-21 16:13:13;20,6;70,8;;
58;2022-05-21 16:18:13;20,5;73;;
59;2022-05-21 16:23:13;20,4;73,8;;
60;2022-05-21 16:28:13;20,3;74,2;;
61;2022-05-21 16:33:13;20,3;74,7;;
62;2022-05-21 16:38:13;20,2;74,2;;
63;2022-05-21 16:43:13;20,1;73,8;;
64;2022-05-21 16:48:13;20;72,9;;
65;2022-05-21 16:53:13;19,9;72,4;;
66;2022-05-21 16:58:13;19,7;71,9;;
67;2022-05-21 17:03:13;19,5;71,9;;
68;2022-05-21 17:08:13;19,4;71,9;;
69;2022-05-21 17:13:13;19,2;71,9;;
70;2022-05-21 17:18:13;19,2;72,7;;
71;2022-05-21 17:23:13;19,1;72,7;;
72;2022-05-21 17:28:13;19,2;72,3;;
73;2022-05-21 17:33:13;19,2;72,3;;
74;2022-05-21 17:38:13;19,1;72,7;;
75;2022-05-21 17:43:13;19;73,5;;
76;2022-05-21 17:48:13;18,8;73,5;;
77;2022-05-21 17:53:13;18,8;73,9;;
78;2022-05-21 17:58:13;18,7;73,9;;
79;2022-05-21 18:03:13;18,7;74,3;;
80;2022-05-21 18:08:13;18,9;74;;
81;2022-05-21 18:13:13;19;74;;
82;2022-05-21 18:18:13;19,1;73,6;;
83;2022-05-21 18:23:13;19,2;73,6;;
84;2022-05-21 18:28:13;19,2;73,2;;
85;2022-05-21 18:33:13;19,3;73,2;;
86;2022-05-21 18:38:13;19,3;73,2;;
87;2022-05-21 18:43:13;19,3;73,2;;
88;2022-05-21 18:48:13;19,3;73,2;;
89;2022-05-21 18:53:13;19,4;73,2;;
90;2022-05-21 18:58:13;19,4;73,2;;
91;2022-05-21 19:03:13;19,4;73,2;;
92;2022-05-21 19:08:13;19,4;73,2;;
93;2022-05-21 19:13:13;19,4;73,2;;
94;2022-05-21 19:18:13;19,3;73,2;;
95;2022-05-21 19:23:13;19,3;73,2;;
96;2022-05-21 19:28:13;19,3;73,6;;
97;2022-05-21 19:33:13;19,3;73,6;;
98;2022-05-21 19:38:13;19,3;73,2;;
99;2022-05-21 19:43:13;19,2;73,6;;
100;2022-05-21 19:48:13;19,2;73,6;;
101;2022-05-21 19:53:13;19,2;73,2;;
102;2022-05-21 19:58:13;19,2;73,2;;
103;2022-05-21 20:03:13;19,1;73,1;;
104;2022-05-21 20:08:13;19,2;72,7;;
105;2022-05-21 20:13:13;19,2;72,7;;
106;2022-05-21 20:18:13;19,1;72,7;;
107;2022-05-21 20:23:13;19,1;72,7;;
108;2022-05-21 20:28:13;19,1;72,3;;
109;2022-05-21 20:33:13;19,1;72,7;;
110;2022-05-21 20:38:13;19;72,3;;
111;2022-05-21 20:43:13;19;72,3;;
112;2022-05-21 20:48:13;19;72,2;;
113;2022-05-21 20:53:13;18,9;72,2;;
114;2022-05-21 20:58:13;18,9;72,2;;
115;2022-05-21 21:03:13;18,9;72,2;;
116;2022-05-21 21:08:13;18,9;72,2;;
117;2022-05-21 21:13:13;18,8;72,7;;
118;2022-05-21 21:18:13;18,8;72,7;;
119;2022-05-21 21:23:13;18,7;72,2;;
120;2022-05-21 21:28:13;18,7;72,2;;
121;2022-05-21 21:33:13;18,7;72,2;;
122;2022-05-21 21:38:13;18,7;72,2;;
123;2022-05-21 21:43:13;18,6;72,2;;
124;2022-05-21 21:48:13;18,6;72,2;;
125;2022-05-21 21:53:13;18,6;72,2;;
126;2022-05-21 21:58:13;18,6;72,2;;
127;2022-05-21 22:03:13;18,6;72,2;;
128;2022-05-21 22:08:13;18,5;72,2;;
129;2022-05-21 22:13:13;18,5;72,2;;
130;2022-05-21 22:18:13;18,5;71,7;;
131;2022-05-21 22:23:13;18,5;71,7;;
132;2022-05-21 22:28:13;18,5;71,7;;
133;2022-05-21 22:33:13;18,5;71,7;;
134;2022-05-21 22:38:13;18,5;71,7;;
135;2022-05-21 22:43:13;18,4;71,7;;
136;2022-05-21 22:48:13;18,3;71,7;;
137;2022-05-21 22:53:13;18,3;71,7;;
138;2022-05-21 22:58:13;18,3;71,7;;
139;2022-05-21 23:03:13;18,2;71,7;;
140;2022-05-21 23:08:13;18,2;71,7;;
141;2022-05-21 23:13:13;18,2;71,7;;
142;2022-05-21 23:18:13;18,2;72,1;;
143;2022-05-21 23:23:13;18,1;72,1;;
144;2022-05-21 23:28:13;18,1;72,1;;
145;2022-05-21 23:33:13;18,1;71,6;;
146;2022-05-21 23:38:13;18,1;72,1;;
147;2022-05-21 23:43:13;18,1;71,6;;
148;2022-05-21 23:48:13;18;71,6;;
149;2022-05-21 23:53:13;18;71,6;;
150;2022-05-21 23:58:13;18;71,6;;
151;2022-05-22 00:03:13;18;71,6;;
152;2022-05-22 00:08:13;18;71,6;;
153;2022-05-22 00:13:13;17,9;71,6;;
154;2022-05-22 00:18:13;17,9;71,6;;
155;2022-05-22 00:23:13;17,9;71,6;;
156;2022-05-22 00:28:13;17,9;71,6;;
157;2022-05-22 00:33:13;17,8;71,6;;
158;2022-05-22 00:38:13;17,8;71,6;;
159;2022-05-22 00:43:13;17,8;71,6;;
160;2022-05-22 00:48:13;17,9;71,6;;
161;2022-05-22 00:53:13;17,8;71,6;;
162;2022-05-22 00:58:13;17,7;71,6;;
163;2022-05-22 01:03:13;17,7;71,6;;
164;2022-05-22 01:08:13;17,7;71,6;;
165;2022-05-22 01:13:13;17,6;71,6;;
166;2022-05-22 01:18:13;17,6;71,6;;
167;2022-05-22 01:23:13;17,6;71,6;;
168;2022-05-22 01:28:13;17,6;71,5;;
169;2022-05-22 01:33:13;17,6;71,5;;
170;2022-05-22 01:38:13;17,6;71,5;;
171;2022-05-22 01:43:13;17,5;71,5;;
172;2022-05-22 01:48:13;17,5;71,5;;
173;2022-05-22 01:53:13;17,5;71,5;;
174;2022-05-22 01:58:13;17,5;71,5;;
175;2022-05-22 02:03:13;17,4;71,5;;
176;2022-05-22 02:08:13;17,4;71,5;;
177;2022-05-22 02:13:13;17,4;71,5;;
178;2022-05-22 02:18:13;17,4;71,9;;
179;2022-05-22 02:23:13;17,4;71,9;;
180;2022-05-22 02:28:13;17,4;71,9;;
181;2022-05-22 02:33:13;17,3;71,9;;
182;2022-05-22 02:38:13;17,3;71,9;;
183;2022-05-22 02:43:13;17,3;72,4;;
184;2022-05-22 02:48:13;17,3;72,4;;
185;2022-05-22 02:53:13;17,3;72,4;;
186;2022-05-22 02:58:13;17,3;72,4;;
187;2022-05-22 03:03:13;17,2;72,4;;
188;2022-05-22 03:08:13;17,3;72,4;;
189;2022-05-22 03:13:13;17,3;72,4;;
190;2022-05-22 03:18:13;17,3;72,4;;
191;2022-05-22 03:23:13;17,2;72,3;;
192;2022-05-22 03:28:13;17,2;72,3;;
193;2022-05-22 03:33:13;17,2;72,3;;
194;2022-05-22 03:38:13;17,2;72,3;;
195;2022-05-22 03:43:13;17,3;72,4;;
196;2022-05-22 03:48:13;17,2;72,3;;
197;2022-05-22 03:53:13;17,3;72,4;;
198;2022-05-22 03:58:13;17,3;72,4;;
199;2022-05-22 04:03:13;17,2;72,3;;
200;2022-05-22 04:08:13;17,2;72,3;;
201;2022-05-22 04:13:13;17,2;72,3;;
202;2022-05-22 04:18:13;17,2;72,8;;
203;2022-05-22 04:23:13;17,3;72,8;;
204;2022-05-22 04:28:13;17,4;72,8;;
205;2022-05-22 04:33:13;17,4;72,8;;
206;2022-05-22 04:38:13;17,4;72,4;;
207;2022-05-22 04:43:13;17,5;72,8;;
208;2022-05-22 04:48:13;17,5;72,8;;
209;2022-05-22 04:53:13;17,5;72,8;;
210;2022-05-22 04:58:13;17,5;72,8;;
211;2022-05-22 05:03:13;17,6;72,8;;
212;2022-05-22 05:08:13;17,7;72,9;;
213;2022-05-22 05:13:13;17,7;72,9;;
214;2022-05-22 05:18:13;17,7;72,9;;
215;2022-05-22 05:23:13;17,7;72,9;;
216;2022-05-22 05:28:13;17,7;72,9;;
217;2022-05-22 05:33:13;17,7;72,9;;
218;2022-05-22 05:38:13;17,7;73,3;;
219;2022-05-22 05:43:13;17,7;73,3;;
220;2022-05-22 05:48:13;17,6;73,3;;
221;2022-05-22 05:53:13;17,6;73,7;;
222;2022-05-22 05:58:13;17,6;73,7;;
223;2022-05-22 06:03:13;17,6;73,7;;
224;2022-05-22 06:08:13;17,6;73,7;;
225;2022-05-22 06:13:13;17,6;73,7;;
226;2022-05-22 06:18:13;17,4;74,1;;
227;2022-05-22 06:23:13;17,3;74,1;;
228;2022-05-22 06:28:13;17,1;74,5;;
229;2022-05-22 06:33:13;17;74,9;;
230;2022-05-22 06:38:13;16,9;75,3;;
231;2022-05-22 06:43:13;16,9;75,7;;
232;2022-05-22 06:48:13;16,9;75,7;;
233;2022-05-22 06:53:13;16,9;75,7;;
234;2022-05-22 06:58:13;16,9;76,1;;
235;2022-05-22 07:03:13;17;76,1;;
236;2022-05-22 07:08:13;17,1;76,1;;
237;2022-05-22 07:13:13;17,2;75,7;;
238;2022-05-22 07:18:13;17,2;75,7;;
239;2022-05-22 07:23:13;17,3;75,3;;
240;2022-05-22 07:28:13;17,3;75,3;;
241;2022-05-22 07:33:13;17,4;75,4;;
242;2022-05-22 07:38:13;17,4;75,4;;
243;2022-05-22 07:43:13;17,5;75,4;;
244;2022-05-22 07:48:13;17,6;75,4;;
245;2022-05-22 07:53:13;17,7;75,4;;
246;2022-05-22 07:58:13;17,8;75,4;;
247;2022-05-22 08:03:13;17,9;75,5;;
248;2022-05-22 08:08:13;18;75;;
249;2022-05-22 08:13:13;18;75,1;;
250;2022-05-22 08:18:13;18,1;75,1;;
251;2022-05-22 08:23:13;18,1;75,1;;
252;2022-05-22 08:28:13;18,2;75,1;;
253;2022-05-22 08:33:13;18,3;75,1;;
254;2022-05-22 08:38:13;18,4;74,7;;
255;2022-05-22 08:43:13;18,5;74,3;;
256;2022-05-22 08:48:13;18,6;74,3;;
257;2022-05-22 08:53:13;18,6;73,5;;
258;2022-05-22 08:58:13;18,7;73,1;;
259;2022-05-22 09:03:13;18,7;72,6;;
260;2022-05-22 09:08:13;18,8;72,6;;
261;2022-05-22 09:13:13;18,8;72,7;;
262;2022-05-22 09:18:13;18,9;72,7;;
263;2022-05-22 09:23:13;18,9;72,7;;
264;2022-05-22 09:28:13;18,9;72,7;;
265;2022-05-22 09:33:13;19;72,7;;
266;2022-05-22 09:38:13;19;72,7;;
267;2022-05-22 09:43:13;19;72,7;;
268;2022-05-22 09:48:13;19;72,7;;
269;2022-05-22 09:53:13;19,1;72,3;;
270;2022-05-22 09:58:13;19,1;72,3;;
271;2022-05-22 10:03:13;19,1;71,8;;
272;2022-05-22 10:08:13;19,2;71,9;;
273;2022-05-22 10:13:13;19,2;71,9;;
274;2022-05-22 10:18:13;19,2;71,9;;
275;2022-05-22 10:23:13;19,3;71,9;;
276;2022-05-22 10:28:13;19,3;71,4;;
277;2022-05-22 10:33:13;19,3;71,4;;
278;2022-05-22 10:38:13;19,3;71,4;;
279;2022-05-22 10:43:13;19,4;71,4;;
280;2022-05-22 10:48:13;19,4;71,5;;
281;2022-05-22 10:53:13;19,4;71;;
282;2022-05-22 10:58:13;19,5;71;;
283;2022-05-22 11:03:13;19,6;71,1;;
284;2022-05-22 11:08:13;19,6;70,6;;
285;2022-05-22 11:13:13;19,7;70,6;;
286;2022-05-22 11:18:13;19,7;70,6;;
287;2022-05-22 11:23:13;19,8;70,2;;
288;2022-05-22 11:28:13;19,9;70,2;;
289;2022-05-22 11:33:13;20;69,8;;
290;2022-05-22 11:38:13;20;69,8;;
291;2022-05-22 11:43:13;20;69,8;;
292;2022-05-22 11:48:13;20,1;70,3;;
293;2022-05-22 11:53:13;20,1;70,3;;
294;2022-05-22 11:58:13;20,1;70,7;;
295;2022-05-22 12:03:13;20,1;70,7;;
296;2022-05-22 12:08:13;20,1;70,7;;
297;2022-05-22 12:13:13;20,1;70,7;;
298;2022-05-22 12:18:13;20;70,7;;
299;2022-05-22 12:23:13;20;70,7;;
300;2022-05-22 12:28:13;20,1;70,7;;
301;2022-05-22 12:33:13;20,2;70,7;;
302;2022-05-22 12:38:13;20,2;71,2;;
303;2022-05-22 12:43:13;20,2;71,2;;
304;2022-05-22 12:48:13;20,2;70,7;;
305;2022-05-22 12:53:13;20,2;71,2;;
306;2022-05-22 12:58:13;20,3;71,2;;
307;2022-05-22 13:03:13;20,4;71,2;;
308;2022-05-22 13:08:13;20,5;70,8;;
309;2022-05-22 13:13:13;20,6;70,8;;
310;2022-05-22 13:18:13;20,6;70,8;;
311;2022-05-22 13:23:13;20,7;70,4;;
312;2022-05-22 13:28:13;20,9;70;;
313;2022-05-22 13:33:13;21,1;69,1;;
314;2022-05-22 13:38:13;21,1;68,7;;
315;2022-05-22 13:43:13;21,1;68,7;;
316;2022-05-22 13:48:13;21;68,7;;
317;2022-05-22 13:53:13;21,2;69,1;;
318;2022-05-22 13:58:13;21,3;69,1;;
319;2022-05-22 14:03:13;21,4;68,7;;
320;2022-05-22 14:08:13;21,6;68,3;;
321;2022-05-22 14:13:13;21,7;67,4;;
322;2022-05-22 14:18:13;21,8;67;;
323;2022-05-22 14:23:13;22;66,5;;
324;2022-05-22 14:28:13;22;66,5;;
325;2022-05-22 14:33:13;22;66,1;;
326;2022-05-22 14:38:13;22;66,1;;
327;2022-05-22 14:43:13;22;65,6;;
328;2022-05-22 14:48:13;21,9;66,1;;
329;2022-05-22 14:53:13;21,8;66;;
330;2022-05-22 14:58:13;21,6;66,5;;
331;2022-05-22 15:03:13;21,5;66,5;;
332;2022-05-22 15:08:13;21,4;66,9;;
333;2022-05-22 15:13:13;21,3;67,3;;
334;2022-05-22 15:18:13;21,3;67,8;;
335;2022-05-22 15:23:13;21,2;67,8;;
336;2022-05-22 15:28:13;21,1;68,2;;
337;2022-05-22 15:33:13;21,2;69,1;;
338;2022-05-22 15:38:13;21,1;69,1;;
339;2022-05-22 15:43:13;21;69,5;;
340;2022-05-22 15:48:13;21;70;;
341;2022-05-22 15:53:13;21;70;;
342;2022-05-22 15:58:13;20,9;70;;
343;2022-05-22 16:03:13;20,9;70,4;;
344;2022-05-22 16:08:13;20,9;70,4;;
345;2022-05-22 16:13:13;20,8;70,4;;
346;2022-05-22 16:18:13;20,8;70,8;;
347;2022-05-22 16:23:13;20,8;70,8;;
348;2022-05-22 16:28:13;20,7;70,8;;
349;2022-05-22 16:33:13;20,7;71,3;;
350;2022-05-22 16:38:13;20,7;71,3;;
351;2022-05-22 16:43:13;20,6;71,2;;
352;2022-05-22 16:48:13;20,6;71,7;;
353;2022-05-22 16:53:13;20,6;71,7;;
354;2022-05-22 16:58:13;20,6;71,7;;
355;2022-05-22 17:03:13;20,6;71,7;;
356;2022-05-22 17:08:13;20,6;71,7;;
357;2022-05-22 17:13:13;20,6;71,7;;
358;2022-05-22 17:18:13;20,5;72,1;;
359;2022-05-22 17:23:13;20,5;72,1;;
360;2022-05-22 17:28:13;20,5;72,1;;
361;2022-05-22 17:33:13;20,5;72,1;;
362;2022-05-22 17:38:13;20,5;72,1;;
363;2022-05-22 17:43:13;20,5;72,1;;
364;2022-05-22 17:48:13;20,5;72,1;;
365;2022-05-22 17:53:13;20,4;72,1;;
366;2022-05-22 17:58:13;20,4;72,1;;
367;2022-05-22 18:03:13;20,4;72,1;;
368;2022-05-22 18:08:13;20,4;72,1;;
369;2022-05-22 18:13:13;20,4;72,1;;
370;2022-05-22 18:18:13;20,4;71,6;;
371;2022-05-22 18:23:13;20,4;71,2;;
372;2022-05-22 18:28:13;20,4;71,6;;
373;2022-05-22 18:33:13;20,4;71,6;;
374;2022-05-22 18:38:13;20,4;72,1;;
375;2022-05-22 18:43:13;20,3;71,6;;
376;2022-05-22 18:48:13;20,3;71,6;;
377;2022-05-22 18:53:13;20,3;71,2;;
378;2022-05-22 18:58:13;20,3;71,6;;
379;2022-05-22 19:03:13;20,3;71,6;;
380;2022-05-22 19:08:13;20,3;70,3;;
381;2022-05-22 19:13:13;20,3;69,8;;
382;2022-05-22 19:18:13;20,3;69,8;;
383;2022-05-22 19:23:13;20,3;69,8;;
384;2022-05-22 19:28:13;20,3;69;;
385;2022-05-22 19:33:13;20,3;68,5;;
386;2022-05-22 19:38:13;20,3;68,5;;
387;2022-05-22 19:43:13;20,3;69;;
388;2022-05-22 19:48:13;20,3;69;;
389;2022-05-22 19:53:13;20,3;69,4;;
390;2022-05-22 19:58:13;20,3;69,4;;
391;2022-05-22 20:03:13;20,3;68,5;;
392;2022-05-22 20:08:13;20,3;68;;
393;2022-05-22 20:13:13;20,3;68,5;;
394;2022-05-22 20:18:13;20,3;68,5;;
395;2022-05-22 20:23:13;20,3;68,5;;
396;2022-05-22 20:28:13;20,2;68,9;;
397;2022-05-22 20:33:13;20,2;68,5;;
398;2022-05-22 20:38:13;20,2;68,5;;
399;2022-05-22 20:43:13;20,2;68,5;;
400;2022-05-22 20:48:13;20,2;67,6;;
401;2022-05-22 20:53:13;20,2;67,6;;
402;2022-05-22 20:58:13;20,2;68;;
403;2022-05-22 21:03:13;20,2;68;;
404;2022-05-22 21:08:13;20,2;70,3;;
405;2022-05-22 21:13:13;20,2;71,2;;
406;2022-05-22 21:18:13;20,2;69,8;;
407;2022-05-22 21:23:13;20,2;69,4;;
408;2022-05-22 21:28:13;20,1;68,5;;
409;2022-05-22 21:33:13;20,1;68,5;;
410;2022-05-22 21:38:13;20,1;69,4;;
411;2022-05-22 21:43:13;20,1;69,8;;
412;2022-05-22 21:48:13;20,1;70,7;;
413;2022-05-22 21:53:13;20,1;70,3;;
414;2022-05-22 21:58:13;20,1;71,1;;
415;2022-05-22 22:03:13;20,1;71,6;;
416;2022-05-22 22:08:13;20;71,6;;
417;2022-05-22 22:13:13;20;71,1;;
418;2022-05-22 22:18:13;20;71,6;;
419;2022-05-22 22:23:13;20;72;;
420;2022-05-22 22:28:13;19,9;72;;
421;2022-05-22 22:33:13;19,9;72;;
422;2022-05-22 22:38:13;19,9;72;;
423;2022-05-22 22:43:13;19,9;72;;
424;2022-05-22 22:48:13;19,9;72;;
425;2022-05-22 22:53:13;19,9;72;;
426;2022-05-22 22:58:13;19,9;70,7;;
427;2022-05-22 23:03:13;19,8;69,8;;
428;2022-05-22 23:08:13;19,8;68;;
429;2022-05-22 23:13:13;19,7;68,9;;
430;2022-05-22 23:18:13;19,6;69,3;;
431;2022-05-22 23:23:13;19,6;69,3;;
432;2022-05-22 23:28:13;19,5;68,8;;
433;2022-05-22 23:33:13;19,4;69,2;;
434;2022-05-22 23:38:13;19,4;69,7;;
435;2022-05-22 23:43:13;19,3;70,1;;
436;2022-05-22 23:48:13;19,3;70,1;;
437;2022-05-22 23:53:13;19,3;70,1;;
438;2022-05-22 23:58:13;19,3;70,1;;
439;2022-05-23 00:03:13;19,3;70,1;;
440;2022-05-23 00:08:13;19,2;70,1;;
441;2022-05-23 00:13:13;19,2;70,1;;
442;2022-05-23 00:18:13;19,2;70,1;;
443;2022-05-23 00:23:13;19,1;69,6;;
444;2022-05-23 00:28:13;19,1;69,2;;
445;2022-05-23 00:33:13;19;69,2;;
446;2022-05-23 00:38:13;19;68,7;;
447;2022-05-23 00:43:13;19;69,2;;
448;2022-05-23 00:48:13;19;69,6;;
449;2022-05-23 00:53:13;19;69,6;;
450;2022-05-23 00:58:13;19;69,6;;
451;2022-05-23 01:03:13;19;70,1;;
452;2022-05-23 01:08:13;19;70;;
453;2022-05-23 01:13:13;19;70;;
454;2022-05-23 01:18:13;19;69,6;;
455;2022-05-23 01:23:13;18,9;69,6;;
456;2022-05-23 01:28:13;18,9;69,6;;
457;2022-05-23 01:33:13;18,9;69,6;;
458;2022-05-23 01:38:13;18,8;70;;
459;2022-05-23 01:43:13;18,8;69,6;;
460;2022-05-23 01:48:13;18,8;69,6;;
461;2022-05-23 01:53:13;18,8;69,6;;
462;2022-05-23 01:58:13;18,8;69,6;;
463;2022-05-23 02:03:13;18,8;70;;
464;2022-05-23 02:08:13;18,7;69,6;;
465;2022-05-23 02:13:13;18,7;70;;
466;2022-05-23 02:18:13;18,7;70;;
467;2022-05-23 02:23:13;18,6;70;;
468;2022-05-23 02:28:13;18,6;70;;
469;2022-05-23 02:33:13;18,6;70;;
470;2022-05-23 02:38:13;18,5;70;;
471;2022-05-23 02:43:13;18,5;69,5;;
472;2022-05-23 02:48:13;18,4;69,5;;
473;2022-05-23 02:53:13;18,4;69,5;;
474;2022-05-23 02:58:13;18,3;69,5;;
475;2022-05-23 03:03:13;18,3;69,1;;
476;2022-05-23 03:08:13;18,3;68,6;;
477;2022-05-23 03:13:13;18,3;68,6;;
478;2022-05-23 03:18:13;18,2;68,6;;
479;2022-05-23 03:23:13;18,2;68,6;;
480;2022-05-23 03:28:13;18,2;68,6;;
481;2022-05-23 03:33:13;18,1;68,6;;
482;2022-05-23 03:38:13;18,1;68,6;;
483;2022-05-23 03:43:13;18,1;69;;
484;2022-05-23 03:48:13;18,1;69;;
485;2022-05-23 03:53:13;18;69;;
486;2022-05-23 03:58:13;18;69;;
487;2022-05-23 04:03:13;18;69;;
488;2022-05-23 04:08:13;18;69;;
489;2022-05-23 04:13:13;18;69,4;;
490;2022-05-23 04:18:13;18;69,4;;
491;2022-05-23 04:23:13;18;69,4;;
492;2022-05-23 04:28:13;18;69,4;;
493;2022-05-23 04:33:13;18;69,4;;
494;2022-05-23 04:38:13;18;69,9;;
495;2022-05-23 04:43:13;18;69,9;;
496;2022-05-23 04:48:13;18;69,9;;
497;2022-05-23 04:53:13;18;69,9;;
498;2022-05-23 04:58:13;18;69,9;;
499;2022-05-23 05:03:13;17,9;69,8;;
500;2022-05-23 05:08:13;17,9;70,3;;
501;2022-05-23 05:13:13;18;70,3;;
502;2022-05-23 05:18:13;18;70,3;;
503;2022-05-23 05:23:13;18;69,9;;
504;2022-05-23 05:28:13;18;69,9;;
505;2022-05-23 05:33:13;18;69,9;;
506;2022-05-23 05:38:13;18;69,4;;
507;2022-05-23 05:43:13;18;69,4;;
508;2022-05-23 05:48:13;17,9;69,4;;
509;2022-05-23 05:53:13;17,8;69,4;;
510;2022-05-23 05:58:13;17,4;69,3;;
511;2022-05-23 06:03:13;17,3;69,7;;
512;2022-05-23 06:08:13;17,2;70,2;;
513;2022-05-23 06:13:13;17,1;70,6;;
514;2022-05-23 06:18:13;17,1;70,6;;
515;2022-05-23 06:23:13;16,9;71;;
516;2022-05-23 06:28:13;17;71,4;;
517;2022-05-23 06:33:13;16,9;71,4;;
518;2022-05-23 06:38:13;16,8;71,4;;
519;2022-05-23 06:43:13;16,9;71,4;;
520;2022-05-23 06:48:13;17;71,9;;
521;2022-05-23 06:53:13;17;71,9;;
522;2022-05-23 06:58:13;17,2;71,5;;
523;2022-05-23 07:03:13;17,3;71,5;;
524;2022-05-23 07:08:13;17,4;70,6;;
525;2022-05-23 07:13:13;17,5;71,1;;
526;2022-05-23 07:18:13;17,6;71,5;;
527;2022-05-23 07:23:13;17,6;71,1;;
528;2022-05-23 07:28:13;17,7;71,1;;
529;2022-05-23 07:33:13;17,9;71,2;;
530;2022-05-23 07:38:13;17,9;70,7;;
531;2022-05-23 07:43:13;17,8;70,7;;
532;2022-05-23 07:48:13;17,9;70,3;;
533;2022-05-23 07:53:13;17,9;69,8;;
534;2022-05-23 07:58:13;18;69,9;;
535;2022-05-23 08:03:13;18;69,4;;
536;2022-05-23 08:08:13;18,1;69,4;;
537;2022-05-23 08:13:13;18,1;69,4;;
538;2022-05-23 08:18:13;18,3;69;;
539;2022-05-23 08:23:13;18,3;69;;
