RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V333;;
Number;V333;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3638;;
Temperature Maximum;33,7°C;;
Temperature Minimum;12,2°C;;
Temperature Average;16,8°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;66,6%RH;;
Humidity Minimum;44,6%RH;;
Humidity Average;58,5%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16/5/2022 09:45;;
End Time;29/5/2022 00:50;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:45:44;18,8;50,6
2;2022-05-16 09:50:44;18,7;48,6
3;2022-05-16 09:55:44;18,4;48,1
4;2022-05-16 10:00:44;18,2;47,5
5;2022-05-16 10:05:44;17,5;46,9
6;2022-05-16 10:10:44;17,1;46,9
7;2022-05-16 10:15:44;16,8;47,4
8;2022-05-16 10:20:44;16,8;47,3
9;2022-05-16 10:25:44;16,7;47,3
10;2022-05-16 10:30:44;16,7;47,8
11;2022-05-16 10:35:44;16,7;47,3
12;2022-05-16 10:40:44;16,5;47,3
13;2022-05-16 10:45:44;16,5;49,3
14;2022-05-16 10:50:44;16,5;47,8
15;2022-05-16 10:55:44;18;52
16;2022-05-16 11:00:44;20,4;51,2
17;2022-05-16 11:05:44;21,9;49,4
18;2022-05-16 11:10:44;20,9;45,2
19;2022-05-16 11:15:44;19,8;44,6
20;2022-05-16 11:20:44;19,2;45,1
21;2022-05-16 11:25:44;18,8;45,6
22;2022-05-16 11:30:44;19,4;51,2
23;2022-05-16 11:35:44;19,5;47,7
24;2022-05-16 11:40:44;19,1;47,1
25;2022-05-16 11:45:44;18,8;47,1
26;2022-05-16 11:50:44;18,6;47
27;2022-05-16 11:55:44;18,4;47,5
28;2022-05-16 12:00:44;18,2;48
29;2022-05-16 12:05:44;18,1;48,5
30;2022-05-16 12:10:44;18,1;48,5
31;2022-05-16 12:15:44;18,1;48,5
32;2022-05-16 12:20:44;18;48
33;2022-05-16 12:25:44;18,1;48
34;2022-05-16 12:30:44;18,1;48,5
35;2022-05-16 12:35:44;18,2;48,5
36;2022-05-16 12:40:44;18,4;49,1
37;2022-05-16 12:45:44;18,3;48,5
38;2022-05-16 12:50:44;18,3;49
39;2022-05-16 12:55:44;18,4;49,6
40;2022-05-16 13:00:44;18,5;49,6
41;2022-05-16 13:05:44;18,6;49,6
42;2022-05-16 13:10:44;18,6;49,6
43;2022-05-16 13:15:44;18,6;49,1
44;2022-05-16 13:20:44;18,6;49,6
45;2022-05-16 13:25:44;18,6;49,6
46;2022-05-16 13:30:44;18,8;49,6
47;2022-05-16 13:35:44;19;49,1
48;2022-05-16 13:40:44;19;49,1
49;2022-05-16 13:45:44;18,9;48,6
50;2022-05-16 13:50:44;18,8;48,6
51;2022-05-16 13:55:44;18,8;49,1
52;2022-05-16 14:00:44;18,8;48,6
53;2022-05-16 14:05:44;18,7;49,1
54;2022-05-16 14:10:44;18,9;49,6
55;2022-05-16 14:15:44;20,1;47,7
56;2022-05-16 14:20:44;20,9;50,4
57;2022-05-16 14:25:44;22;49
58;2022-05-16 14:30:44;20,6;46,8
59;2022-05-16 14:35:44;19,5;47,2
60;2022-05-16 14:40:44;18,9;47,6
61;2022-05-16 14:45:44;18,6;48,6
62;2022-05-16 14:50:44;18,5;49,1
63;2022-05-16 14:55:44;18,4;49,6
64;2022-05-16 15:00:44;18,3;49,6
65;2022-05-16 15:05:44;18,3;49,6
66;2022-05-16 15:10:44;18,3;49,6
67;2022-05-16 15:15:44;18,3;50,1
68;2022-05-16 15:20:44;18,3;50,1
69;2022-05-16 15:25:44;18,4;50,1
70;2022-05-16 15:30:44;18,4;50,6
71;2022-05-16 15:35:44;18,4;50,6
72;2022-05-16 15:40:44;18,4;50,6
73;2022-05-16 15:45:44;18,4;50,6
74;2022-05-16 15:50:44;18,4;50,6
75;2022-05-16 15:55:44;18,4;50,6
76;2022-05-16 16:00:44;18,4;50,6
77;2022-05-16 16:05:44;18,5;50,6
78;2022-05-16 16:10:44;18,5;50,6
79;2022-05-16 16:15:44;18,4;50,6
80;2022-05-16 16:20:44;18,4;50,6
81;2022-05-16 16:25:44;18,4;50,6
