RC-4HC Temperature+Humidity Data Logger;;;;;
User Information;RC-4HC Data Logger;;;;
Number;V63;;;;
Interval    ;0:5:0 H:M:S;;;;
Delay Time;0,0 H;;;;
Data Sum;2758;;;;
Temperature Maximum;25,6°C;;;;
Temperature Minimum;14,8°C;;;;
Temperature Average;18°C;;;;
Temperature Alarm Upper Limit;60,0°C;;;;
Temperature Alarm Lower Limit;-30,0°C;;;;
Humidity Maximum;99,9%RH;;;;
Humidity Minimum;2,8%RH;;;;
Humidity Average;40,5%RH;;;;
Humidity Alarm Upper Limit;90%RH;;;;
Humidity Alarm Lower Limit;20%RH;;;;
Start Time;2022-04-24 21:53:47;;;;
End Time;2022-05-04 11:38:47;;;;
Date Format;yyyy-MM-dd HH:mm:ss;;;;
Temperature Unit;°C;;;;
Number;Time;Temperature°C;Humidity%RH;;
475;2022-04-26 13:23:47;19,08;65,9;;
476;2022-04-26 13:28:47;19,08;65,9;;
477;2022-04-26 13:33:47;19,08;65,9;;
478;2022-04-26 13:38:47;19,08;65,9;;
479;2022-04-26 13:43:47;19,08;65,9;;
480;2022-04-26 13:48:47;19,08;66,3;;
481;2022-04-26 13:53:47;19,08;65,9;;
482;2022-04-26 13:58:47;19,08;65,9;;
483;2022-04-26 14:03:47;19,08;65,9;;
484;2022-04-26 14:08:47;19,08;65,9;;
485;2022-04-26 14:13:47;19,08;65,9;;
486;2022-04-26 14:18:47;19,08;65,9;;
487;2022-04-26 14:23:47;19,08;65,9;;
488;2022-04-26 14:28:47;19,08;65,9;;
489;2022-04-26 14:33:47;19,08;65,9;;
490;2022-04-26 14:38:47;19,08;65,4;;
491;2022-04-26 14:43:47;19,08;65,4;;
492;2022-04-26 14:48:47;19,08;65,9;;
493;2022-04-26 14:53:47;19,08;65,9;;
494;2022-04-26 14:58:47;19,08;65,9;;
495;2022-04-26 15:03:47;19,08;65,9;;
496;2022-04-26 15:08:47;19,08;65,9;;
497;2022-04-26 15:13:47;19,08;65,9;;
498;2022-04-26 15:18:47;19,08;65,9;;
499;2022-04-26 15:23:47;19,08;66,4;;
500;2022-04-26 15:28:47;19,08;66,4;;
501;2022-04-26 15:33:47;19,08;66,4;;
502;2022-04-26 15:38:47;19,08;66,8;;
503;2022-04-26 15:43:47;19,08;66,4;;
504;2022-04-26 15:48:47;19,08;66,4;;
505;2022-04-26 15:53:47;19,08;66,4;;
506;2022-04-26 15:58:47;19,08;65,9;;
507;2022-04-26 16:03:47;19,08;66,4;;
508;2022-04-26 16:08:47;19,08;66,4;;
509;2022-04-26 16:13:47;19,08;65,9;;
510;2022-04-26 16:18:47;19,08;66,4;;
511;2022-04-26 16:23:47;18,98;66,4;;
512;2022-04-26 16:28:47;18,98;66,4;;
513;2022-04-26 16:33:47;18,98;66,4;;
514;2022-04-26 16:38:47;18,98;65,9;;
515;2022-04-26 16:43:47;18,98;66,4;;
516;2022-04-26 16:48:47;18,98;65,9;;
517;2022-04-26 16:53:47;18,88;66,0;;
518;2022-04-26 16:58:47;18,88;65,5;;
519;2022-04-26 17:03:47;18,88;65,5;;
520;2022-04-26 17:08:47;18,88;65,6;;
521;2022-04-26 17:13:47;18,88;65,1;;
522;2022-04-26 17:18:47;18,88;65,5;;
523;2022-04-26 17:23:47;18,88;65,5;;
524;2022-04-26 17:28:47;18,78;65,5;;
525;2022-04-26 17:33:47;18,78;65,6;;
526;2022-04-26 17:38:47;18,78;65,1;;
527;2022-04-26 17:43:47;18,78;65,1;;
528;2022-04-26 17:48:47;18,78;65,6;;
529;2022-04-26 17:53:47;18,78;65,6;;
530;2022-04-26 17:58:47;18,78;65,6;;
531;2022-04-26 18:03:47;18,68;64,7;;
532;2022-04-26 18:08:47;18,68;64,7;;
533;2022-04-26 18:13:47;18,68;64,7;;
534;2022-04-26 18:18:47;18,68;64,7;;
535;2022-04-26 18:23:47;18,68;64,7;;
536;2022-04-26 18:28:47;18,68;64,7;;
537;2022-04-26 18:33:47;18,58;64,7;;
538;2022-04-26 18:38:47;18,58;64,2;;
539;2022-04-26 18:43:47;18,58;64,7;;
540;2022-04-26 18:48:47;18,58;64,2;;
541;2022-04-26 18:53:47;18,58;65,2;;
542;2022-04-26 18:58:47;18,58;65,2;;
543;2022-04-26 19:03:47;18,58;65,1;;
544;2022-04-26 19:08:47;18,58;65,1;;
545;2022-04-26 19:13:47;18,48;65,6;;
546;2022-04-26 19:18:47;18,48;65,6;;
547;2022-04-26 19:23:47;18,48;65,6;;
548;2022-04-26 19:28:47;18,48;65,6;;
549;2022-04-26 19:33:47;18,48;65,6;;
550;2022-04-26 19:38:47;18,48;65,6;;
551;2022-04-26 19:43:47;18,38;65,1;;
552;2022-04-26 19:48:47;18,38;65,1;;
553;2022-04-26 19:53:47;18,38;65,6;;
554;2022-04-26 19:58:47;18,38;65,6;;
555;2022-04-26 20:03:47;18,38;66,0;;
556;2022-04-26 20:08:47;18,38;65,6;;
557;2022-04-26 20:13:47;18,38;65,6;;
558;2022-04-26 20:18:47;18,28;65,6;;
559;2022-04-26 20:23:47;18,28;65,6;;
560;2022-04-26 20:28:47;18,28;65,6;;
561;2022-04-26 20:33:47;18,28;65,6;;
562;2022-04-26 20:38:47;18,28;65,6;;
563;2022-04-26 20:43:47;18,28;65,6;;
564;2022-04-26 20:48:47;18,28;65,6;;
565;2022-04-26 20:53:47;18,18;65,6;;
566;2022-04-26 20:58:47;18,18;65,1;;
567;2022-04-26 21:03:47;18,18;64,2;;
568;2022-04-26 21:08:47;18,18;64,2;;
569;2022-04-26 21:13:47;18,18;64,2;;
570;2022-04-26 21:18:47;18,18;63,8;;
571;2022-04-26 21:23:47;18,18;63,3;;
572;2022-04-26 21:28:47;18,18;62,8;;
573;2022-04-26 21:33:47;18,18;62,8;;
574;2022-04-26 21:38:47;18,08;62,4;;
575;2022-04-26 21:43:47;18,08;62,4;;
576;2022-04-26 21:48:47;18,08;62,4;;
577;2022-04-26 21:53:47;18,08;61,9;;
578;2022-04-26 21:58:47;18,08;61,9;;
579;2022-04-26 22:03:47;18,08;61,9;;
580;2022-04-26 22:08:47;17,98;61,9;;
581;2022-04-26 22:13:47;17,98;61,9;;
582;2022-04-26 22:18:47;17,98;61,9;;
583;2022-04-26 22:23:47;17,98;61,9;;
584;2022-04-26 22:28:47;17,98;61,9;;
585;2022-04-26 22:33:47;17,88;61,9;;
586;2022-04-26 22:38:47;17,88;61,9;;
587;2022-04-26 22:43:47;17,88;61,9;;
588;2022-04-26 22:48:47;17,88;61,9;;
589;2022-04-26 22:53:47;17,88;61,9;;
590;2022-04-26 22:58:47;17,88;61,9;;
591;2022-04-26 23:03:47;17,88;62,3;;
592;2022-04-26 23:08:47;17,78;62,8;;
593;2022-04-26 23:13:47;17,78;62,8;;
594;2022-04-26 23:18:47;17,78;62,8;;
595;2022-04-26 23:23:47;17,78;62,8;;
596;2022-04-26 23:28:47;17,78;62,8;;
597;2022-04-26 23:33:47;17,78;62,8;;
598;2022-04-26 23:38:47;17,78;62,8;;
599;2022-04-26 23:43:47;17,78;62,8;;
600;2022-04-26 23:48:47;17,78;62,8;;
601;2022-04-26 23:53:47;17,68;63,2;;
602;2022-04-26 23:58:47;17,68;62,8;;
603;2022-04-27 00:03:47;17,68;62,8;;
604;2022-04-27 00:08:47;17,68;62,8;;
605;2022-04-27 00:13:47;17,68;62,8;;
606;2022-04-27 00:18:47;17,68;62,8;;
607;2022-04-27 00:23:47;17,68;62,8;;
608;2022-04-27 00:28:47;17,68;62,8;;
609;2022-04-27 00:33:47;17,58;62,7;;
610;2022-04-27 00:38:47;17,58;63,2;;
611;2022-04-27 00:43:47;17,58;63,2;;
612;2022-04-27 00:48:47;17,58;63,2;;
613;2022-04-27 00:53:47;17,58;63,2;;
614;2022-04-27 00:58:47;17,58;63,2;;
615;2022-04-27 01:03:47;17,58;63,2;;
616;2022-04-27 01:08:47;17,58;63,2;;
617;2022-04-27 01:13:47;17,58;63,2;;
618;2022-04-27 01:18:47;17,58;63,6;;
619;2022-04-27 01:23:47;17,48;63,6;;
620;2022-04-27 01:28:47;17,48;63,6;;
621;2022-04-27 01:33:47;17,48;63,6;;
622;2022-04-27 01:38:47;17,48;63,6;;
623;2022-04-27 01:43:47;17,48;63,6;;
624;2022-04-27 01:48:47;17,48;63,6;;
625;2022-04-27 01:53:47;17,48;63,6;;
626;2022-04-27 01:58:47;17,48;63,6;;
627;2022-04-27 02:03:47;17,48;63,6;;
628;2022-04-27 02:08:47;17,48;63,6;;
629;2022-04-27 02:13:47;17,38;63,6;;
630;2022-04-27 02:18:47;17,38;63,6;;
631;2022-04-27 02:23:47;17,38;63,6;;
632;2022-04-27 02:28:47;17,38;63,6;;
633;2022-04-27 02:33:47;17,38;63,6;;
634;2022-04-27 02:38:47;17,38;63,2;;
635;2022-04-27 02:43:47;17,38;63,6;;
636;2022-04-27 02:48:47;17,38;63,6;;
637;2022-04-27 02:53:47;17,38;63,2;;
638;2022-04-27 02:58:47;17,38;63,6;;
639;2022-04-27 03:03:47;17,38;63,6;;
640;2022-04-27 03:08:47;17,28;63,2;;
641;2022-04-27 03:13:47;17,28;63,6;;
642;2022-04-27 03:18:47;17,28;63,2;;
643;2022-04-27 03:23:47;17,28;63,2;;
644;2022-04-27 03:28:47;17,28;63,6;;
645;2022-04-27 03:33:47;17,28;63,2;;
646;2022-04-27 03:38:47;17,28;63,6;;
647;2022-04-27 03:43:47;17,28;63,6;;
648;2022-04-27 03:48:47;17,28;63,6;;
649;2022-04-27 03:53:47;17,28;63,6;;
650;2022-04-27 03:58:47;17,28;63,6;;
651;2022-04-27 04:03:47;17,28;63,6;;
652;2022-04-27 04:08:47;17,28;63,6;;
653;2022-04-27 04:13:47;17,18;63,6;;
654;2022-04-27 04:18:47;17,18;63,6;;
655;2022-04-27 04:23:47;17,18;63,6;;
656;2022-04-27 04:28:47;17,18;64,0;;
657;2022-04-27 04:33:47;17,18;64,0;;
658;2022-04-27 04:38:47;17,18;64,0;;
659;2022-04-27 04:43:47;17,08;64,0;;
660;2022-04-27 04:48:47;17,08;64,0;;
661;2022-04-27 04:53:47;17,08;64,0;;
662;2022-04-27 04:58:47;17,08;64,4;;
663;2022-04-27 05:03:47;17,08;64,4;;
664;2022-04-27 05:08:47;17,08;64,0;;
665;2022-04-27 05:13:47;17,08;64,4;;
666;2022-04-27 05:18:47;17,08;64,4;;
667;2022-04-27 05:23:47;17,08;64,4;;
668;2022-04-27 05:28:47;17,08;64,4;;
669;2022-04-27 05:33:47;17,08;64,4;;
670;2022-04-27 05:38:47;17,08;64,4;;
671;2022-04-27 05:43:47;17,08;64,4;;
672;2022-04-27 05:48:47;17,08;64,4;;
673;2022-04-27 05:53:47;17,08;64,4;;
674;2022-04-27 05:58:47;17,08;64,4;;
675;2022-04-27 06:03:47;17,08;64,4;;
676;2022-04-27 06:08:47;16,98;64,4;;
677;2022-04-27 06:13:47;16,98;64,4;;
678;2022-04-27 06:18:47;16,98;64,4;;
679;2022-04-27 06:23:47;16,98;64,4;;
680;2022-04-27 06:28:47;16,98;64,4;;
681;2022-04-27 06:33:47;16,88;64,4;;
682;2022-04-27 06:38:47;16,88;64,4;;
683;2022-04-27 06:43:47;16,88;64,4;;
684;2022-04-27 06:48:47;16,88;64,4;;
685;2022-04-27 06:53:47;16,88;64,4;;
686;2022-04-27 06:58:47;16,88;64,4;;
687;2022-04-27 07:03:47;16,88;64,4;;
688;2022-04-27 07:08:47;16,88;64,4;;
689;2022-04-27 07:13:47;16,88;64,4;;
690;2022-04-27 07:18:47;16,78;64,3;;
691;2022-04-27 07:23:47;16,78;64,3;;
692;2022-04-27 07:28:47;16,78;64,3;;
693;2022-04-27 07:33:47;16,78;64,3;;
694;2022-04-27 07:38:47;16,78;64,3;;
695;2022-04-27 07:43:47;16,78;64,3;;
696;2022-04-27 07:48:47;16,78;64,3;;
697;2022-04-27 07:53:47;16,88;64,8;;
698;2022-04-27 07:58:47;16,88;64,3;;
699;2022-04-27 08:03:47;16,88;64,8;;
700;2022-04-27 08:08:47;16,88;64,3;;
701;2022-04-27 08:13:47;16,88;64,8;;
702;2022-04-27 08:18:47;16,88;64,3;;
703;2022-04-27 08:23:47;16,88;64,8;;
704;2022-04-27 08:28:47;16,88;64,3;;
705;2022-04-27 08:33:47;16,88;64,3;;
706;2022-04-27 08:38:47;16,88;64,3;;
707;2022-04-27 08:43:47;16,88;64,3;;
708;2022-04-27 08:48:47;16,98;64,3;;
709;2022-04-27 08:53:47;16,98;64,3;;
710;2022-04-27 08:58:47;16,98;64,3;;
711;2022-04-27 09:03:47;16,98;64,3;;
712;2022-04-27 09:08:47;16,98;64,3;;
713;2022-04-27 09:13:47;16,98;64,3;;
714;2022-04-27 09:18:47;16,98;64,3;;
715;2022-04-27 09:23:47;17,08;64,3;;
716;2022-04-27 09:28:47;17,08;64,3;;
717;2022-04-27 09:33:47;17,08;64,3;;
718;2022-04-27 09:38:47;17,08;64,2;;
719;2022-04-27 09:43:47;17,08;64,2;;
720;2022-04-27 09:48:47;17,08;64,2;;
721;2022-04-27 09:53:47;17,08;64,2;;
722;2022-04-27 09:58:47;17,08;64,2;;
723;2022-04-27 10:03:47;17,08;64,2;;
724;2022-04-27 10:08:47;17,08;64,2;;
725;2022-04-27 10:13:47;17,08;64,2;;
726;2022-04-27 10:18:47;17,18;64,2;;
727;2022-04-27 10:23:47;17,18;64,2;;
728;2022-04-27 10:28:47;17,18;64,2;;
729;2022-04-27 10:33:47;17,18;64,2;;
730;2022-04-27 10:38:47;17,28;64,2;;
731;2022-04-27 10:43:47;17,28;64,2;;
732;2022-04-27 10:48:47;17,28;64,2;;
733;2022-04-27 10:53:47;17,38;64,2;;
734;2022-04-27 10:58:47;17,38;64,2;;
735;2022-04-27 11:03:47;17,38;64,2;;
736;2022-04-27 11:08:47;17,38;64,2;;
737;2022-04-27 11:13:47;17,48;64,2;;
738;2022-04-27 11:18:47;17,48;64,2;;
739;2022-04-27 11:23:47;17,48;64,2;;
740;2022-04-27 11:28:47;17,48;64,2;;
741;2022-04-27 11:33:47;17,58;64,2;;
742;2022-04-27 11:38:47;17,58;64,2;;
743;2022-04-27 11:43:47;17,58;64,2;;
744;2022-04-27 11:48:47;17,58;64,2;;
745;2022-04-27 11:53:47;17,68;64,2;;
746;2022-04-27 11:58:47;17,68;64,2;;
747;2022-04-27 12:03:47;17,68;64,2;;
748;2022-04-27 12:08:47;17,78;64,2;;
749;2022-04-27 12:13:47;17,78;64,2;;
750;2022-04-27 12:18:47;17,78;63,7;;
751;2022-04-27 12:23:47;17,78;63,7;;
752;2022-04-27 12:28:47;17,78;63,7;;
753;2022-04-27 12:33:47;17,88;63,7;;
754;2022-04-27 12:38:47;17,88;63,7;;
755;2022-04-27 12:43:47;17,88;63,7;;
756;2022-04-27 12:48:47;17,88;63,7;;
757;2022-04-27 12:53:47;17,88;63,7;;
758;2022-04-27 12:58:47;17,88;63,7;;
759;2022-04-27 13:03:47;17,88;63,7;;
760;2022-04-27 13:08:47;17,88;63,7;;
761;2022-04-27 13:13:47;17,88;63,7;;
762;2022-04-27 13:18:47;17,88;63,7;;
763;2022-04-27 13:23:47;17,88;63,7;;
764;2022-04-27 13:28:47;17,88;63,7;;
765;2022-04-27 13:33:47;17,88;63,7;;
766;2022-04-27 13:38:47;17,88;63,7;;
767;2022-04-27 13:43:47;17,88;63,7;;
768;2022-04-27 13:48:47;17,88;63,7;;
769;2022-04-27 13:53:47;17,88;63,7;;
770;2022-04-27 13:58:47;17,88;63,7;;
771;2022-04-27 14:03:47;17,88;63,7;;
772;2022-04-27 14:08:47;17,88;63,7;;
773;2022-04-27 14:13:47;17,88;63,7;;
774;2022-04-27 14:18:47;17,88;63,7;;
775;2022-04-27 14:23:47;17,88;63,7;;
776;2022-04-27 14:28:47;17,88;63,7;;
777;2022-04-27 14:33:47;17,88;63,7;;
778;2022-04-27 14:38:47;17,98;63,7;;
779;2022-04-27 14:43:47;17,88;63,7;;
780;2022-04-27 14:48:47;17,98;64,1;;
781;2022-04-27 14:53:47;17,98;64,1;;
782;2022-04-27 14:58:47;17,98;64,1;;
783;2022-04-27 15:03:47;17,98;64,6;;
784;2022-04-27 15:08:47;17,98;64,6;;
785;2022-04-27 15:13:47;17,98;65,0;;
786;2022-04-27 15:18:47;17,98;65,5;;
787;2022-04-27 15:23:47;17,98;65,0;;
788;2022-04-27 15:28:47;17,98;64,6;;
789;2022-04-27 15:33:47;17,98;64,2;;
790;2022-04-27 15:38:47;17,88;64,2;;
791;2022-04-27 15:43:47;17,88;64,6;;
792;2022-04-27 15:48:47;17,88;64,7;;
793;2022-04-27 15:53:47;17,88;64,2;;
794;2022-04-27 15:58:47;17,88;64,2;;
795;2022-04-27 16:03:47;17,88;64,2;;
796;2022-04-27 16:08:47;17,88;64,3;;
797;2022-04-27 16:13:47;17,88;64,3;;
798;2022-04-27 16:18:47;17,88;63,8;;
799;2022-04-27 16:23:47;17,88;64,3;;
800;2022-04-27 16:28:47;17,88;64,3;;
801;2022-04-27 16:33:47;17,78;64,3;;
802;2022-04-27 16:38:47;17,78;63,8;;
803;2022-04-27 16:43:47;17,78;63,9;;
804;2022-04-27 16:48:47;17,78;63,9;;
805;2022-04-27 16:53:47;17,78;63,9;;
806;2022-04-27 16:58:47;17,78;64,3;;
807;2022-04-27 17:03:47;17,78;64,3;;
808;2022-04-27 17:08:47;17,78;64,4;;
809;2022-04-27 17:13:47;17,78;63,5;;
810;2022-04-27 17:18:47;17,78;63,5;;
811;2022-04-27 17:23:47;17,78;63,5;;
812;2022-04-27 17:28:47;17,78;63,5;;
813;2022-04-27 17:33:47;17,78;63,5;;
814;2022-04-27 17:38:47;17,78;63,5;;
815;2022-04-27 17:43:47;17,78;64,0;;
816;2022-04-27 17:48:47;17,68;64,0;;
817;2022-04-27 17:53:47;17,68;64,0;;
818;2022-04-27 17:58:47;17,68;64,0;;
819;2022-04-27 18:03:47;17,68;63,5;;
820;2022-04-27 18:08:47;17,68;63,6;;
821;2022-04-27 18:13:47;17,68;63,6;;
822;2022-04-27 18:18:47;17,58;63,1;;
823;2022-04-27 18:23:47;17,58;63,6;;
824;2022-04-27 18:28:47;17,58;63,6;;
825;2022-04-27 18:33:47;17,58;63,1;;
826;2022-04-27 18:38:47;17,48;63,2;;
827;2022-04-27 18:43:47;17,48;62,7;;
828;2022-04-27 18:48:47;17,48;62,7;;
829;2022-04-27 18:53:47;17,38;62,3;;
830;2022-04-27 18:58:47;17,38;62,7;;
831;2022-04-27 19:03:47;17,38;62,3;;
832;2022-04-27 19:08:47;17,38;62,3;;
833;2022-04-27 19:13:47;17,38;62,3;;
834;2022-04-27 19:18:47;17,28;62,3;;
835;2022-04-27 19:23:47;17,28;61,9;;
836;2022-04-27 19:28:47;17,28;61,9;;
837;2022-04-27 19:33:47;17,28;61,9;;
838;2022-04-27 19:38:47;17,28;61,4;;
839;2022-04-27 19:43:47;17,28;61,4;;
840;2022-04-27 19:48:47;17,28;61,4;;
841;2022-04-27 19:53:47;17,28;61,0;;
842;2022-04-27 19:58:47;17,28;61,0;;
843;2022-04-27 20:03:47;17,28;61,0;;
844;2022-04-27 20:08:47;17,28;61,0;;
845;2022-04-27 20:13:47;17,28;61,0;;
846;2022-04-27 20:18:47;17,28;61,0;;
847;2022-04-27 20:23:47;17,28;60,5;;
848;2022-04-27 20:28:47;17,28;60,5;;
849;2022-04-27 20:33:47;17,18;60,6;;
850;2022-04-27 20:38:47;17,18;60,1;;
851;2022-04-27 20:43:47;17,18;60,1;;
852;2022-04-27 20:48:47;17,18;60,1;;
853;2022-04-27 20:53:47;17,18;60,1;;
854;2022-04-27 20:58:47;17,18;60,1;;
855;2022-04-27 21:03:47;17,18;60,1;;
856;2022-04-27 21:08:47;17,18;60,1;;
857;2022-04-27 21:13:47;17,18;59,7;;
858;2022-04-27 21:18:47;17,18;59,7;;
859;2022-04-27 21:23:47;17,18;59,7;;
860;2022-04-27 21:28:47;17,18;59,7;;
861;2022-04-27 21:33:47;17,08;59,2;;
862;2022-04-27 21:38:47;17,08;59,2;;
863;2022-04-27 21:43:47;17,08;59,2;;
864;2022-04-27 21:48:47;17,08;59,2;;
865;2022-04-27 21:53:47;17,08;59,2;;
866;2022-04-27 21:58:47;16,98;59,2;;
867;2022-04-27 22:03:47;16,98;59,2;;
868;2022-04-27 22:08:47;16,98;59,2;;
869;2022-04-27 22:13:47;16,88;59,3;;
870;2022-04-27 22:18:47;16,88;59,3;;
871;2022-04-27 22:23:47;16,78;59,3;;
872;2022-04-27 22:28:47;16,78;59,3;;
873;2022-04-27 22:33:47;16,78;59,3;;
874;2022-04-27 22:38:47;16,68;59,3;;
875;2022-04-27 22:43:47;16,68;58,8;;
876;2022-04-27 22:48:47;16,68;58,8;;
877;2022-04-27 22:53:47;16,58;58,8;;
878;2022-04-27 22:58:47;16,58;58,8;;
879;2022-04-27 23:03:47;16,58;58,8;;
880;2022-04-27 23:08:47;16,48;58,3;;
881;2022-04-27 23:13:47;16,48;58,3;;
882;2022-04-27 23:18:47;16,48;58,8;;
883;2022-04-27 23:23:47;16,48;58,8;;
884;2022-04-27 23:28:47;16,48;58,8;;
885;2022-04-27 23:33:47;16,38;58,8;;
886;2022-04-27 23:38:47;16,38;58,8;;
887;2022-04-27 23:43:47;16,38;59,3;;
888;2022-04-27 23:48:47;16,38;59,3;;
889;2022-04-27 23:53:47;16,38;59,2;;
890;2022-04-27 23:58:47;16,38;59,7;;
891;2022-04-28 00:03:47;16,28;59,7;;
892;2022-04-28 00:08:47;16,28;59,7;;
893;2022-04-28 00:13:47;16,28;60,1;;
894;2022-04-28 00:18:47;16,28;60,1;;
895;2022-04-28 00:23:47;16,28;60,6;;
896;2022-04-28 00:28:47;16,28;60,6;;
897;2022-04-28 00:33:47;16,28;60,6;;
898;2022-04-28 00:38:47;16,18;61,0;;
899;2022-04-28 00:43:47;16,18;61,0;;
900;2022-04-28 00:48:47;16,18;61,0;;
901;2022-04-28 00:53:47;16,18;61,0;;
902;2022-04-28 00:58:47;16,08;61,5;;
903;2022-04-28 01:03:47;16,08;61,5;;
904;2022-04-28 01:08:47;16,08;61,5;;
905;2022-04-28 01:13:47;16,08;61,9;;
906;2022-04-28 01:18:47;15,98;61,9;;
907;2022-04-28 01:23:47;15,98;62,4;;
908;2022-04-28 01:28:47;15,98;62,4;;
909;2022-04-28 01:33:47;15,98;62,4;;
910;2022-04-28 01:38:47;15,88;62,8;;
911;2022-04-28 01:43:47;15,88;62,8;;
912;2022-04-28 01:48:47;15,88;62,8;;
913;2022-04-28 01:53:47;15,88;62,8;;
914;2022-04-28 01:58:47;15,78;63,3;;
915;2022-04-28 02:03:47;15,78;63,3;;
916;2022-04-28 02:08:47;15,78;63,3;;
917;2022-04-28 02:13:47;15,78;63,2;;
918;2022-04-28 02:18:47;15,78;63,2;;
919;2022-04-28 02:23:47;15,68;63,7;;
920;2022-04-28 02:28:47;15,68;63,7;;
921;2022-04-28 02:33:47;15,68;63,7;;
922;2022-04-28 02:38:47;15,58;63,7;;
923;2022-04-28 02:43:47;15,58;63,7;;
924;2022-04-28 02:48:47;15,58;63,7;;
925;2022-04-28 02:53:47;15,58;63,7;;
926;2022-04-28 02:58:47;15,58;63,7;;
927;2022-04-28 03:03:47;15,58;63,6;;
928;2022-04-28 03:08:47;15,48;63,6;;
929;2022-04-28 03:13:47;15,48;63,6;;
930;2022-04-28 03:18:47;15,48;63,6;;
931;2022-04-28 03:23:47;15,48;63,6;;
932;2022-04-28 03:28:47;15,48;64,1;;
933;2022-04-28 03:33:47;15,48;64,1;;
934;2022-04-28 03:38:47;15,38;64,1;;
935;2022-04-28 03:43:47;15,38;64,1;;
936;2022-04-28 03:48:47;15,38;64,1;;
937;2022-04-28 03:53:47;15,38;64,1;;
938;2022-04-28 03:58:47;15,38;64,1;;
939;2022-04-28 04:03:47;15,28;64,0;;
940;2022-04-28 04:08:47;15,28;64,0;;
941;2022-04-28 04:13:47;15,28;64,0;;
942;2022-04-28 04:18:47;15,28;64,0;;
943;2022-04-28 04:23:47;15,18;64,0;;
944;2022-04-28 04:28:47;15,18;64,0;;
945;2022-04-28 04:33:47;15,18;64,0;;
946;2022-04-28 04:38:47;15,08;64,0;;
947;2022-04-28 04:43:47;15,08;64,0;;
948;2022-04-28 04:48:47;15,08;64,5;;
949;2022-04-28 04:53:47;15,08;64,5;;
950;2022-04-28 04:58:47;15,08;64,5;;
951;2022-04-28 05:03:47;15,08;64,5;;
952;2022-04-28 05:08:47;14,98;64,5;;
953;2022-04-28 05:13:47;14,98;64,5;;
954;2022-04-28 05:18:47;14,98;64,5;;
955;2022-04-28 05:23:47;14,98;64,4;;
956;2022-04-28 05:28:47;14,98;64,4;;
957;2022-04-28 05:33:47;14,88;64,4;;
958;2022-04-28 05:38:47;14,88;64,4;;
959;2022-04-28 05:43:47;14,88;64,4;;
960;2022-04-28 05:48:47;14,88;64,4;;
961;2022-04-28 05:53:47;14,88;64,4;;
962;2022-04-28 05:58:47;14,88;64,4;;
963;2022-04-28 06:03:47;14,88;64,4;;
964;2022-04-28 06:08:47;14,88;64,4;;
965;2022-04-28 06:13:47;14,88;64,4;;
966;2022-04-28 06:18:47;14,88;64,9;;
967;2022-04-28 06:23:47;14,88;64,9;;
968;2022-04-28 06:28:47;14,88;64,9;;
969;2022-04-28 06:33:47;14,88;64,9;;
970;2022-04-28 06:38:47;14,88;64,8;;
971;2022-04-28 06:43:47;14,88;64,8;;
972;2022-04-28 06:48:47;14,88;64,8;;
973;2022-04-28 06:53:47;14,78;64,8;;
974;2022-04-28 06:58:47;14,78;64,8;;
975;2022-04-28 07:03:47;14,78;64,8;;
976;2022-04-28 07:08:47;14,78;64,8;;
977;2022-04-28 07:13:47;14,78;64,8;;
978;2022-04-28 07:18:47;14,78;64,8;;
979;2022-04-28 07:23:47;14,78;64,8;;
980;2022-04-28 07:28:47;14,78;64,8;;
981;2022-04-28 07:33:47;14,68;64,8;;
982;2022-04-28 07:38:47;14,68;64,8;;
983;2022-04-28 07:43:47;14,68;64,8;;
984;2022-04-28 07:48:47;14,68;64,8;;
985;2022-04-28 07:53:47;14,68;64,8;;
986;2022-04-28 07:58:47;14,68;64,8;;
987;2022-04-28 08:03:47;14,68;64,8;;
988;2022-04-28 08:08:47;14,68;64,8;;
989;2022-04-28 08:13:47;14,68;64,8;;
990;2022-04-28 08:18:47;14,68;64,8;;
991;2022-04-28 08:23:47;14,78;64,8;;
992;2022-04-28 08:28:47;14,78;64,8;;
993;2022-04-28 08:33:47;14,78;64,8;;
994;2022-04-28 08:38:47;14,78;64,8;;
995;2022-04-28 08:43:47;14,88;64,8;;
996;2022-04-28 08:48:47;14,88;64,8;;
997;2022-04-28 08:53:47;14,88;64,8;;
998;2022-04-28 08:58:47;14,88;64,8;;
999;2022-04-28 09:03:47;14,88;64,8;;
1000;2022-04-28 09:08:47;14,98;65,2;;
1001;2022-04-28 09:13:47;14,98;64,8;;
1002;2022-04-28 09:18:47;14,98;64,8;;
1003;2022-04-28 09:23:47;15,08;64,8;;
1004;2022-04-28 09:28:47;15,08;64,8;;
1005;2022-04-28 09:33:47;15,08;64,8;;
1006;2022-04-28 09:38:47;15,08;64,8;;
1007;2022-04-28 09:43:47;15,18;64,8;;
1008;2022-04-28 09:48:47;15,18;64,8;;
1009;2022-04-28 09:53:47;15,18;64,8;;
1010;2022-04-28 09:58:47;15,28;64,8;;
1011;2022-04-28 10:03:47;15,28;64,7;;
1012;2022-04-28 10:08:47;15,38;64,7;;
1013;2022-04-28 10:13:47;15,38;64,7;;
1014;2022-04-28 10:18:47;15,48;64,7;;
1015;2022-04-28 10:23:47;15,48;64,7;;
1016;2022-04-28 10:28:47;15,58;64,7;;
