Informe de datos;;;;;
Archivo creado el:2022-05-28 18:21:21;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-04 10:56:24
48;2022-05-04 14:51:24;21,5;NC;;
49;2022-05-04 14:56:24;21,5;NC;;
50;2022-05-04 15:01:24;21,5;NC;;
51;2022-05-04 15:06:24;21,5;NC;;
52;2022-05-04 15:11:24;21,4;NC;;
53;2022-05-04 15:16:24;21,4;NC;;
54;2022-05-04 15:21:24;21,2;NC;;
55;2022-05-04 15:26:24;21,2;NC;;
56;2022-05-04 15:31:24;21,1;NC;;
57;2022-05-04 15:36:24;21,1;NC;;
58;2022-05-04 15:41:24;21;NC;;
59;2022-05-04 15:46:24;20,9;NC;;
60;2022-05-04 15:51:24;20,7;NC;;
61;2022-05-04 15:56:24;20,5;NC;;
62;2022-05-04 16:01:24;20,5;NC;;
63;2022-05-04 16:06:24;20,3;NC;;
64;2022-05-04 16:11:24;20,3;NC;;
65;2022-05-04 16:16:24;20,3;NC;;
66;2022-05-04 16:21:24;20,1;NC;;
67;2022-05-04 16:26:24;20;NC;;
68;2022-05-04 16:31:24;19,9;NC;;
69;2022-05-04 16:36:24;19,8;NC;;
70;2022-05-04 16:41:24;19,7;NC;;
71;2022-05-04 16:46:24;19,7;NC;;
72;2022-05-04 16:51:24;19,7;88,3;;
73;2022-05-04 16:56:24;19,7;72,6;;
74;2022-05-04 17:01:24;19,7;73;;
75;2022-05-04 17:06:24;19,6;73,4;;
76;2022-05-04 17:11:24;19,5;73,9;;
77;2022-05-04 17:16:24;19,3;74,3;;
78;2022-05-04 17:21:24;19,3;75,2;;
79;2022-05-04 17:26:24;19,3;75,7;;
80;2022-05-04 17:31:24;19,3;75,7;;
81;2022-05-04 17:36:24;19,4;75,7;;
82;2022-05-04 17:41:24;19,5;75,7;;
83;2022-05-04 17:46:24;19,5;75,7;;
84;2022-05-04 17:51:24;19,6;75,7;;
85;2022-05-04 17:56:24;19,6;75,7;;
86;2022-05-04 18:01:24;19,6;75,2;;
87;2022-05-04 18:06:24;19,6;75,2;;
88;2022-05-04 18:11:24;19,7;75,2;;
89;2022-05-04 18:16:24;19,7;75,2;;
90;2022-05-04 18:21:24;19,7;75,2;;
91;2022-05-04 18:26:24;19,7;75,3;;
92;2022-05-04 18:31:24;19,7;75,3;;
93;2022-05-04 18:36:24;19,7;75,3;;
94;2022-05-04 18:41:24;19,7;75,2;;
95;2022-05-04 18:46:24;19,7;75,2;;
96;2022-05-04 18:51:24;19,7;75,2;;
97;2022-05-04 18:56:24;19,7;75,2;;
98;2022-05-04 19:01:24;19,7;75,7;;
99;2022-05-04 19:06:24;19,7;75,7;;
100;2022-05-04 19:11:24;19,6;75,7;;
101;2022-05-04 19:16:24;19,6;75,7;;
102;2022-05-04 19:21:24;19,6;76,2;;
103;2022-05-04 19:26:24;19,6;75,7;;
104;2022-05-04 19:31:24;19,5;75,3;;
105;2022-05-04 19:36:24;19,5;75,3;;
106;2022-05-04 19:41:24;19,5;74,9;;
107;2022-05-04 19:46:24;19,5;74,8;;
108;2022-05-04 19:51:24;19,5;74,8;;
109;2022-05-04 19:56:24;19,4;74,8;;
110;2022-05-04 20:01:24;19,4;74,4;;
111;2022-05-04 20:06:24;19,4;74,4;;
112;2022-05-04 20:11:24;19,4;74,4;;
113;2022-05-04 20:16:24;19,4;74,4;;
114;2022-05-04 20:21:24;19,3;74,4;;
115;2022-05-04 20:26:24;19,3;74,9;;
116;2022-05-04 20:31:24;19,3;74,9;;
117;2022-05-04 20:36:24;19,3;74,9;;
118;2022-05-04 20:41:24;19,2;74,9;;
119;2022-05-04 20:46:24;19,2;74,9;;
120;2022-05-04 20:51:24;19,2;74,4;;
121;2022-05-04 20:56:24;19,1;74,9;;
122;2022-05-04 21:01:24;19,1;74,9;;
123;2022-05-04 21:06:24;19,1;74,9;;
124;2022-05-04 21:11:24;19,1;74,8;;
125;2022-05-04 21:16:24;19,1;74,9;;
126;2022-05-04 21:21:24;19,1;74,9;;
127;2022-05-04 21:26:24;19;74,8;;
128;2022-05-04 21:31:24;19;74,8;;
129;2022-05-04 21:36:24;18,9;74,4;;
130;2022-05-04 21:41:24;18,9;74,4;;
131;2022-05-04 21:46:24;18,8;74,4;;
132;2022-05-04 21:51:24;18,8;74,4;;
133;2022-05-04 21:56:24;18,8;74,4;;
134;2022-05-04 22:01:24;18,8;74,3;;
135;2022-05-04 22:06:24;18,8;74,3;;
136;2022-05-04 22:11:24;18,8;74,3;;
137;2022-05-04 22:16:24;18,7;74,4;;
138;2022-05-04 22:21:24;18,6;74,3;;
139;2022-05-04 22:26:24;18,6;74,3;;
140;2022-05-04 22:31:24;18,6;74,3;;
141;2022-05-04 22:36:24;18,6;74,4;;
142;2022-05-04 22:41:24;18,5;74,8;;
143;2022-05-04 22:46:24;18,5;74,8;;
144;2022-05-04 22:51:24;18,5;74,8;;
145;2022-05-04 22:56:24;18,5;74,8;;
146;2022-05-04 23:01:24;18,5;74,8;;
147;2022-05-04 23:06:24;18,5;74,8;;
148;2022-05-04 23:11:24;18,5;74,8;;
149;2022-05-04 23:16:24;18,4;74,8;;
150;2022-05-04 23:21:24;18,4;74,7;;
151;2022-05-04 23:26:24;18,4;74,3;;
152;2022-05-04 23:31:24;18,4;74,3;;
153;2022-05-04 23:36:24;18,4;74,8;;
154;2022-05-04 23:41:24;18,3;74,8;;
155;2022-05-04 23:46:24;18,3;75,3;;
156;2022-05-04 23:51:24;18,3;76,4;;
157;2022-05-04 23:56:24;18,2;78,1;;
158;2022-05-05 00:01:24;18,1;80,2;;
159;2022-05-05 00:06:24;18,1;83,7;;
160;2022-05-05 00:11:24;18,1;91,9;;
161;2022-05-05 00:16:24;18,1;NC;;
162;2022-05-05 00:21:24;18,1;NC;;
163;2022-05-05 00:26:24;18;NC;;
164;2022-05-05 00:31:24;18;NC;;
165;2022-05-05 00:36:24;17,9;NC;;
166;2022-05-05 00:41:24;17,9;NC;;
167;2022-05-05 00:46:24;17,9;NC;;
168;2022-05-05 00:51:24;17,9;NC;;
169;2022-05-05 00:56:24;17,9;NC;;
170;2022-05-05 01:01:24;17,9;NC;;
171;2022-05-05 01:06:24;17,9;NC;;
172;2022-05-05 01:11:24;18;NC;;
173;2022-05-05 01:16:24;18;83,8;;
174;2022-05-05 01:21:24;18;71,5;;
175;2022-05-05 01:26:24;17,9;71,5;;
176;2022-05-05 01:31:24;17,9;71,5;;
177;2022-05-05 01:36:24;17,8;71,5;;
178;2022-05-05 01:41:24;17,8;71,5;;
179;2022-05-05 01:46:24;17,7;71,5;;
180;2022-05-05 01:51:24;17,7;71,5;;
181;2022-05-05 01:56:24;17,7;71,4;;
182;2022-05-05 02:01:24;17,7;71,4;;
183;2022-05-05 02:06:24;17,7;71,5;;
184;2022-05-05 02:11:24;17,7;71,4;;
185;2022-05-05 02:16:24;17,6;71,9;;
186;2022-05-05 02:21:24;17,5;71,9;;
187;2022-05-05 02:26:24;17,5;71,9;;
188;2022-05-05 02:31:24;17,5;71,9;;
189;2022-05-05 02:36:24;17,5;71,9;;
190;2022-05-05 02:41:24;17,6;71,9;;
191;2022-05-05 02:46:24;17,6;71,9;;
192;2022-05-05 02:51:24;17,6;71,9;;
193;2022-05-05 02:56:24;17,6;72,3;;
194;2022-05-05 03:01:24;17,5;71,9;;
195;2022-05-05 03:06:24;17,5;72,3;;
196;2022-05-05 03:11:24;17,5;72,3;;
197;2022-05-05 03:16:24;17,5;72,3;;
198;2022-05-05 03:21:24;17,5;72,3;;
199;2022-05-05 03:26:24;17,6;72,3;;
200;2022-05-05 03:31:24;17,6;72,3;;
201;2022-05-05 03:36:24;17,6;72,3;;
202;2022-05-05 03:41:24;17,6;72,3;;
203;2022-05-05 03:46:24;17,6;72,3;;
204;2022-05-05 03:51:24;17,6;72,3;;
205;2022-05-05 03:56:24;17,7;72,3;;
206;2022-05-05 04:01:24;17,7;72,3;;
207;2022-05-05 04:06:24;17,7;72,8;;
208;2022-05-05 04:11:24;17,7;72,8;;
209;2022-05-05 04:16:24;17,8;72,8;;
210;2022-05-05 04:21:24;17,8;72,8;;
211;2022-05-05 04:26:24;17,8;72,8;;
212;2022-05-05 04:31:24;17,8;73,2;;
213;2022-05-05 04:36:24;17,8;73,2;;
214;2022-05-05 04:41:24;17,8;73,2;;
215;2022-05-05 04:46:24;17,8;73,2;;
216;2022-05-05 04:51:24;17,8;73,2;;
217;2022-05-05 04:56:24;17,9;73,2;;
218;2022-05-05 05:01:24;17,9;73,2;;
219;2022-05-05 05:06:24;17,9;73,2;;
220;2022-05-05 05:11:24;17,9;73,6;;
221;2022-05-05 05:16:24;17,9;73,6;;
222;2022-05-05 05:21:24;17,9;73,6;;
223;2022-05-05 05:26:24;17,9;73,6;;
224;2022-05-05 05:31:24;17,9;73,6;;
225;2022-05-05 05:36:24;17,9;73,6;;
226;2022-05-05 05:41:24;17,9;73,7;;
227;2022-05-05 05:46:24;17,8;73,6;;
228;2022-05-05 05:51:24;17,8;74,1;;
229;2022-05-05 05:56:24;17,7;74;;
230;2022-05-05 06:01:24;17,7;74;;
231;2022-05-05 06:06:24;17,6;74,4;;
232;2022-05-05 06:11:24;17,5;74,4;;
233;2022-05-05 06:16:24;17,5;74,4;;
234;2022-05-05 06:21:24;17,5;74,9;;
235;2022-05-05 06:26:24;17,6;74,9;;
236;2022-05-05 06:31:24;17,6;74,9;;
237;2022-05-05 06:36:24;17,6;74,9;;
238;2022-05-05 06:41:24;17,6;74,9;;
239;2022-05-05 06:46:24;17,6;74,9;;
240;2022-05-05 06:51:24;17,6;74,9;;
241;2022-05-05 06:56:24;17,7;74,9;;
242;2022-05-05 07:01:24;17,7;74,9;;
243;2022-05-05 07:06:24;17,8;74,9;;
244;2022-05-05 07:11:24;17,8;74,9;;
245;2022-05-05 07:16:24;17,9;74,9;;
246;2022-05-05 07:21:24;17,9;74,9;;
247;2022-05-05 07:26:24;18;74,9;;
248;2022-05-05 07:31:24;18;75;;
249;2022-05-05 07:36:24;18,1;75;;
250;2022-05-05 07:41:24;18,2;75;;
251;2022-05-05 07:46:24;18,3;75;;
252;2022-05-05 07:51:24;18,4;75;;
253;2022-05-05 07:56:24;18,5;75;;
254;2022-05-05 08:01:24;18,6;74,6;;
255;2022-05-05 08:06:24;18,6;74,2;;
256;2022-05-05 08:11:24;18,7;73,8;;
257;2022-05-05 08:16:24;18,8;96,7;;
258;2022-05-05 08:21:24;18,9;72,6;;
259;2022-05-05 08:26:24;19;72,6;;
260;2022-05-05 08:31:24;19,1;72,6;;
261;2022-05-05 08:36:24;19,1;72,6;;
262;2022-05-05 08:41:24;19,2;72,6;;
263;2022-05-05 08:46:24;19,2;NC;;
264;2022-05-05 08:51:24;19,2;NC;;
265;2022-05-05 08:56:24;19,3;NC;;
266;2022-05-05 09:01:24;19,4;NC;;
267;2022-05-05 09:06:24;19,4;NC;;
268;2022-05-05 09:11:24;19,6;97,7;;
269;2022-05-05 09:16:24;19,6;NC;;
270;2022-05-05 09:21:24;19,6;NC;;
271;2022-05-05 09:26:24;19,6;NC;;
272;2022-05-05 09:31:24;19,7;NC;;
273;2022-05-05 09:36:24;19,8;NC;;
274;2022-05-05 09:41:24;19,9;84,8;;
275;2022-05-05 09:46:24;20,1;NC;;
276;2022-05-05 09:51:24;20,2;92,4;;
277;2022-05-05 09:56:24;20,3;76,9;;
278;2022-05-05 10:01:24;20,2;78,9;;
279;2022-05-05 10:06:24;20,3;68;;
280;2022-05-05 10:11:24;20,5;68;;
281;2022-05-05 10:16:24;20,5;68;;
282;2022-05-05 10:21:24;20,6;67,6;;
283;2022-05-05 10:26:24;20,7;67,6;;
284;2022-05-05 10:31:24;20,9;NC;;
285;2022-05-05 10:36:24;20,9;NC;;
286;2022-05-05 10:41:24;21;NC;;
287;2022-05-05 10:46:24;21,1;NC;;
288;2022-05-05 10:51:24;21,2;70,4;;
289;2022-05-05 10:56:24;21,3;66,8;;
290;2022-05-05 11:01:24;21,3;91,9;;
291;2022-05-05 11:06:24;21,2;91,6;;
292;2022-05-05 11:11:24;21,4;NC;;
293;2022-05-05 11:16:24;21,5;NC;;
294;2022-05-05 11:21:24;21,5;NC;;
295;2022-05-05 11:26:24;21,5;67,8;;
296;2022-05-05 11:31:24;21,5;67,8;;
297;2022-05-05 11:36:24;21,5;67,3;;
298;2022-05-05 11:41:24;21,5;67,3;;
299;2022-05-05 11:46:24;21,5;67,3;;
300;2022-05-05 11:51:24;21,7;67,3;;
301;2022-05-05 11:56:24;21,8;98,5;;
302;2022-05-05 12:01:24;22;68,3;;
303;2022-05-05 12:06:24;22,1;66,9;;
304;2022-05-05 12:11:24;22,1;66,9;;
305;2022-05-05 12:16:24;22;66,5;;
306;2022-05-05 12:21:24;22,2;66,9;;
307;2022-05-05 12:26:24;22,3;66,5;;
308;2022-05-05 12:31:24;22,3;66,5;;
309;2022-05-05 12:36:24;22,4;66,1;;
310;2022-05-05 12:41:24;22,5;65,6;;
311;2022-05-05 12:46:24;22,6;65,6;;
312;2022-05-05 12:51:24;22,6;65,2;;
313;2022-05-05 12:56:24;22,7;65,2;;
314;2022-05-05 13:01:24;22,8;64,8;;
315;2022-05-05 13:06:24;22,8;64,3;;
316;2022-05-05 13:11:24;22,9;63,9;;
317;2022-05-05 13:16:24;22,9;63,9;;
318;2022-05-05 13:21:24;23;64,4;;
319;2022-05-05 13:26:24;23,1;64,4;;
320;2022-05-05 13:31:24;23,3;63,9;;
321;2022-05-05 13:36:24;23,3;63;;
322;2022-05-05 13:41:24;23,3;62,5;;
323;2022-05-05 13:46:24;23,3;62;;
324;2022-05-05 13:51:24;23,4;62,1;;
325;2022-05-05 13:56:24;23,3;61,6;;
326;2022-05-05 14:01:24;23,3;61,6;;
327;2022-05-05 14:06:24;23,2;61,1;;
328;2022-05-05 14:11:24;23,2;62;;
329;2022-05-05 14:16:24;23,1;62,5;;
330;2022-05-05 14:21:24;23;62,4;;
331;2022-05-05 14:26:24;22,9;62,9;;
332;2022-05-05 14:31:24;22,8;63,3;;
333;2022-05-05 14:36:24;22,7;63,3;;
334;2022-05-05 14:41:24;22,7;63,8;;
335;2022-05-05 14:46:24;22,6;64,2;;
336;2022-05-05 14:51:24;22,6;64,7;;
337;2022-05-05 14:56:24;22,5;65,2;;
338;2022-05-05 15:01:24;22,4;66,1;;
339;2022-05-05 15:06:24;22,4;67;;
340;2022-05-05 15:11:24;22,3;67,4;;
341;2022-05-05 15:16:24;22,3;67,9;;
342;2022-05-05 15:21:24;22,2;67,9;;
343;2022-05-05 15:26:24;22,1;67,4;;
344;2022-05-05 15:31:24;22;67,4;;
345;2022-05-05 15:36:24;21,9;67,8;;
346;2022-05-05 15:41:24;21,9;67,8;;
347;2022-05-05 15:46:24;21,9;68,3;;
348;2022-05-05 15:51:24;21,9;68,3;;
349;2022-05-05 15:56:24;21,8;68,3;;
350;2022-05-05 16:01:24;21,7;68,7;;
351;2022-05-05 16:06:24;21,7;69,1;;
352;2022-05-05 16:11:24;21,6;69,1;;
353;2022-05-05 16:16:24;21,6;69,1;;
354;2022-05-05 16:21:24;21,6;69,6;;
355;2022-05-05 16:26:24;21,5;69,6;;
356;2022-05-05 16:31:24;21,5;70;;
357;2022-05-05 16:36:24;21,5;70;;
358;2022-05-05 16:41:24;21,5;69,6;;
359;2022-05-05 16:46:24;21,4;70;;
360;2022-05-05 16:51:24;21,4;70;;
361;2022-05-05 16:56:24;21,4;70,4;;
362;2022-05-05 17:01:24;21,3;70,4;;
363;2022-05-05 17:06:24;21,3;70,4;;
364;2022-05-05 17:11:24;21,2;70,4;;
365;2022-05-05 17:16:24;21,2;70,4;;
366;2022-05-05 17:21:24;21,2;70,4;;
367;2022-05-05 17:26:24;21,1;70,4;;
368;2022-05-05 17:31:24;21,1;70,4;;
369;2022-05-05 17:36:24;21,1;70,8;;
370;2022-05-05 17:41:24;21,1;70,8;;
371;2022-05-05 17:46:24;21;70,8;;
372;2022-05-05 17:51:24;21;70,8;;
373;2022-05-05 17:56:24;21;70,8;;
374;2022-05-05 18:01:24;21;70,8;;
375;2022-05-05 18:06:24;20,9;71,2;;
376;2022-05-05 18:11:24;20,9;71,7;;
377;2022-05-05 18:16:24;20,9;72,2;;
378;2022-05-05 18:21:24;20,9;73,6;;
379;2022-05-05 18:26:24;20,9;73,3;;
380;2022-05-05 18:31:24;20,8;72,6;;
381;2022-05-05 18:36:24;20,8;73,1;;
382;2022-05-05 18:41:24;20,8;73,3;;
383;2022-05-05 18:46:24;20,8;73;;
384;2022-05-05 18:51:24;20,7;74,4;;
385;2022-05-05 18:56:24;20,7;NC;;
386;2022-05-05 19:01:24;20,7;72;;
387;2022-05-05 19:06:24;20,7;72;;
388;2022-05-05 19:11:24;20,7;72;;
389;2022-05-05 19:16:24;20,7;72;;
390;2022-05-05 19:21:24;20,7;72;;
391;2022-05-05 19:26:24;20,7;72;;
392;2022-05-05 19:31:24;20,6;72;;
393;2022-05-05 19:36:24;20,6;72;;
394;2022-05-05 19:41:24;20,6;72;;
395;2022-05-05 19:46:24;20,6;72;;
396;2022-05-05 19:51:24;20,6;72;;
397;2022-05-05 19:56:24;20,6;72,5;;
398;2022-05-05 20:01:24;20,6;72,5;;
399;2022-05-05 20:06:24;20,6;72,5;;
400;2022-05-05 20:11:24;20,6;72,4;;
401;2022-05-05 20:16:24;20,5;72,5;;
402;2022-05-05 20:21:24;20,5;72,5;;
403;2022-05-05 20:26:24;20,5;72,4;;
404;2022-05-05 20:31:24;20,5;72,4;;
405;2022-05-05 20:36:24;20,5;72,4;;
406;2022-05-05 20:41:24;20,5;72,4;;
407;2022-05-05 20:46:24;20,5;72,4;;
408;2022-05-05 20:51:24;20,4;72,4;;
409;2022-05-05 20:56:24;20,4;72,4;;
410;2022-05-05 21:01:24;20,4;72,4;;
411;2022-05-05 21:06:24;20,4;72,4;;
412;2022-05-05 21:11:24;20,4;72,4;;
413;2022-05-05 21:16:24;20,3;72,4;;
414;2022-05-05 21:21:24;20,3;72,4;;
415;2022-05-05 21:26:24;20,3;72,4;;
416;2022-05-05 21:31:24;20,3;72,4;;
417;2022-05-05 21:36:24;20,3;72,4;;
418;2022-05-05 21:41:24;20,3;72,4;;
419;2022-05-05 21:46:24;20,3;72,4;;
420;2022-05-05 21:51:24;20,3;72,4;;
421;2022-05-05 21:56:24;20,2;72,4;;
422;2022-05-05 22:01:24;20,2;72,4;;
423;2022-05-05 22:06:24;20,2;72,4;;
424;2022-05-05 22:11:24;20,2;72,4;;
425;2022-05-05 22:16:24;20,2;72,4;;
426;2022-05-05 22:21:24;20,2;71,9;;
427;2022-05-05 22:26:24;20,2;71,5;;
428;2022-05-05 22:31:24;20,2;70,2;;
429;2022-05-05 22:36:24;20,1;69,3;;
430;2022-05-05 22:41:24;20;69,3;;
431;2022-05-05 22:46:24;19,9;69,3;;
432;2022-05-05 22:51:24;19,8;NC;;
433;2022-05-05 22:56:24;19,8;NC;;
434;2022-05-05 23:01:24;19,7;70,5;;
435;2022-05-05 23:06:24;19,6;70,1;;
436;2022-05-05 23:11:24;19,6;71,6;;
437;2022-05-05 23:16:24;19,6;NC;;
438;2022-05-05 23:21:24;19,5;70;;
439;2022-05-05 23:26:24;19,5;70;;
440;2022-05-05 23:31:24;19,5;69,6;;
441;2022-05-05 23:36:24;19,5;69,6;;
442;2022-05-05 23:41:24;19,4;69,6;;
443;2022-05-05 23:46:24;19,3;69,6;;
444;2022-05-05 23:51:24;19,3;69,1;;
445;2022-05-05 23:56:24;19,2;68,7;;
446;2022-05-06 00:01:24;19,2;69,1;;
447;2022-05-06 00:06:24;19,2;89,1;;
448;2022-05-06 00:11:24;19,2;69,1;;
449;2022-05-06 00:16:24;19,2;70,1;;
450;2022-05-06 00:21:24;19,3;NC;;
451;2022-05-06 00:26:24;19,2;95,8;;
452;2022-05-06 00:31:24;19,3;72,2;;
453;2022-05-06 00:36:24;19,2;72,7;;
454;2022-05-06 00:41:24;19,2;70,6;;
455;2022-05-06 00:46:24;19,1;69,6;;
456;2022-05-06 00:51:24;19,2;69,6;;
457;2022-05-06 00:56:24;19,2;70,5;;
458;2022-05-06 01:01:24;19,1;76,6;;
459;2022-05-06 01:06:24;19,1;96,5;;
460;2022-05-06 01:11:24;19;69,5;;
461;2022-05-06 01:16:24;19;69,5;;
462;2022-05-06 01:21:24;19;70;;
463;2022-05-06 01:26:24;19;89,8;;
464;2022-05-06 01:31:24;19;NC;;
465;2022-05-06 01:36:24;19;NC;;
466;2022-05-06 01:41:24;19;87,2;;
467;2022-05-06 01:46:24;19;84,7;;
468;2022-05-06 01:51:24;18,9;87,3;;
469;2022-05-06 01:56:24;18,9;NC;;
470;2022-05-06 02:01:24;18,8;NC;;
471;2022-05-06 02:06:24;18,8;NC;;
472;2022-05-06 02:11:24;18,8;NC;;
473;2022-05-06 02:16:24;18,7;NC;;
474;2022-05-06 02:21:24;18,7;NC;;
475;2022-05-06 02:26:24;18,6;NC;;
476;2022-05-06 02:31:24;18,6;75,2;;
477;2022-05-06 02:36:24;18,6;68,1;;
478;2022-05-06 02:41:24;18,5;68,1;;
479;2022-05-06 02:46:24;18,5;68,1;;
480;2022-05-06 02:51:24;18,4;68,5;;
481;2022-05-06 02:56:24;18,4;68,5;;
482;2022-05-06 03:01:24;18,3;68,5;;
483;2022-05-06 03:06:24;18,3;68,5;;
484;2022-05-06 03:11:24;18,3;68,9;;
485;2022-05-06 03:16:24;18,3;68,9;;
486;2022-05-06 03:21:24;18,3;69;;
487;2022-05-06 03:26:24;18,3;69,2;;
488;2022-05-06 03:31:24;18,3;70,1;;
489;2022-05-06 03:36:24;18,3;69,7;;
490;2022-05-06 03:41:24;18,3;69,5;;
491;2022-05-06 03:46:24;18,3;69,4;;
492;2022-05-06 03:51:24;18,3;69,4;;
493;2022-05-06 03:56:24;18,3;69,9;;
494;2022-05-06 04:01:24;18,3;69,9;;
495;2022-05-06 04:06:24;18,3;69,9;;
496;2022-05-06 04:11:24;18,3;69,9;;
497;2022-05-06 04:16:24;18,3;69,9;;
498;2022-05-06 04:21:24;18,3;69,8;;
499;2022-05-06 04:26:24;18,2;69,8;;
500;2022-05-06 04:31:24;18,2;69,8;;
501;2022-05-06 04:36:24;18,2;69,8;;
502;2022-05-06 04:41:24;18,2;69,8;;
503;2022-05-06 04:46:24;18,2;69,8;;
504;2022-05-06 04:51:24;18,2;69,8;;
505;2022-05-06 04:56:24;18,2;70,3;;
506;2022-05-06 05:01:24;18,2;70,4;;
507;2022-05-06 05:06:24;18,2;97,6;;
508;2022-05-06 05:11:24;18,2;69,8;;
509;2022-05-06 05:16:24;18,2;69,4;;
510;2022-05-06 05:21:24;18,2;68,9;;
511;2022-05-06 05:26:24;18,1;68,9;;
512;2022-05-06 05:31:24;18;68,9;;
513;2022-05-06 05:36:24;18;69,3;;
514;2022-05-06 05:41:24;18;69,3;;
515;2022-05-06 05:46:24;17,9;69,3;;
516;2022-05-06 05:51:24;17,9;69,3;;
517;2022-05-06 05:56:24;17,9;69,7;;
518;2022-05-06 06:01:24;17,8;69,7;;
519;2022-05-06 06:06:24;17,8;69,7;;
520;2022-05-06 06:11:24;17,8;69,7;;
521;2022-05-06 06:16:24;17,8;70,2;;
522;2022-05-06 06:21:24;17,9;70,2;;
523;2022-05-06 06:26:24;17,9;70,2;;
524;2022-05-06 06:31:24;17,9;69,8;;
525;2022-05-06 06:36:24;17,9;70,2;;
526;2022-05-06 06:41:24;17,9;70,6;;
527;2022-05-06 06:46:24;18;70,6;;
528;2022-05-06 06:51:24;18;70,6;;
529;2022-05-06 06:56:24;18;70,6;;
530;2022-05-06 07:01:24;18;70,6;;
531;2022-05-06 07:06:24;18;70,2;;
532;2022-05-06 07:11:24;18;70,2;;
533;2022-05-06 07:16:24;18;70,2;;
534;2022-05-06 07:21:24;18;69,8;;
535;2022-05-06 07:26:24;18;69,8;;
536;2022-05-06 07:31:24;18,1;69,8;;
537;2022-05-06 07:36:24;18,1;69,8;;
538;2022-05-06 07:41:24;18,2;69,4;;
539;2022-05-06 07:46:24;18,3;69,4;;
