Informe de datos;;;;;
Archivo creado el:2022-05-28 18:37:12;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;21-05-2022 11:33
587;2022-05-23 12:23;22,4;59,7;;
588;2022-05-23 12:28;22,4;59,2;;
589;2022-05-23 12:33;22,4;59,2;;
590;2022-05-23 12:38;22,4;59,7;;
591;2022-05-23 12:43;22,4;60,1;;
592;2022-05-23 12:48;22,5;60,2;;
593;2022-05-23 12:53;22,5;60,2;;
594;2022-05-23 12:58;22,5;59,7;;
595;2022-05-23 13:03;22,6;59,2;;
596;2022-05-23 13:08;22,8;59,2;;
597;2022-05-23 13:13;22,9;59,2;;
598;2022-05-23 13:18;23;58,3;;
599;2022-05-23 13:23;23;58,8;;
600;2022-05-23 13:28;23;58,8;;
601;2022-05-23 13:33;23;58,3;;
602;2022-05-23 13:38;23;57,8;;
603;2022-05-23 13:43;23;57,3;;
604;2022-05-23 13:48;23;57,8;;
605;2022-05-23 13:53;23,1;57,8;;
606;2022-05-23 13:58;23,1;57,3;;
607;2022-05-23 14:03;23;57,3;;
608;2022-05-23 14:08;23;56,3;;
609;2022-05-23 14:13;23;55,9;;
610;2022-05-23 14:18;23;56,3;;
611;2022-05-23 14:23;23,1;56,8;;
612;2022-05-23 14:28;23,1;57,3;;
613;2022-05-23 14:33;23,1;57,3;;
614;2022-05-23 14:38;23,1;57,3;;
615;2022-05-23 14:43;23,1;57,3;;
616;2022-05-23 14:48;23,1;57,8;;
617;2022-05-23 14:53;23,1;57,8;;
618;2022-05-23 14:58;23,1;57,3;;
619;2022-05-23 15:03;23,1;57,8;;
620;2022-05-23 15:08;23,2;57,8;;
621;2022-05-23 15:13;23,2;57,8;;
622;2022-05-23 15:18;23,2;57,9;;
623;2022-05-23 15:23;23,2;57,8;;
624;2022-05-23 15:28;23,2;57,8;;
625;2022-05-23 15:33;23,2;58,3;;
626;2022-05-23 15:38;23,1;57,8;;
627;2022-05-23 15:43;23,1;57,3;;
628;2022-05-23 15:48;23,1;57,3;;
629;2022-05-23 15:53;23;57,8;;
630;2022-05-23 15:58;23;58,3;;
631;2022-05-23 16:03;22,9;58,3;;
632;2022-05-23 16:08;22,9;58,8;;
633;2022-05-23 16:13;22,9;59,2;;
634;2022-05-23 16:18;22,9;59,7;;
635;2022-05-23 16:23;22,8;59,7;;
636;2022-05-23 16:28;22,8;59,7;;
637;2022-05-23 16:33;22,7;59,2;;
638;2022-05-23 16:38;22,7;59,2;;
639;2022-05-23 16:43;22,7;59,2;;
640;2022-05-23 16:48;22,6;59,7;;
641;2022-05-23 16:53;22,6;60,2;;
642;2022-05-23 16:58;22,6;60,6;;
643;2022-05-23 17:03;22,6;61,1;;
644;2022-05-23 17:08;22,6;61,1;;
645;2022-05-23 17:13;22,6;61,1;;
646;2022-05-23 17:18;22,6;61,1;;
647;2022-05-23 17:23;22,5;61,1;;
648;2022-05-23 17:28;22,5;61,6;;
649;2022-05-23 17:33;22,4;62,1;;
650;2022-05-23 17:38;22,4;62;;
651;2022-05-23 17:43;22,4;61,6;;
652;2022-05-23 17:48;22,3;61,5;;
653;2022-05-23 17:53;22,2;62;;
654;2022-05-23 17:58;22,2;62;;
655;2022-05-23 18:03;22,1;62;;
656;2022-05-23 18:08;22;62;;
657;2022-05-23 18:13;22;62,4;;
658;2022-05-23 18:18;21,9;62,4;;
659;2022-05-23 18:23;21,9;62,4;;
660;2022-05-23 18:28;21,8;62,4;;
661;2022-05-23 18:33;21,8;62,4;;
662;2022-05-23 18:38;21,7;62,9;;
663;2022-05-23 18:43;21,7;63,3;;
664;2022-05-23 18:48;21,7;63,3;;
665;2022-05-23 18:53;21,6;63,8;;
666;2022-05-23 18:58;21,6;63,8;;
667;2022-05-23 19:03;21,5;63,8;;
668;2022-05-23 19:08;21,4;64,2;;
669;2022-05-23 19:13;21,4;64,2;;
670;2022-05-23 19:18;21,4;64,2;;
671;2022-05-23 19:23;21,3;64,2;;
672;2022-05-23 19:28;21,3;64,7;;
673;2022-05-23 19:33;21,2;64,7;;
674;2022-05-23 19:38;21,2;64,7;;
675;2022-05-23 19:43;21,2;64,7;;
676;2022-05-23 19:48;21,2;64,7;;
677;2022-05-23 19:53;21,1;64,2;;
678;2022-05-23 19:58;21,1;65,1;;
679;2022-05-23 20:03;21,1;65,1;;
680;2022-05-23 20:08;21,1;66;;
681;2022-05-23 20:13;21,1;65,6;;
682;2022-05-23 20:18;21,1;65,6;;
683;2022-05-23 20:23;21;65,6;;
684;2022-05-23 20:28;21;65,5;;
685;2022-05-23 20:33;21;66;;
686;2022-05-23 20:38;20,9;66;;
687;2022-05-23 20:43;20,9;66,4;;
688;2022-05-23 20:48;20,9;66,4;;
689;2022-05-23 20:53;20,9;66,9;;
690;2022-05-23 20:58;20,8;66,4;;
691;2022-05-23 21:03;20,8;66,4;;
692;2022-05-23 21:08;20,8;66;;
693;2022-05-23 21:13;20,8;66,4;;
694;2022-05-23 21:18;20,7;66,4;;
695;2022-05-23 21:23;20,7;66,9;;
696;2022-05-23 21:28;20,7;67,3;;
697;2022-05-23 21:33;20,7;67,3;;
698;2022-05-23 21:38;20,7;67,3;;
699;2022-05-23 21:43;20,7;66,4;;
700;2022-05-23 21:48;20,6;66,4;;
701;2022-05-23 21:53;20,6;66,9;;
702;2022-05-23 21:58;20,6;66,8;;
703;2022-05-23 22:03;20,6;67,3;;
704;2022-05-23 22:08;20,6;67,3;;
705;2022-05-23 22:13;20,6;67,3;;
706;2022-05-23 22:18;20,6;67,3;;
707;2022-05-23 22:23;20,6;66,8;;
708;2022-05-23 22:28;20,6;67,3;;
709;2022-05-23 22:33;20,6;67,3;;
710;2022-05-23 22:38;20,6;67,3;;
711;2022-05-23 22:43;20,6;67,3;;
712;2022-05-23 22:48;20,6;67,3;;
713;2022-05-23 22:53;20,6;67,3;;
714;2022-05-23 22:58;20,6;67,3;;
715;2022-05-23 23:03;20,6;67,3;;
716;2022-05-23 23:08;20,5;67,8;;
717;2022-05-23 23:13;20,5;67,3;;
718;2022-05-23 23:18;20,5;67,3;;
719;2022-05-23 23:23;20,5;67,3;;
720;2022-05-23 23:28;20,5;67,7;;
721;2022-05-23 23:33;20,5;67,3;;
722;2022-05-23 23:38;20,5;67,3;;
723;2022-05-23 23:43;20,4;67,3;;
724;2022-05-23 23:48;20,4;68,2;;
725;2022-05-23 23:53;20,4;67,7;;
726;2022-05-23 23:58;20,4;67,3;;
727;2022-05-24 0:03;20,4;67,7;;
728;2022-05-24 0:08;20,3;68,2;;
729;2022-05-24 0:13;20,3;67,7;;
730;2022-05-24 0:18;20,3;67,2;;
731;2022-05-24 0:23;20,2;67,7;;
732;2022-05-24 0:28;20,2;67,2;;
733;2022-05-24 0:33;20,2;67,7;;
734;2022-05-24 0:38;20,2;67,7;;
735;2022-05-24 0:43;20,2;67,7;;
736;2022-05-24 0:48;20,1;67,2;;
737;2022-05-24 0:53;20,1;67,7;;
738;2022-05-24 0:58;20,1;68,1;;
739;2022-05-24 1:03;20,1;68,1;;
740;2022-05-24 1:08;20;68,1;;
741;2022-05-24 1:13;20;68,1;;
742;2022-05-24 1:18;20;67,7;;
743;2022-05-24 1:23;20;67,6;;
744;2022-05-24 1:28;20;67,6;;
745;2022-05-24 1:33;20;67,6;;
746;2022-05-24 1:38;20;67,6;;
747;2022-05-24 1:43;20;67,6;;
748;2022-05-24 1:48;20;67,6;;
749;2022-05-24 1:53;20;67,6;;
750;2022-05-24 1:58;19,9;67,6;;
751;2022-05-24 2:03;19,9;67,2;;
752;2022-05-24 2:08;19,9;67,6;;
753;2022-05-24 2:13;19,9;67,6;;
754;2022-05-24 2:18;19,9;68,1;;
755;2022-05-24 2:23;19,9;68,1;;
756;2022-05-24 2:28;19,9;68,1;;
757;2022-05-24 2:33;19,8;67,6;;
758;2022-05-24 2:38;19,8;67,6;;
759;2022-05-24 2:43;19,8;67,6;;
760;2022-05-24 2:48;19,8;67,6;;
761;2022-05-24 2:53;19,8;68,1;;
762;2022-05-24 2:58;19,8;68,1;;
763;2022-05-24 3:03;19,7;68;;
764;2022-05-24 3:08;19,7;67,6;;
765;2022-05-24 3:13;19,7;67,6;;
766;2022-05-24 3:18;19,7;68;;
767;2022-05-24 3:23;19,7;68;;
768;2022-05-24 3:28;19,7;68;;
769;2022-05-24 3:33;19,7;68;;
770;2022-05-24 3:38;19,6;68;;
771;2022-05-24 3:43;19,6;68;;
772;2022-05-24 3:48;19,6;68;;
773;2022-05-24 3:53;19,5;68;;
774;2022-05-24 3:58;19,5;68;;
775;2022-05-24 4:03;19,5;68,5;;
776;2022-05-24 4:08;19,5;68,5;;
777;2022-05-24 4:13;19,5;68;;
778;2022-05-24 4:18;19,5;68;;
779;2022-05-24 4:23;19,5;68;;
780;2022-05-24 4:28;19,4;68,5;;
781;2022-05-24 4:33;19,4;68,5;;
782;2022-05-24 4:38;19,4;68,4;;
783;2022-05-24 4:43;19,4;68,4;;
784;2022-05-24 4:48;19,4;68,4;;
785;2022-05-24 4:53;19,4;68,4;;
786;2022-05-24 4:58;19,4;68,4;;
787;2022-05-24 5:03;19,4;68,4;;
788;2022-05-24 5:08;19,3;68,4;;
789;2022-05-24 5:13;19,3;68,4;;
790;2022-05-24 5:18;19,3;68,4;;
791;2022-05-24 5:23;19,3;68,4;;
792;2022-05-24 5:28;19,3;68,9;;
793;2022-05-24 5:33;19,2;68,4;;
794;2022-05-24 5:38;19,2;68,4;;
795;2022-05-24 5:43;19,2;68,8;;
796;2022-05-24 5:48;19,1;68,4;;
797;2022-05-24 5:53;19,1;68,4;;
798;2022-05-24 5:58;19,1;68,4;;
799;2022-05-24 6:03;19;68,4;;
800;2022-05-24 6:08;18,8;68,4;;
801;2022-05-24 6:13;18,8;68,3;;
802;2022-05-24 6:18;18,7;68,3;;
803;2022-05-24 6:23;18,5;68,7;;
804;2022-05-24 6:28;18,5;68,7;;
805;2022-05-24 6:33;18,4;68,7;;
806;2022-05-24 6:38;18,3;69,1;;
807;2022-05-24 6:43;18,2;69,1;;
808;2022-05-24 6:48;18,2;69,1;;
809;2022-05-24 6:53;18,2;69,6;;
810;2022-05-24 6:58;18,2;69,6;;
811;2022-05-24 7:03;18,2;70;;
812;2022-05-24 7:08;18,3;69,6;;
813;2022-05-24 7:13;18,3;69,6;;
814;2022-05-24 7:18;18,4;69,6;;
815;2022-05-24 7:23;18,5;69,6;;
816;2022-05-24 7:28;18,7;69,6;;
817;2022-05-24 7:33;18,8;69,2;;
818;2022-05-24 7:38;18,9;68,8;;
819;2022-05-24 7:43;19;68,4;;
820;2022-05-24 7:48;19,1;68,4;;
821;2022-05-24 7:53;19,2;68,4;;
822;2022-05-24 7:58;19,3;68;;
823;2022-05-24 8:03;19,4;68;;
824;2022-05-24 8:08;19,4;67,1;;
825;2022-05-24 8:13;19,5;67,6;;
826;2022-05-24 8:18;19,6;67,1;;
827;2022-05-24 8:23;19,7;66,7;;
828;2022-05-24 8:28;19,8;66,7;;
829;2022-05-24 8:33;19,9;66,2;;
830;2022-05-24 8:38;20;66,3;;
831;2022-05-24 8:43;20;65,8;;
832;2022-05-24 8:48;20,1;65,8;;
833;2022-05-24 8:53;20,3;65,4;;
834;2022-05-24 8:58;20,4;65,4;;
835;2022-05-24 9:03;20,5;65,4;;
836;2022-05-24 9:08;20,6;65,5;;
837;2022-05-24 9:13;20,7;65;;
838;2022-05-24 9:18;20,9;65,1;;
839;2022-05-24 9:23;21;65,1;;
840;2022-05-24 9:28;21;64,6;;
841;2022-05-24 9:33;21,1;64,2;;
842;2022-05-24 9:38;21,1;64,2;;
843;2022-05-24 9:43;21,1;64,2;;
844;2022-05-24 9:48;21,2;64,2;;
845;2022-05-24 9:53;21,2;64,6;;
846;2022-05-24 9:58;21,2;64,2;;
847;2022-05-24 10:03;21,3;64,2;;
848;2022-05-24 10:08;21,3;64,2;;
849;2022-05-24 10:13;21,5;63,8;;
850;2022-05-24 10:18;21,6;63,8;;
851;2022-05-24 10:23;21,6;63,3;;
852;2022-05-24 10:28;21,6;63,3;;
853;2022-05-24 10:33;21,7;62,9;;
854;2022-05-24 10:38;21,8;62,4;;
855;2022-05-24 10:43;22;61,5;;
856;2022-05-24 10:48;22;61;;
857;2022-05-24 10:53;22;61;;
858;2022-05-24 10:58;22;61;;
859;2022-05-24 11:03;22,1;61;;
860;2022-05-24 11:08;22,2;61,1;;
861;2022-05-24 11:13;22,2;61,1;;
862;2022-05-24 11:18;22,2;61,1;;
863;2022-05-24 11:23;22,3;61,1;;
864;2022-05-24 11:28;22,4;61,1;;
865;2022-05-24 11:33;22,4;61,1;;
866;2022-05-24 11:38;22,5;61,1;;
867;2022-05-24 11:43;22,6;61,1;;
868;2022-05-24 11:48;22,6;61,1;;
869;2022-05-24 11:53;22,7;61,1;;
870;2022-05-24 11:58;22,7;61,1;;
871;2022-05-24 12:03;22,7;61,1;;
872;2022-05-24 12:08;22,6;60,7;;
873;2022-05-24 12:13;22,7;60,7;;
874;2022-05-24 12:18;22,7;60,7;;
875;2022-05-24 12:23;22,7;60,2;;
876;2022-05-24 12:28;22,6;60,2;;
877;2022-05-24 12:33;22,6;60,2;;
878;2022-05-24 12:38;22,7;60,2;;
879;2022-05-24 12:43;22,8;60,2;;
880;2022-05-24 12:48;22,9;59,7;;
881;2022-05-24 12:53;23;59,7;;
882;2022-05-24 12:58;23;59,8;;
883;2022-05-24 13:03;23,1;59,3;;
884;2022-05-24 13:08;23,2;59,3;;
885;2022-05-24 13:13;23,3;58,8;;
886;2022-05-24 13:18;23,4;58,8;;
887;2022-05-24 13:23;23,5;58,4;;
888;2022-05-24 13:28;23,5;58,4;;
889;2022-05-24 13:33;23,6;58,9;;
890;2022-05-24 13:38;23,6;59,4;;
891;2022-05-24 13:43;23,6;59,4;;
892;2022-05-24 13:48;23,6;59,4;;
893;2022-05-24 13:53;23,5;59,3;;
894;2022-05-24 13:58;23,5;59,4;;
895;2022-05-24 14:03;23,6;59,4;;
896;2022-05-24 14:08;23,6;59,4;;
897;2022-05-24 14:13;23,6;59,4;;
898;2022-05-24 14:18;23,6;59,4;;
899;2022-05-24 14:23;23,6;59,4;;
900;2022-05-24 14:28;23,6;59,4;;
901;2022-05-24 14:33;23,6;59,4;;
902;2022-05-24 14:38;23,6;59,4;;
903;2022-05-24 14:43;23,5;59,3;;
904;2022-05-24 14:48;23,5;59,3;;
905;2022-05-24 14:53;23,5;59,3;;
906;2022-05-24 14:58;23,4;59,8;;
907;2022-05-24 15:03;23,4;59,8;;
908;2022-05-24 15:08;23,4;59,8;;
909;2022-05-24 15:13;23,4;60,3;;
910;2022-05-24 15:18;23,4;60,8;;
911;2022-05-24 15:23;23,4;61,7;;
912;2022-05-24 15:28;23,4;62,2;;
913;2022-05-24 15:33;23,4;62,2;;
914;2022-05-24 15:38;23,3;62,2;;
915;2022-05-24 15:43;23,3;62,7;;
916;2022-05-24 15:48;23,2;62,7;;
917;2022-05-24 15:53;23,1;62,6;;
918;2022-05-24 15:58;23,1;63,1;;
919;2022-05-24 16:03;22,9;63,1;;
920;2022-05-24 16:08;22,8;63,5;;
921;2022-05-24 16:13;22,6;64;;
922;2022-05-24 16:18;22,4;63,9;;
923;2022-05-24 16:23;22,4;65,3;;
924;2022-05-24 16:28;22,2;67,1;;
925;2022-05-24 16:33;22,1;68;;
926;2022-05-24 16:38;22;67,6;;
927;2022-05-24 16:43;21,8;68;;
928;2022-05-24 16:48;21,7;68,4;;
929;2022-05-24 16:53;21,6;68,4;;
930;2022-05-24 16:58;21,5;68,4;;
931;2022-05-24 17:03;21,5;68,4;;
932;2022-05-24 17:08;21,4;69,7;;
933;2022-05-24 17:13;21,3;70,1;;
934;2022-05-24 17:18;21,2;70,6;;
935;2022-05-24 17:23;21,1;70,5;;
936;2022-05-24 17:28;21,1;71;;
937;2022-05-24 17:33;21;71;;
938;2022-05-24 17:38;21;71,4;;
939;2022-05-24 17:43;21;71;;
940;2022-05-24 17:48;21;71;;
941;2022-05-24 17:53;20,9;70,9;;
942;2022-05-24 17:58;20,9;71,4;;
943;2022-05-24 18:03;20,8;71,4;;
944;2022-05-24 18:08;20,8;71,4;;
945;2022-05-24 18:13;20,7;71,8;;
946;2022-05-24 18:18;20,7;71,8;;
947;2022-05-24 18:23;20,6;71,8;;
948;2022-05-24 18:28;20,6;72,2;;
949;2022-05-24 18:33;20,5;72,2;;
950;2022-05-24 18:38;20,5;72,2;;
951;2022-05-24 18:43;20,5;72,6;;
952;2022-05-24 18:48;20,5;72,6;;
953;2022-05-24 18:53;20,4;72,6;;
954;2022-05-24 18:58;20,4;72,6;;
955;2022-05-24 19:03;20,4;73;;
956;2022-05-24 19:08;20,4;73;;
957;2022-05-24 19:13;20,4;73;;
958;2022-05-24 19:18;20,4;73;;
959;2022-05-24 19:23;20,3;73;;
960;2022-05-24 19:28;20,2;73;;
961;2022-05-24 19:33;20,2;73;;
962;2022-05-24 19:38;20,2;73;;
963;2022-05-24 19:43;20,2;73,4;;
964;2022-05-24 19:48;20,1;73,4;;
965;2022-05-24 19:53;20,1;73,9;;
966;2022-05-24 19:58;20,1;73,9;;
967;2022-05-24 20:03;20,1;73,9;;
968;2022-05-24 20:08;20,1;73,4;;
969;2022-05-24 20:13;20,1;73,4;;
970;2022-05-24 20:18;20,1;73,9;;
971;2022-05-24 20:23;20,1;73,9;;
972;2022-05-24 20:28;20,1;73,4;;
973;2022-05-24 20:33;20,1;73,4;;
974;2022-05-24 20:38;20,1;73,9;;
975;2022-05-24 20:43;20,1;73,9;;
976;2022-05-24 20:48;20;73,9;;
977;2022-05-24 20:53;20;73,8;;
978;2022-05-24 20:58;20;74,3;;
979;2022-05-24 21:03;20;74,3;;
980;2022-05-24 21:08;20;74,3;;
981;2022-05-24 21:13;20;74,3;;
982;2022-05-24 21:18;20;74,3;;
983;2022-05-24 21:23;20;74,3;;
984;2022-05-24 21:28;20;74,3;;
985;2022-05-24 21:33;20;74,7;;
986;2022-05-24 21:38;20;74,7;;
987;2022-05-24 21:43;20;74,3;;
988;2022-05-24 21:48;19,9;74,7;;
989;2022-05-24 21:53;20;74,7;;
990;2022-05-24 21:58;20;74,7;;
991;2022-05-24 22:03;20;74,7;;
992;2022-05-24 22:08;20;74,7;;
993;2022-05-24 22:13;20;75,1;;
994;2022-05-24 22:18;20;75,1;;
995;2022-05-24 22:23;19,9;75,1;;
996;2022-05-24 22:28;20;75,1;;
997;2022-05-24 22:33;20;75,1;;
998;2022-05-24 22:38;20;75,5;;
999;2022-05-24 22:43;19,9;75,5;;
1000;2022-05-24 22:48;19,9;76;;
1001;2022-05-24 22:53;20;76;;
1002;2022-05-24 22:58;20;75,5;;
1003;2022-05-24 23:03;20;76;;
1004;2022-05-24 23:08;20;76;;
1005;2022-05-24 23:13;20;76;;
1006;2022-05-24 23:18;20;76;;
1007;2022-05-24 23:23;20;76;;
1008;2022-05-24 23:28;20;76,4;;
1009;2022-05-24 23:33;20;76;;
1010;2022-05-24 23:38;20;75,5;;
1011;2022-05-24 23:43;20;75,6;;
1012;2022-05-24 23:48;20;75,6;;
1013;2022-05-24 23:53;20;74,7;;
1014;2022-05-24 23:58;20,1;75,6;;
1015;2022-05-25 0:03;20,1;75,1;;
1016;2022-05-25 0:08;20,1;74,7;;
1017;2022-05-25 0:13;20,1;74,7;;
1018;2022-05-25 0:18;20,1;74,7;;
1019;2022-05-25 0:23;20,1;75,6;;
1020;2022-05-25 0:28;20,1;75,1;;
1021;2022-05-25 0:33;20,1;75,1;;
1022;2022-05-25 0:38;20,1;75,6;;
1023;2022-05-25 0:43;20,1;75,6;;
1024;2022-05-25 0:48;20,1;74,7;;
1025;2022-05-25 0:53;20,1;74,7;;
1026;2022-05-25 0:58;20,1;75,1;;
1027;2022-05-25 1:03;20,1;74,7;;
1028;2022-05-25 1:08;20,1;75,6;;
1029;2022-05-25 1:13;20;75,6;;
1030;2022-05-25 1:18;20;75,6;;
1031;2022-05-25 1:23;20;75,6;;
1032;2022-05-25 1:28;20;75,6;;
1033;2022-05-25 1:33;20;75,6;;
1034;2022-05-25 1:38;20,1;75,1;;
1035;2022-05-25 1:43;20,1;75,1;;
1036;2022-05-25 1:48;20,1;75,6;;
1037;2022-05-25 1:53;20;75,6;;
1038;2022-05-25 1:58;20;76;;
1039;2022-05-25 2:03;20;76;;
1040;2022-05-25 2:08;20;76,4;;
1041;2022-05-25 2:13;20;76;;
1042;2022-05-25 2:18;20;76;;
1043;2022-05-25 2:23;20;75,5;;
1044;2022-05-25 2:28;20;76,4;;
1045;2022-05-25 2:33;20;76,4;;
1046;2022-05-25 2:38;20;76,4;;
1047;2022-05-25 2:43;20;76,4;;
1048;2022-05-25 2:48;20;76;;
1049;2022-05-25 2:53;20;76;;
1050;2022-05-25 2:58;20;76,4;;
1051;2022-05-25 3:03;20;76;;
1052;2022-05-25 3:08;20;76,4;;
1053;2022-05-25 3:13;20;76,8;;
1054;2022-05-25 3:18;20;76,8;;
1055;2022-05-25 3:23;20;76,4;;
1056;2022-05-25 3:28;20;76,8;;
1057;2022-05-25 3:33;20;77,2;;
1058;2022-05-25 3:38;20;77,2;;
1059;2022-05-25 3:43;19,9;77,2;;
1060;2022-05-25 3:48;19,9;77,6;;
1061;2022-05-25 3:53;19,9;77,6;;
1062;2022-05-25 3:58;19,9;77,2;;
1063;2022-05-25 4:03;19,9;77,2;;
1064;2022-05-25 4:08;19,9;76,4;;
1065;2022-05-25 4:13;19,9;76,4;;
1066;2022-05-25 4:18;20;76;;
1067;2022-05-25 4:23;20;75,5;;
1068;2022-05-25 4:28;20;75,5;;
1069;2022-05-25 4:33;20;74,7;;
1070;2022-05-25 4:38;20;74,7;;
1071;2022-05-25 4:43;20;74,7;;
1072;2022-05-25 4:48;20;74,3;;
1073;2022-05-25 4:53;20;74,3;;
1074;2022-05-25 4:58;20;74,3;;
1075;2022-05-25 5:03;20;73,8;;
1076;2022-05-25 5:08;20;73,8;;
1077;2022-05-25 5:13;20;73,9;;
1078;2022-05-25 5:18;20;73,8;;
1079;2022-05-25 5:23;20;73,8;;
1080;2022-05-25 5:28;20;73,4;;
1081;2022-05-25 5:33;20;73,4;;
1082;2022-05-25 5:38;20;73,4;;
1083;2022-05-25 5:43;20;73,4;;
1084;2022-05-25 5:48;20;73,4;;
1085;2022-05-25 5:53;20;73,4;;
1086;2022-05-25 5:58;20;73;;
1087;2022-05-25 6:03;20;73,4;;
1088;2022-05-25 6:08;19,9;72,9;;
1089;2022-05-25 6:13;19,7;72,9;;
1090;2022-05-25 6:18;19,6;72,9;;
1091;2022-05-25 6:23;19,5;73,3;;
1092;2022-05-25 6:28;19,5;73,3;;
1093;2022-05-25 6:33;19,4;73,3;;
1094;2022-05-25 6:38;19,4;72,8;;
1095;2022-05-25 6:43;19,4;72,8;;
1096;2022-05-25 6:48;19,3;72,8;;
1097;2022-05-25 6:53;19,3;72,8;;
1098;2022-05-25 6:58;19,3;72,8;;
1099;2022-05-25 7:03;19,3;72,8;;
1100;2022-05-25 7:08;19,4;73,3;;
1101;2022-05-25 7:13;19,4;72,8;;
1102;2022-05-25 7:18;19,4;72,8;;
1103;2022-05-25 7:23;19,4;73,3;;
1104;2022-05-25 7:28;19,4;73,3;;
1105;2022-05-25 7:33;19,5;73,3;;
1106;2022-05-25 7:38;19,5;73,3;;
1107;2022-05-25 7:43;19,6;73,3;;
1108;2022-05-25 7:48;19,6;73,3;;
1109;2022-05-25 7:53;19,7;72,9;;
1110;2022-05-25 7:58;19,7;72,9;;
1111;2022-05-25 8:03;19,7;72,9;;
1112;2022-05-25 8:08;19,8;72,9;;
1113;2022-05-25 8:13;19,8;72,9;;
1114;2022-05-25 8:18;19,9;72,5;;
1115;2022-05-25 8:23;19,9;71,6;;
1116;2022-05-25 8:28;20;71,6;;
1117;2022-05-25 8:33;20;71,7;;
1118;2022-05-25 8:38;20;71,2;;
1119;2022-05-25 8:43;20,1;71,2;;
1120;2022-05-25 8:48;20,1;71,3;;
1121;2022-05-25 8:53;20,2;70,8;;
1122;2022-05-25 8:58;20,3;70,4;;
1123;2022-05-25 9:03;20,4;70,4;;
1124;2022-05-25 9:08;20,5;70;;
1125;2022-05-25 9:13;20,5;70;;
1126;2022-05-25 9:18;20,5;70;;
1127;2022-05-25 9:23;20,6;69,6;;
1128;2022-05-25 9:28;20,7;69,6;;
1129;2022-05-25 9:33;20,7;69,6;;
1130;2022-05-25 9:38;20,8;69,6;;
1131;2022-05-25 9:43;20,8;69,6;;
1132;2022-05-25 9:48;20,9;69,2;;
1133;2022-05-25 9:53;21;68,7;;
1134;2022-05-25 9:58;21,1;68,3;;
1135;2022-05-25 10:03;21,1;67,9;;
1136;2022-05-25 10:08;21,2;67,9;;
1137;2022-05-25 10:13;21,3;67,9;;
1138;2022-05-25 10:18;21,5;67,4;;
1139;2022-05-25 10:23;21,5;67;;
1140;2022-05-25 10:28;21,6;66,6;;
1141;2022-05-25 10:33;21,7;66,6;;
1142;2022-05-25 10:38;21,7;66,6;;
1143;2022-05-25 10:43;21,8;66,1;;
1144;2022-05-25 10:48;21,8;66,1;;
1145;2022-05-25 10:53;21,9;66,1;;
1146;2022-05-25 10:58;21,9;66,2;;
1147;2022-05-25 11:03;21,9;66,2;;
1148;2022-05-25 11:08;22;65,7;;
1149;2022-05-25 11:13;22;65,7;;
1150;2022-05-25 11:18;22,1;65,3;;
1151;2022-05-25 11:23;22,1;65,3;;
1152;2022-05-25 11:28;22,2;65,3;;
1153;2022-05-25 11:33;22,3;64,8;;
1154;2022-05-25 11:38;22,4;64,8;;
1155;2022-05-25 11:43;22,4;64,9;;
1156;2022-05-25 11:48;22,5;64,9;;
1157;2022-05-25 11:53;22,5;64,9;;
1158;2022-05-25 11:58;22,6;64,4;;
1159;2022-05-25 12:03;22,6;64,4;;
1160;2022-05-25 12:08;22,6;64,4;;
1161;2022-05-25 12:13;22,6;64,4;;
1162;2022-05-25 12:18;22,6;64;;
1163;2022-05-25 12:23;22,6;64;;
1164;2022-05-25 12:28;22,6;64;;
1165;2022-05-25 12:33;22,5;64,4;;
1166;2022-05-25 12:38;22,5;64,4;;
1167;2022-05-25 12:43;22,5;64,4;;
1168;2022-05-25 12:48;22,6;64,4;;
1169;2022-05-25 12:53;22,6;64;;
1170;2022-05-25 12:58;22,7;64;;
1171;2022-05-25 13:03;22,7;64;;
1172;2022-05-25 13:08;22,8;64,5;;
1173;2022-05-25 13:13;22,9;64,5;;
1174;2022-05-25 13:18;23;64,5;;
1175;2022-05-25 13:23;23,1;64;;
1176;2022-05-25 13:28;23,1;63,6;;
1177;2022-05-25 13:33;23,1;63,6;;
1178;2022-05-25 13:38;23,1;63,6;;
1179;2022-05-25 13:43;23,1;63,1;;
1180;2022-05-25 13:48;23;65;;
1181;2022-05-25 13:53;22,8;67,7;;
1182;2022-05-25 13:58;22,6;68,1;;
1183;2022-05-25 14:03;22,4;68,1;;
1184;2022-05-25 14:08;22,2;68,5;;
1185;2022-05-25 14:13;22;69,4;;
1186;2022-05-25 14:18;21,9;69,3;;
1187;2022-05-25 14:23;21,7;69,3;;
1188;2022-05-25 14:28;21,6;70,2;;
1189;2022-05-25 14:33;21,4;69,7;;
1190;2022-05-25 14:38;21,1;70,1;;
1191;2022-05-25 14:43;21,1;70,1;;
1192;2022-05-25 14:48;21;70,5;;
1193;2022-05-25 14:53;20,8;70,5;;
1194;2022-05-25 14:58;20,7;70,5;;
1195;2022-05-25 15:03;20,6;70,9;;
1196;2022-05-25 15:08;20,5;71,3;;
1197;2022-05-25 15:13;20,5;71,8;;
1198;2022-05-25 15:18;20,5;72,2;;
1199;2022-05-25 15:23;20,5;71,3;;
