RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V505;;
Number;7186E00316;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;2362;;
Temperature Maximum;26.1°C;;
Temperature Minimum;19.2°C;;
Temperature Average;22.1°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;62.6%RH;;
Humidity Minimum;38.5%RH;;
Humidity Average;48%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;21/09/2020 11:19;;
End Time;29/09/2020 16:04;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2020/03/24  11:02:00;-18,8;49
2;2020/03/24  11:02:00;-19,8;50
3;2020/03/24  11:03:00;-18,5;50,5
4;2020/03/24  11:03:00;-17,2;52,1
5;2020/03/24  11:04:00;-16,6;51,1
6;2020/03/24  11:04:00;-17;52
7;2020/03/24  11:05:00;-19,1;52
8;2020/03/24  11:05:00;-20,1;52,6
9;2020/03/24  11:06:00;-20,6;52,1
10;2020/03/24  11:06:00;-20,9;51,1
11;2020/03/24  11:07:00;-21;51,1
12;2020/03/24  11:07:00;-21,1;51,1
13;2020/03/24  11:08:00;-21,1;50,6
14;2020/03/24  11:08:00;-21,1;50,6
15;2020/03/24  11:09:00;-21,1;51,2
16;2020/03/24  11:09:00;-21;51,2
17;2020/03/24  11:10:00;-21;51,2
18;2020/03/24  11:10:00;-21;50,8
19;2020/03/24  11:11:00;-20,9;50,3
20;2020/03/24  11:11:00;-20,9;47
21;2020/03/24  11:12:00;-20,8;54
22;2020/03/24  11:12:00;-20,7;55,5
23;2020/03/24  11:13:00;-20,7;49,9
24;2020/03/24  11:13:00;-20,7;48,7
25;2020/03/24  11:14:00;-20,6;59,6
26;2020/03/24  11:14:00;-20,5;60,2
27;2020/03/24  11:15:00;-20,4;57
28;2020/03/24  11:15:00;-20,4;51,9
29;2020/03/24  11:16:00;-20,3;59,7
30;2020/03/24  11:16:00;-20,3;56,9
31;2020/03/24  11:17:00;-20,2;57,3
32;2020/03/24  11:17:00;-20,1;59,3
33;2020/03/24  11:18:00;-20,1;54,5
34;2020/03/24  11:18:00;-20,1;58,8
35;2020/03/24  11:19:00;-20,1;57,9
36;2020/03/24  11:19:00;-20,1;56,5
37;2020/03/24  11:20:00;-20,1;53,6
38;2020/03/24  11:20:00;-20,1;55
39;2020/03/24  11:21:00;-20;56,9
40;2020/03/24  11:21:00;-20;56,5
41;2020/03/24  11:22:00;-20;53
42;2020/03/24  11:22:00;-20;57,4
43;2020/03/24  11:23:00;-20;57
44;2020/03/24  11:23:00;-20;52
45;2020/03/24  11:24:00;-20;56,9
46;2020/03/24  11:24:00;-20;57,4
47;2020/03/24  11:25:00;-20;57
48;2020/03/24  11:25:00;-19,9;56,1
49;2020/03/24  11:26:00;-19,9;51,1
50;2020/03/24  11:26:00;-19,9;56,9
51;2020/03/24  11:27:00;-19,9;57
52;2020/03/24  11:27:00;-19,8;52
53;2020/03/24  11:28:00;-19,8;57,9
54;2020/03/24  11:28:00;-19,8;57,9
55;2020/03/24  11:29:00;-19,8;57
56;2020/03/24  11:29:00;-19,8;56,1
57;2020/03/24  11:30:00;-19,7;52,6
58;2020/03/24  11:30:00;-19,7;56,5
59;2020/03/24  11:31:00;-19,6;56,5
60;2020/03/24  11:31:00;-19,6;55,6
61;2020/03/24  11:32:00;-19,6;55,1
62;2020/03/24  11:32:00;-19,6;54,7
