RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V548;;
Number;719AH10160;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;2276;;
Temperature Maximum;38.4°C;;
Temperature Minimum;14°C;;
Temperature Average;19.7°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;70.6%RH;;
Humidity Minimum;27.3%RH;;
Humidity Average;53.7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-20 10:29:12;;
End Time;2022-04-28 08:04:12;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-04-20 10:29:12;19.2;52.2
2;2022-04-20 10:34:12;18.8;52.1
3;2022-04-20 10:39:12;18.5;54
4;2022-04-20 10:44:12;18.7;55
5;2022-04-20 10:49:12;18.9;53.1
6;2022-04-20 10:54:12;19;53.1
7;2022-04-20 10:59:12;19.1;53.1
8;2022-04-20 11:04:12;19.2;52.6
9;2022-04-20 11:09:12;19.5;52.7
10;2022-04-20 11:14:12;19.7;52.2
11;2022-04-20 11:19:12;19.9;51.7
12;2022-04-20 11:24:12;20.1;52.3
13;2022-04-20 11:29:12;20;51.8
14;2022-04-20 11:34:12;20.7;51.3
15;2022-04-20 11:39:12;21.3;50.4
16;2022-04-20 11:44:12;21.7;49.4
17;2022-04-20 11:49:12;22.3;48.5
18;2022-04-20 11:54:12;24.2;46.1
19;2022-04-20 11:59:12;25.7;44.2
20;2022-04-20 12:04:12;26.5;42.7
21;2022-04-20 12:09:12;26.2;41.6
22;2022-04-20 12:14:12;26.8;41.1
23;2022-04-20 12:19:12;26.1;41.5
24;2022-04-20 12:24:12;25.3;42.5
25;2022-04-20 12:29:12;26.8;41.1
26;2022-04-20 12:34:12;27.7;40.1
27;2022-04-20 12:39:12;28.1;39
28;2022-04-20 12:44:12;27.3;38.9
29;2022-04-20 12:49:12;25.8;41
30;2022-04-20 12:54:12;25;42
31;2022-04-20 12:59:12;24.6;43
32;2022-04-20 13:04:12;24.5;43
33;2022-04-20 13:09:12;24.5;43.5
34;2022-04-20 13:14:12;24.6;43.5
35;2022-04-20 13:19:12;24.7;43
36;2022-04-20 13:24:12;24.9;43
37;2022-04-20 13:29:12;25;43
38;2022-04-20 13:34:12;25.2;43
39;2022-04-20 13:39:12;25.4;42.5
40;2022-04-20 13:44:12;25.6;42
41;2022-04-20 13:49:12;25.9;42
42;2022-04-20 13:54:12;26.1;42.1
43;2022-04-20 13:59:12;26.2;41.5
44;2022-04-20 14:04:12;26.4;41
45;2022-04-20 14:09:12;26.6;41.1
46;2022-04-20 14:14:12;26.8;40.5
47;2022-04-20 14:19:12;26.9;40.5
48;2022-04-20 14:24:12;27.1;40
49;2022-04-20 14:29:12;27.2;40
50;2022-04-20 14:34:12;27.2;40
51;2022-04-20 14:39:12;30;38.1
52;2022-04-20 14:44:12;29.8;36.5
53;2022-04-20 14:49:12;29;37
54;2022-04-20 14:54:12;28.6;36.9
55;2022-04-20 14:59:12;28.4;36.9
56;2022-04-20 15:04:12;28.3;37.4
57;2022-04-20 15:09:12;28;37.4
58;2022-04-20 15:14:12;27.7;37.9
59;2022-04-20 15:19:12;27.4;37.9
60;2022-04-20 15:24:12;27.5;37.9
61;2022-04-20 15:29:12;27.7;37.9
62;2022-04-20 15:34:12;27.6;37.9
63;2022-04-20 15:39:12;27.6;37.9
64;2022-04-20 15:44:12;27.6;37.9
65;2022-04-20 15:49:12;27.6;37.9
66;2022-04-20 15:54:12;27.6;37.9
67;2022-04-20 15:59:12;27.5;37.9
68;2022-04-20 16:04:12;27.6;37.9
69;2022-04-20 16:09:12;27;37.8
70;2022-04-20 16:14:12;26.7;38.9
71;2022-04-20 16:19:12;26.6;38.9
72;2022-04-20 16:24:12;26.5;38.9
73;2022-04-20 16:29:12;26.3;38.8
74;2022-04-20 16:34:12;26.6;38.9
75;2022-04-20 16:39:12;26.9;38.4
76;2022-04-20 16:44:12;26.8;38.4
77;2022-04-20 16:49:12;26.5;38.4
78;2022-04-20 16:54:12;26.4;38.3
79;2022-04-20 16:59:12;26.6;38.4
80;2022-04-20 17:04:12;26.6;37.8
81;2022-04-20 17:09:12;26.5;37.8
82;2022-04-20 17:14:12;26.4;37.8
83;2022-04-20 17:19:12;26.2;38.3
84;2022-04-20 17:24:12;26;38.3
85;2022-04-20 17:29:12;25.4;37.7
86;2022-04-20 17:34:12;25;39.3
87;2022-04-20 17:39:12;24.7;39.8
88;2022-04-20 17:44:12;24.5;40.3
89;2022-04-20 17:49:12;24.3;40.8
90;2022-04-20 17:54:12;24.1;40.8
91;2022-04-20 17:59:12;24;40.8
92;2022-04-20 18:04:12;23.9;41.3
93;2022-04-20 18:09:12;23.7;41.3
94;2022-04-20 18:14:12;23.5;41.8
95;2022-04-20 18:19:12;23.4;41.8
96;2022-04-20 18:24:12;23.3;41.8
97;2022-04-20 18:29:12;23.1;42.3
98;2022-04-20 18:34:12;23;42.3
