RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V560;;
157;2022-05-16 20:08:38;16,3;57,2
158;2022-05-16 20:13:38;16,3;57,2
159;2022-05-16 20:18:38;16,3;57,2
160;2022-05-16 20:23:38;16,2;57,2
161;2022-05-16 20:28:38;16,2;57,7
162;2022-05-16 20:33:38;16,2;57,2
163;2022-05-16 20:38:38;16,2;57,7
164;2022-05-16 20:43:38;16,1;57,7
165;2022-05-16 20:48:38;16,1;57,7
166;2022-05-16 20:53:38;16,1;57,7
167;2022-05-16 20:58:38;16;57,7
168;2022-05-16 21:03:38;16;57,7
169;2022-05-16 21:08:38;16;57,6
170;2022-05-16 21:13:38;15,9;57,6
171;2022-05-16 21:18:38;15,9;57,6
172;2022-05-16 21:23:38;15,9;57,6
173;2022-05-16 21:28:38;15,8;57,6
174;2022-05-16 21:33:38;15,8;57,6
175;2022-05-16 21:38:38;15,7;57,6
176;2022-05-16 21:43:38;15,7;57,6
177;2022-05-16 21:48:38;15,7;57,6
178;2022-05-16 21:53:38;15,6;57,6
179;2022-05-16 21:58:38;15,6;57,6
180;2022-05-16 22:03:38;15,6;57,6
181;2022-05-16 22:08:38;15,5;57,6
182;2022-05-16 22:13:38;15,5;57,6
183;2022-05-16 22:18:38;15,5;57,6
184;2022-05-16 22:23:38;15,4;57,6
185;2022-05-16 22:28:38;15,4;57,6
186;2022-05-16 22:33:38;15,3;57,6
187;2022-05-16 22:38:38;15,3;57,6
188;2022-05-16 22:43:38;15,3;57,6
189;2022-05-16 22:48:38;15,3;57,1
190;2022-05-16 22:53:38;15,2;57,6
191;2022-05-16 22:58:38;15,2;57,1
192;2022-05-16 23:03:38;15,2;57,1
193;2022-05-16 23:08:38;15,1;57,1
194;2022-05-16 23:13:38;15,1;57,1
195;2022-05-16 23:18:38;15,1;57,1
196;2022-05-16 23:23:38;15;57,1
197;2022-05-16 23:28:38;15;57,1
198;2022-05-16 23:33:38;15;57,1
199;2022-05-16 23:38:38;14,9;57,1
200;2022-05-16 23:43:38;14,9;57,1
201;2022-05-16 23:48:38;14,9;57,1
202;2022-05-16 23:53:38;14,8;57,1
203;2022-05-16 23:58:38;14,8;57
204;2022-05-17 00:03:38;14,8;57
205;2022-05-17 00:08:38;14,8;56,6
206;2022-05-17 00:13:38;14,8;56,6
207;2022-05-17 00:18:38;14,7;56,6
208;2022-05-17 00:23:38;14,7;56,5
209;2022-05-17 00:28:38;14,7;56,5
210;2022-05-17 00:33:38;14,7;56,1
211;2022-05-17 00:38:38;14,7;56,1
212;2022-05-17 00:43:38;14,6;56,1
213;2022-05-17 00:48:38;14,6;56
214;2022-05-17 00:53:38;14,6;56
215;2022-05-17 00:58:38;14,5;56
216;2022-05-17 01:03:38;14,5;56
217;2022-05-17 01:08:38;14,5;56
218;2022-05-17 01:13:38;14,5;56
219;2022-05-17 01:18:38;14,4;56
220;2022-05-17 01:23:38;14,4;56
221;2022-05-17 01:28:38;14,4;56
222;2022-05-17 01:33:38;14,3;56
223;2022-05-17 01:38:38;14,3;56
224;2022-05-17 01:43:38;14,3;56
225;2022-05-17 01:48:38;14,2;56
226;2022-05-17 01:53:38;14,2;56
227;2022-05-17 01:58:38;14,2;56
228;2022-05-17 02:03:38;14,2;56
229;2022-05-17 02:08:38;14,1;56
230;2022-05-17 02:13:38;14,1;56
231;2022-05-17 02:18:38;14,1;55,5
232;2022-05-17 02:23:38;14,1;55,5
233;2022-05-17 02:28:38;14;55,5
234;2022-05-17 02:33:38;14;55,5
235;2022-05-17 02:38:38;14;55,5
236;2022-05-17 02:43:38;14;55,5
237;2022-05-17 02:48:38;14;55,5
238;2022-05-17 02:53:38;13,9;55,5
239;2022-05-17 02:58:38;13,9;55,5
240;2022-05-17 03:03:38;13,9;56
241;2022-05-17 03:08:38;13,8;55,5
242;2022-05-17 03:13:38;13,8;56
243;2022-05-17 03:18:38;13,8;56
244;2022-05-17 03:23:38;13,8;55,5
245;2022-05-17 03:28:38;13,7;56
246;2022-05-17 03:33:38;13,7;55,5
247;2022-05-17 03:38:38;13,7;56
248;2022-05-17 03:43:38;13,6;55,5
249;2022-05-17 03:48:38;13,6;56
250;2022-05-17 03:53:38;13,6;56
251;2022-05-17 03:58:38;13,6;55,9
252;2022-05-17 04:03:38;13,5;55,5
253;2022-05-17 04:08:38;13,5;55,9
254;2022-05-17 04:13:38;13,5;55,9
255;2022-05-17 04:18:38;13,5;55,9
256;2022-05-17 04:23:38;13,4;55,5
257;2022-05-17 04:28:38;13,4;55,9
258;2022-05-17 04:33:38;13,4;55,9
259;2022-05-17 04:38:38;13,4;55,9
260;2022-05-17 04:43:38;13,4;55,4
261;2022-05-17 04:48:38;13,4;55,9
262;2022-05-17 04:53:38;13,3;55,9
263;2022-05-17 04:58:38;13,3;55,4
264;2022-05-17 05:03:38;13,3;55,9
265;2022-05-17 05:08:38;13,3;55,9
266;2022-05-17 05:13:38;13,3;55,9
267;2022-05-17 05:18:38;13,2;55,9
268;2022-05-17 05:23:38;13,2;55,9
269;2022-05-17 05:28:38;13,2;55,9
270;2022-05-17 05:33:38;13,2;55,9
271;2022-05-17 05:38:38;13,2;55,9
272;2022-05-17 05:43:38;13,2;55,9
273;2022-05-17 05:48:38;13,2;55,9
274;2022-05-17 05:53:38;13,2;55,9
275;2022-05-17 05:58:38;13,1;55,9
276;2022-05-17 06:03:38;13,1;55,9
277;2022-05-17 06:08:38;13,1;55,9
278;2022-05-17 06:13:38;13,1;56
279;2022-05-17 06:18:38;13,1;56
280;2022-05-17 06:23:38;13,1;56
281;2022-05-17 06:28:38;13;56
282;2022-05-17 06:33:38;13;56
283;2022-05-17 06:38:38;13;56
284;2022-05-17 06:43:38;13;56
285;2022-05-17 06:48:38;13;56
286;2022-05-17 06:53:38;12,9;56
287;2022-05-17 06:58:38;12,9;56
288;2022-05-17 07:03:38;12,9;56,1
289;2022-05-17 07:08:38;12,9;56,1
290;2022-05-17 07:13:38;12,9;56,1
291;2022-05-17 07:18:38;12,8;56,1
292;2022-05-17 07:23:38;12,8;56,1
293;2022-05-17 07:28:38;12,8;55,6
294;2022-05-17 07:33:38;12,8;55,6
295;2022-05-17 07:38:38;12,8;55,6
296;2022-05-17 07:43:38;12,8;55,7
297;2022-05-17 07:48:38;12,8;55,7
298;2022-05-17 07:53:38;12,8;55,7
299;2022-05-17 07:58:38;12,7;55,7
300;2022-05-17 08:03:38;12,7;55,2
301;2022-05-17 08:08:38;12,7;55,2
302;2022-05-17 08:13:38;12,7;55,3
303;2022-05-17 08:18:38;12,8;55,3
304;2022-05-17 08:23:38;12,8;54,8
305;2022-05-17 08:28:38;12,8;54,8
306;2022-05-17 08:33:38;12,8;54,8
307;2022-05-17 08:38:38;12,9;54,8
308;2022-05-17 08:43:38;12,9;54,9
309;2022-05-17 08:48:38;13;54,9
310;2022-05-17 08:53:38;13;55,4
311;2022-05-17 08:58:38;13;55,4
312;2022-05-17 09:03:38;13,1;55,4
313;2022-05-17 09:08:38;13,2;55,4
314;2022-05-17 09:13:38;13,2;55,4
315;2022-05-17 09:18:38;13,3;55,4
316;2022-05-17 09:23:38;13,3;55,5
317;2022-05-17 09:28:38;13,4;55
318;2022-05-17 09:33:38;13,5;55
319;2022-05-17 09:38:38;13,5;54,5
320;2022-05-17 09:43:38;13,6;54,5
321;2022-05-17 09:48:38;13,7;54,5
322;2022-05-17 09:53:38;13,8;54,5
323;2022-05-17 09:58:38;13,9;54,6
324;2022-05-17 10:03:38;13,9;54,6
325;2022-05-17 10:08:38;14;54,6
326;2022-05-17 10:13:38;14,1;53,6
327;2022-05-17 10:18:38;14,2;54,1
328;2022-05-17 10:23:38;14,2;54,7
329;2022-05-17 10:28:38;14,3;54,7
330;2022-05-17 10:33:38;14,4;54,7
331;2022-05-17 10:38:38;14,5;54,7
332;2022-05-17 10:43:38;14,5;54,7
333;2022-05-17 10:48:38;14,6;54,2
334;2022-05-17 10:53:38;14,7;54,2
335;2022-05-17 10:58:38;14,8;53,7
336;2022-05-17 11:03:38;14,9;53,8
337;2022-05-17 11:08:38;15;53,8
338;2022-05-17 11:13:38;15;53,8
339;2022-05-17 11:18:38;15,1;53,8
340;2022-05-17 11:23:38;15,2;53,3
341;2022-05-17 11:28:38;15,3;53,3
342;2022-05-17 11:33:38;15,3;52,8
343;2022-05-17 11:38:38;15,4;53,3
344;2022-05-17 11:43:38;15,5;53,3
345;2022-05-17 11:48:38;15,5;52,8
346;2022-05-17 11:53:38;15,6;53,3
347;2022-05-17 11:58:38;15,7;52,8
348;2022-05-17 12:03:38;15,7;52,8
349;2022-05-17 12:08:38;15,8;52,9
350;2022-05-17 12:13:38;15,9;52,9
351;2022-05-17 12:18:38;16;52,9
352;2022-05-17 12:23:38;16,1;52,9
353;2022-05-17 12:28:38;16,1;52,9
354;2022-05-17 12:33:38;16,2;52,9
355;2022-05-17 12:38:38;16,3;52,9
356;2022-05-17 12:43:38;16,3;52,9
357;2022-05-17 12:48:38;16,4;52,9
358;2022-05-17 12:53:38;16,5;52,9
359;2022-05-17 12:58:38;16,7;52,9
360;2022-05-17 13:03:38;16,8;52,9
361;2022-05-17 13:08:38;16,8;52,9
362;2022-05-17 13:13:38;17;52,9
363;2022-05-17 13:18:38;17,1;52,9
364;2022-05-17 13:23:38;17,2;52,9
365;2022-05-17 13:28:38;17,3;52,9
366;2022-05-17 13:33:38;17,3;52,9
367;2022-05-17 13:38:38;17,4;52,9
368;2022-05-17 13:43:38;17,5;52,9
369;2022-05-17 13:48:38;17,5;52,9
370;2022-05-17 13:53:38;17,6;52,9
371;2022-05-17 13:58:38;17,7;52,9
372;2022-05-17 14:03:38;17,7;52,9
373;2022-05-17 14:08:38;17,8;52,9
374;2022-05-17 14:13:38;17,9;52,8
375;2022-05-17 14:18:38;17,9;52,8
376;2022-05-17 14:23:38;18;52,8
377;2022-05-17 14:28:38;18;52,8
378;2022-05-17 14:33:38;18;53,3
379;2022-05-17 14:38:38;18,1;53,3
380;2022-05-17 14:43:38;18,1;53,3
381;2022-05-17 14:48:38;18,2;53,8
382;2022-05-17 14:53:38;18,2;53,8
383;2022-05-17 14:58:38;18,2;53,8
384;2022-05-17 15:03:38;18,3;53,8
385;2022-05-17 15:08:38;18,3;53,7
386;2022-05-17 15:13:38;18,3;53,7
387;2022-05-17 15:18:38;18,4;53,7
388;2022-05-17 15:23:38;18,5;53,7
389;2022-05-17 15:28:38;18,5;53,7
390;2022-05-17 15:33:38;18,5;53,7
391;2022-05-17 15:38:38;18,6;54,1
392;2022-05-17 15:43:38;18,6;54,6
393;2022-05-17 15:48:38;18,6;54,6
394;2022-05-17 15:53:38;18,6;54,6
395;2022-05-17 15:58:38;18,7;55,1
396;2022-05-17 16:03:38;18,7;55,1
397;2022-05-17 16:08:38;18,7;55
398;2022-05-17 16:13:38;18,7;55,5
399;2022-05-17 16:18:38;18,7;55,5
400;2022-05-17 16:23:38;18,7;55,5
401;2022-05-17 16:28:38;18,7;55,5
402;2022-05-17 16:33:38;18,6;56
403;2022-05-17 16:38:38;18,6;56
404;2022-05-17 16:43:38;18,6;55,9
405;2022-05-17 16:48:38;18,6;56,4
406;2022-05-17 16:53:38;18,5;56,4
407;2022-05-17 16:58:38;18,5;56,4
408;2022-05-17 17:03:38;18,5;56,4
409;2022-05-17 17:08:38;18,4;56,9
410;2022-05-17 17:13:38;18,4;56,9
411;2022-05-17 17:18:38;18,3;56,8
412;2022-05-17 17:23:38;18,3;56,8
413;2022-05-17 17:28:38;18,2;57,3
414;2022-05-17 17:33:38;18,2;57,3
415;2022-05-17 17:38:38;18,1;57,3
416;2022-05-17 17:43:38;18;57,3
417;2022-05-17 17:48:38;17,9;57,3
418;2022-05-17 17:53:38;17,8;57,3
419;2022-05-17 17:58:38;17,7;57,3
420;2022-05-17 18:03:38;17,7;57,3
421;2022-05-17 18:08:38;17,6;57,3
422;2022-05-17 18:13:38;17,5;57,7
423;2022-05-17 18:18:38;17,4;57,7
424;2022-05-17 18:23:38;17,3;57,7
425;2022-05-17 18:28:38;17,3;57,7
426;2022-05-17 18:33:38;17,2;57,7
427;2022-05-17 18:38:38;17,1;57,7
428;2022-05-17 18:43:38;17;57,7
429;2022-05-17 18:48:38;17;57,7
430;2022-05-17 18:53:38;16,9;57,7
431;2022-05-17 18:58:38;16,8;58,1
432;2022-05-17 19:03:38;16,7;57,6
433;2022-05-17 19:08:38;16,7;58,1
434;2022-05-17 19:13:38;16,6;57,6
435;2022-05-17 19:18:38;16,5;58,1
436;2022-05-17 19:23:38;16,5;57,6
437;2022-05-17 19:28:38;16,4;57,6
438;2022-05-17 19:33:38;16,3;57,6
439;2022-05-17 19:38:38;16,3;58,1
440;2022-05-17 19:43:38;16,2;57,6
441;2022-05-17 19:48:38;16,1;57,6
442;2022-05-17 19:53:38;16,1;57,6
443;2022-05-17 19:58:38;16;57,6
444;2022-05-17 20:03:38;16;57,6
445;2022-05-17 20:08:38;15,9;57,6
446;2022-05-17 20:13:38;15,8;57,6
447;2022-05-17 20:18:38;15,8;57,6
448;2022-05-17 20:23:38;15,7;57,6
449;2022-05-17 20:28:38;15,7;58,1
450;2022-05-17 20:33:38;15,6;58
451;2022-05-17 20:38:38;15,5;57,6
452;2022-05-17 20:43:38;15,5;58
453;2022-05-17 20:48:38;15,5;58
454;2022-05-17 20:53:38;15,4;58
455;2022-05-17 20:58:38;15,3;57,6
456;2022-05-17 21:03:38;15,3;58
457;2022-05-17 21:08:38;15,3;58
458;2022-05-17 21:13:38;15,2;57,5
459;2022-05-17 21:18:38;15,2;57,5
460;2022-05-17 21:23:38;15,1;58
461;2022-05-17 21:28:38;15,1;58
462;2022-05-17 21:33:38;15;58
463;2022-05-17 21:38:38;15;58
464;2022-05-17 21:43:38;15;58
465;2022-05-17 21:48:38;14,9;58
466;2022-05-17 21:53:38;14,9;58
467;2022-05-17 21:58:38;14,8;58
468;2022-05-17 22:03:38;14,8;58
469;2022-05-17 22:08:38;14,8;58
470;2022-05-17 22:13:38;14,8;58
471;2022-05-17 22:18:38;14,7;58
472;2022-05-17 22:23:38;14,7;58
473;2022-05-17 22:28:38;14,6;58
474;2022-05-17 22:33:38;14,6;58
475;2022-05-17 22:38:38;14,6;58
476;2022-05-17 22:43:38;14,5;58
477;2022-05-17 22:48:38;14,5;58
478;2022-05-17 22:53:38;14,5;58
479;2022-05-17 22:58:38;14,5;57,5
480;2022-05-17 23:03:38;14,5;57,5
481;2022-05-17 23:08:38;14,4;57,5
482;2022-05-17 23:13:38;14,4;57,5
483;2022-05-17 23:18:38;14,4;57,5
484;2022-05-17 23:23:38;14,3;57,5
485;2022-05-17 23:28:38;14,3;57,5
486;2022-05-17 23:33:38;14,3;57,5
487;2022-05-17 23:38:38;14,3;57,5
488;2022-05-17 23:43:38;14,3;57,5
489;2022-05-17 23:48:38;14,2;57,5
490;2022-05-17 23:53:38;14,2;57
491;2022-05-17 23:58:38;14,2;57
492;2022-05-18 00:03:38;14,2;57
493;2022-05-18 00:08:38;14,2;57
494;2022-05-18 00:13:38;14,1;57
495;2022-05-18 00:18:38;14,1;57
496;2022-05-18 00:23:38;14,1;57
497;2022-05-18 00:28:38;14,1;57
498;2022-05-18 00:33:38;14,1;57
499;2022-05-18 00:38:38;14;57
500;2022-05-18 00:43:38;14;56,9
501;2022-05-18 00:48:38;14;56,9
502;2022-05-18 00:53:38;14;56,9
503;2022-05-18 00:58:38;14;56,9
504;2022-05-18 01:03:38;14;56,9
505;2022-05-18 01:08:38;13,9;56,9
506;2022-05-18 01:13:38;13,9;56,9
507;2022-05-18 01:18:38;13,9;56,5
508;2022-05-18 01:23:38;13,9;56,4
509;2022-05-18 01:28:38;13,9;56,4
510;2022-05-18 01:33:38;13,8;56,4
511;2022-05-18 01:38:38;13,8;56,4
512;2022-05-18 01:43:38;13,8;56,4
513;2022-05-18 01:48:38;13,8;56,4
514;2022-05-18 01:53:38;13,8;56,4
515;2022-05-18 01:58:38;13,7;56,4
516;2022-05-18 02:03:38;13,7;56,4
517;2022-05-18 02:08:38;13,7;56,4
518;2022-05-18 02:13:38;13,7;55,9
519;2022-05-18 02:18:38;13,7;55,9
520;2022-05-18 02:23:38;13,6;55,9
521;2022-05-18 02:28:38;13,6;55,9
522;2022-05-18 02:33:38;13,6;55,9
523;2022-05-18 02:38:38;13,5;55,9
524;2022-05-18 02:43:38;13,5;55,9
525;2022-05-18 02:48:38;13,5;55,9
526;2022-05-18 02:53:38;13,5;55,9
527;2022-05-18 02:58:38;13,5;55,9
528;2022-05-18 03:03:38;13,5;55,9
529;2022-05-18 03:08:38;13,5;55,9
530;2022-05-18 03:13:38;13,4;55,9
531;2022-05-18 03:18:38;13,4;55,9
532;2022-05-18 03:23:38;13,4;55,9
533;2022-05-18 03:28:38;13,4;55,9
534;2022-05-18 03:33:38;13,4;55,9
535;2022-05-18 03:38:38;13,3;55,9
536;2022-05-18 03:43:38;13,3;55,9
537;2022-05-18 03:48:38;13,3;55,9
538;2022-05-18 03:53:38;13,3;55,9
539;2022-05-18 03:58:38;13,3;55,9
540;2022-05-18 04:03:38;13,3;55,9
541;2022-05-18 04:08:38;13,3;55,9
542;2022-05-18 04:13:38;13,2;55,9
543;2022-05-18 04:18:38;13,2;55,9
544;2022-05-18 04:23:38;13,2;55,9
545;2022-05-18 04:28:38;13,2;55,9
546;2022-05-18 04:33:38;13,2;55,9
547;2022-05-18 04:38:38;13,2;55,9
548;2022-05-18 04:43:38;13,1;55,9
549;2022-05-18 04:48:38;13,1;55,9
550;2022-05-18 04:53:38;13,1;55,9
551;2022-05-18 04:58:38;13,1;55,9
552;2022-05-18 05:03:38;13;55,9
553;2022-05-18 05:08:38;13;55,9
554;2022-05-18 05:13:38;13;55,9
555;2022-05-18 05:18:38;13;55,9
556;2022-05-18 05:23:38;13;55,9
557;2022-05-18 05:28:38;12,9;55,9
558;2022-05-18 05:33:38;12,9;55,9
559;2022-05-18 05:38:38;12,9;55,9
560;2022-05-18 05:43:38;12,8;55,9
561;2022-05-18 05:48:38;12,8;55,9
562;2022-05-18 05:53:38;12,8;55,9
563;2022-05-18 05:58:38;12,8;55,9
564;2022-05-18 06:03:38;12,8;55,9
565;2022-05-18 06:08:38;12,8;55,9
566;2022-05-18 06:13:38;12,8;56,4
567;2022-05-18 06:18:38;12,8;56,8
568;2022-05-18 06:23:38;12,8;56,9
569;2022-05-18 06:28:38;12,8;56,9
570;2022-05-18 06:33:38;12,8;56,9
571;2022-05-18 06:38:38;12,7;56,9
572;2022-05-18 06:43:38;12,7;56,9
573;2022-05-18 06:48:38;12,7;56,9
574;2022-05-18 06:53:38;12,7;56,9
575;2022-05-18 06:58:38;12,7;56,9
576;2022-05-18 07:03:38;12,7;56,9
577;2022-05-18 07:08:38;12,7;56,9
578;2022-05-18 07:13:38;12,7;56,9
579;2022-05-18 07:18:38;12,6;56,9
580;2022-05-18 07:23:38;12,6;56,9
581;2022-05-18 07:28:38;12,6;57
582;2022-05-18 07:33:38;12,6;57
583;2022-05-18 07:38:38;12,6;57
584;2022-05-18 07:43:38;12,6;57
585;2022-05-18 07:48:38;12,6;57
586;2022-05-18 07:53:38;12,6;57
587;2022-05-18 07:58:38;12,5;57
588;2022-05-18 08:03:38;12,5;57
589;2022-05-18 08:08:38;12,5;57,1
590;2022-05-18 08:13:38;12,5;56,6
591;2022-05-18 08:18:38;12,5;57,1
592;2022-05-18 08:23:38;12,6;56,6
593;2022-05-18 08:28:38;12,6;56,6
594;2022-05-18 08:33:38;12,6;56,6
595;2022-05-18 08:38:38;12,6;56,1
596;2022-05-18 08:43:38;12,6;56,2
597;2022-05-18 08:48:38;12,6;56,2
598;2022-05-18 08:53:38;12,6;56,2
599;2022-05-18 08:58:38;12,6;56,2
600;2022-05-18 09:03:38;12,7;55,7
601;2022-05-18 09:08:38;12,7;55,7
602;2022-05-18 09:13:38;12,7;56,2
603;2022-05-18 09:18:38;12,8;56,7
