Informe de datos;;;;;
Archivo creado el:2022-05-28 17:45:00;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;2022-05-21 11:10:54
Espacio total;16000;Presiona el botón;Habilitar;Unidad de temperatura;°C
Modo de almacenamiento;N/A;Tono de alarma;Inhabilitar;;
Tono de botón;Inhabilitar;Intervalo de registro acortado en alarma;N/A;;
Descripción del viaje;;;;;
Número de serie;V749;;;;
Descripción del viaje;RC-4HC Data Logger;;;;
Configuración de alarma;Estado de alarma;;;;
H1:80,0°C;Normal;;;;
Zona ideal;;;;;
L1:-30,0°C;Normal;;;;
Encima:90,0%;Normal;;;;
Zona ideal;;;;;
Abajo:20,0%;Normal;;;;
Resumen;;;;;
Puntos de datos;2077;;MKT;19,8;
Primera lectura;2022-05-21 11:10:54;;Última lectura;2022-05-28 16:10:54;
Máximo(Temperatura);22,9°C;;Mínimo(Temperatura);18,5°C;
Promedio(Temperatura);19,8°C;;Tiempo de grabación;7D 5H 0M 0S;
Primera alarma(Temperatura);N/A;;;;
Máximo(Humedad);80,3%;;Mínimo(Humedad);63,8%;
Promedio(Humedad);73,5%;;;;
Primera alarma(Humedad);N/A;;;;
;;;;;
944;2022-05-24 17:45:54;20,1;74,1;;
945;2022-05-24 17:50:54;20,1;74,1;;
946;2022-05-24 17:55:54;20;74,1;;
947;2022-05-24 18:00:54;20;74,5;;
948;2022-05-24 18:05:54;20;74,5;;
949;2022-05-24 18:10:54;20;74,5;;
950;2022-05-24 18:15:54;20;74,5;;
951;2022-05-24 18:20:54;20;74,6;;
952;2022-05-24 18:25:54;20;74,6;;
953;2022-05-24 18:30:54;19,9;74,6;;
954;2022-05-24 18:35:54;19,9;75;;
955;2022-05-24 18:40:54;19,9;75;;
956;2022-05-24 18:45:54;19,9;75;;
957;2022-05-24 18:50:54;19,9;75;;
958;2022-05-24 18:55:54;19,8;75;;
959;2022-05-24 19:00:54;19,8;75;;
960;2022-05-24 19:05:54;19,8;75,4;;
961;2022-05-24 19:10:54;19,8;75;;
962;2022-05-24 19:15:54;19,8;75;;
963;2022-05-24 19:20:54;19,8;75,4;;
964;2022-05-24 19:25:54;19,8;75,4;;
965;2022-05-24 19:30:54;19,8;75,4;;
966;2022-05-24 19:35:54;19,8;75;;
967;2022-05-24 19:40:54;19,8;75;;
968;2022-05-24 19:45:54;19,8;75;;
969;2022-05-24 19:50:54;19,8;75,4;;
970;2022-05-24 19:55:54;19,8;75,4;;
971;2022-05-24 20:00:54;19,8;75,4;;
972;2022-05-24 20:05:54;19,8;75,4;;
973;2022-05-24 20:10:54;19,8;75,4;;
974;2022-05-24 20:15:54;19,8;75,4;;
975;2022-05-24 20:20:54;19,8;75,4;;
976;2022-05-24 20:25:54;19,8;75,4;;
977;2022-05-24 20:30:54;19,7;75,4;;
978;2022-05-24 20:35:54;19,7;75,4;;
979;2022-05-24 20:40:54;19,7;75,4;;
980;2022-05-24 20:45:54;19,7;75,4;;
981;2022-05-24 20:50:54;19,7;75,4;;
982;2022-05-24 20:55:54;19,7;75,4;;
983;2022-05-24 21:00:54;19,7;75,4;;
984;2022-05-24 21:05:54;19,7;75,4;;
985;2022-05-24 21:10:54;19,7;75,4;;
986;2022-05-24 21:15:54;19,7;75,4;;
987;2022-05-24 21:20:54;19,7;75,4;;
988;2022-05-24 21:25:54;19,7;75,8;;
989;2022-05-24 21:30:54;19,7;75,8;;
990;2022-05-24 21:35:54;19,7;75,8;;
991;2022-05-24 21:40:54;19,7;75,8;;
992;2022-05-24 21:45:54;19,7;75,8;;
993;2022-05-24 21:50:54;19,7;75,8;;
994;2022-05-24 21:55:54;19,7;75,8;;
995;2022-05-24 22:00:54;19,7;75,8;;
996;2022-05-24 22:05:54;19,7;76,3;;
997;2022-05-24 22:10:54;19,7;76,3;;
998;2022-05-24 22:15:54;19,7;76,3;;
999;2022-05-24 22:20:54;19,7;76,2;;
1000;2022-05-24 22:25:54;19,7;76,2;;
1001;2022-05-24 22:30:54;19,7;76,2;;
1002;2022-05-24 22:35:54;19,7;76,3;;
1003;2022-05-24 22:40:54;19,7;76,2;;
1004;2022-05-24 22:45:54;19,7;76,7;;
1005;2022-05-24 22:50:54;19,7;76,7;;
1006;2022-05-24 22:55:54;19,7;76,7;;
1007;2022-05-24 23:00:54;19,7;76,7;;
1008;2022-05-24 23:05:54;19,7;76,7;;
1009;2022-05-24 23:10:54;19,7;77,1;;
1010;2022-05-24 23:15:54;19,7;77,1;;
1011;2022-05-24 23:20:54;19,7;77,1;;
1012;2022-05-24 23:25:54;19,7;77,1;;
1013;2022-05-24 23:30:54;19,7;77,1;;
1014;2022-05-24 23:35:54;19,7;77,1;;
1015;2022-05-24 23:40:54;19,7;77,1;;
1016;2022-05-24 23:45:54;19,7;77,1;;
1017;2022-05-24 23:50:54;19,8;77;;
1018;2022-05-24 23:55:54;19,7;77,1;;
1019;2022-05-25 00:00:54;19,8;77,1;;
1020;2022-05-25 00:05:54;19,8;77,1;;
1021;2022-05-25 00:10:54;19,8;77,1;;
1022;2022-05-25 00:15:54;19,8;77,1;;
1023;2022-05-25 00:20:54;19,8;77,1;;
1024;2022-05-25 00:25:54;19,8;77,1;;
1025;2022-05-25 00:30:54;19,8;77,1;;
1026;2022-05-25 00:35:54;19,8;77;;
1027;2022-05-25 00:40:54;19,8;77;;
1028;2022-05-25 00:45:54;19,8;77;;
1029;2022-05-25 00:50:54;19,8;77,1;;
1030;2022-05-25 00:55:54;19,8;77;;
1031;2022-05-25 01:00:54;19,8;77,1;;
1032;2022-05-25 01:05:54;19,7;77,1;;
1033;2022-05-25 01:10:54;19,7;77,1;;
1034;2022-05-25 01:15:54;19,7;77,1;;
1035;2022-05-25 01:20:54;19,7;77;;
1036;2022-05-25 01:25:54;19,7;77;;
1037;2022-05-25 01:30:54;19,7;77,5;;
1038;2022-05-25 01:35:54;19,7;80,3;;
1039;2022-05-25 01:40:54;19,8;77,1;;
1040;2022-05-25 01:45:54;19,8;77,5;;
1041;2022-05-25 01:50:54;19,8;77,5;;
1042;2022-05-25 01:55:54;19,7;77,5;;
1043;2022-05-25 02:00:54;19,7;77,5;;
1044;2022-05-25 02:05:54;19,7;78;;
1045;2022-05-25 02:10:54;19,7;78;;
1046;2022-05-25 02:15:54;19,7;77,9;;
1047;2022-05-25 02:20:54;19,7;77,9;;
1048;2022-05-25 02:25:54;19,7;77,9;;
1049;2022-05-25 02:30:54;19,7;78;;
1050;2022-05-25 02:35:54;19,7;77,9;;
1051;2022-05-25 02:40:54;19,7;77,9;;
1052;2022-05-25 02:45:54;19,7;77,9;;
1053;2022-05-25 02:50:54;19,7;78;;
1054;2022-05-25 02:55:54;19,7;78;;
1055;2022-05-25 03:00:54;19,7;78;;
1056;2022-05-25 03:05:54;19,7;78;;
1057;2022-05-25 03:10:54;19,7;77,9;;
1058;2022-05-25 03:15:54;19,7;77,9;;
1059;2022-05-25 03:20:54;19,7;77,9;;
1060;2022-05-25 03:25:54;19,7;78,4;;
1061;2022-05-25 03:30:54;19,7;78,4;;
1062;2022-05-25 03:35:54;19,7;78,4;;
1063;2022-05-25 03:40:54;19,7;78,4;;
1064;2022-05-25 03:45:54;19,7;78,4;;
1065;2022-05-25 03:50:54;19,6;78,8;;
1066;2022-05-25 03:55:54;19,7;78,8;;
1067;2022-05-25 04:00:54;19,7;78,8;;
1068;2022-05-25 04:05:54;19,7;78,8;;
1069;2022-05-25 04:10:54;19,7;78,8;;
1070;2022-05-25 04:15:54;19,7;78,8;;
1071;2022-05-25 04:20:54;19,7;78,4;;
1072;2022-05-25 04:25:54;19,7;77,9;;
1073;2022-05-25 04:30:54;19,7;77,9;;
1074;2022-05-25 04:35:54;19,7;77,5;;
1075;2022-05-25 04:40:54;19,7;77,1;;
1076;2022-05-25 04:45:54;19,7;77,1;;
1077;2022-05-25 04:50:54;19,8;77,1;;
1078;2022-05-25 04:55:54;19,8;77,1;;
1079;2022-05-25 05:00:54;19,8;76,7;;
1080;2022-05-25 05:05:54;19,8;76,7;;
1081;2022-05-25 05:10:54;19,8;76,3;;
1082;2022-05-25 05:15:54;19,8;76,3;;
1083;2022-05-25 05:20:54;19,8;76,3;;
1084;2022-05-25 05:25:54;19,8;76,3;;
1085;2022-05-25 05:30:54;19,8;76,3;;
1086;2022-05-25 05:35:54;19,8;76,3;;
1087;2022-05-25 05:40:54;19,8;76,3;;
1088;2022-05-25 05:45:54;19,8;75,8;;
1089;2022-05-25 05:50:54;19,8;75,8;;
1090;2022-05-25 05:55:54;19,8;75,8;;
1091;2022-05-25 06:00:54;19,7;75,4;;
1092;2022-05-25 06:05:54;19,7;75,4;;
1093;2022-05-25 06:10:54;19,7;75;;
1094;2022-05-25 06:15:54;19,6;75;;
1095;2022-05-25 06:20:54;19,5;74,5;;
1096;2022-05-25 06:25:54;19,5;74,5;;
1097;2022-05-25 06:30:54;19,5;74,5;;
1098;2022-05-25 06:35:54;19,4;74,5;;
1099;2022-05-25 06:40:54;19,4;74,1;;
1100;2022-05-25 06:45:54;19,4;74,1;;
1101;2022-05-25 06:50:54;19,3;74,1;;
1102;2022-05-25 06:55:54;19,3;73,6;;
1103;2022-05-25 07:00:54;19,3;73,6;;
1104;2022-05-25 07:05:54;19,3;73,6;;
1105;2022-05-25 07:10:54;19,3;73,6;;
1106;2022-05-25 07:15:54;19,3;73,6;;
1107;2022-05-25 07:20:54;19,4;73,6;;
1108;2022-05-25 07:25:54;19,4;73,6;;
1109;2022-05-25 07:30:54;19,4;73,6;;
1110;2022-05-25 07:35:54;19,4;74,1;;
1111;2022-05-25 07:40:54;19,4;73,6;;
1112;2022-05-25 07:45:54;19,4;73,6;;
1113;2022-05-25 07:50:54;19,5;73,6;;
1114;2022-05-25 07:55:54;19,5;73,6;;
1115;2022-05-25 08:00:54;19,5;73,7;;
1116;2022-05-25 08:05:54;19,5;73,7;;
1117;2022-05-25 08:10:54;19,5;73,7;;
1118;2022-05-25 08:15:54;19,5;73,7;;
1119;2022-05-25 08:20:54;19,6;73,7;;
1120;2022-05-25 08:25:54;19,6;73,7;;
1121;2022-05-25 08:30:54;19,6;73,7;;
1122;2022-05-25 08:35:54;19,6;73,7;;
1123;2022-05-25 08:40:54;19,6;73,7;;
1124;2022-05-25 08:45:54;19,6;73,7;;
1125;2022-05-25 08:50:54;19,6;74,1;;
1126;2022-05-25 08:55:54;19,7;74,1;;
1127;2022-05-25 09:00:54;19,7;74,1;;
1128;2022-05-25 09:05:54;19,7;74,1;;
1129;2022-05-25 09:10:54;19,7;74,1;;
1130;2022-05-25 09:15:54;19,7;73,7;;
1131;2022-05-25 09:20:54;19,7;73,7;;
1132;2022-05-25 09:25:54;19,7;73,7;;
1133;2022-05-25 09:30:54;19,7;73,7;;
1134;2022-05-25 09:35:54;19,7;73,3;;
1135;2022-05-25 09:40:54;19,7;73,3;;
1136;2022-05-25 09:45:54;19,7;73,3;;
1137;2022-05-25 09:50:54;19,8;73,3;;
1138;2022-05-25 09:55:54;19,8;73,3;;
1139;2022-05-25 10:00:54;19,8;73,3;;
1140;2022-05-25 10:05:54;19,8;73,3;;
1141;2022-05-25 10:10:54;19,8;72,8;;
1142;2022-05-25 10:15:54;19,8;72,8;;
1143;2022-05-25 10:20:54;19,8;72,8;;
1144;2022-05-25 10:25:54;19,8;72,8;;
1145;2022-05-25 10:30:54;19,8;72,8;;
1146;2022-05-25 10:35:54;19,8;72,4;;
1147;2022-05-25 10:40:54;19,8;72,4;;
1148;2022-05-25 10:45:54;19,8;72,4;;
1149;2022-05-25 10:50:54;19,8;72,4;;
1150;2022-05-25 10:55:54;19,9;72,5;;
1151;2022-05-25 11:00:54;19,9;72,4;;
1152;2022-05-25 11:05:54;19,9;72,4;;
1153;2022-05-25 11:10:54;19,9;72,4;;
1154;2022-05-25 11:15:54;19,9;72;;
1155;2022-05-25 11:20:54;19,9;72;;
1156;2022-05-25 11:25:54;19,9;72;;
1157;2022-05-25 11:30:54;20;72;;
1158;2022-05-25 11:35:54;20;72;;
1159;2022-05-25 11:40:54;20;72;;
1160;2022-05-25 11:45:54;20;72;;
1161;2022-05-25 11:50:54;20;72;;
1162;2022-05-25 11:55:54;20;72;;
1163;2022-05-25 12:00:54;20;71,9;;
1164;2022-05-25 12:05:54;20,1;71,9;;
1165;2022-05-25 12:10:54;20,1;71,9;;
1166;2022-05-25 12:15:54;20,1;72;;
1167;2022-05-25 12:20:54;20,1;71,9;;
1168;2022-05-25 12:25:54;20,1;71,9;;
1169;2022-05-25 12:30:54;20,1;72;;
1170;2022-05-25 12:35:54;20,1;72;;
1171;2022-05-25 12:40:54;20,1;72;;
1172;2022-05-25 12:45:54;20,1;72;;
1173;2022-05-25 12:50:54;20,1;72;;
1174;2022-05-25 12:55:54;20,2;72;;
1175;2022-05-25 13:00:54;20,2;72;;
1176;2022-05-25 13:05:54;20,2;72,2;;
1177;2022-05-25 13:10:54;20,2;72,1;;
1178;2022-05-25 13:15:54;20,3;72,1;;
1179;2022-05-25 13:20:54;20,3;72,1;;
1180;2022-05-25 13:25:54;20,3;72;;
1181;2022-05-25 13:30:54;20,3;72;;
1182;2022-05-25 13:35:54;20,3;72,1;;
1183;2022-05-25 13:40:54;20,3;72,1;;
1184;2022-05-25 13:45:54;20,3;72,1;;
1185;2022-05-25 13:50:54;20,3;72;;
1186;2022-05-25 13:55:54;20,3;72;;
1187;2022-05-25 14:00:54;20,3;72,9;;
1188;2022-05-25 14:05:54;20,3;73,4;;
1189;2022-05-25 14:10:54;20,3;73,8;;
1190;2022-05-25 14:15:54;20,3;74,3;;
1191;2022-05-25 14:20:54;20,3;74,3;;
1192;2022-05-25 14:25:54;20,3;74,7;;
1193;2022-05-25 14:30:54;20,3;74,7;;
1194;2022-05-25 14:35:54;20,3;74,7;;
1195;2022-05-25 14:40:54;20,3;74,7;;
1196;2022-05-25 14:45:54;20,2;74,2;;
1197;2022-05-25 14:50:54;20,2;74,2;;
1198;2022-05-25 14:55:54;20,1;74,2;;
1199;2022-05-25 15:00:54;20,1;74,2;;
1200;2022-05-25 15:05:54;20;74,2;;
1201;2022-05-25 15:10:54;20;74,2;;
1202;2022-05-25 15:15:54;20;74,2;;
1203;2022-05-25 15:20:54;20;74,6;;
1204;2022-05-25 15:25:54;20;74,6;;
1205;2022-05-25 15:30:54;19,9;74,2;;
1206;2022-05-25 15:35:54;19,9;74,6;;
1207;2022-05-25 15:40:54;19,9;74,6;;
1208;2022-05-25 15:45:54;19,8;74,6;;
1209;2022-05-25 15:50:54;19,8;74,6;;
1210;2022-05-25 15:55:54;19,8;74,6;;
1211;2022-05-25 16:00:54;19,8;74,6;;
1212;2022-05-25 16:05:54;19,8;74,6;;
1213;2022-05-25 16:10:54;19,8;74,1;;
1214;2022-05-25 16:15:54;19,7;74,1;;
1215;2022-05-25 16:20:54;19,7;74,6;;
1216;2022-05-25 16:25:54;19,7;74,6;;
1217;2022-05-25 16:30:54;19,7;74,6;;
1218;2022-05-25 16:35:54;19,7;75;;
1219;2022-05-25 16:40:54;19,7;75;;
1220;2022-05-25 16:45:54;19,7;75;;
1221;2022-05-25 16:50:54;19,7;75;;
1222;2022-05-25 16:55:54;19,7;75,4;;
1223;2022-05-25 17:00:54;19,7;75,4;;
1224;2022-05-25 17:05:54;19,7;75,4;;
1225;2022-05-25 17:10:54;19,7;75,4;;
1226;2022-05-25 17:15:54;19,7;75;;
1227;2022-05-25 17:20:54;19,7;75;;
1228;2022-05-25 17:25:54;19,7;75,4;;
1229;2022-05-25 17:30:54;19,7;75,4;;
1230;2022-05-25 17:35:54;19,6;75,4;;
1231;2022-05-25 17:40:54;19,6;75,4;;
1232;2022-05-25 17:45:54;19,6;75;;
1233;2022-05-25 17:50:54;19,6;75;;
1234;2022-05-25 17:55:54;19,6;75,4;;
1235;2022-05-25 18:00:54;19,6;75,4;;
1236;2022-05-25 18:05:54;19,6;75,4;;
1237;2022-05-25 18:10:54;19,6;75,4;;
1238;2022-05-25 18:15:54;19,6;75,4;;
1239;2022-05-25 18:20:54;19,6;75,4;;
1240;2022-05-25 18:25:54;19,6;75,4;;
1241;2022-05-25 18:30:54;19,6;75,4;;
1242;2022-05-25 18:35:54;19,5;75,8;;
1243;2022-05-25 18:40:54;19,5;75,8;;
1244;2022-05-25 18:45:54;19,5;75,8;;
1245;2022-05-25 18:50:54;19,5;75,8;;
1246;2022-05-25 18:55:54;19,5;75,8;;
1247;2022-05-25 19:00:54;19,5;76,2;;
1248;2022-05-25 19:05:54;19,5;75,8;;
1249;2022-05-25 19:10:54;19,5;75,8;;
1250;2022-05-25 19:15:54;19,5;75,8;;
1251;2022-05-25 19:20:54;19,5;76,2;;
1252;2022-05-25 19:25:54;19,5;76,2;;
1253;2022-05-25 19:30:54;19,5;76,2;;
1254;2022-05-25 19:35:54;19,5;76,2;;
1255;2022-05-25 19:40:54;19,5;76,2;;
1256;2022-05-25 19:45:54;19,5;76,2;;
1257;2022-05-25 19:50:54;19,5;76,2;;
1258;2022-05-25 19:55:54;19,5;76,2;;
1259;2022-05-25 20:00:54;19,5;76,2;;
1260;2022-05-25 20:05:54;19,4;76,2;;
1261;2022-05-25 20:10:54;19,4;76,2;;
1262;2022-05-25 20:15:54;19,4;76,2;;
1263;2022-05-25 20:20:54;19,4;76,2;;
1264;2022-05-25 20:25:54;19,4;76,2;;
1265;2022-05-25 20:30:54;19,4;76,2;;
1266;2022-05-25 20:35:54;19,4;76,2;;
1267;2022-05-25 20:40:54;19,4;76,2;;
1268;2022-05-25 20:45:54;19,4;76,6;;
1269;2022-05-25 20:50:54;19,4;76,2;;
1270;2022-05-25 20:55:54;19,4;76,6;;
1271;2022-05-25 21:00:54;19,4;76,7;;
1272;2022-05-25 21:05:54;19,4;76,6;;
1273;2022-05-25 21:10:54;19,4;76,6;;
1274;2022-05-25 21:15:54;19,4;76,6;;
1275;2022-05-25 21:20:54;19,4;76,6;;
1276;2022-05-25 21:25:54;19,4;76,6;;
1277;2022-05-25 21:30:54;19,4;76,6;;
1278;2022-05-25 21:35:54;19,4;76,6;;
1279;2022-05-25 21:40:54;19,4;77,1;;
1280;2022-05-25 21:45:54;19,4;77,1;;
1281;2022-05-25 21:50:54;19,4;77,1;;
1282;2022-05-25 21:55:54;19,4;77,1;;
1283;2022-05-25 22:00:54;19,4;77,1;;
1284;2022-05-25 22:05:54;19,4;77,1;;
1285;2022-05-25 22:10:54;19,3;77;;
1286;2022-05-25 22:15:54;19,3;77;;
1287;2022-05-25 22:20:54;19,3;77;;
1288;2022-05-25 22:25:54;19,3;77;;
1289;2022-05-25 22:30:54;19,3;77;;
1290;2022-05-25 22:35:54;19,3;77;;
1291;2022-05-25 22:40:54;19,3;77;;
1292;2022-05-25 22:45:54;19,3;77;;
1293;2022-05-25 22:50:54;19,3;77;;
1294;2022-05-25 22:55:54;19,3;77;;
1295;2022-05-25 23:00:54;19,3;77;;
1296;2022-05-25 23:05:54;19,3;77;;
1297;2022-05-25 23:10:54;19,3;77;;
1298;2022-05-25 23:15:54;19,3;77;;
1299;2022-05-25 23:20:54;19,3;77;;
1300;2022-05-25 23:25:54;19,3;77;;
1301;2022-05-25 23:30:54;19,3;77;;
1302;2022-05-25 23:35:54;19,3;77,4;;
1303;2022-05-25 23:40:54;19,3;77,5;;
1304;2022-05-25 23:45:54;19,3;77,5;;
1305;2022-05-25 23:50:54;19,3;77,5;;
1306;2022-05-25 23:55:54;19,3;77,5;;
1307;2022-05-26 00:00:54;19,3;77,5;;
1308;2022-05-26 00:05:54;19,3;77,5;;
1309;2022-05-26 00:10:54;19,3;77,9;;
1310;2022-05-26 00:15:54;19,3;77,9;;
1311;2022-05-26 00:20:54;19,3;77,9;;
1312;2022-05-26 00:25:54;19,3;77,9;;
1313;2022-05-26 00:30:54;19,3;77,9;;
1314;2022-05-26 00:35:54;19,3;77,9;;
1315;2022-05-26 00:40:54;19,3;77,9;;
1316;2022-05-26 00:45:54;19,3;78,3;;
1317;2022-05-26 00:50:54;19,3;77,9;;
1318;2022-05-26 00:55:54;19,3;78,3;;
1319;2022-05-26 01:00:54;19,3;78,3;;
1320;2022-05-26 01:05:54;19,3;78,3;;
1321;2022-05-26 01:10:54;19,3;78,3;;
1322;2022-05-26 01:15:54;19,3;77,9;;
1323;2022-05-26 01:20:54;19,3;77,9;;
1324;2022-05-26 01:25:54;19,3;77,9;;
1325;2022-05-26 01:30:54;19,3;77,9;;
1326;2022-05-26 01:35:54;19,3;77,9;;
1327;2022-05-26 01:40:54;19,3;77,9;;
1328;2022-05-26 01:45:54;19,3;78,3;;
1329;2022-05-26 01:50:54;19,3;78,3;;
1330;2022-05-26 01:55:54;19,3;78,3;;
1331;2022-05-26 02:00:54;19,3;78,3;;
1332;2022-05-26 02:05:54;19,3;78,3;;
1333;2022-05-26 02:10:54;19,3;78,3;;
1334;2022-05-26 02:15:54;19,3;78,7;;
1335;2022-05-26 02:20:54;19,3;78,7;;
1336;2022-05-26 02:25:54;19,3;78,7;;
1337;2022-05-26 02:30:54;19,3;78,7;;
1338;2022-05-26 02:35:54;19,3;78,7;;
1339;2022-05-26 02:40:54;19,3;78,7;;
1340;2022-05-26 02:45:54;19,3;78,7;;
1341;2022-05-26 02:50:54;19,4;78,7;;
1342;2022-05-26 02:55:54;19,4;78,7;;
1343;2022-05-26 03:00:54;19,4;78,7;;
1344;2022-05-26 03:05:54;19,4;78,7;;
1345;2022-05-26 03:10:54;19,4;78,7;;
1346;2022-05-26 03:15:54;19,4;78,7;;
1347;2022-05-26 03:20:54;19,3;78,7;;
1348;2022-05-26 03:25:54;19,3;78,7;;
1349;2022-05-26 03:30:54;19,3;78,7;;
1350;2022-05-26 03:35:54;19,3;78,7;;
1351;2022-05-26 03:40:54;19,3;78,7;;
1352;2022-05-26 03:45:54;19,4;78,7;;
1353;2022-05-26 03:50:54;19,4;78,7;;
1354;2022-05-26 03:55:54;19,4;78,7;;
1355;2022-05-26 04:00:54;19,4;78,7;;
1356;2022-05-26 04:05:54;19,4;78,7;;
1357;2022-05-26 04:10:54;19,4;78,7;;
1358;2022-05-26 04:15:54;19,4;78,7;;
1359;2022-05-26 04:20:54;19,3;78,7;;
1360;2022-05-26 04:25:54;19,3;78,7;;
1361;2022-05-26 04:30:54;19,3;78,7;;
1362;2022-05-26 04:35:54;19,3;78,7;;
1363;2022-05-26 04:40:54;19,3;78,7;;
1364;2022-05-26 04:45:54;19,4;78,7;;
1365;2022-05-26 04:50:54;19,4;78,7;;
1366;2022-05-26 04:55:54;19,4;78,3;;
1367;2022-05-26 05:00:54;19,4;78,3;;
1368;2022-05-26 05:05:54;19,4;78,3;;
1369;2022-05-26 05:10:54;19,4;78,3;;
1370;2022-05-26 05:15:54;19,4;78,3;;
1371;2022-05-26 05:20:54;19,4;78,3;;
1372;2022-05-26 05:25:54;19,4;78,3;;
1373;2022-05-26 05:30:54;19,4;78,3;;
1374;2022-05-26 05:35:54;19,4;78,3;;
1375;2022-05-26 05:40:54;19,4;78,3;;
1376;2022-05-26 05:45:54;19,4;78,3;;
1377;2022-05-26 05:50:54;19,4;78,3;;
1378;2022-05-26 05:55:54;19,4;78,3;;
1379;2022-05-26 06:00:54;19,4;78,3;;
1380;2022-05-26 06:05:54;19,4;78,3;;
1381;2022-05-26 06:10:54;19,4;78,3;;
1382;2022-05-26 06:15:54;19,3;78,7;;
1383;2022-05-26 06:20:54;19,3;78,7;;
1384;2022-05-26 06:25:54;19,3;78,7;;
1385;2022-05-26 06:30:54;19,3;78,7;;
1386;2022-05-26 06:35:54;19,3;78,7;;
1387;2022-05-26 06:40:54;19,3;78,7;;
1388;2022-05-26 06:45:54;19,3;78,7;;
1389;2022-05-26 06:50:54;19,3;78,7;;
1390;2022-05-26 06:55:54;19,3;78,7;;
1391;2022-05-26 07:00:54;19,3;78,7;;
1392;2022-05-26 07:05:54;19,3;79,1;;
1393;2022-05-26 07:10:54;19,4;78,7;;
1394;2022-05-26 07:15:54;19,4;78,7;;
1395;2022-05-26 07:20:54;19,4;79,1;;
1396;2022-05-26 07:25:54;19,4;79,1;;
1397;2022-05-26 07:30:54;19,4;79,1;;
1398;2022-05-26 07:35:54;19,4;78,7;;
1399;2022-05-26 07:40:54;19,4;79,2;;
1400;2022-05-26 07:45:54;19,4;78,7;;
1401;2022-05-26 07:50:54;19,5;79,2;;
1402;2022-05-26 07:55:54;19,5;79,2;;
1403;2022-05-26 08:00:54;19,5;79,2;;
1404;2022-05-26 08:05:54;19,5;78,7;;
1405;2022-05-26 08:10:54;19,5;78,7;;
1406;2022-05-26 08:15:54;19,5;78,7;;
1407;2022-05-26 08:20:54;19,5;78,7;;
1408;2022-05-26 08:25:54;19,5;78,7;;
1409;2022-05-26 08:30:54;19,5;78,7;;
1410;2022-05-26 08:35:54;19,5;78,8;;
1411;2022-05-26 08:40:54;19,5;78,7;;
1412;2022-05-26 08:45:54;19,5;78,3;;
1413;2022-05-26 08:50:54;19,5;78,3;;
1414;2022-05-26 08:55:54;19,5;78,3;;
1415;2022-05-26 09:00:54;19,5;78,3;;
1416;2022-05-26 09:05:54;19,6;78,4;;
1417;2022-05-26 09:10:54;19,6;78,3;;
1418;2022-05-26 09:15:54;19,6;78,4;;
1419;2022-05-26 09:20:54;19,6;78,4;;
1420;2022-05-26 09:25:54;19,6;78,3;;
1421;2022-05-26 09:30:54;19,6;78,4;;
1422;2022-05-26 09:35:54;19,6;78,4;;
1423;2022-05-26 09:40:54;19,6;77,9;;
1424;2022-05-26 09:45:54;19,6;77,9;;
1425;2022-05-26 09:50:54;19,6;77,9;;
1426;2022-05-26 09:55:54;19,6;77,9;;
1427;2022-05-26 10:00:54;19,6;77,9;;
1428;2022-05-26 10:05:54;19,6;77,9;;
1429;2022-05-26 10:10:54;19,6;77,9;;
1430;2022-05-26 10:15:54;19,6;77,9;;
1431;2022-05-26 10:20:54;19,7;77,9;;
1432;2022-05-26 10:25:54;19,7;78;;
1433;2022-05-26 10:30:54;19,7;78;;
1434;2022-05-26 10:35:54;19,7;78;;
1435;2022-05-26 10:40:54;19,7;78;;
1436;2022-05-26 10:45:54;19,7;78;;
1437;2022-05-26 10:50:54;19,7;77,5;;
1438;2022-05-26 10:55:54;19,8;77,5;;
1439;2022-05-26 11:00:54;19,8;77,6;;
1440;2022-05-26 11:05:54;19,8;77,6;;
1441;2022-05-26 11:10:54;19,8;77,6;;
1442;2022-05-26 11:15:54;19,8;77,6;;
1443;2022-05-26 11:20:54;19,8;77,6;;
1444;2022-05-26 11:25:54;19,8;77,6;;
1445;2022-05-26 11:30:54;19,8;77,6;;
1446;2022-05-26 11:35:54;19,9;77,2;;
1447;2022-05-26 11:40:54;19,9;77,2;;
1448;2022-05-26 11:45:54;19,9;77,2;;
1449;2022-05-26 11:50:54;19,9;76,7;;
1450;2022-05-26 11:55:54;19,9;76,7;;
1451;2022-05-26 12:00:54;19,9;76,7;;
1452;2022-05-26 12:05:54;19,9;76,8;;
1453;2022-05-26 12:10:54;19,9;76,3;;
1454;2022-05-26 12:15:54;20;76,3;;
1455;2022-05-26 12:20:54;20;76,3;;
1456;2022-05-26 12:25:54;20;76,3;;
1457;2022-05-26 12:30:54;20;76,3;;
1458;2022-05-26 12:35:54;20;76,3;;
1459;2022-05-26 12:40:54;20,1;76,3;;
1460;2022-05-26 12:45:54;20,1;76,3;;
1461;2022-05-26 12:50:54;20,1;76,3;;
1462;2022-05-26 12:55:54;20,1;76,8;;
1463;2022-05-26 13:00:54;20,1;76,8;;
1464;2022-05-26 13:05:54;20,1;76,8;;
1465;2022-05-26 13:10:54;20,1;76,8;;
1466;2022-05-26 13:15:54;20;76,8;;
1467;2022-05-26 13:20:54;20;76,8;;
