RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data LoggerV342;;
Number;7184200118;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2545;;
Temperature Maximum;24°C;;
Temperature Minimum;14,8°C;;
Temperature Average;17,9°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;63%RH;;
Humidity Minimum;43,3%RH;;
Humidity Average;55,1%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-25 15:42:01;;
End Time;2022-05-04 11:42:01;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1098;2022-04-29 11:07:01;17;59,2
1099;2022-04-29 11:12:01;17,1;59,2
1100;2022-04-29 11:17:01;17,2;59,2
1101;2022-04-29 11:22:01;17,3;58,8
1102;2022-04-29 11:27:01;17,4;58,8
1103;2022-04-29 11:32:01;17,4;58,8
1104;2022-04-29 11:37:01;17,5;58,3
1105;2022-04-29 11:42:01;17,5;58,4
1106;2022-04-29 11:47:01;17,6;58,4
1107;2022-04-29 11:52:01;17,7;57,9
1108;2022-04-29 11:57:01;17,8;57,9
1109;2022-04-29 12:02:01;17,9;57,9
1110;2022-04-29 12:07:01;18;57,9
1111;2022-04-29 12:12:01;18;57,9
1112;2022-04-29 12:17:01;18,1;58
1113;2022-04-29 12:22:01;18,2;57,5
1114;2022-04-29 12:27:01;18,3;57,5
1115;2022-04-29 12:32:01;18,4;57,5
1116;2022-04-29 12:37:01;18,5;57,5
1117;2022-04-29 12:42:01;18,6;57,5
1118;2022-04-29 12:47:01;18,6;57,6
1119;2022-04-29 12:52:01;18,7;57,6
1120;2022-04-29 12:57:01;18,8;57,1
1121;2022-04-29 13:02:01;18,9;57,1
1122;2022-04-29 13:07:01;18,9;57,1
1123;2022-04-29 13:12:01;19;57,1
1124;2022-04-29 13:17:01;19,1;57,1
1125;2022-04-29 13:22:01;19,2;57,1
1126;2022-04-29 13:27:01;19,2;56,7
1127;2022-04-29 13:32:01;19,3;56,7
1128;2022-04-29 13:37:01;19,4;56,7
1129;2022-04-29 13:42:01;19,5;56,7
1130;2022-04-29 13:47:01;19,6;56,2
1131;2022-04-29 13:52:01;19,7;56,2
1132;2022-04-29 13:57:01;19,7;56,2
1133;2022-04-29 14:02:01;19,8;56,3
1134;2022-04-29 14:07:01;19,8;56,3
1135;2022-04-29 14:12:01;19,9;56,3
1136;2022-04-29 14:17:01;20;55,8
1137;2022-04-29 14:22:01;20;55,8
1138;2022-04-29 14:27:01;20,1;55,3
1139;2022-04-29 14:32:01;20,2;55,3
1140;2022-04-29 14:37:01;20,2;55,3
1141;2022-04-29 14:42:01;20,3;54,9
1142;2022-04-29 14:47:01;20,3;54,9
1143;2022-04-29 14:52:01;20,4;54,4
1144;2022-04-29 14:57:01;20,4;53,9
1145;2022-04-29 15:02:01;20,5;53,9
1146;2022-04-29 15:07:01;20,5;53,9
1147;2022-04-29 15:12:01;20,6;53,4
1148;2022-04-29 15:17:01;20,7;53,4
1149;2022-04-29 15:22:01;20,7;53,4
1150;2022-04-29 15:27:01;20,8;52,9
1151;2022-04-29 15:32:01;20,8;52,9
1152;2022-04-29 15:37:01;20,8;52,9
1153;2022-04-29 15:42:01;20,9;52,9
1154;2022-04-29 15:47:01;20,9;52,9
1155;2022-04-29 15:52:01;20,9;52,9
1156;2022-04-29 15:57:01;20,9;53
1157;2022-04-29 16:02:01;20,9;53
1158;2022-04-29 16:07:01;20,9;53
1159;2022-04-29 16:12:01;20,9;52,5
1160;2022-04-29 16:17:01;21;52,5
1161;2022-04-29 16:22:01;21;52,5
1162;2022-04-29 16:27:01;21;52,5
1163;2022-04-29 16:32:01;21;52,5
1164;2022-04-29 16:37:01;21;52,5
1165;2022-04-29 16:42:01;20,9;53
1166;2022-04-29 16:47:01;20,9;53
1167;2022-04-29 16:52:01;20,9;53
1168;2022-04-29 16:57:01;20,9;53
1169;2022-04-29 17:02:01;20,9;53
1170;2022-04-29 17:07:01;20,9;52,9
1171;2022-04-29 17:12:01;20,9;52,9
1172;2022-04-29 17:17:01;20,8;52,9
1173;2022-04-29 17:22:01;20,8;52,9
1174;2022-04-29 17:27:01;20,7;52,9
1175;2022-04-29 17:32:01;20,7;52,9
1176;2022-04-29 17:37:01;20,6;53,4
1177;2022-04-29 17:42:01;20,6;53,4
1178;2022-04-29 17:47:01;20,5;53,4
1179;2022-04-29 17:52:01;20,5;53,9
1180;2022-04-29 17:57:01;20,4;53,4
1181;2022-04-29 18:02:01;20,3;53,9
1182;2022-04-29 18:07:01;20,3;53,9
1183;2022-04-29 18:12:01;20,3;53,9
1184;2022-04-29 18:17:01;20,2;53,9
1185;2022-04-29 18:22:01;20,1;53,8
1186;2022-04-29 18:27:01;20;53,8
1187;2022-04-29 18:32:01;20;53,8
1188;2022-04-29 18:37:01;19,9;53,8
1189;2022-04-29 18:42:01;19,8;54,3
1190;2022-04-29 18:47:01;19,8;54,3
1191;2022-04-29 18:52:01;19,7;54,3
1192;2022-04-29 18:57:01;19,6;54,3
1193;2022-04-29 19:02:01;19,6;54,8
1194;2022-04-29 19:07:01;19,5;54,7
1195;2022-04-29 19:12:01;19,4;54,7
1196;2022-04-29 19:17:01;19,3;54,7
1197;2022-04-29 19:22:01;19,3;54,7
1198;2022-04-29 19:27:01;19,2;54,7
1199;2022-04-29 19:32:01;19,2;54,7
1200;2022-04-29 19:37:01;19,2;54,7
1201;2022-04-29 19:42:01;19,1;55,2
1202;2022-04-29 19:47:01;19;55,2
1203;2022-04-29 19:52:01;19;55,2
1204;2022-04-29 19:57:01;18,9;55,2
1205;2022-04-29 20:02:01;18,8;55,2
1206;2022-04-29 20:07:01;18,8;55,1
1207;2022-04-29 20:12:01;18,7;55,6
1208;2022-04-29 20:17:01;18,7;55,6
1209;2022-04-29 20:22:01;18,6;55,6
1210;2022-04-29 20:27:01;18,6;55,6
1211;2022-04-29 20:32:01;18,6;55,6
1212;2022-04-29 20:37:01;18,5;55,6
1213;2022-04-29 20:42:01;18,5;55,6
1214;2022-04-29 20:47:01;18,4;55,6
1215;2022-04-29 20:52:01;18,4;55,6
1216;2022-04-29 20:57:01;18,3;55,6
1217;2022-04-29 21:02:01;18,3;55,6
1218;2022-04-29 21:07:01;18,3;55,6
1219;2022-04-29 21:12:01;18,2;55,6
1220;2022-04-29 21:17:01;18,2;56
1221;2022-04-29 21:22:01;18,1;56
1222;2022-04-29 21:27:01;18,1;56
1223;2022-04-29 21:32:01;18;56
1224;2022-04-29 21:37:01;18;56
1225;2022-04-29 21:42:01;18;56
1226;2022-04-29 21:47:01;18;56
1227;2022-04-29 21:52:01;17,9;56
1228;2022-04-29 21:57:01;17,9;56
1229;2022-04-29 22:02:01;17,9;56
1230;2022-04-29 22:07:01;17,8;56
1231;2022-04-29 22:12:01;17,8;56
1232;2022-04-29 22:17:01;17,7;56
1233;2022-04-29 22:22:01;17,7;56,4
1234;2022-04-29 22:27:01;17,6;56,4
1235;2022-04-29 22:32:01;17,6;56,4
1236;2022-04-29 22:37:01;17,5;56,4
1237;2022-04-29 22:42:01;17,5;56,4
1238;2022-04-29 22:47:01;17,5;56,4
1239;2022-04-29 22:52:01;17,4;56,4
1240;2022-04-29 22:57:01;17,4;56,4
1241;2022-04-29 23:02:01;17,4;56,4
1242;2022-04-29 23:07:01;17,4;56,4
1243;2022-04-29 23:12:01;17,4;56,4
1244;2022-04-29 23:17:01;17,4;56,4
1245;2022-04-29 23:22:01;17,4;56,4
1246;2022-04-29 23:27:01;17,3;56,4
1247;2022-04-29 23:32:01;17,3;56,4
1248;2022-04-29 23:37:01;17,3;56,4
1249;2022-04-29 23:42:01;17,3;56,4
1250;2022-04-29 23:47:01;17,2;56,4
1251;2022-04-29 23:52:01;17,2;56,9
1252;2022-04-29 23:57:01;17,2;56,4
1253;2022-04-30 00:02:01;17,2;56,9
1254;2022-04-30 00:07:01;17,1;56,9
1255;2022-04-30 00:12:01;17,1;56,8
1256;2022-04-30 00:17:01;17,1;56,8
1257;2022-04-30 00:22:01;17,1;56,8
1258;2022-04-30 00:27:01;17;56,8
1259;2022-04-30 00:32:01;17;56,8
1260;2022-04-30 00:37:01;17;56,8
1261;2022-04-30 00:42:01;17;56,8
1262;2022-04-30 00:47:01;16,9;56,8
1263;2022-04-30 00:52:01;16,9;56,8
1264;2022-04-30 00:57:01;16,9;56,8
1265;2022-04-30 01:02:01;16,9;56,8
1266;2022-04-30 01:07:01;16,9;56,8
1267;2022-04-30 01:12:01;16,8;56,8
1268;2022-04-30 01:17:01;16,8;56,8
1269;2022-04-30 01:22:01;16,8;56,8
1270;2022-04-30 01:27:01;16,8;56,8
1271;2022-04-30 01:32:01;16,7;56,8
1272;2022-04-30 01:37:01;16,7;56,8
1273;2022-04-30 01:42:01;16,7;56,8
1274;2022-04-30 01:47:01;16,7;56,8
1275;2022-04-30 01:52:01;16,7;56,8
1276;2022-04-30 01:57:01;16,7;56,8
1277;2022-04-30 02:02:01;16,7;56,8
1278;2022-04-30 02:07:01;16,7;56,8
1279;2022-04-30 02:12:01;16,7;56,8
1280;2022-04-30 02:17:01;16,6;56,8
1281;2022-04-30 02:22:01;16,6;56,8
1282;2022-04-30 02:27:01;16,6;56,8
1283;2022-04-30 02:32:01;16,5;56,8
1284;2022-04-30 02:37:01;16,5;56,8
1285;2022-04-30 02:42:01;16,5;56,8
1286;2022-04-30 02:47:01;16,5;56,8
1287;2022-04-30 02:52:01;16,4;56,7
1288;2022-04-30 02:57:01;16,4;56,7
1289;2022-04-30 03:02:01;16,4;56,7
1290;2022-04-30 03:07:01;16,4;56,7
1291;2022-04-30 03:12:01;16,4;57,2
1292;2022-04-30 03:17:01;16,3;57,2
1293;2022-04-30 03:22:01;16,3;57,2
1294;2022-04-30 03:27:01;16,3;57,2
1295;2022-04-30 03:32:01;16,3;57,2
1296;2022-04-30 03:37:01;16,2;57,2
1297;2022-04-30 03:42:01;16,2;57,2
1298;2022-04-30 03:47:01;16,2;57,2
1299;2022-04-30 03:52:01;16,2;57,2
1300;2022-04-30 03:57:01;16,2;57,2
1301;2022-04-30 04:02:01;16,2;57,2
1302;2022-04-30 04:07:01;16,1;57,2
1303;2022-04-30 04:12:01;16,1;57,2
1304;2022-04-30 04:17:01;16,1;57,2
1305;2022-04-30 04:22:01;16,1;57,2
1306;2022-04-30 04:27:01;16,1;57,2
1307;2022-04-30 04:32:01;16,1;57,2
1308;2022-04-30 04:37:01;16;57,2
1309;2022-04-30 04:42:01;16;57,2
1310;2022-04-30 04:47:01;16;57,2
1311;2022-04-30 04:52:01;16;57,2
1312;2022-04-30 04:57:01;16;57,2
1313;2022-04-30 05:02:01;16;57,2
1314;2022-04-30 05:07:01;16;57,2
1315;2022-04-30 05:12:01;16;57,2
1316;2022-04-30 05:17:01;16;57,2
1317;2022-04-30 05:22:01;16;57,2
1318;2022-04-30 05:27:01;16;57,2
1319;2022-04-30 05:32:01;16;57,2
1320;2022-04-30 05:37:01;15,9;57,2
1321;2022-04-30 05:42:01;15,9;57,2
1322;2022-04-30 05:47:01;15,9;57,1
1323;2022-04-30 05:52:01;15,9;57,1
1324;2022-04-30 05:57:01;15,8;57,1
1325;2022-04-30 06:02:01;15,8;57,1
1326;2022-04-30 06:07:01;15,8;57,1
1327;2022-04-30 06:12:01;15,7;57,1
1328;2022-04-30 06:17:01;15,7;57,1
1329;2022-04-30 06:22:01;15,7;57,6
1330;2022-04-30 06:27:01;15,7;57,6
1331;2022-04-30 06:32:01;15,6;57,6
1332;2022-04-30 06:37:01;15,6;57,6
1333;2022-04-30 06:42:01;15,6;57,6
1334;2022-04-30 06:47:01;15,6;57,6
1335;2022-04-30 06:52:01;15,5;57,6
1336;2022-04-30 06:57:01;15,5;57,6
1337;2022-04-30 07:02:01;15,5;57,6
1338;2022-04-30 07:07:01;15,5;57,6
1339;2022-04-30 07:12:01;15,5;57,6
1340;2022-04-30 07:17:01;15,5;57,6
1341;2022-04-30 07:22:01;15,4;57,6
1342;2022-04-30 07:27:01;15,4;57,6
1343;2022-04-30 07:32:01;15,4;57,6
1344;2022-04-30 07:37:01;15,4;57,6
1345;2022-04-30 07:42:01;15,4;57,6
1346;2022-04-30 07:47:01;15,4;57,6
1347;2022-04-30 07:52:01;15,4;57,6
1348;2022-04-30 07:57:01;15,4;57,6
1349;2022-04-30 08:02:01;15,4;57,6
1350;2022-04-30 08:07:01;15,4;57,6
1351;2022-04-30 08:12:01;15,4;57,6
1352;2022-04-30 08:17:01;15,4;57,6
1353;2022-04-30 08:22:01;15,4;57,6
1354;2022-04-30 08:27:01;15,4;57,6
1355;2022-04-30 08:32:01;15,4;57,6
1356;2022-04-30 08:37:01;15,5;57,6
1357;2022-04-30 08:42:01;15,5;57,6
1358;2022-04-30 08:47:01;15,6;57,6
1359;2022-04-30 08:52:01;15,6;57,6
1360;2022-04-30 08:57:01;15,6;57,1
1361;2022-04-30 09:02:01;15,7;57,6
1362;2022-04-30 09:07:01;15,7;57,1
1363;2022-04-30 09:12:01;15,8;57,1
1364;2022-04-30 09:17:01;15,8;57,1
1365;2022-04-30 09:22:01;15,9;57,1
1366;2022-04-30 09:27:01;15,9;57,2
1367;2022-04-30 09:32:01;16;57,2
1368;2022-04-30 09:37:01;16;57,2
1369;2022-04-30 09:42:01;16;57,2
1370;2022-04-30 09:47:01;16,1;57,2
1371;2022-04-30 09:52:01;16,1;57,2
1372;2022-04-30 09:57:01;16,2;57,2
1373;2022-04-30 10:02:01;16,3;56,7
1374;2022-04-30 10:07:01;16,4;56,7
1375;2022-04-30 10:12:01;16,4;56,7
1376;2022-04-30 10:17:01;16,5;56,8
1377;2022-04-30 10:22:01;16,6;56,8
1378;2022-04-30 10:27:01;16,6;56,3
1379;2022-04-30 10:32:01;16,7;56,3
1380;2022-04-30 10:37:01;16,7;56,3
1381;2022-04-30 10:42:01;16,8;56,3
1382;2022-04-30 10:47:01;16,9;56,3
1383;2022-04-30 10:52:01;16,9;56,3
1384;2022-04-30 10:57:01;17;56,4
1385;2022-04-30 11:02:01;17,1;55,9
1386;2022-04-30 11:07:01;17,2;55,9
1387;2022-04-30 11:12:01;17,2;55,9
1388;2022-04-30 11:17:01;17,3;55,9
1389;2022-04-30 11:22:01;17,4;55,9
1390;2022-04-30 11:27:01;17,4;55,9
1391;2022-04-30 11:32:01;17,4;55,4
1392;2022-04-30 11:37:01;17,5;55,4
1393;2022-04-30 11:42:01;17,6;55,5
1394;2022-04-30 11:47:01;17,7;55,5
1395;2022-04-30 11:52:01;17,8;55,5
1396;2022-04-30 11:57:01;17,9;55
1397;2022-04-30 12:02:01;18;55
1398;2022-04-30 12:07:01;18;55
1399;2022-04-30 12:12:01;18,1;54,5
1400;2022-04-30 12:17:01;18,1;54,5
1401;2022-04-30 12:22:01;18,2;54,6
1402;2022-04-30 12:27:01;18,3;54,6
1403;2022-04-30 12:32:01;18,4;54,6
1404;2022-04-30 12:37:01;18,5;54,1
1405;2022-04-30 12:42:01;18,6;54,1
1406;2022-04-30 12:47:01;18,6;54,1
1407;2022-04-30 12:52:01;18,6;54,1
1408;2022-04-30 12:57:01;18,7;54,1
1409;2022-04-30 13:02:01;18,8;54,1
1410;2022-04-30 13:07:01;18,9;54,2
1411;2022-04-30 13:12:01;18,9;54,2
1412;2022-04-30 13:17:01;19;54,2
1413;2022-04-30 13:22:01;19,1;54,2
1414;2022-04-30 13:27:01;19,2;54,2
1415;2022-04-30 13:32:01;19,2;54,2
1416;2022-04-30 13:37:01;19,2;54,2
1417;2022-04-30 13:42:01;19,3;53,7
1418;2022-04-30 13:47:01;19,3;53,7
1419;2022-04-30 13:52:01;19,4;53,7
1420;2022-04-30 13:57:01;19,5;53,7
1421;2022-04-30 14:02:01;19,5;53,8
1422;2022-04-30 14:07:01;19,6;53,3
1423;2022-04-30 14:12:01;19,6;53,3
1424;2022-04-30 14:17:01;19,7;53,3
1425;2022-04-30 14:22:01;19,7;52,8
1426;2022-04-30 14:27:01;19,8;52,8
1427;2022-04-30 14:32:01;19,8;52,8
1428;2022-04-30 14:37:01;19,8;52,8
1429;2022-04-30 14:42:01;19,8;52,3
1430;2022-04-30 14:47:01;19,9;52,3
1431;2022-04-30 14:52:01;19,9;52,3
1432;2022-04-30 14:57:01;19,9;51,8
1433;2022-04-30 15:02:01;20;51,8
1434;2022-04-30 15:07:01;20;51,8
1435;2022-04-30 15:12:01;20,1;51,8
1436;2022-04-30 15:17:01;20,1;51,8
1437;2022-04-30 15:22:01;20,1;51,8
1438;2022-04-30 15:27:01;20,2;51,8
1439;2022-04-30 15:32:01;20,2;51,8
1440;2022-04-30 15:37:01;20,2;51,3
1441;2022-04-30 15:42:01;20,2;51,9
1442;2022-04-30 15:47:01;20,3;51,4
1443;2022-04-30 15:52:01;20,3;51,3
1444;2022-04-30 15:57:01;20,3;51,4
1445;2022-04-30 16:02:01;20,3;51,4
1446;2022-04-30 16:07:01;20,3;50,9
1447;2022-04-30 16:12:01;20,3;51,4
1448;2022-04-30 16:17:01;20,3;50,9
1449;2022-04-30 16:22:01;20,3;50,9
1450;2022-04-30 16:27:01;20,3;50,9
1451;2022-04-30 16:32:01;20,3;50,9
1452;2022-04-30 16:37:01;20,3;50,9
1453;2022-04-30 16:42:01;20,3;50,9
1454;2022-04-30 16:47:01;20,3;50,9
1455;2022-04-30 16:52:01;20,3;50,9
1456;2022-04-30 16:57:01;20,3;50,9
1457;2022-04-30 17:02:01;20,3;50,9
1458;2022-04-30 17:07:01;20,3;50,9
1459;2022-04-30 17:12:01;20,3;50,9
1460;2022-04-30 17:17:01;20,2;50,8
1461;2022-04-30 17:22:01;20,2;50,8
1462;2022-04-30 17:27:01;20,2;50,8
1463;2022-04-30 17:32:01;20,1;50,8
1464;2022-04-30 17:37:01;20,1;51,3
1465;2022-04-30 17:42:01;20;51,3
1466;2022-04-30 17:47:01;19,9;51,8
1467;2022-04-30 17:52:01;19,9;51,3
1468;2022-04-30 17:57:01;19,8;51,8
1469;2022-04-30 18:02:01;19,8;51,8
1470;2022-04-30 18:07:01;19,8;51,8
1471;2022-04-30 18:12:01;19,7;51,8
1472;2022-04-30 18:17:01;19,6;51,8
1473;2022-04-30 18:22:01;19,5;51,8
1474;2022-04-30 18:27:01;19,4;51,8
1475;2022-04-30 18:32:01;19,4;51,7
1476;2022-04-30 18:37:01;19,3;51,7
1477;2022-04-30 18:42:01;19,2;52,2
1478;2022-04-30 18:47:01;19,2;52,2
1479;2022-04-30 18:52:01;19,1;52,2
1480;2022-04-30 18:57:01;19,1;52,7
1481;2022-04-30 19:02:01;19;52,7
1482;2022-04-30 19:07:01;18,9;52,7
1483;2022-04-30 19:12:01;18,9;52,7
1484;2022-04-30 19:17:01;18,8;52,7
1485;2022-04-30 19:22:01;18,8;52,7
1486;2022-04-30 19:27:01;18,7;53,2
1487;2022-04-30 19:32:01;18,7;53,1
1488;2022-04-30 19:37:01;18,6;53,1
1489;2022-04-30 19:42:01;18,6;53,1
1490;2022-04-30 19:47:01;18,6;53,1
1491;2022-04-30 19:52:01;18,6;53,1
1492;2022-04-30 19:57:01;18,5;53,6
1493;2022-04-30 20:02:01;18,5;53,6
1494;2022-04-30 20:07:01;18,4;53,6
1495;2022-04-30 20:12:01;18,4;53,6
1496;2022-04-30 20:17:01;18,4;53,6
1497;2022-04-30 20:22:01;18,3;53,6
1498;2022-04-30 20:27:01;18,3;53,6
1499;2022-04-30 20:32:01;18,2;53,6
1500;2022-04-30 20:37:01;18,2;53,6
1501;2022-04-30 20:42:01;18,2;54,1
1502;2022-04-30 20:47:01;18,1;54,1
1503;2022-04-30 20:52:01;18,1;54,1
1504;2022-04-30 20:57:01;18,1;54,1
1505;2022-04-30 21:02:01;18;54,1
1506;2022-04-30 21:07:01;18;54
1507;2022-04-30 21:12:01;18;54,5
1508;2022-04-30 21:17:01;18;54,5
1509;2022-04-30 21:22:01;18;54,5
1510;2022-04-30 21:27:01;17,9;54,5
1511;2022-04-30 21:32:01;17,9;54,5
1512;2022-04-30 21:37:01;17,9;54,5
1513;2022-04-30 21:42:01;17,8;54,5
1514;2022-04-30 21:47:01;17,8;54,5
1515;2022-04-30 21:52:01;17,8;54,5
1516;2022-04-30 21:57:01;17,7;54,5
1517;2022-04-30 22:02:01;17,7;54,5
1518;2022-04-30 22:07:01;17,7;55
1519;2022-04-30 22:12:01;17,6;55
1520;2022-04-30 22:17:01;17,6;55
1521;2022-04-30 22:22:01;17,6;55
1522;2022-04-30 22:27:01;17,5;55
1523;2022-04-30 22:32:01;17,5;55
1524;2022-04-30 22:37:01;17,4;55
1525;2022-04-30 22:42:01;17,4;54,9
1526;2022-04-30 22:47:01;17,4;54,9
1527;2022-04-30 22:52:01;17,4;55,4
1528;2022-04-30 22:57:01;17,4;55,4
1529;2022-04-30 23:02:01;17,3;55,4
1530;2022-04-30 23:07:01;17,3;55,4
1531;2022-04-30 23:12:01;17,3;55,4
1532;2022-04-30 23:17:01;17,2;55,4
1533;2022-04-30 23:22:01;17,2;55,4
1534;2022-04-30 23:27:01;17,1;55,4
1535;2022-04-30 23:32:01;17,1;55,4
1536;2022-04-30 23:37:01;17,1;55,4
1537;2022-04-30 23:42:01;17;55,4
1538;2022-04-30 23:47:01;17;55,4
1539;2022-04-30 23:52:01;17;55,4
1540;2022-04-30 23:57:01;16,9;55,4
1541;2022-05-01 00:02:01;16,9;55,4
1542;2022-05-01 00:07:01;16,9;55,4
1543;2022-05-01 00:12:01;16,8;55,4
1544;2022-05-01 00:17:01;16,8;55,4
1545;2022-05-01 00:22:01;16,8;55,3
1546;2022-05-01 00:27:01;16,7;55,3
1547;2022-05-01 00:32:01;16,7;55,3
1548;2022-05-01 00:37:01;16,7;55,3
1549;2022-05-01 00:42:01;16,7;55,3
1550;2022-05-01 00:47:01;16,7;55,3
1551;2022-05-01 00:52:01;16,7;55,3
1552;2022-05-01 00:57:01;16,6;55,3
1553;2022-05-01 01:02:01;16,6;55,3
1554;2022-05-01 01:07:01;16,6;55,3
1555;2022-05-01 01:12:01;16,5;55,3
1556;2022-05-01 01:17:01;16,5;55,3
1557;2022-05-01 01:22:01;16,5;55,3
1558;2022-05-01 01:27:01;16,5;55,3
1559;2022-05-01 01:32:01;16,4;55,3
1560;2022-05-01 01:37:01;16,4;55,3
1561;2022-05-01 01:42:01;16,4;55,3
1562;2022-05-01 01:47:01;16,3;55,3
1563;2022-05-01 01:52:01;16,3;55,3
1564;2022-05-01 01:57:01;16,3;55,3
1565;2022-05-01 02:02:01;16,3;55,3
1566;2022-05-01 02:07:01;16,2;55,3
1567;2022-05-01 02:12:01;16,2;55,3
1568;2022-05-01 02:17:01;16,2;55,3
1569;2022-05-01 02:22:01;16,2;55,3
1570;2022-05-01 02:27:01;16,1;55,3
1571;2022-05-01 02:32:01;16,1;55,3
1572;2022-05-01 02:37:01;16,1;55,2
1573;2022-05-01 02:42:01;16,1;55,2
1574;2022-05-01 02:47:01;16,1;55,2
1575;2022-05-01 02:52:01;16;55,2
1576;2022-05-01 02:57:01;16;55,2
1577;2022-05-01 03:02:01;16;55,2
1578;2022-05-01 03:07:01;16;55,7
1579;2022-05-01 03:12:01;16;55,2
1580;2022-05-01 03:17:01;16;55,2
1581;2022-05-01 03:22:01;16;55,2
1582;2022-05-01 03:27:01;16;55,2
1583;2022-05-01 03:32:01;16;55,2
1584;2022-05-01 03:37:01;16;55,2
1585;2022-05-01 03:42:01;15,9;55,7
1586;2022-05-01 03:47:01;15,9;55,7
1587;2022-05-01 03:52:01;15,9;55,7
1588;2022-05-01 03:57:01;15,9;55,7
1589;2022-05-01 04:02:01;15,9;55,7
1590;2022-05-01 04:07:01;15,9;55,7
1591;2022-05-01 04:12:01;15,8;55,7
1592;2022-05-01 04:17:01;15,8;55,7
1593;2022-05-01 04:22:01;15,8;55,7
1594;2022-05-01 04:27:01;15,8;55,7
1595;2022-05-01 04:32:01;15,8;55,7
1596;2022-05-01 04:37:01;15,8;55,7
1597;2022-05-01 04:42:01;15,7;55,7
1598;2022-05-01 04:47:01;15,7;55,7
1599;2022-05-01 04:52:01;15,7;55,7
1600;2022-05-01 04:57:01;15,7;55,7
1601;2022-05-01 05:02:01;15,7;55,7
1602;2022-05-01 05:07:01;15,7;55,7
1603;2022-05-01 05:12:01;15,7;55,7
1604;2022-05-01 05:17:01;15,6;55,7
1605;2022-05-01 05:22:01;15,6;55,7
1606;2022-05-01 05:27:01;15,6;55,7
1607;2022-05-01 05:32:01;15,6;55,7
1608;2022-05-01 05:37:01;15,6;56,1
1609;2022-05-01 05:42:01;15,5;56,1
1610;2022-05-01 05:47:01;15,5;56,1
1611;2022-05-01 05:52:01;15,5;56,1
1612;2022-05-01 05:57:01;15,5;56,1
1613;2022-05-01 06:02:01;15,5;56,1
1614;2022-05-01 06:07:01;15,4;56,1
1615;2022-05-01 06:12:01;15,4;56,1
1616;2022-05-01 06:17:01;15,4;56,1
1617;2022-05-01 06:22:01;15,4;56,1
1618;2022-05-01 06:27:01;15,4;56,1
1619;2022-05-01 06:32:01;15,4;56,1
1620;2022-05-01 06:37:01;15,4;56,1
1621;2022-05-01 06:42:01;15,4;56,1
1622;2022-05-01 06:47:01;15,3;56,1
1623;2022-05-01 06:52:01;15,3;56,1
1624;2022-05-01 06:57:01;15,3;56,1
1625;2022-05-01 07:02:01;15,3;56,1
1626;2022-05-01 07:07:01;15,3;56,1
1627;2022-05-01 07:12:01;15,3;56,1
1628;2022-05-01 07:17:01;15,2;56,1
1629;2022-05-01 07:22:01;15,2;56,1
1630;2022-05-01 07:27:01;15,2;56,1
1631;2022-05-01 07:32:01;15,2;56,1
1632;2022-05-01 07:37:01;15,2;56,1
1633;2022-05-01 07:42:01;15,1;56,1
1634;2022-05-01 07:47:01;15,1;56,1
1635;2022-05-01 07:52:01;15,1;56,1
1636;2022-05-01 07:57:01;15,1;56,1
1637;2022-05-01 08:02:01;15,1;56,1
1638;2022-05-01 08:07:01;15,1;56,1
1639;2022-05-01 08:12:01;15,1;56,1
1640;2022-05-01 08:17:01;15,1;56,1
1641;2022-05-01 08:22:01;15,2;56,1
1642;2022-05-01 08:27:01;15,2;56,1
1643;2022-05-01 08:32:01;15,2;56,1
1644;2022-05-01 08:37:01;15,3;56,1
1645;2022-05-01 08:42:01;15,3;56,1
1646;2022-05-01 08:47:01;15,3;56,1
1647;2022-05-01 08:52:01;15,4;56,1
1648;2022-05-01 08:57:01;15,4;56,1
1649;2022-05-01 09:02:01;15,4;55,6
1650;2022-05-01 09:07:01;15,4;56,1
1651;2022-05-01 09:12:01;15,4;55,6
1652;2022-05-01 09:17:01;15,5;55,6
1653;2022-05-01 09:22:01;15,5;55,7
1654;2022-05-01 09:27:01;15,6;55,7
1655;2022-05-01 09:32:01;15,6;55,7
1656;2022-05-01 09:37:01;15,7;55,7
1657;2022-05-01 09:42:01;15,8;55,2
1658;2022-05-01 09:47:01;15,8;55,2
1659;2022-05-01 09:52:01;15,9;55,2
1660;2022-05-01 09:57:01;16;55,2
1661;2022-05-01 10:02:01;16;55,2
1662;2022-05-01 10:07:01;16;55,2
1663;2022-05-01 10:12:01;16,1;55,3
1664;2022-05-01 10:17:01;16,2;55,3
1665;2022-05-01 10:22:01;16,3;54,8
1666;2022-05-01 10:27:01;16,3;54,8
1667;2022-05-01 10:32:01;16,4;54,8
1668;2022-05-01 10:37:01;16,5;54,8
1669;2022-05-01 10:42:01;16,5;54,8
1670;2022-05-01 10:47:01;16,6;54,3
1671;2022-05-01 10:52:01;16,7;54,3
1672;2022-05-01 10:57:01;16,7;54,4
