Informe de datos;;;;;
Archivo creado el:2022-05-28 17:50:51;;;;;
;;;;;
Información del dispositivo;;;;;
Modelo de dispositivo;RC-4HC;Intervalo de registro;5m;Hora de inicio;21-05-2022 11:16
1192;2022-05-25 14:31;20,3;72,9;;
1193;2022-05-25 14:36;20,3;72,9;;
1194;2022-05-25 14:41;20,3;73,3;;
1195;2022-05-25 14:46;20,3;73,3;;
1196;2022-05-25 14:51;20,2;73,3;;
1197;2022-05-25 14:56;20,2;72,9;;
1198;2022-05-25 15:01;20,2;72,9;;
1199;2022-05-25 15:06;20,1;72,9;;
1200;2022-05-25 15:11;20,1;72,9;;
1201;2022-05-25 15:16;20,1;72,9;;
1202;2022-05-25 15:21;20,1;73,3;;
1203;2022-05-25 15:26;20;72,8;;
1204;2022-05-25 15:31;20;72,8;;
1205;2022-05-25 15:36;20;72,8;;
1206;2022-05-25 15:41;20;72,8;;
1207;2022-05-25 15:46;19,9;72,8;;
1208;2022-05-25 15:51;19,9;72,8;;
1209;2022-05-25 15:56;19,9;72,8;;
1210;2022-05-25 16:01;19,9;72,8;;
1211;2022-05-25 16:06;19,8;72,8;;
1212;2022-05-25 16:11;19,8;72,8;;
1213;2022-05-25 16:16;19,8;72,8;;
1214;2022-05-25 16:21;19,8;72,8;;
1215;2022-05-25 16:26;19,8;72,8;;
1216;2022-05-25 16:31;19,8;72,8;;
1217;2022-05-25 16:36;19,8;73,2;;
1218;2022-05-25 16:41;19,8;73,2;;
1219;2022-05-25 16:46;19,8;73,2;;
1220;2022-05-25 16:51;19,8;73,2;;
1221;2022-05-25 16:56;19,8;73,2;;
1222;2022-05-25 17:01;19,8;73,2;;
1223;2022-05-25 17:06;19,8;73,2;;
1224;2022-05-25 17:11;19,8;73,7;;
1225;2022-05-25 17:16;19,8;73,2;;
1226;2022-05-25 17:21;19,8;73,2;;
1227;2022-05-25 17:26;19,8;73,2;;
1228;2022-05-25 17:31;19,7;73,2;;
1229;2022-05-25 17:36;19,7;73,2;;
1230;2022-05-25 17:41;19,7;73,6;;
1231;2022-05-25 17:46;19,7;73,2;;
1232;2022-05-25 17:51;19,7;73,2;;
1233;2022-05-25 17:56;19,7;73,6;;
1234;2022-05-25 18:01;19,7;73,6;;
1235;2022-05-25 18:06;19,7;73,6;;
1236;2022-05-25 18:11;19,7;73,6;;
1237;2022-05-25 18:16;19,7;73,6;;
1238;2022-05-25 18:21;19,7;73,6;;
1239;2022-05-25 18:26;19,7;73,6;;
1240;2022-05-25 18:31;19,7;73,6;;
1241;2022-05-25 18:36;19,7;73,6;;
1242;2022-05-25 18:41;19,6;73,6;;
1243;2022-05-25 18:46;19,6;73,6;;
1244;2022-05-25 18:51;19,6;74,1;;
1245;2022-05-25 18:56;19,6;74,1;;
1246;2022-05-25 19:01;19,6;74,1;;
1247;2022-05-25 19:06;19,6;74,1;;
1248;2022-05-25 19:11;19,6;74,1;;
1249;2022-05-25 19:16;19,6;74,1;;
1250;2022-05-25 19:21;19,6;74,1;;
1251;2022-05-25 19:26;19,6;74,1;;
1252;2022-05-25 19:31;19,6;74,1;;
1253;2022-05-25 19:36;19,6;74,1;;
1254;2022-05-25 19:41;19,6;74,1;;
1255;2022-05-25 19:46;19,6;74,1;;
1256;2022-05-25 19:51;19,6;74,1;;
1257;2022-05-25 19:56;19,6;74,5;;
1258;2022-05-25 20:01;19,6;74,5;;
1259;2022-05-25 20:06;19,5;74,5;;
1260;2022-05-25 20:11;19,5;74,5;;
1261;2022-05-25 20:16;19,5;74,5;;
1262;2022-05-25 20:21;19,5;74,5;;
1263;2022-05-25 20:26;19,5;74,5;;
1264;2022-05-25 20:31;19,5;74,5;;
1265;2022-05-25 20:36;19,5;74,5;;
1266;2022-05-25 20:41;19,5;74,5;;
1267;2022-05-25 20:46;19,5;74,5;;
1268;2022-05-25 20:51;19,5;74,5;;
1269;2022-05-25 20:56;19,5;74,5;;
1270;2022-05-25 21:01;19,5;74,5;;
1271;2022-05-25 21:06;19,5;74,5;;
1272;2022-05-25 21:11;19,5;74,5;;
1273;2022-05-25 21:16;19,5;74,5;;
1274;2022-05-25 21:21;19,5;74,5;;
1275;2022-05-25 21:26;19,5;74,5;;
1276;2022-05-25 21:31;19,5;74,5;;
1277;2022-05-25 21:36;19,5;74,9;;
1278;2022-05-25 21:41;19,5;74,9;;
1279;2022-05-25 21:46;19,5;74,9;;
1280;2022-05-25 21:51;19,5;74,9;;
1281;2022-05-25 21:56;19,5;74,9;;
1282;2022-05-25 22:01;19,5;75,3;;
1283;2022-05-25 22:06;19,5;75,3;;
1284;2022-05-25 22:11;19,4;75,3;;
1285;2022-05-25 22:16;19,4;75,3;;
1286;2022-05-25 22:21;19,4;75,3;;
1287;2022-05-25 22:26;19,4;75,3;;
1288;2022-05-25 22:31;19,4;75,3;;
1289;2022-05-25 22:36;19,4;75,3;;
1290;2022-05-25 22:41;19,4;75,3;;
1291;2022-05-25 22:46;19,4;75,3;;
1292;2022-05-25 22:51;19,4;75,3;;
1293;2022-05-25 22:56;19,4;75,3;;
1294;2022-05-25 23:01;19,4;75,3;;
1295;2022-05-25 23:06;19,4;75,3;;
1296;2022-05-25 23:11;19,4;75,3;;
1297;2022-05-25 23:16;19,4;75,3;;
1298;2022-05-25 23:21;19,4;75,3;;
1299;2022-05-25 23:26;19,4;75,3;;
1300;2022-05-25 23:31;19,4;75,3;;
1301;2022-05-25 23:36;19,4;75,3;;
1302;2022-05-25 23:41;19,4;75,3;;
1303;2022-05-25 23:46;19,4;75,3;;
1304;2022-05-25 23:51;19,4;75,3;;
1305;2022-05-25 23:56;19,4;75,3;;
1306;2022-05-26 0:01;19,4;75,3;;
1307;2022-05-26 0:06;19,4;75,7;;
1308;2022-05-26 0:11;19,4;75,7;;
1309;2022-05-26 0:16;19,4;75,7;;
1310;2022-05-26 0:21;19,4;75,7;;
1311;2022-05-26 0:26;19,4;75,7;;
1312;2022-05-26 0:31;19,4;76,2;;
1313;2022-05-26 0:36;19,4;76,2;;
1314;2022-05-26 0:41;19,4;76,2;;
1315;2022-05-26 0:46;19,4;76,2;;
1316;2022-05-26 0:51;19,3;76,2;;
1317;2022-05-26 0:56;19,3;76,2;;
1318;2022-05-26 1:01;19,3;76,2;;
1319;2022-05-26 1:06;19,3;76,2;;
1320;2022-05-26 1:11;19,3;76,2;;
1321;2022-05-26 1:16;19,3;76,2;;
1322;2022-05-26 1:21;19,3;76,2;;
1323;2022-05-26 1:26;19,3;76,2;;
1324;2022-05-26 1:31;19,3;76,2;;
1325;2022-05-26 1:36;19,3;76,2;;
1326;2022-05-26 1:41;19,3;76,2;;
1327;2022-05-26 1:46;19,3;76,2;;
1328;2022-05-26 1:51;19,3;76,2;;
1329;2022-05-26 1:56;19,3;76,6;;
1330;2022-05-26 2:01;19,3;76,2;;
1331;2022-05-26 2:06;19,3;76,6;;
1332;2022-05-26 2:11;19,3;76,6;;
1333;2022-05-26 2:16;19,3;76,6;;
1334;2022-05-26 2:21;19,3;76,6;;
1335;2022-05-26 2:26;19,3;76,6;;
1336;2022-05-26 2:31;19,3;76,6;;
1337;2022-05-26 2:36;19,3;76,6;;
1338;2022-05-26 2:41;19,3;76,6;;
1339;2022-05-26 2:46;19,3;76,6;;
1340;2022-05-26 2:51;19,3;76,6;;
1341;2022-05-26 2:56;19,3;76,6;;
1342;2022-05-26 3:01;19,3;76,6;;
1343;2022-05-26 3:06;19,3;76,6;;
1344;2022-05-26 3:11;19,3;76,6;;
1345;2022-05-26 3:16;19,3;76,6;;
1346;2022-05-26 3:21;19,3;77;;
1347;2022-05-26 3:26;19,3;77;;
1348;2022-05-26 3:31;19,3;77;;
1349;2022-05-26 3:36;19,3;77;;
1350;2022-05-26 3:41;19,3;77;;
1351;2022-05-26 3:46;19,3;76,6;;
1352;2022-05-26 3:51;19,3;77;;
1353;2022-05-26 3:56;19,3;77;;
1354;2022-05-26 4:01;19,3;77;;
1355;2022-05-26 4:06;19,3;77;;
1356;2022-05-26 4:11;19,3;77;;
1357;2022-05-26 4:16;19,3;77;;
1358;2022-05-26 4:21;19,3;77;;
1359;2022-05-26 4:26;19,3;77;;
1360;2022-05-26 4:31;19,3;77;;
1361;2022-05-26 4:36;19,3;77;;
1362;2022-05-26 4:41;19,3;77;;
1363;2022-05-26 4:46;19,3;77;;
1364;2022-05-26 4:51;19,3;76,6;;
1365;2022-05-26 4:56;19,3;77;;
1366;2022-05-26 5:01;19,3;76,6;;
1367;2022-05-26 5:06;19,3;76,6;;
1368;2022-05-26 5:11;19,3;76,6;;
1369;2022-05-26 5:16;19,3;76,6;;
1370;2022-05-26 5:21;19,3;76,6;;
1371;2022-05-26 5:26;19,3;76,6;;
1372;2022-05-26 5:31;19,3;76,6;;
1373;2022-05-26 5:36;19,3;76,6;;
1374;2022-05-26 5:41;19,3;76,6;;
1375;2022-05-26 5:46;19,3;76,6;;
1376;2022-05-26 5:51;19,3;76,6;;
1377;2022-05-26 5:56;19,3;76,6;;
1378;2022-05-26 6:01;19,3;76,6;;
1379;2022-05-26 6:06;19,3;76,6;;
1380;2022-05-26 6:11;19,3;77;;
1381;2022-05-26 6:16;19,3;77;;
1382;2022-05-26 6:21;19,3;77;;
1383;2022-05-26 6:26;19,3;77;;
1384;2022-05-26 6:31;19,3;77;;
1385;2022-05-26 6:36;19,3;77;;
1386;2022-05-26 6:41;19,3;77;;
1387;2022-05-26 6:46;19,3;77;;
1388;2022-05-26 6:51;19,3;77;;
1389;2022-05-26 6:56;19,3;77;;
1390;2022-05-26 7:01;19,3;77,4;;
1391;2022-05-26 7:06;19,3;77;;
1392;2022-05-26 7:11;19,3;77,4;;
1393;2022-05-26 7:16;19,3;77,4;;
1394;2022-05-26 7:21;19,3;77,4;;
1395;2022-05-26 7:26;19,3;77,4;;
1396;2022-05-26 7:31;19,3;77;;
1397;2022-05-26 7:36;19,3;77,4;;
1398;2022-05-26 7:41;19,3;77;;
1399;2022-05-26 7:46;19,3;77,4;;
1400;2022-05-26 7:51;19,3;77,4;;
1401;2022-05-26 7:56;19,3;77,4;;
1402;2022-05-26 8:01;19,3;77,4;;
1403;2022-05-26 8:06;19,3;77,4;;
1404;2022-05-26 8:11;19,3;77,4;;
1405;2022-05-26 8:16;19,3;77,4;;
1406;2022-05-26 8:21;19,3;77,4;;
1407;2022-05-26 8:26;19,3;77,4;;
1408;2022-05-26 8:31;19,4;77,4;;
1409;2022-05-26 8:36;19,4;77,4;;
1410;2022-05-26 8:41;19,4;77,4;;
1411;2022-05-26 8:46;19,4;77,4;;
1412;2022-05-26 8:51;19,4;77,4;;
1413;2022-05-26 8:56;19,4;77,4;;
1414;2022-05-26 9:01;19,4;77,4;;
1415;2022-05-26 9:06;19,4;77,4;;
1416;2022-05-26 9:11;19,4;77;;
1417;2022-05-26 9:16;19,4;77;;
1418;2022-05-26 9:21;19,4;77;;
1419;2022-05-26 9:26;19,4;77;;
1420;2022-05-26 9:31;19,4;77;;
1421;2022-05-26 9:36;19,4;77;;
1422;2022-05-26 9:41;19,4;77;;
1423;2022-05-26 9:46;19,4;77;;
1424;2022-05-26 9:51;19,4;77;;
1425;2022-05-26 9:56;19,4;77;;
1426;2022-05-26 10:01;19,4;76,6;;
1427;2022-05-26 10:06;19,4;76,6;;
1428;2022-05-26 10:11;19,5;76,6;;
1429;2022-05-26 10:16;19,5;76,6;;
1430;2022-05-26 10:21;19,5;76,6;;
1431;2022-05-26 10:26;19,6;76,6;;
1432;2022-05-26 10:31;19,6;76,6;;
1433;2022-05-26 10:36;19,6;76,6;;
1434;2022-05-26 10:41;19,6;76,6;;
1435;2022-05-26 10:46;19,6;76,2;;
1436;2022-05-26 10:51;19,6;76,2;;
1437;2022-05-26 10:56;19,7;76,2;;
1438;2022-05-26 11:01;19,7;76,2;;
1439;2022-05-26 11:06;19,8;76,2;;
1440;2022-05-26 11:11;19,8;76,2;;
1441;2022-05-26 11:16;19,8;76,2;;
1442;2022-05-26 11:21;19,8;76,2;;
1443;2022-05-26 11:26;19,8;76,2;;
1444;2022-05-26 11:31;19,8;76,3;;
1445;2022-05-26 11:36;19,8;75,8;;
1446;2022-05-26 11:41;19,9;75,8;;
1447;2022-05-26 11:46;19,9;75,4;;
1448;2022-05-26 11:51;19,9;75,4;;
1449;2022-05-26 11:56;19,9;75,4;;
1450;2022-05-26 12:01;19,9;75,4;;
1451;2022-05-26 12:06;19,9;75,4;;
1452;2022-05-26 12:11;20;75;;
1453;2022-05-26 12:16;20;75;;
1454;2022-05-26 12:21;20;75;;
1455;2022-05-26 12:26;20;75;;
1456;2022-05-26 12:31;20;75;;
1457;2022-05-26 12:36;20,1;75;;
1458;2022-05-26 12:41;20,1;75;;
1459;2022-05-26 12:46;20,1;75;;
1460;2022-05-26 12:51;20,1;75;;
1461;2022-05-26 12:56;20,1;75;;
1462;2022-05-26 13:01;20,1;75;;
1463;2022-05-26 13:06;20,1;75;;
1464;2022-05-26 13:11;20,1;75;;
1465;2022-05-26 13:16;20,1;75,4;;
1466;2022-05-26 13:21;20,1;75,4;;
1467;2022-05-26 13:26;20,1;75,4;;
1468;2022-05-26 13:31;20,1;75,5;;
1469;2022-05-26 13:36;20,1;75,4;;
1470;2022-05-26 13:41;20,1;75,9;;
1471;2022-05-26 13:46;20,1;75,9;;
1472;2022-05-26 13:51;20,1;75,9;;
1473;2022-05-26 13:56;20,1;75,9;;
1474;2022-05-26 14:01;20,1;75,5;;
1475;2022-05-26 14:06;20,1;75,5;;
1476;2022-05-26 14:11;20,1;75,4;;
1477;2022-05-26 14:16;20,1;75,5;;
1478;2022-05-26 14:21;20,1;75,4;;
1479;2022-05-26 14:26;20,1;75,9;;
1480;2022-05-26 14:31;20,1;75,9;;
1481;2022-05-26 14:36;20,1;75,9;;
1482;2022-05-26 14:41;20,1;75,9;;
1483;2022-05-26 14:46;20,1;76,3;;
1484;2022-05-26 14:51;20,2;76,3;;
1485;2022-05-26 14:56;20,2;76,3;;
1486;2022-05-26 15:01;20,2;76,3;;
1487;2022-05-26 15:06;20,2;76,3;;
1488;2022-05-26 15:11;20,2;76,3;;
1489;2022-05-26 15:16;20,2;76,7;;
1490;2022-05-26 15:21;20,2;76,7;;
1491;2022-05-26 15:26;20,2;76,7;;
1492;2022-05-26 15:31;20,2;76,7;;
1493;2022-05-26 15:36;20,2;76,7;;
1494;2022-05-26 15:41;20,2;76,7;;
1495;2022-05-26 15:46;20,1;76,7;;
1496;2022-05-26 15:51;20,1;76,7;;
1497;2022-05-26 15:56;20,1;76,7;;
1498;2022-05-26 16:01;20,1;76,7;;
1499;2022-05-26 16:06;20,2;76,7;;
1500;2022-05-26 16:11;20,2;76,7;;
1501;2022-05-26 16:16;20,2;76,3;;
1502;2022-05-26 16:21;20,3;76,3;;
1503;2022-05-26 16:26;20,3;76,3;;
1504;2022-05-26 16:31;20,2;76,3;;
1505;2022-05-26 16:36;20,2;76,3;;
1506;2022-05-26 16:41;20,2;76,3;;
1507;2022-05-26 16:46;20,2;76,3;;
1508;2022-05-26 16:51;20,2;76,3;;
1509;2022-05-26 16:56;20,2;76,3;;
1510;2022-05-26 17:01;20,2;76,3;;
1511;2022-05-26 17:06;20,1;76,3;;
1512;2022-05-26 17:11;20,1;76,3;;
1513;2022-05-26 17:16;20,1;76,3;;
1514;2022-05-26 17:21;20,1;76,3;;
1515;2022-05-26 17:26;20,1;76,3;;
1516;2022-05-26 17:31;20,1;76,3;;
1517;2022-05-26 17:36;20,1;76,3;;
1518;2022-05-26 17:41;20,1;76,3;;
1519;2022-05-26 17:46;20,1;76,3;;
1520;2022-05-26 17:51;20,1;76,3;;
1521;2022-05-26 17:56;20,1;76,3;;
1522;2022-05-26 18:01;20,1;76,3;;
1523;2022-05-26 18:06;20,1;76,3;;
1524;2022-05-26 18:11;20,1;76,3;;
1525;2022-05-26 18:16;20,1;76,3;;
1526;2022-05-26 18:21;20,1;75,9;;
1527;2022-05-26 18:26;20,1;75,9;;
1528;2022-05-26 18:31;20;75,9;;
1529;2022-05-26 18:36;20;75,9;;
1530;2022-05-26 18:41;20;75,9;;
1531;2022-05-26 18:46;20;75,9;;
1532;2022-05-26 18:51;20;75,9;;
1533;2022-05-26 18:56;20;75,9;;
1534;2022-05-26 19:01;20;75,9;;
1535;2022-05-26 19:06;20;75,9;;
1536;2022-05-26 19:11;20;75,9;;
1537;2022-05-26 19:16;20;75,9;;
1538;2022-05-26 19:21;19,9;75,9;;
1539;2022-05-26 19:26;19,9;75,9;;
1540;2022-05-26 19:31;19,9;75,8;;
1541;2022-05-26 19:36;19,9;75,9;;
1542;2022-05-26 19:41;19,9;75,8;;
1543;2022-05-26 19:46;19,9;75,8;;
1544;2022-05-26 19:51;19,9;75,4;;
1545;2022-05-26 19:56;19,9;75,4;;
1546;2022-05-26 20:01;19,9;75,4;;
1547;2022-05-26 20:06;19,9;75,4;;
1548;2022-05-26 20:11;19,9;75,4;;
1549;2022-05-26 20:16;19,9;75,4;;
1550;2022-05-26 20:21;19,9;75,4;;
1551;2022-05-26 20:26;19,9;75,4;;
1552;2022-05-26 20:31;19,8;75,4;;
1553;2022-05-26 20:36;19,8;75,4;;
1554;2022-05-26 20:41;19,8;75,4;;
1555;2022-05-26 20:46;19,8;75,4;;
1556;2022-05-26 20:51;19,8;75,4;;
1557;2022-05-26 20:56;19,8;75,4;;
1558;2022-05-26 21:01;19,8;75,4;;
1559;2022-05-26 21:06;19,8;75,4;;
1560;2022-05-26 21:11;19,8;75,4;;
1561;2022-05-26 21:16;19,8;75,4;;
1562;2022-05-26 21:21;19,8;75,4;;
1563;2022-05-26 21:26;19,8;75,4;;
1564;2022-05-26 21:31;19,8;75,4;;
1565;2022-05-26 21:36;19,8;75,4;;
1566;2022-05-26 21:41;19,8;75,4;;
1567;2022-05-26 21:46;19,8;75,4;;
1568;2022-05-26 21:51;19,8;75,4;;
1569;2022-05-26 21:56;19,8;75,4;;
1570;2022-05-26 22:01;19,8;75,4;;
1571;2022-05-26 22:06;19,8;75,4;;
1572;2022-05-26 22:11;19,8;75,4;;
1573;2022-05-26 22:16;19,8;75,4;;
1574;2022-05-26 22:21;19,8;75,4;;
1575;2022-05-26 22:26;19,8;75,4;;
1576;2022-05-26 22:31;19,8;75,4;;
1577;2022-05-26 22:36;19,8;75,4;;
1578;2022-05-26 22:41;19,8;75,4;;
1579;2022-05-26 22:46;19,8;75,4;;
1580;2022-05-26 22:51;19,8;75,8;;
1581;2022-05-26 22:56;19,8;75,4;;
1582;2022-05-26 23:01;19,8;75,4;;
1583;2022-05-26 23:06;19,8;75,4;;
1584;2022-05-26 23:11;19,8;75,8;;
1585;2022-05-26 23:16;19,8;75,4;;
1586;2022-05-26 23:21;19,8;75,8;;
1587;2022-05-26 23:26;19,8;75,8;;
1588;2022-05-26 23:31;19,8;75,8;;
1589;2022-05-26 23:36;19,8;75,8;;
1590;2022-05-26 23:41;19,8;75,8;;
1591;2022-05-26 23:46;19,8;75,8;;
1592;2022-05-26 23:51;19,8;75,8;;
1593;2022-05-26 23:56;19,8;75,8;;
1594;2022-05-27 0:01;19,8;75,8;;
1595;2022-05-27 0:06;19,8;75,8;;
1596;2022-05-27 0:11;19,8;75,8;;
1597;2022-05-27 0:16;19,8;75,8;;
1598;2022-05-27 0:21;19,8;75,8;;
1599;2022-05-27 0:26;19,8;75,8;;
1600;2022-05-27 0:31;19,8;75,8;;
1601;2022-05-27 0:36;19,8;75,8;;
1602;2022-05-27 0:41;19,8;76,2;;
1603;2022-05-27 0:46;19,8;76,2;;
1604;2022-05-27 0:51;19,8;75,8;;
1605;2022-05-27 0:56;19,8;76,2;;
1606;2022-05-27 1:01;19,8;76,2;;
1607;2022-05-27 1:06;19,8;76,2;;
1608;2022-05-27 1:11;19,8;76,2;;
1609;2022-05-27 1:16;19,7;76,2;;
1610;2022-05-27 1:21;19,7;76,2;;
1611;2022-05-27 1:26;19,7;76,2;;
1612;2022-05-27 1:31;19,7;76,2;;
1613;2022-05-27 1:36;19,7;76,2;;
1614;2022-05-27 1:41;19,7;76,2;;
1615;2022-05-27 1:46;19,7;76,2;;
1616;2022-05-27 1:51;19,7;76,2;;
1617;2022-05-27 1:56;19,7;76,2;;
1618;2022-05-27 2:01;19,7;76,2;;
1619;2022-05-27 2:06;19,7;76,2;;
1620;2022-05-27 2:11;19,7;76,2;;
1621;2022-05-27 2:16;19,7;76,2;;
1622;2022-05-27 2:21;19,7;76,2;;
1623;2022-05-27 2:26;19,7;76,2;;
1624;2022-05-27 2:31;19,7;76,2;;
1625;2022-05-27 2:36;19,7;76,2;;
1626;2022-05-27 2:41;19,7;76,2;;
1627;2022-05-27 2:46;19,7;76,2;;
1628;2022-05-27 2:51;19,7;76,2;;
1629;2022-05-27 2:56;19,7;76,2;;
1630;2022-05-27 3:01;19,7;76,2;;
1631;2022-05-27 3:06;19,7;76,2;;
1632;2022-05-27 3:11;19,7;76,2;;
1633;2022-05-27 3:16;19,7;76,2;;
1634;2022-05-27 3:21;19,7;76,2;;
1635;2022-05-27 3:26;19,7;76,2;;
1636;2022-05-27 3:31;19,7;76,2;;
1637;2022-05-27 3:36;19,7;76,2;;
1638;2022-05-27 3:41;19,7;76,2;;
1639;2022-05-27 3:46;19,7;76,2;;
1640;2022-05-27 3:51;19,7;76,2;;
1641;2022-05-27 3:56;19,6;76,2;;
1642;2022-05-27 4:01;19,6;76,2;;
1643;2022-05-27 4:06;19,6;76,2;;
1644;2022-05-27 4:11;19,6;76,2;;
1645;2022-05-27 4:16;19,6;76,2;;
1646;2022-05-27 4:21;19,6;76,2;;
1647;2022-05-27 4:26;19,6;76,2;;
1648;2022-05-27 4:31;19,6;76,2;;
1649;2022-05-27 4:36;19,6;76,2;;
1650;2022-05-27 4:41;19,6;76,2;;
1651;2022-05-27 4:46;19,6;76,2;;
1652;2022-05-27 4:51;19,6;76,2;;
1653;2022-05-27 4:56;19,6;76,2;;
1654;2022-05-27 5:01;19,6;76,2;;
1655;2022-05-27 5:06;19,6;76,2;;
1656;2022-05-27 5:11;19,6;76,2;;
1657;2022-05-27 5:16;19,6;76,2;;
1658;2022-05-27 5:21;19,6;76,2;;
1659;2022-05-27 5:26;19,6;76,2;;
1660;2022-05-27 5:31;19,6;76,2;;
1661;2022-05-27 5:36;19,6;76,2;;
1662;2022-05-27 5:41;19,6;76,2;;
1663;2022-05-27 5:46;19,5;76,2;;
1664;2022-05-27 5:51;19,5;76,2;;
1665;2022-05-27 5:56;19,5;75,8;;
1666;2022-05-27 6:01;19,5;76,2;;
1667;2022-05-27 6:06;19,5;75,8;;
1668;2022-05-27 6:11;19,5;75,8;;
1669;2022-05-27 6:16;19,5;75,8;;
1670;2022-05-27 6:21;19,5;75,8;;
1671;2022-05-27 6:26;19,5;75,8;;
1672;2022-05-27 6:31;19,5;75,8;;
1673;2022-05-27 6:36;19,5;75,8;;
1674;2022-05-27 6:41;19,5;75,8;;
1675;2022-05-27 6:46;19,5;75,8;;
1676;2022-05-27 6:51;19,5;75,8;;
1677;2022-05-27 6:56;19,5;75,8;;
1678;2022-05-27 7:01;19,5;75,8;;
1679;2022-05-27 7:06;19,5;75,8;;
1680;2022-05-27 7:11;19,5;75,8;;
1681;2022-05-27 7:16;19,5;76,2;;
1682;2022-05-27 7:21;19,5;76,2;;
1683;2022-05-27 7:26;19,5;76,2;;
1684;2022-05-27 7:31;19,5;76,2;;
1685;2022-05-27 7:36;19,5;76,2;;
1686;2022-05-27 7:41;19,5;76,2;;
1687;2022-05-27 7:46;19,6;76,2;;
1688;2022-05-27 7:51;19,5;76,2;;
1689;2022-05-27 7:56;19,6;76,2;;
1690;2022-05-27 8:01;19,6;76,2;;
1691;2022-05-27 8:06;19,6;76,2;;
1692;2022-05-27 8:11;19,6;76,2;;
1693;2022-05-27 8:16;19,6;76,6;;
1694;2022-05-27 8:21;19,6;76,6;;
1695;2022-05-27 8:26;19,6;76,6;;
1696;2022-05-27 8:31;19,5;76,6;;
1697;2022-05-27 8:36;19,5;76,6;;
1698;2022-05-27 8:41;19,5;76,6;;
1699;2022-05-27 8:46;19,5;76,6;;
1700;2022-05-27 8:51;19,5;76,6;;
1701;2022-05-27 8:56;19,5;76,6;;
1702;2022-05-27 9:01;19,6;76,6;;
1703;2022-05-27 9:06;19,6;76,6;;
1704;2022-05-27 9:11;19,6;76,6;;
1705;2022-05-27 9:16;19,6;76,6;;
1706;2022-05-27 9:21;19,6;76,6;;
1707;2022-05-27 9:26;19,6;76,6;;
1708;2022-05-27 9:31;19,6;76,6;;
1709;2022-05-27 9:36;19,6;76,6;;
1710;2022-05-27 9:41;19,6;77,1;;
1711;2022-05-27 9:46;19,6;77,1;;
1712;2022-05-27 9:51;19,6;77,1;;
1713;2022-05-27 9:56;19,7;77,1;;
1714;2022-05-27 10:01;19,7;77,1;;
1715;2022-05-27 10:06;19,7;77,1;;
1716;2022-05-27 10:11;19,8;77,1;;
1717;2022-05-27 10:16;19,8;77,1;;
1718;2022-05-27 10:21;19,8;76,7;;
1719;2022-05-27 10:26;19,8;76,2;;
1720;2022-05-27 10:31;19,8;76,2;;
1721;2022-05-27 10:36;19,8;76,3;;
1722;2022-05-27 10:41;19,9;75,8;;
1723;2022-05-27 10:46;19,9;75,4;;
1724;2022-05-27 10:51;19,9;75,4;;
1725;2022-05-27 10:56;20;75,4;;
1726;2022-05-27 11:01;20;75,4;;
1727;2022-05-27 11:06;20;75;;
1728;2022-05-27 11:11;20;74,6;;
1729;2022-05-27 11:16;20,1;74,6;;
1730;2022-05-27 11:21;20,1;74,6;;
1731;2022-05-27 11:26;20,1;74,6;;
1732;2022-05-27 11:31;20,2;74,2;;
1733;2022-05-27 11:36;20,2;74,6;;
1734;2022-05-27 11:41;20,2;74,2;;
1735;2022-05-27 11:46;20,2;73,8;;
1736;2022-05-27 11:51;20,2;73,8;;
1737;2022-05-27 11:56;20,2;73,8;;
1738;2022-05-27 12:01;20,2;73,3;;
1739;2022-05-27 12:06;20,3;73,3;;
1740;2022-05-27 12:11;20,3;72,9;;
1741;2022-05-27 12:16;20,3;72,9;;
1742;2022-05-27 12:21;20,3;72,9;;
1743;2022-05-27 12:26;20,3;72,5;;
1744;2022-05-27 12:31;20,3;72;;
1745;2022-05-27 12:36;20,3;72;;
1746;2022-05-27 12:41;20,3;71,6;;
1747;2022-05-27 12:46;20,3;71,1;;
1748;2022-05-27 12:51;20,2;71,1;;
1749;2022-05-27 12:56;20,3;70,7;;
1750;2022-05-27 13:01;20,3;70,3;;
1751;2022-05-27 13:06;20,3;70,3;;
1752;2022-05-27 13:11;20,3;70,3;;
1753;2022-05-27 13:16;20,3;69,8;;
1754;2022-05-27 13:21;20,3;69,8;;
1755;2022-05-27 13:26;20,3;69,8;;
1756;2022-05-27 13:31;20,3;69,8;;
1757;2022-05-27 13:36;20,3;69,8;;
1758;2022-05-27 13:41;20,3;69,8;;
1759;2022-05-27 13:46;20,4;69,8;;
1760;2022-05-27 13:51;20,4;69,8;;
1761;2022-05-27 13:56;20,5;69,9;;
1762;2022-05-27 14:01;20,5;70,3;;
1763;2022-05-27 14:06;20,5;70,8;;
1764;2022-05-27 14:11;20,6;70,8;;
1765;2022-05-27 14:16;20,6;71,2;;
1766;2022-05-27 14:21;20,6;71,2;;
1767;2022-05-27 14:26;20,6;71,2;;
1768;2022-05-27 14:31;20,7;71,7;;
1769;2022-05-27 14:36;20,7;72,1;;
1770;2022-05-27 14:41;20,7;72,1;;
1771;2022-05-27 14:46;20,8;72,6;;
1772;2022-05-27 14:51;20,8;72,6;;
1773;2022-05-27 14:56;20,9;72,6;;
1774;2022-05-27 15:01;20,9;72,1;;
1775;2022-05-27 15:06;20,8;72,1;;
1776;2022-05-27 15:11;20,8;72,1;;
