RC-4HC Temperature+Humidity Data Logger;;;;
User Information;RC-4HC Data Logger V556;;;
Number;719AH10153;;;
Interval    ;0:5:0 H:M:S;;;
Delay Time;0.0 H;;;
Data Sum;28/10/1905 0:00;;;
Temperature Maximum;28.5°C;;;
Temperature Minimum;19.3°C;;;
Temperature Average;22.9°C;;;
Temperature Alarm Upper Limit;60.0°C;;;
Temperature Alarm Lower Limit;-30.0°C;;;
Humidity Maximum;49.1%RH;;;
Humidity Minimum;33.4%RH;;;
Humidity Average;43.1%RH;;;
Humidity Alarm Upper Limit;90%RH;;;
Humidity Alarm Lower Limit;20%RH;;;
Start Time;03/03/2022 12:57;;;
End Time;10/03/2022 22:12;;;
Date Format;yyyy-MM-dd HH:mm:ss;;;
Temperature Unit;°C;;;
Number;Time;Temperature°C;Humidity%RH;
513;05/03/2022 7:37;21;46.8;
514;05/03/2022 7:42;21;46.8;
515;05/03/2022 7:47;21;46.8;
516;05/03/2022 7:52;21;46.8;
517;05/03/2022 7:57;21;46.8;
518;05/03/2022 8:02;21;46.8;
519;05/03/2022 8:07;21;46.8;
520;05/03/2022 8:12;21;46.8;
521;05/03/2022 8:17;20.9;46.8;
522;05/03/2022 8:22;21;46.8;
523;05/03/2022 8:27;20.9;46.8;
524;05/03/2022 8:32;20.9;46.8;
525;05/03/2022 8:37;20.9;46.8;
526;05/03/2022 8:42;20.9;46.8;
527;05/03/2022 8:47;20.9;46.8;
528;05/03/2022 8:52;20.9;46.8;
529;05/03/2022 8:57;20.9;46.8;
530;05/03/2022 9:02;20.9;46.8;
531;05/03/2022 9:07;20.9;46.8;
532;05/03/2022 9:12;20.9;46.8;
533;05/03/2022 9:17;20.9;46.8;
534;05/03/2022 9:22;21;46.8;
535;05/03/2022 9:27;21;46.8;
536;05/03/2022 9:32;21;46.8;
537;05/03/2022 9:37;21;46.8;
538;05/03/2022 9:42;21;46.8;
539;05/03/2022 9:47;21;46.8;
540;05/03/2022 9:52;21;46.8;
541;05/03/2022 9:57;21.1;46.8;
542;05/03/2022 10:02;21.1;46.8;
543;05/03/2022 10:07;21.2;46.8;
544;05/03/2022 10:12;21.2;46.8;
545;05/03/2022 10:17;21.3;46.8;
546;05/03/2022 10:22;21.3;46.8;
547;05/03/2022 10:27;21.4;46.8;
548;05/03/2022 10:32;21.4;46.8;
549;05/03/2022 10:37;21.5;46.9;
550;05/03/2022 10:42;21.5;46.9;
551;05/03/2022 10:47;21.6;46.9;
552;05/03/2022 10:52;21.6;46.9;
553;05/03/2022 10:57;21.7;46.9;
554;05/03/2022 11:02;21.7;46.9;
555;05/03/2022 11:07;21.8;46.9;
556;05/03/2022 11:12;21.8;46.9;
557;05/03/2022 11:17;21.9;46.9;
558;05/03/2022 11:22;21.9;46.9;
559;05/03/2022 11:27;22;46.9;
560;05/03/2022 11:32;22;46.9;
561;05/03/2022 11:37;22.1;46.4;
562;05/03/2022 11:42;22.1;46.4;
563;05/03/2022 11:47;22.2;46.4;
564;05/03/2022 11:52;22.2;46.4;
565;05/03/2022 11:57;22.2;46.4;
566;05/03/2022 12:02;22.3;46.4;
567;05/03/2022 12:07;22.3;46.4;
568;05/03/2022 12:12;22.4;46.4;
569;05/03/2022 12:17;22.5;45.9;
570;05/03/2022 12:22;22.5;45.9;
571;05/03/2022 12:27;22.6;46;
572;05/03/2022 12:32;22.7;46;
573;05/03/2022 12:37;22.7;46;
574;05/03/2022 12:42;22.8;46;
575;05/03/2022 12:47;22.9;46;
576;05/03/2022 12:52;22.9;46;
577;05/03/2022 12:57;23;46;
578;05/03/2022 13:02;23.1;45.5;
579;05/03/2022 13:07;23.1;45;
580;05/03/2022 13:12;23.2;45;
581;05/03/2022 13:17;23.3;45;
582;05/03/2022 13:22;23.4;45;
583;05/03/2022 13:27;23.5;44.5;
584;05/03/2022 13:32;23.7;45.6;
585;05/03/2022 13:37;23.7;45;
586;05/03/2022 13:42;23.9;45.6;
587;05/03/2022 13:47;24;45.6;
588;05/03/2022 13:52;24.1;45.1;
589;05/03/2022 13:57;24.2;45.6;
590;05/03/2022 14:02;24.4;46.2;
591;05/03/2022 14:07;24.5;45.1;
592;05/03/2022 14:12;24.6;45.1;
593;05/03/2022 14:17;24.7;45.1;
594;05/03/2022 14:22;24.8;45.2;
595;05/03/2022 14:27;24.9;45.2;
596;05/03/2022 14:32;25;44.7;
597;05/03/2022 14:37;25;45.2;
598;05/03/2022 14:42;25.2;44.7;
599;05/03/2022 14:47;25.2;44.1;
600;05/03/2022 14:52;25.2;44.2;
601;05/03/2022 14:57;25.3;44.2;
602;05/03/2022 15:02;25.4;44.2;
603;05/03/2022 15:07;25.4;44.2;
604;05/03/2022 15:12;25.5;44.2;
605;05/03/2022 15:17;25.4;43.6;
606;05/03/2022 15:22;25.5;43.1;
607;05/03/2022 15:27;25.6;43.7;
608;05/03/2022 15:32;25.6;43.7;
609;05/03/2022 15:37;25.7;43.1;
610;05/03/2022 15:42;25.8;43.1;
611;05/03/2022 15:47;25.9;43.2;
612;05/03/2022 15:52;26;42.6;
613;05/03/2022 15:57;26.1;42.6;
614;05/03/2022 16:02;26.1;42.1;
615;05/03/2022 16:07;26.2;42.1;
616;05/03/2022 16:12;26.2;42.1;
617;05/03/2022 16:17;26.2;42.1;
618;05/03/2022 16:22;26.3;42.1;
619;05/03/2022 16:27;26.4;41.6;
620;05/03/2022 16:32;26.4;41.6;
621;05/03/2022 16:37;26.5;41.1;
622;05/03/2022 16:42;26.5;41.1;
623;05/03/2022 16:47;26.5;41.1;
624;05/03/2022 16:52;26.6;41.1;
625;05/03/2022 16:57;26.6;41.1;
626;05/03/2022 17:02;26.6;40.5;
627;05/03/2022 17:07;26.6;40.5;
628;05/03/2022 17:12;26.6;40.5;
629;05/03/2022 17:17;26.6;40;
630;05/03/2022 17:22;26.6;40;
631;05/03/2022 17:27;26.6;40;
632;05/03/2022 17:32;26.6;40;
633;05/03/2022 17:37;26.6;40;
634;05/03/2022 17:42;26.5;40;
635;05/03/2022 17:47;26.5;40;
636;05/03/2022 17:52;26.4;40;
637;05/03/2022 17:57;26.4;39.4;
638;05/03/2022 18:02;26.4;40;
639;05/03/2022 18:07;26.3;40;
640;05/03/2022 18:12;26.2;39.4;
641;05/03/2022 18:17;26.2;39.4;
642;05/03/2022 18:22;26.1;39.4;
643;05/03/2022 18:27;26;38.8;
644;05/03/2022 18:32;25.9;38.8;
645;05/03/2022 18:37;25.8;38.8;
646;05/03/2022 18:42;25.8;38.8;
647;05/03/2022 18:47;25.7;37.7;
648;05/03/2022 18:52;25.6;38.2;
649;05/03/2022 18:57;25.5;37.7;
650;05/03/2022 19:02;25.4;38.2;
651;05/03/2022 19:07;25.4;37.7;
652;05/03/2022 19:12;25.3;37.7;
653;05/03/2022 19:17;25.2;38.2;
654;05/03/2022 19:22;25.1;37.6;
655;05/03/2022 19:27;25;37.6;
656;05/03/2022 19:32;25;38.2;
657;05/03/2022 19:37;24.9;38.2;
658;05/03/2022 19:42;24.8;37.6;
659;05/03/2022 19:47;24.8;38.7;
660;05/03/2022 19:52;24.7;38.7;
661;05/03/2022 19:57;24.7;38.7;
662;05/03/2022 20:02;24.6;38.7;
663;05/03/2022 20:07;24.5;38.7;
664;05/03/2022 20:12;24.4;38.7;
665;05/03/2022 20:17;24.4;38.7;
666;05/03/2022 20:22;24.3;39.2;
667;05/03/2022 20:27;24.2;39.2;
668;05/03/2022 20:32;24.1;39.2;
669;05/03/2022 20:37;24.1;39.2;
670;05/03/2022 20:42;24;39.7;
671;05/03/2022 20:47;24;39.7;
672;05/03/2022 20:52;23.9;40.3;
673;05/03/2022 20:57;23.8;40.8;
674;05/03/2022 21:02;23.7;40.8;
675;05/03/2022 21:07;23.6;40.8;
676;05/03/2022 21:12;23.6;40.8;
677;05/03/2022 21:17;23.5;40.7;
678;05/03/2022 21:22;23.5;40.7;
679;05/03/2022 21:27;23.4;41.3;
680;05/03/2022 21:32;23.4;41.3;
681;05/03/2022 21:37;23.3;41.3;
682;05/03/2022 21:42;23.3;41.8;
683;05/03/2022 21:47;23.2;41.8;
684;05/03/2022 21:52;23.2;41.8;
685;05/03/2022 21:57;23.2;41.8;
686;05/03/2022 22:02;23.2;41.8;
687;05/03/2022 22:07;23.1;41.8;
688;05/03/2022 22:12;23.1;41.8;
689;05/03/2022 22:17;23;41.8;
690;05/03/2022 22:22;23;41.8;
691;05/03/2022 22:27;23;41.8;
692;05/03/2022 22:32;23;41.8;
693;05/03/2022 22:37;23;41.8;
694;05/03/2022 22:42;22.9;41.8;
695;05/03/2022 22:47;22.9;41.8;
696;05/03/2022 22:52;22.9;41.8;
697;05/03/2022 22:57;22.9;42.3;
698;05/03/2022 23:02;22.9;42.3;
699;05/03/2022 23:07;22.8;42.3;
700;05/03/2022 23:12;22.8;42.3;
701;05/03/2022 23:17;22.8;42.3;
702;05/03/2022 23:22;22.7;42.3;
703;05/03/2022 23:27;22.7;42.3;
704;05/03/2022 23:32;22.7;42.3;
705;05/03/2022 23:37;22.6;42.8;
706;05/03/2022 23:42;22.6;42.8;
707;05/03/2022 23:47;22.6;42.8;
708;05/03/2022 23:52;22.5;42.8;
709;05/03/2022 23:57;22.5;42.8;
710;06/03/2022 0:02;22.5;42.8;
711;06/03/2022 0:07;22.5;42.8;
712;06/03/2022 0:12;22.4;42.8;
713;06/03/2022 0:17;22.4;42.8;
714;06/03/2022 0:22;22.4;42.8;
715;06/03/2022 0:27;22.3;42.8;
716;06/03/2022 0:32;22.3;42.8;
717;06/03/2022 0:37;22.3;42.8;
718;06/03/2022 0:42;22.2;42.7;
719;06/03/2022 0:47;22.2;42.7;
720;06/03/2022 0:52;22.2;42.7;
721;06/03/2022 0:57;22.2;43.3;
722;06/03/2022 1:02;22.2;42.7;
723;06/03/2022 1:07;22.1;43.3;
724;06/03/2022 1:12;22.1;43.3;
725;06/03/2022 1:17;22.1;43.3;
726;06/03/2022 1:22;22;43.3;
727;06/03/2022 1:27;22;43.3;
728;06/03/2022 1:32;22;43.2;
729;06/03/2022 1:37;22;43.2;
730;06/03/2022 1:42;21.9;43.8;
731;06/03/2022 1:47;21.9;43.8;
732;06/03/2022 1:52;21.8;43.8;
733;06/03/2022 1:57;21.8;43.8;
734;06/03/2022 2:02;21.8;43.8;
735;06/03/2022 2:07;21.8;43.8;
736;06/03/2022 2:12;21.7;43.8;
737;06/03/2022 2:17;21.7;43.8;
738;06/03/2022 2:22;21.7;43.7;
739;06/03/2022 2:27;21.7;43.7;
740;06/03/2022 2:32;21.6;43.7;
741;06/03/2022 2:37;21.6;43.7;
742;06/03/2022 2:42;21.6;43.7;
743;06/03/2022 2:47;21.5;43.7;
744;06/03/2022 2:52;21.5;43.7;
745;06/03/2022 2:57;21.5;43.7;
746;06/03/2022 3:02;21.5;43.7;
747;06/03/2022 3:07;21.5;43.7;
748;06/03/2022 3:12;21.4;44.2;
749;06/03/2022 3:17;21.4;44.2;
750;06/03/2022 3:22;21.4;44.2;
751;06/03/2022 3:27;21.4;44.2;
752;06/03/2022 3:32;21.3;44.2;
753;06/03/2022 3:37;21.3;44.2;
754;06/03/2022 3:42;21.3;44.2;
755;06/03/2022 3:47;21.2;44.2;
756;06/03/2022 3:52;21.2;44.2;
757;06/03/2022 3:57;21.2;44.2;
758;06/03/2022 4:02;21.2;44.7;
759;06/03/2022 4:07;21.2;44.7;
760;06/03/2022 4:12;21.1;44.7;
761;06/03/2022 4:17;21.1;44.7;
762;06/03/2022 4:22;21.1;44.7;
763;06/03/2022 4:27;21.1;44.7;
764;06/03/2022 4:32;21.1;44.7;
765;06/03/2022 4:37;21;44.7;
766;06/03/2022 4:42;21;44.7;
767;06/03/2022 4:47;21;44.7;
768;06/03/2022 4:52;21;44.7;
769;06/03/2022 4:57;21;44.7;
770;06/03/2022 5:02;21;44.7;
771;06/03/2022 5:07;20.9;44.7;
772;06/03/2022 5:12;20.9;44.7;
773;06/03/2022 5:17;20.9;44.7;
774;06/03/2022 5:22;20.9;44.7;
775;06/03/2022 5:27;20.9;44.7;
776;06/03/2022 5:32;20.9;44.7;
777;06/03/2022 5:37;20.9;44.7;
778;06/03/2022 5:42;20.9;44.7;
779;06/03/2022 5:47;20.8;44.7;
780;06/03/2022 5:52;20.8;44.7;
781;06/03/2022 5:57;20.8;44.7;
782;06/03/2022 6:02;20.8;44.7;
783;06/03/2022 6:07;20.7;44.7;
784;06/03/2022 6:12;20.7;45.2;
785;06/03/2022 6:17;20.7;45.2;
786;06/03/2022 6:22;20.7;45.2;
787;06/03/2022 6:27;20.7;45.2;
788;06/03/2022 6:32;20.7;45.2;
789;06/03/2022 6:37;20.6;45.2;
790;06/03/2022 6:42;20.6;45.2;
791;06/03/2022 6:47;20.6;45.2;
792;06/03/2022 6:52;20.6;45.2;
793;06/03/2022 6:57;20.6;45.2;
794;06/03/2022 7:02;20.6;45.2;
795;06/03/2022 7:07;20.5;45.2;
796;06/03/2022 7:12;20.5;45.2;
797;06/03/2022 7:17;20.5;45.2;
798;06/03/2022 7:22;20.5;45.7;
799;06/03/2022 7:27;20.5;45.2;
800;06/03/2022 7:32;20.5;45.7;
801;06/03/2022 7:37;20.5;45.7;
802;06/03/2022 7:42;20.5;45.7;
803;06/03/2022 7:47;20.4;45.7;
804;06/03/2022 7:52;20.4;45.7;
805;06/03/2022 7:57;20.4;45.7;
806;06/03/2022 8:02;20.4;45.7;
807;06/03/2022 8:07;20.4;45.7;
808;06/03/2022 8:12;20.4;45.7;
809;06/03/2022 8:17;20.4;45.7;
810;06/03/2022 8:22;20.4;45.7;
811;06/03/2022 8:27;20.3;45.7;
812;06/03/2022 8:32;20.3;45.7;
813;06/03/2022 8:37;20.3;45.7;
814;06/03/2022 8:42;20.3;45.7;
815;06/03/2022 8:47;20.3;45.7;
816;06/03/2022 8:52;20.3;45.7;
817;06/03/2022 8:57;20.3;45.7;
818;06/03/2022 9:02;20.3;45.7;
819;06/03/2022 9:07;20.3;45.7;
820;06/03/2022 9:12;20.3;45.7;
821;06/03/2022 9:17;20.4;45.7;
822;06/03/2022 9:22;20.4;45.7;
823;06/03/2022 9:27;20.4;45.7;
824;06/03/2022 9:32;20.4;45.7;
825;06/03/2022 9:37;20.4;45.7;
826;06/03/2022 9:42;20.5;45.7;
827;06/03/2022 9:47;20.5;45.7;
828;06/03/2022 9:52;20.5;45.7;
829;06/03/2022 9:57;20.5;45.7;
830;06/03/2022 10:02;20.6;45.7;
831;06/03/2022 10:07;20.6;45.7;
832;06/03/2022 10:12;20.7;45.7;
833;06/03/2022 10:17;20.7;45.7;
834;06/03/2022 10:22;20.8;45.7;
835;06/03/2022 10:27;20.9;45.7;
836;06/03/2022 10:32;20.9;45.2;
837;06/03/2022 10:37;20.9;45.8;
838;06/03/2022 10:42;21;45.2;
839;06/03/2022 10:47;21;45.2;
840;06/03/2022 10:52;21.1;45.3;
841;06/03/2022 10:57;21.2;45.3;
842;06/03/2022 11:02;21.3;45.3;
843;06/03/2022 11:07;21.4;44.8;
844;06/03/2022 11:12;21.4;45.3;
845;06/03/2022 11:17;21.5;44.8;
846;06/03/2022 11:22;21.6;44.8;
847;06/03/2022 11:27;21.6;44.8;
848;06/03/2022 11:32;21.7;44.8;
849;06/03/2022 11:37;21.8;44.8;
850;06/03/2022 11:42;21.9;44.8;
851;06/03/2022 11:47;22;44.8;
852;06/03/2022 11:52;22.1;44.3;
853;06/03/2022 11:57;22.2;44.3;
854;06/03/2022 12:02;22.3;44.3;
855;06/03/2022 12:07;22.4;44.3;
856;06/03/2022 12:12;22.5;44.4;
857;06/03/2022 12:17;22.6;43.8;
858;06/03/2022 12:22;22.7;43.8;
859;06/03/2022 12:27;22.8;43.9;
860;06/03/2022 12:32;22.8;43.9;
861;06/03/2022 12:37;22.9;43.9;
862;06/03/2022 12:42;22.9;43.9;
863;06/03/2022 12:47;22.9;43.4;
864;06/03/2022 12:52;22.9;43.4;
865;06/03/2022 12:57;23;42.8;
866;06/03/2022 13:02;23;42.8;
867;06/03/2022 13:07;23;42.8;
868;06/03/2022 13:12;23;42.8;
869;06/03/2022 13:17;23;42.8;
870;06/03/2022 13:22;23.1;42.8;
871;06/03/2022 13:27;23;42.8;
872;06/03/2022 13:32;23;42.8;
873;06/03/2022 13:37;23.1;42.8;
874;06/03/2022 13:42;23;42.8;
875;06/03/2022 13:47;23.1;42.8;
876;06/03/2022 13:52;23.1;42.8;
877;06/03/2022 13:57;23.1;42.8;
878;06/03/2022 14:02;23.1;42.8;
879;06/03/2022 14:07;23.1;42.8;
880;06/03/2022 14:12;23.1;42.8;
881;06/03/2022 14:17;23.2;42.9;
882;06/03/2022 14:22;23.2;42.3;
883;06/03/2022 14:27;23.2;42.9;
884;06/03/2022 14:32;23.2;42.3;
885;06/03/2022 14:37;23.2;42.3;
886;06/03/2022 14:42;23.3;42.3;
887;06/03/2022 14:47;23.3;42.3;
888;06/03/2022 14:52;23.3;42.3;
889;06/03/2022 14:57;23.3;42.3;
890;06/03/2022 15:02;23.3;42.3;
891;06/03/2022 15:07;23.3;42.3;
892;06/03/2022 15:12;23.3;42.3;
893;06/03/2022 15:17;23.3;41.8;
894;06/03/2022 15:22;23.3;42.3;
895;06/03/2022 15:27;23.3;41.8;
896;06/03/2022 15:32;23.3;41.8;
897;06/03/2022 15:37;23.3;42.3;
898;06/03/2022 15:42;23.3;41.8;
899;06/03/2022 15:47;23.3;42.3;
900;06/03/2022 15:52;23.3;41.8;
901;06/03/2022 15:57;23.3;41.8;
902;06/03/2022 16:02;23.4;41.8;
903;06/03/2022 16:07;23.3;41.8;
904;06/03/2022 16:12;23.3;41.8;
905;06/03/2022 16:17;23.3;41.8;
906;06/03/2022 16:22;23.4;41.8;
907;06/03/2022 16:27;23.4;41.8;
908;06/03/2022 16:32;23.4;41.8;
909;06/03/2022 16:37;23.3;41.8;
910;06/03/2022 16:42;23.3;41.8;
911;06/03/2022 16:47;23.3;41.8;
912;06/03/2022 16:52;23.3;41.8;
913;06/03/2022 16:57;23.3;41.8;
914;06/03/2022 17:02;23.3;41.8;
915;06/03/2022 17:07;23.3;41.8;
916;06/03/2022 17:12;23.3;41.8;
917;06/03/2022 17:17;23.3;41.8;
918;06/03/2022 17:22;23.3;41.8;
919;06/03/2022 17:27;23.3;41.8;
920;06/03/2022 17:32;23.3;41.8;
921;06/03/2022 17:37;23.3;41.8;
922;06/03/2022 17:42;23.2;41.8;
923;06/03/2022 17:47;23.3;41.8;
924;06/03/2022 17:52;23.3;41.8;
925;06/03/2022 17:57;23.3;41.8;
926;06/03/2022 18:02;23.3;41.8;
927;06/03/2022 18:07;23.3;41.8;
928;06/03/2022 18:12;23.2;41.8;
929;06/03/2022 18:17;23.3;41.8;
930;06/03/2022 18:22;23.2;41.8;
931;06/03/2022 18:27;23.2;41.8;
932;06/03/2022 18:32;23.2;41.8;
933;06/03/2022 18:37;23.3;41.8;
934;06/03/2022 18:42;23.3;41.8;
935;06/03/2022 18:47;23.2;41.8;
936;06/03/2022 18:52;23.2;41.8;
937;06/03/2022 18:57;23.2;41.8;
938;06/03/2022 19:02;23.2;41.8;
939;06/03/2022 19:07;23.1;41.8;
940;06/03/2022 19:12;23.1;41.8;
941;06/03/2022 19:17;23.1;41.8;
942;06/03/2022 19:22;23.1;41.8;
943;06/03/2022 19:27;23.1;41.8;
944;06/03/2022 19:32;23.1;41.8;
945;06/03/2022 19:37;23;41.8;
946;06/03/2022 19:42;23;41.8;
947;06/03/2022 19:47;23;41.8;
948;06/03/2022 19:52;23;41.8;
949;06/03/2022 19:57;23;41.8;
950;06/03/2022 20:02;23;42.3;
951;06/03/2022 20:07;22.9;42.3;
952;06/03/2022 20:12;22.9;41.8;
953;06/03/2022 20:17;22.9;42.3;
954;06/03/2022 20:22;22.9;42.3;
955;06/03/2022 20:27;22.9;42.3;
956;06/03/2022 20:32;22.9;42.3;
957;06/03/2022 20:37;22.9;42.3;
958;06/03/2022 20:42;22.8;42.3;
959;06/03/2022 20:47;22.8;42.3;
960;06/03/2022 20:52;22.8;42.3;
961;06/03/2022 20:57;22.7;42.3;
962;06/03/2022 21:02;22.7;42.3;
963;06/03/2022 21:07;22.7;42.8;
964;06/03/2022 21:12;22.6;42.8;
965;06/03/2022 21:17;22.6;42.8;
966;06/03/2022 21:22;22.6;42.8;
967;06/03/2022 21:27;22.5;42.8;
968;06/03/2022 21:32;22.5;42.8;
969;06/03/2022 21:37;22.5;42.8;
970;06/03/2022 21:42;22.4;42.8;
971;06/03/2022 21:47;22.4;42.8;
972;06/03/2022 21:52;22.4;42.8;
973;06/03/2022 21:57;22.3;42.8;
974;06/03/2022 22:02;22.3;42.8;
975;06/03/2022 22:07;22.3;42.8;
976;06/03/2022 22:12;22.2;42.7;
977;06/03/2022 22:17;22.2;42.7;
978;06/03/2022 22:22;22.2;42.7;
979;06/03/2022 22:27;22.1;42.7;
980;06/03/2022 22:32;22.1;42.7;
981;06/03/2022 22:37;22.1;42.7;
982;06/03/2022 22:42;22;42.7;
983;06/03/2022 22:47;22;42.7;
984;06/03/2022 22:52;22;42.7;
985;06/03/2022 22:57;21.9;43.2;
986;06/03/2022 23:02;21.9;43.2;
987;06/03/2022 23:07;21.8;43.2;
988;06/03/2022 23:12;21.8;43.2;
989;06/03/2022 23:17;21.7;43.2;
990;06/03/2022 23:22;21.7;43.2;
991;06/03/2022 23:27;21.7;43.7;
992;06/03/2022 23:32;21.6;43.2;
993;06/03/2022 23:37;21.6;43.7;
994;06/03/2022 23:42;21.6;43.7;
995;06/03/2022 23:47;21.5;43.7;
996;06/03/2022 23:52;21.5;43.7;
997;06/03/2022 23:57;21.5;43.7;
998;07/03/2022 0:02;21.5;43.7;
999;07/03/2022 0:07;21.4;43.7;
1000;07/03/2022 0:12;21.4;43.7;
1001;07/03/2022 0:17;21.4;43.7;
1002;07/03/2022 0:22;21.3;43.7;
1003;07/03/2022 0:27;21.3;43.7;
1004;07/03/2022 0:32;21.3;43.7;
1005;07/03/2022 0:37;21.2;43.7;
1006;07/03/2022 0:42;21.2;43.7;
1007;07/03/2022 0:47;21.1;43.7;
1008;07/03/2022 0:52;21.1;43.7;
1009;07/03/2022 0:57;21.1;43.7;
1010;07/03/2022 1:02;21;44.2;
1011;07/03/2022 1:07;21;44.2;
1012;07/03/2022 1:12;21;44.2;
1013;07/03/2022 1:17;20.9;44.2;
1014;07/03/2022 1:22;20.9;44.2;
1015;07/03/2022 1:27;20.9;44.2;
1016;07/03/2022 1:32;20.9;44.2;
1017;07/03/2022 1:37;20.8;44.2;
1018;07/03/2022 1:42;20.8;44.2;
1019;07/03/2022 1:47;20.8;44.2;
1020;07/03/2022 1:52;20.7;44.2;
1021;07/03/2022 1:57;20.7;44.2;
1022;07/03/2022 2:02;20.7;44.7;
1023;07/03/2022 2:07;20.7;44.7;
1024;07/03/2022 2:12;20.6;44.7;
1025;07/03/2022 2:17;20.6;44.7;
1026;07/03/2022 2:22;20.6;44.7;
1027;07/03/2022 2:27;20.6;44.7;
1028;07/03/2022 2:32;20.5;44.7;
1029;07/03/2022 2:37;20.5;44.7;
1030;07/03/2022 2:42;20.5;44.7;
1031;07/03/2022 2:47;20.5;44.7;
1032;07/03/2022 2:52;20.4;44.7;
1033;07/03/2022 2:57;20.4;44.7;
1034;07/03/2022 3:02;20.4;44.7;
1035;07/03/2022 3:07;20.4;44.6;
1036;07/03/2022 3:12;20.3;44.6;
1037;07/03/2022 3:17;20.3;44.6;
1038;07/03/2022 3:22;20.3;44.6;
1039;07/03/2022 3:27;20.3;44.6;
1040;07/03/2022 3:32;20.3;44.6;
1041;07/03/2022 3:37;20.3;44.6;
1042;07/03/2022 3:42;20.3;44.6;
1043;07/03/2022 3:47;20.2;44.6;
1044;07/03/2022 3:52;20.2;44.6;
1045;07/03/2022 3:57;20.2;44.6;
1046;07/03/2022 4:02;20.2;44.6;
1047;07/03/2022 4:07;20.2;44.6;
1048;07/03/2022 4:12;20.1;44.6;
1049;07/03/2022 4:17;20.1;44.6;
1050;07/03/2022 4:22;20.1;45.1;
1051;07/03/2022 4:27;20.1;44.6;
1052;07/03/2022 4:32;20;44.6;
1053;07/03/2022 4:37;20;45.1;
1054;07/03/2022 4:42;20;45.1;
1055;07/03/2022 4:47;20;45.1;
1056;07/03/2022 4:52;20;45.1;
1057;07/03/2022 4:57;19.9;45.1;
1058;07/03/2022 5:02;19.9;45.1;
1059;07/03/2022 5:07;19.9;45.1;
1060;07/03/2022 5:12;19.9;45.1;
1061;07/03/2022 5:17;19.9;45.1;
1062;07/03/2022 5:22;19.9;45.1;
1063;07/03/2022 5:27;19.8;45.1;
1064;07/03/2022 5:32;19.8;45.1;
1065;07/03/2022 5:37;19.8;45.1;
1066;07/03/2022 5:42;19.8;45.1;
1067;07/03/2022 5:47;19.8;45.1;
1068;07/03/2022 5:52;19.8;45.1;
1069;07/03/2022 5:57;19.8;45.1;
1070;07/03/2022 6:02;19.7;45.1;
1071;07/03/2022 6:07;19.7;45.1;
1072;07/03/2022 6:12;19.7;45.1;
1073;07/03/2022 6:17;19.7;45.6;
1074;07/03/2022 6:22;19.7;45.6;
1075;07/03/2022 6:27;19.7;45.6;
1076;07/03/2022 6:32;19.6;45.6;
1077;07/03/2022 6:37;19.6;45.6;
1078;07/03/2022 6:42;19.6;45.6;
1079;07/03/2022 6:47;19.6;45.6;
1080;07/03/2022 6:52;19.6;45.6;
1081;07/03/2022 6:57;19.6;45.6;
1082;07/03/2022 7:02;19.5;45.6;
1083;07/03/2022 7:07;19.5;45.6;
1084;07/03/2022 7:12;19.5;45.6;
1085;07/03/2022 7:17;19.5;45.6;
1086;07/03/2022 7:22;19.5;45.6;
1087;07/03/2022 7:27;19.5;45.6;
1088;07/03/2022 7:32;19.5;45.6;
1089;07/03/2022 7:37;19.4;45.6;
1090;07/03/2022 7:42;19.4;45.6;
1091;07/03/2022 7:47;19.4;45.6;
1092;07/03/2022 7:52;19.4;45.6;
1093;07/03/2022 7:57;19.4;45.6;
1094;07/03/2022 8:02;19.4;45.6;
1095;07/03/2022 8:07;19.3;45.6;
1096;07/03/2022 8:12;19.3;45.6;
1097;07/03/2022 8:17;19.3;45.6;
1098;07/03/2022 8:22;19.3;45.6;
1099;07/03/2022 8:27;19.3;45.6;
1100;07/03/2022 8:32;19.3;45.6;
1101;07/03/2022 8:37;19.3;45.6;
1102;07/03/2022 8:42;19.3;45.6;
1103;07/03/2022 8:47;19.3;46.1;
1104;07/03/2022 8:52;19.3;46.6;
1105;07/03/2022 8:57;19.3;46.6;
1106;07/03/2022 9:02;19.4;46.6;
1107;07/03/2022 9:07;19.4;46.6;
1108;07/03/2022 9:12;19.4;46.6;
1109;07/03/2022 9:17;19.4;46.6;
1110;07/03/2022 9:22;19.5;46.6;
1111;07/03/2022 9:27;19.5;46.6;
1112;07/03/2022 9:32;19.6;46.6;
1113;07/03/2022 9:37;19.6;46.6;
1114;07/03/2022 9:42;19.7;46.6;
1115;07/03/2022 9:47;19.7;46.6;
1116;07/03/2022 9:52;19.7;46.6;
1117;07/03/2022 9:57;19.8;46.6;
1118;07/03/2022 10:02;19.8;46.7;
1119;07/03/2022 10:07;19.9;46.7;
1120;07/03/2022 10:12;20;46.7;
1121;07/03/2022 10:17;20.1;46.2;
1122;07/03/2022 10:22;20.1;46.2;
1123;07/03/2022 10:27;20.2;46.2;
1124;07/03/2022 10:32;20.3;46.2;
1125;07/03/2022 10:37;20.3;46.2;
1126;07/03/2022 10:42;20.4;46.2;
1127;07/03/2022 10:47;20.5;46.2;
1128;07/03/2022 10:52;20.6;46.2;
1129;07/03/2022 10:57;20.8;46.2;
1130;07/03/2022 11:02;20.9;45.7;
1131;07/03/2022 11:07;20.9;45.8;
1132;07/03/2022 11:12;21;45.8;
