RC-4HC Temperature+Humidity Data Logger;;;;
User Information;RC-4HC Data Logger V556;;;
Number;719AH10153;;;
Interval    ;0:5:0 H:M:S;;;
Delay Time;0.0 H;;;
Data Sum;28/10/1905 0:00;;;
Temperature Maximum;28.5°C;;;
Temperature Minimum;19.3°C;;;
Temperature Average;22.9°C;;;
Temperature Alarm Upper Limit;60.0°C;;;
Temperature Alarm Lower Limit;-30.0°C;;;
Humidity Maximum;49.1%RH;;;
Humidity Minimum;33.4%RH;;;
Humidity Average;43.1%RH;;;
Humidity Alarm Upper Limit;90%RH;;;
Humidity Alarm Lower Limit;20%RH;;;
Start Time;03/03/2022 12:57;;;
End Time;10/03/2022 22:12;;;
Date Format;yyyy-MM-dd HH:mm:ss;;;
Temperature Unit;°C;;;
Number;Time;Temperature°C;Humidity%RH;
1133;07/03/2022 11:17;21.1;45.8;
1134;07/03/2022 11:22;21.2;45.8;
1135;07/03/2022 11:27;21.4;45.8;
1136;07/03/2022 11:32;21.4;45.8;
1137;07/03/2022 11:37;21.5;45.8;
1138;07/03/2022 11:42;21.6;45.3;
1139;07/03/2022 11:47;21.7;45.3;
1140;07/03/2022 11:52;21.8;45.3;
1141;07/03/2022 11:57;21.9;45.3;
1142;07/03/2022 12:02;22;45.4;
1143;07/03/2022 12:07;22.2;45.4;
1144;07/03/2022 12:12;22.2;44.9;
1145;07/03/2022 12:17;22.4;44.9;
1146;07/03/2022 12:22;22.6;44.9;
1147;07/03/2022 12:27;22.7;44.9;
1148;07/03/2022 12:32;22.8;44.9;
1149;07/03/2022 12:37;22.9;44.4;
1150;07/03/2022 12:42;23;44.4;
1151;07/03/2022 12:47;23.1;44.4;
1152;07/03/2022 12:52;23.1;43.9;
1153;07/03/2022 12:57;23.4;43.9;
1154;07/03/2022 13:02;23.7;43.4;
1155;07/03/2022 13:07;23.8;42.9;
1156;07/03/2022 13:12;23.8;42.9;
1157;07/03/2022 13:17;23.9;42.9;
1158;07/03/2022 13:22;24;42.9;
1159;07/03/2022 13:27;24;42.9;
1160;07/03/2022 13:32;24;42.9;
1161;07/03/2022 13:37;24.1;43;
1162;07/03/2022 13:42;24.2;43;
1163;07/03/2022 13:47;24.3;43;
1164;07/03/2022 13:52;24.4;43;
1165;07/03/2022 13:57;24.6;42.5;
1166;07/03/2022 14:02;24.7;41.9;
1167;07/03/2022 14:07;24.8;42;
1168;07/03/2022 14:12;25;42;
1169;07/03/2022 14:17;25.2;41.5;
1170;07/03/2022 14:22;25.3;41.5;
1171;07/03/2022 14:27;25.4;40.9;
1172;07/03/2022 14:32;25.8;41;
1173;07/03/2022 14:37;25.8;40.4;
1174;07/03/2022 14:42;25.8;40.5;
1175;07/03/2022 14:47;25.9;39.9;
1176;07/03/2022 14:52;26;39.9;
1177;07/03/2022 14:57;26.3;39.4;
1178;07/03/2022 15:02;26.5;38.9;
1179;07/03/2022 15:07;26.7;38.9;
1180;07/03/2022 15:12;26.8;38.9;
1181;07/03/2022 15:17;27;38.4;
1182;07/03/2022 15:22;27.1;37.8;
1183;07/03/2022 15:27;27.1;37.8;
1184;07/03/2022 15:32;27.3;37.9;
1185;07/03/2022 15:37;27.4;37.3;
1186;07/03/2022 15:42;27.7;36.8;
1187;07/03/2022 15:47;27.7;36.8;
1188;07/03/2022 15:52;27.7;36.2;
1189;07/03/2022 15:57;27.7;35.7;
1190;07/03/2022 16:02;27.7;35.7;
1191;07/03/2022 16:07;27.7;35.7;
1192;07/03/2022 16:12;27.7;35.7;
1193;07/03/2022 16:17;27.9;35.7;
1194;07/03/2022 16:22;27.7;35.7;
1195;07/03/2022 16:27;27.6;35.7;
1196;07/03/2022 16:32;27.7;35.7;
1197;07/03/2022 16:37;27.7;35.7;
1198;07/03/2022 16:42;27.7;35.7;
1199;07/03/2022 16:47;27.7;35.7;
1200;07/03/2022 16:52;27.6;35.1;
1201;07/03/2022 16:57;27.6;35.1;
1202;07/03/2022 17:02;27.6;35.1;
1203;07/03/2022 17:07;27.5;35.1;
1204;07/03/2022 17:12;27.7;34.6;
1205;07/03/2022 17:17;27.6;34.5;
1206;07/03/2022 17:22;27.7;34.6;
1207;07/03/2022 17:27;27.8;34;
1208;07/03/2022 17:32;27.8;34;
1209;07/03/2022 17:37;27.8;33.4;
1210;07/03/2022 17:42;27.7;33.4;
1211;07/03/2022 17:47;27.6;33.4;
1212;07/03/2022 17:52;27.4;33.4;
1213;07/03/2022 17:57;27.2;34;
1214;07/03/2022 18:02;27.1;33.4;
1215;07/03/2022 18:07;27;33.9;
1216;07/03/2022 18:12;26.9;33.9;
1217;07/03/2022 18:17;26.7;33.9;
1218;07/03/2022 18:22;26.6;34.5;
1219;07/03/2022 18:27;26.5;34.4;
1220;07/03/2022 18:32;26.4;34.4;
1221;07/03/2022 18:37;26.3;34.4;
1222;07/03/2022 18:42;26.2;34.4;
1223;07/03/2022 18:47;26.1;34.4;
1224;07/03/2022 18:52;26;34.4;
1225;07/03/2022 18:57;25.8;34.4;
1226;07/03/2022 19:02;25.7;34.4;
1227;07/03/2022 19:07;25.6;34.4;
1228;07/03/2022 19:12;25.5;34.4;
1229;07/03/2022 19:17;25.4;34.9;
1230;07/03/2022 19:22;25.4;34.9;
1231;07/03/2022 19:27;25.3;34.9;
1232;07/03/2022 19:32;25.2;34.9;
1233;07/03/2022 19:37;25.1;34.9;
1234;07/03/2022 19:42;25;35.4;
1235;07/03/2022 19:47;24.9;35.4;
1236;07/03/2022 19:52;24.8;35.4;
1237;07/03/2022 19:57;24.8;35.4;
1238;07/03/2022 20:02;24.7;35.4;
1239;07/03/2022 20:07;24.6;35.4;
1240;07/03/2022 20:12;24.5;35.4;
1241;07/03/2022 20:17;24.4;35.4;
1242;07/03/2022 20:22;24.4;35.4;
1243;07/03/2022 20:27;24.3;35.4;
1244;07/03/2022 20:32;24.1;35.4;
1245;07/03/2022 20:37;24.1;36.4;
1246;07/03/2022 20:42;24;37.5;
1247;07/03/2022 20:47;23.9;37.5;
1248;07/03/2022 20:52;23.8;37.5;
1249;07/03/2022 20:57;23.7;37.5;
1250;07/03/2022 21:02;23.6;38.1;
1251;07/03/2022 21:07;23.6;38;
1252;07/03/2022 21:12;23.5;38.6;
1253;07/03/2022 21:17;23.4;38.6;
1254;07/03/2022 21:22;23.3;38.6;
1255;07/03/2022 21:27;23.2;38.6;
1256;07/03/2022 21:32;23.2;38.6;
1257;07/03/2022 21:37;23.1;38.5;
1258;07/03/2022 21:42;23.1;39.1;
1259;07/03/2022 21:47;23.1;39.1;
1260;07/03/2022 21:52;23;39.6;
1261;07/03/2022 21:57;23;39.6;
1262;07/03/2022 22:02;23;39.6;
1263;07/03/2022 22:07;22.9;39.6;
1264;07/03/2022 22:12;22.9;39.6;
1265;07/03/2022 22:17;22.9;39.6;
1266;07/03/2022 22:22;22.9;39.6;
1267;07/03/2022 22:27;22.9;39.6;
1268;07/03/2022 22:32;22.9;39.6;
1269;07/03/2022 22:37;22.8;39.6;
1270;07/03/2022 22:42;22.8;39.6;
1271;07/03/2022 22:47;22.7;39.6;
1272;07/03/2022 22:52;22.7;39.6;
1273;07/03/2022 22:57;22.7;39.6;
1274;07/03/2022 23:02;22.6;40.1;
1275;07/03/2022 23:07;22.6;40.1;
1276;07/03/2022 23:12;22.6;40.1;
1277;07/03/2022 23:17;22.6;40.1;
1278;07/03/2022 23:22;22.5;40.1;
1279;07/03/2022 23:27;22.5;40.1;
1280;07/03/2022 23:32;22.5;40.1;
1281;07/03/2022 23:37;22.4;40.1;
1282;07/03/2022 23:42;22.4;40.6;
1283;07/03/2022 23:47;22.4;40.6;
1284;07/03/2022 23:52;22.3;40.6;
1285;07/03/2022 23:57;22.3;40.6;
1286;08/03/2022 0:02;22.2;40.6;
1287;08/03/2022 0:07;22.2;40.6;
1288;08/03/2022 0:12;22.2;40.6;
1289;08/03/2022 0:17;22.2;40.6;
1290;08/03/2022 0:22;22.2;40.6;
1291;08/03/2022 0:27;22.1;40.6;
1292;08/03/2022 0:32;22.1;40.6;
1293;08/03/2022 0:37;22.1;40.6;
1294;08/03/2022 0:42;22;41.1;
1295;08/03/2022 0:47;22;41.1;
1296;08/03/2022 0:52;22;41.1;
1297;08/03/2022 0:57;21.9;41.1;
1298;08/03/2022 1:02;21.9;41.1;
1299;08/03/2022 1:07;21.9;41.1;
1300;08/03/2022 1:12;21.8;41.6;
1301;08/03/2022 1:17;21.8;41.6;
1302;08/03/2022 1:22;21.7;41.6;
1303;08/03/2022 1:27;21.7;41.6;
1304;08/03/2022 1:32;21.7;41.6;
1305;08/03/2022 1:37;21.6;41.6;
1306;08/03/2022 1:42;21.6;41.6;
1307;08/03/2022 1:47;21.6;41.6;
1308;08/03/2022 1:52;21.5;41.6;
1309;08/03/2022 1:57;21.5;41.6;
1310;08/03/2022 2:02;21.5;41.6;
1311;08/03/2022 2:07;21.5;41.6;
1312;08/03/2022 2:12;21.5;41.6;
1313;08/03/2022 2:17;21.4;41.6;
1314;08/03/2022 2:22;21.4;41.6;
1315;08/03/2022 2:27;21.4;42.1;
1316;08/03/2022 2:32;21.3;42.1;
1317;08/03/2022 2:37;21.3;42.1;
1318;08/03/2022 2:42;21.3;42.1;
1319;08/03/2022 2:47;21.2;42.1;
1320;08/03/2022 2:52;21.2;42.6;
1321;08/03/2022 2:57;21.2;42.6;
1322;08/03/2022 3:02;21.1;42.6;
1323;08/03/2022 3:07;21.1;42.6;
1324;08/03/2022 3:12;21.1;42.6;
1325;08/03/2022 3:17;21;42.6;
1326;08/03/2022 3:22;21;42.6;
1327;08/03/2022 3:27;21;42.6;
1328;08/03/2022 3:32;20.9;42.6;
1329;08/03/2022 3:37;20.9;42.6;
1330;08/03/2022 3:42;20.9;42.6;
1331;08/03/2022 3:47;20.9;42.6;
1332;08/03/2022 3:52;20.9;42.6;
1333;08/03/2022 3:57;20.8;42.6;
1334;08/03/2022 4:02;20.8;42.6;
1335;08/03/2022 4:07;20.8;43.1;
1336;08/03/2022 4:12;20.8;43.1;
1337;08/03/2022 4:17;20.7;43.1;
1338;08/03/2022 4:22;20.7;43.1;
1339;08/03/2022 4:27;20.7;43.1;
1340;08/03/2022 4:32;20.7;43.1;
1341;08/03/2022 4:37;20.6;43.1;
1342;08/03/2022 4:42;20.6;43.6;
1343;08/03/2022 4:47;20.6;43.6;
1344;08/03/2022 4:52;20.6;43.6;
1345;08/03/2022 4:57;20.5;43.6;
1346;08/03/2022 5:02;20.5;43.6;
1347;08/03/2022 5:07;20.5;43.6;
1348;08/03/2022 5:12;20.5;43.6;
1349;08/03/2022 5:17;20.4;43.6;
1350;08/03/2022 5:22;20.4;43.6;
1351;08/03/2022 5:27;20.4;43.6;
1352;08/03/2022 5:32;20.4;43.6;
1353;08/03/2022 5:37;20.3;43.6;
1354;08/03/2022 5:42;20.3;43.6;
1355;08/03/2022 5:47;20.3;43.6;
1356;08/03/2022 5:52;20.3;43.6;
1357;08/03/2022 5:57;20.3;43.6;
1358;08/03/2022 6:02;20.3;43.6;
1359;08/03/2022 6:07;20.2;43.6;
1360;08/03/2022 6:12;20.2;43.6;
1361;08/03/2022 6:17;20.2;44.1;
1362;08/03/2022 6:22;20.2;44.1;
1363;08/03/2022 6:27;20.2;44.1;
1364;08/03/2022 6:32;20.2;44.1;
1365;08/03/2022 6:37;20.1;44.1;
1366;08/03/2022 6:42;20.1;44.1;
1367;08/03/2022 6:47;20.1;44.1;
1368;08/03/2022 6:52;20.1;44.1;
1369;08/03/2022 6:57;20.1;44.1;
1370;08/03/2022 7:02;20;44.1;
1371;08/03/2022 7:07;20;44.1;
1372;08/03/2022 7:12;20;44.6;
1373;08/03/2022 7:17;20;44.6;
1374;08/03/2022 7:22;20;44.6;
1375;08/03/2022 7:27;20;44.6;
1376;08/03/2022 7:32;19.9;44.6;
1377;08/03/2022 7:37;19.9;44.6;
1378;08/03/2022 7:42;19.9;44.6;
1379;08/03/2022 7:47;19.9;44.6;
1380;08/03/2022 7:52;19.9;44.6;
1381;08/03/2022 7:57;19.9;44.6;
1382;08/03/2022 8:02;19.9;44.6;
1383;08/03/2022 8:07;19.8;44.6;
1384;08/03/2022 8:12;19.8;44.6;
1385;08/03/2022 8:17;19.8;44.6;
1386;08/03/2022 8:22;19.8;44.6;
1387;08/03/2022 8:27;19.8;44.6;
1388;08/03/2022 8:32;19.8;44.6;
1389;08/03/2022 8:37;19.8;44.6;
1390;08/03/2022 8:42;19.8;44.6;
1391;08/03/2022 8:47;19.8;44.6;
1392;08/03/2022 8:52;19.8;45.6;
1393;08/03/2022 8:57;19.9;45.6;
1394;08/03/2022 9:02;19.9;46.1;
1395;08/03/2022 9:07;19.9;46.1;
1396;08/03/2022 9:12;19.9;46.1;
1397;08/03/2022 9:17;19.9;46.2;
1398;08/03/2022 9:22;20;46.2;
1399;08/03/2022 9:27;20.1;46.2;
1400;08/03/2022 9:32;20.2;46.2;
1401;08/03/2022 9:37;20.2;46.2;
1402;08/03/2022 9:42;20.3;46.2;
1403;08/03/2022 9:47;20.3;46.2;
1404;08/03/2022 9:52;20.4;46.2;
1405;08/03/2022 9:57;20.5;46.2;
1406;08/03/2022 10:02;20.5;46.7;
1407;08/03/2022 10:07;20.6;46.2;
1408;08/03/2022 10:12;20.6;46.2;
1409;08/03/2022 10:17;20.7;46.8;
1410;08/03/2022 10:22;20.8;46.8;
1411;08/03/2022 10:27;20.9;46.8;
1412;08/03/2022 10:32;21;46.8;
1413;08/03/2022 10:37;21.1;46.8;
1414;08/03/2022 10:42;21.2;46.8;
1415;08/03/2022 10:47;21.3;46.8;
1416;08/03/2022 10:52;21.3;46.8;
1417;08/03/2022 10:57;21.4;46.3;
1418;08/03/2022 11:02;21.5;46.3;
1419;08/03/2022 11:07;21.6;46.4;
1420;08/03/2022 11:12;21.7;46.4;
1421;08/03/2022 11:17;21.8;45.9;
1422;08/03/2022 11:22;21.9;45.9;
1423;08/03/2022 11:27;22;45.9;
1424;08/03/2022 11:32;22.1;45.9;
1425;08/03/2022 11:37;22.2;45.9;
1426;08/03/2022 11:42;22.3;45.9;
1427;08/03/2022 11:47;22.4;45.4;
1428;08/03/2022 11:52;22.5;45.4;
1429;08/03/2022 11:57;22.6;45.4;
1430;08/03/2022 12:02;22.7;44.9;
1431;08/03/2022 12:07;22.8;44.9;
1432;08/03/2022 12:12;22.9;44.9;
1433;08/03/2022 12:17;22.9;44.9;
1434;08/03/2022 12:22;23;45;
1435;08/03/2022 12:27;23.1;44.4;
1436;08/03/2022 12:32;23.2;43.9;
1437;08/03/2022 12:37;23.3;43.9;
1438;08/03/2022 12:42;23.4;43.9;
1439;08/03/2022 12:47;23.5;43.4;
1440;08/03/2022 12:52;23.5;43.4;
1441;08/03/2022 12:57;23.5;42.9;
1442;08/03/2022 13:02;23.6;42.9;
1443;08/03/2022 13:07;23.7;42.9;
1444;08/03/2022 13:12;23.8;42.9;
1445;08/03/2022 13:17;23.9;42.9;
1446;08/03/2022 13:22;24;42.9;
1447;08/03/2022 13:27;24;42.4;
1448;08/03/2022 13:32;24;42.4;
1449;08/03/2022 13:37;24.2;43;
1450;08/03/2022 13:42;24.3;42.4;
1451;08/03/2022 13:47;24.2;42.4;
1452;08/03/2022 13:52;24.2;42.4;
1453;08/03/2022 13:57;24.2;42.4;
1454;08/03/2022 14:02;24.2;41.9;
1455;08/03/2022 14:07;24.4;41.9;
1456;08/03/2022 14:12;24.4;41.9;
1457;08/03/2022 14:17;24.4;41.9;
1458;08/03/2022 14:22;24.5;41.9;
1459;08/03/2022 14:27;24.6;41.9;
1460;08/03/2022 14:32;24.7;41.9;
1461;08/03/2022 14:37;24.8;42;
1462;08/03/2022 14:42;24.8;41.4;
1463;08/03/2022 14:47;25.3;40.9;
1464;08/03/2022 14:52;25.5;41;
1465;08/03/2022 14:57;25.7;40.4;
1466;08/03/2022 15:02;25.9;39.9;
1467;08/03/2022 15:07;25.7;39.9;
1468;08/03/2022 15:12;25.6;39.9;
1469;08/03/2022 15:17;25.6;39.9;
1470;08/03/2022 15:22;25.6;39.9;
1471;08/03/2022 15:27;25.8;39.9;
1472;08/03/2022 15:32;25.8;39.9;
1473;08/03/2022 15:37;25.8;39.9;
1474;08/03/2022 15:42;25.7;39.9;
1475;08/03/2022 15:47;25.7;39.9;
1476;08/03/2022 15:52;25.7;39.3;
1477;08/03/2022 15:57;25.7;39.3;
1478;08/03/2022 16:02;25.7;38.8;
1479;08/03/2022 16:07;25.8;39.4;
1480;08/03/2022 16:12;25.7;38.8;
1481;08/03/2022 16:17;25.7;38.8;
1482;08/03/2022 16:22;25.7;38.8;
1483;08/03/2022 16:27;25.7;38.8;
1484;08/03/2022 16:32;25.7;38.8;
1485;08/03/2022 16:37;25.7;38.8;
1486;08/03/2022 16:42;25.8;38.8;
1487;08/03/2022 16:47;25.7;38.8;
1488;08/03/2022 16:52;25.7;38.8;
1489;08/03/2022 16:57;25.9;38.8;
1490;08/03/2022 17:02;25.8;38.3;
1491;08/03/2022 17:07;25.8;38.3;
1492;08/03/2022 17:12;25.7;38.3;
1493;08/03/2022 17:17;25.7;38.2;
1494;08/03/2022 17:22;25.6;38.2;
1495;08/03/2022 17:27;25.7;38.3;
1496;08/03/2022 17:32;25.7;38.3;
1497;08/03/2022 17:37;25.7;38.3;
1498;08/03/2022 17:42;25.6;38.2;
1499;08/03/2022 17:47;25.5;38.2;
1500;08/03/2022 17:52;25.4;37.7;
1501;08/03/2022 17:57;25.4;38.2;
1502;08/03/2022 18:02;25.3;38.2;
1503;08/03/2022 18:07;25.2;37.7;
1504;08/03/2022 18:12;25.1;38.2;
1505;08/03/2022 18:17;25;37.6;
1506;08/03/2022 18:22;25;37.6;
1507;08/03/2022 18:27;24.9;37.6;
1508;08/03/2022 18:32;24.8;37.6;
1509;08/03/2022 18:37;24.7;37.6;
1510;08/03/2022 18:42;24.6;37.6;
1511;08/03/2022 18:47;24.6;37.6;
1512;08/03/2022 18:52;24.5;37.6;
1513;08/03/2022 18:57;24.4;37.6;
1514;08/03/2022 19:02;24.3;37.6;
1515;08/03/2022 19:07;24.2;37.6;
1516;08/03/2022 19:12;24.1;37.6;
1517;08/03/2022 19:17;24;38.6;
1518;08/03/2022 19:22;24;38.6;
1519;08/03/2022 19:27;23.9;38.6;
1520;08/03/2022 19:32;23.8;38.6;
1521;08/03/2022 19:37;23.8;39.7;
1522;08/03/2022 19:42;23.7;39.7;
1523;08/03/2022 19:47;23.6;40.2;
1524;08/03/2022 19:52;23.6;40.8;
1525;08/03/2022 19:57;23.5;40.7;
1526;08/03/2022 20:02;23.5;40.7;
1527;08/03/2022 20:07;23.5;40.7;
1528;08/03/2022 20:12;23.4;40.7;
1529;08/03/2022 20:17;23.4;40.7;
1530;08/03/2022 20:22;23.3;41.3;
1531;08/03/2022 20:27;23.3;41.3;
1532;08/03/2022 20:32;23.2;41.2;
1533;08/03/2022 20:37;23.2;41.2;
1534;08/03/2022 20:42;23.1;41.8;
1535;08/03/2022 20:47;23.1;41.8;
1536;08/03/2022 20:52;23;41.8;
1537;08/03/2022 20:57;23;41.8;
1538;08/03/2022 21:02;22.9;41.8;
1539;08/03/2022 21:07;22.9;41.8;
1540;08/03/2022 21:12;22.9;41.8;
1541;08/03/2022 21:17;22.9;41.7;
1542;08/03/2022 21:22;22.9;41.7;
1543;08/03/2022 21:27;22.8;41.7;
1544;08/03/2022 21:32;22.8;41.7;
1545;08/03/2022 21:37;22.7;41.7;
1546;08/03/2022 21:42;22.7;41.7;
1547;08/03/2022 21:47;22.6;41.7;
1548;08/03/2022 21:52;22.6;41.7;
1549;08/03/2022 21:57;22.6;42.2;
1550;08/03/2022 22:02;22.5;42.2;
1551;08/03/2022 22:07;22.5;42.2;
1552;08/03/2022 22:12;22.4;42.2;
1553;08/03/2022 22:17;22.4;42.2;
1554;08/03/2022 22:22;22.4;42.2;
1555;08/03/2022 22:27;22.3;42.8;
1556;08/03/2022 22:32;22.3;42.8;
1557;08/03/2022 22:37;22.2;42.8;
1558;08/03/2022 22:42;22.2;42.7;
1559;08/03/2022 22:47;22.2;42.7;
1560;08/03/2022 22:52;22.2;42.7;
1561;08/03/2022 22:57;22.2;42.7;
1562;08/03/2022 23:02;22.1;42.7;
1563;08/03/2022 23:07;22.1;42.7;
1564;08/03/2022 23:12;22.1;42.7;
1565;08/03/2022 23:17;22;42.7;
1566;08/03/2022 23:22;22;42.7;
1567;08/03/2022 23:27;22;42.7;
1568;08/03/2022 23:32;21.9;42.7;
1569;08/03/2022 23:37;21.9;42.7;
1570;08/03/2022 23:42;21.9;42.7;
1571;08/03/2022 23:47;21.8;43.2;
1572;08/03/2022 23:52;21.8;43.2;
1573;08/03/2022 23:57;21.8;43.2;
1574;09/03/2022 0:02;21.7;43.2;
1575;09/03/2022 0:07;21.7;43.2;
1576;09/03/2022 0:12;21.7;43.2;
1577;09/03/2022 0:17;21.6;43.2;
1578;09/03/2022 0:22;21.6;43.7;
1579;09/03/2022 0:27;21.5;43.7;
1580;09/03/2022 0:32;21.5;43.7;
1581;09/03/2022 0:37;21.5;43.7;
1582;09/03/2022 0:42;21.5;43.7;
1583;09/03/2022 0:47;21.5;43.7;
1584;09/03/2022 0:52;21.4;43.7;
1585;09/03/2022 0:57;21.4;43.7;
1586;09/03/2022 1:02;21.4;43.7;
1587;09/03/2022 1:07;21.3;43.7;
1588;09/03/2022 1:12;21.3;43.7;
1589;09/03/2022 1:17;21.3;43.7;
1590;09/03/2022 1:22;21.2;43.7;
1591;09/03/2022 1:27;21.2;43.7;
1592;09/03/2022 1:32;21.1;43.7;
1593;09/03/2022 1:37;21.1;43.7;
1594;09/03/2022 1:42;21.1;43.7;
1595;09/03/2022 1:47;21;43.7;
1596;09/03/2022 1:52;21;44.2;
1597;09/03/2022 1:57;21;44.2;
1598;09/03/2022 2:02;20.9;44.2;
1599;09/03/2022 2:07;20.9;44.2;
1600;09/03/2022 2:12;20.9;44.2;
1601;09/03/2022 2:17;20.9;44.2;
1602;09/03/2022 2:22;20.9;44.2;
1603;09/03/2022 2:27;20.8;44.2;
1604;09/03/2022 2:32;20.8;44.7;
1605;09/03/2022 2:37;20.8;44.7;
1606;09/03/2022 2:42;20.7;44.7;
1607;09/03/2022 2:47;20.7;44.7;
1608;09/03/2022 2:52;20.7;44.7;
1609;09/03/2022 2:57;20.6;44.7;
1610;09/03/2022 3:02;20.6;44.7;
1611;09/03/2022 3:07;20.6;44.7;
1612;09/03/2022 3:12;20.6;44.7;
1613;09/03/2022 3:17;20.6;44.7;
1614;09/03/2022 3:22;20.6;44.7;
1615;09/03/2022 3:27;20.5;44.7;
1616;09/03/2022 3:32;20.5;44.7;
1617;09/03/2022 3:37;20.5;44.7;
1618;09/03/2022 3:42;20.5;44.7;
1619;09/03/2022 3:47;20.5;44.7;
1620;09/03/2022 3:52;20.4;44.7;
1621;09/03/2022 3:57;20.4;44.6;
1622;09/03/2022 4:02;20.4;44.6;
1623;09/03/2022 4:07;20.3;45.2;
1624;09/03/2022 4:12;20.3;45.2;
1625;09/03/2022 4:17;20.3;45.2;
1626;09/03/2022 4:22;20.3;45.2;
1627;09/03/2022 4:27;20.3;45.2;
1628;09/03/2022 4:32;20.3;45.2;
1629;09/03/2022 4:37;20.3;45.2;
1630;09/03/2022 4:42;20.3;45.2;
1631;09/03/2022 4:47;20.3;45.1;
1632;09/03/2022 4:52;20.2;45.1;
1633;09/03/2022 4:57;20.2;45.1;
1634;09/03/2022 5:02;20.2;45.1;
1635;09/03/2022 5:07;20.2;45.1;
1636;09/03/2022 5:12;20.2;45.7;
1637;09/03/2022 5:17;20.1;45.1;
1638;09/03/2022 5:22;20.1;45.1;
1639;09/03/2022 5:27;20.1;45.7;
1640;09/03/2022 5:32;20.1;45.6;
1641;09/03/2022 5:37;20.1;45.6;
1642;09/03/2022 5:42;20;45.6;
1643;09/03/2022 5:47;20;45.6;
1644;09/03/2022 5:52;20;45.6;
1645;09/03/2022 5:57;20;45.6;
1646;09/03/2022 6:02;20;45.6;
1647;09/03/2022 6:07;19.9;45.6;
1648;09/03/2022 6:12;19.9;45.6;
1649;09/03/2022 6:17;19.9;45.6;
1650;09/03/2022 6:22;19.9;45.6;
1651;09/03/2022 6:27;19.9;45.6;
1652;09/03/2022 6:32;19.9;45.6;
1653;09/03/2022 6:37;19.8;45.6;
1654;09/03/2022 6:42;19.8;45.6;
1655;09/03/2022 6:47;19.8;45.6;
1656;09/03/2022 6:52;19.8;45.6;
1657;09/03/2022 6:57;19.8;45.6;
1658;09/03/2022 7:02;19.8;45.6;
1659;09/03/2022 7:07;19.8;45.6;
1660;09/03/2022 7:12;19.8;45.6;
1661;09/03/2022 7:17;19.7;45.6;
1662;09/03/2022 7:22;19.7;45.6;
1663;09/03/2022 7:27;19.7;45.6;
1664;09/03/2022 7:32;19.7;45.6;
1665;09/03/2022 7:37;19.7;45.6;
1666;09/03/2022 7:42;19.7;45.6;
1667;09/03/2022 7:47;19.7;45.6;
1668;09/03/2022 7:52;19.6;45.6;
1669;09/03/2022 7:57;19.6;46.1;
1670;09/03/2022 8:02;19.6;46.1;
1671;09/03/2022 8:07;19.6;46.1;
1672;09/03/2022 8:12;19.6;46.1;
1673;09/03/2022 8:17;19.6;46.1;
1674;09/03/2022 8:22;19.6;46.1;
1675;09/03/2022 8:27;19.6;46.1;
1676;09/03/2022 8:32;19.5;46.1;
1677;09/03/2022 8:37;19.6;46.1;
1678;09/03/2022 8:42;19.5;46.1;
1679;09/03/2022 8:47;19.6;46.1;
1680;09/03/2022 8:52;19.6;46.6;
1681;09/03/2022 8:57;19.6;46.6;
1682;09/03/2022 9:02;19.7;47.7;
1683;09/03/2022 9:07;19.7;47.7;
1684;09/03/2022 9:12;19.7;47.7;
1685;09/03/2022 9:17;19.8;47.7;
1686;09/03/2022 9:22;19.8;47.7;
1687;09/03/2022 9:27;19.8;47.7;
1688;09/03/2022 9:32;19.8;47.2;
1689;09/03/2022 9:37;19.9;47.7;
1690;09/03/2022 9:42;20;47.7;
1691;09/03/2022 9:47;20.1;47.7;
1692;09/03/2022 9:52;20.2;47.7;
1693;09/03/2022 9:57;20.3;47.7;
1694;09/03/2022 10:02;20.3;47.7;
1695;09/03/2022 10:07;20.4;47.7;
1696;09/03/2022 10:12;20.4;47.8;
1697;09/03/2022 10:17;20.4;47.8;
1698;09/03/2022 10:22;20.5;47.8;
1699;09/03/2022 10:27;20.5;47.8;
1700;09/03/2022 10:32;20.6;47.8;
1701;09/03/2022 10:37;20.7;47.3;
1702;09/03/2022 10:42;20.8;47.8;
1703;09/03/2022 10:47;20.8;47.3;
1704;09/03/2022 10:52;20.8;47.3;
1705;09/03/2022 10:57;20.9;47.3;
1706;09/03/2022 11:02;21;47.3;
1707;09/03/2022 11:07;21.1;47.3;
1708;09/03/2022 11:12;21.2;47.3;
1709;09/03/2022 11:17;21.3;47.3;
1710;09/03/2022 11:22;21.4;47.4;
1711;09/03/2022 11:27;21.4;47.4;
1712;09/03/2022 11:32;21.5;46.9;
1713;09/03/2022 11:37;21.6;46.9;
1714;09/03/2022 11:42;21.6;46.9;
1715;09/03/2022 11:47;21.8;46.9;
1716;09/03/2022 11:52;21.9;46.9;
1717;09/03/2022 11:57;22;46.9;
1718;09/03/2022 12:02;22.1;46.9;
1719;09/03/2022 12:07;22.2;46.9;
1720;09/03/2022 12:12;22.2;46.9;
1721;09/03/2022 12:17;22.4;46.5;
1722;09/03/2022 12:22;22.5;46.5;
1723;09/03/2022 12:27;22.7;46;
1724;09/03/2022 12:32;22.7;46;
1725;09/03/2022 12:37;22.8;46;
1726;09/03/2022 12:42;22.9;46;
1727;09/03/2022 12:47;23;46;
1728;09/03/2022 12:52;23;45;
1729;09/03/2022 12:57;23.1;45;
