RC-4HC Temperature+Humidity Data Logger;;;;
User Information;RC-4HC Data Logger V550;;;
Number;719AH10086;;;
Interval    ;0:5:0 H:M:S;;;
Delay Time;0,0 H;;;
Data Sum;2876;;;
Temperature Maximum;22,3°C;;;
Temperature Minimum;11,8°C;;;
Temperature Average;17,3°C;;;
Temperature Alarm Upper Limit;60,0°C;;;
Temperature Alarm Lower Limit;-30,0°C;;;
Humidity Maximum;66,4%RH;;;
Humidity Minimum;31,8%RH;;;
Humidity Average;54,9%RH;;;
Humidity Alarm Upper Limit;90%RH;;;
Humidity Alarm Lower Limit;20%RH;;;
Start Time;9/05/2022 11:22;;;
End Time;19/05/2022 11:01;;;
Date Format;yyyy-MM-dd HH:mm:ss;;;
Temperature Unit;°C;;;
Number;Time;Temperature°C;Humidity%RH;l
487;2022-05-11 03:52:53;16,3;58,6;
488;2022-05-11 03:57:53;16,3;58,6;
489;2022-05-11 04:02:53;16,3;58,6;
490;2022-05-11 04:07:53;16,2;58,6;
491;2022-05-11 04:12:53;16,2;58,6;
492;2022-05-11 04:17:53;16,2;59,1;
493;2022-05-11 04:22:53;16,2;59,1;
494;2022-05-11 04:27:53;16,2;59,1;
495;2022-05-11 04:32:53;16,1;59,1;
496;2022-05-11 04:37:53;16,1;59,1;
497;2022-05-11 04:42:53;16,1;59,1;
498;2022-05-11 04:47:53;16,1;59,1;
499;2022-05-11 04:52:53;16,1;59,1;
500;2022-05-11 04:57:53;16,1;59,1;
501;2022-05-11 05:02:53;16,1;59,1;
502;2022-05-11 05:07:53;16;59,1;
503;2022-05-11 05:12:53;16;59,1;
504;2022-05-11 05:17:53;16;59,1;
505;2022-05-11 05:22:53;16;59,1;
506;2022-05-11 05:27:53;16;59,5;
507;2022-05-11 05:32:53;16;59,5;
508;2022-05-11 05:37:53;16;59,5;
509;2022-05-11 05:42:53;15,9;59,5;
510;2022-05-11 05:47:53;15,9;59,5;
511;2022-05-11 05:52:53;15,9;59,5;
512;2022-05-11 05:57:53;15,9;59,5;
513;2022-05-11 06:02:53;15,8;59,5;
514;2022-05-11 06:07:53;15,8;59,5;
515;2022-05-11 06:12:53;15,8;60;
516;2022-05-11 06:17:53;15,8;60;
517;2022-05-11 06:22:53;15,7;60;
518;2022-05-11 06:27:53;15,7;60;
519;2022-05-11 06:32:53;15,7;60;
520;2022-05-11 06:37:53;15,7;60;
521;2022-05-11 06:42:53;15,7;59,9;
522;2022-05-11 06:47:53;15,7;59,9;
523;2022-05-11 06:52:53;15,6;59,9;
524;2022-05-11 06:57:53;15,6;59,9;
525;2022-05-11 07:02:53;15,6;59,9;
526;2022-05-11 07:07:53;15,6;59,9;
527;2022-05-11 07:12:53;15,6;59,9;
528;2022-05-11 07:17:53;15,6;59,9;
529;2022-05-11 07:22:53;15,6;59,9;
530;2022-05-11 07:27:53;15,6;59,9;
531;2022-05-11 07:32:53;15,6;59,9;
532;2022-05-11 07:37:53;15,6;59,9;
533;2022-05-11 07:42:53;15,6;59,9;
534;2022-05-11 07:47:53;15,6;59,9;
535;2022-05-11 07:52:53;15,6;59,9;
536;2022-05-11 07:57:53;15,6;59,9;
537;2022-05-11 08:02:53;15,6;59,9;
538;2022-05-11 08:07:53;15,6;59,9;
539;2022-05-11 08:12:53;15,6;59,9;
540;2022-05-11 08:17:53;15,6;59,9;
541;2022-05-11 08:22:53;15,6;59,9;
542;2022-05-11 08:27:53;15,6;60,4;
543;2022-05-11 08:32:53;15,6;60,4;
544;2022-05-11 08:37:53;15,7;60,4;
545;2022-05-11 08:42:53;15,7;60;
546;2022-05-11 08:47:53;15,7;60;
547;2022-05-11 08:52:53;15,7;60;
548;2022-05-11 08:57:53;15,8;60;
549;2022-05-11 09:02:53;15,8;60;
550;2022-05-11 09:07:53;15,9;60;
551;2022-05-11 09:12:53;15,9;60;
552;2022-05-11 09:17:53;16;60;
553;2022-05-11 09:22:53;16;60;
554;2022-05-11 09:27:53;16;60;
555;2022-05-11 09:32:53;16,1;60;
556;2022-05-11 09:37:53;16,2;60;
557;2022-05-11 09:42:53;16,3;60,1;
558;2022-05-11 09:47:53;16,4;59,6;
559;2022-05-11 09:52:53;16,5;59,6;
560;2022-05-11 09:57:53;16,6;59,2;
561;2022-05-11 10:02:53;16,6;59,2;
562;2022-05-11 10:07:53;16,7;59,2;
563;2022-05-11 10:12:53;16,8;58,7;
564;2022-05-11 10:17:53;17;58,7;
565;2022-05-11 10:22:53;17,1;58,3;
566;2022-05-11 10:27:53;17,2;58,3;
567;2022-05-11 10:32:53;17,3;58,3;
568;2022-05-11 10:37:53;17,4;57,8;
569;2022-05-11 10:42:53;17,5;57,8;
570;2022-05-11 10:47:53;17,6;57,4;
571;2022-05-11 10:52:53;17,7;57,4;
572;2022-05-11 10:57:53;17,8;57,9;
573;2022-05-11 11:02:53;17,9;57,4;
574;2022-05-11 11:07:53;18;57,4;
575;2022-05-11 11:12:53;18;57,5;
576;2022-05-11 11:17:53;18,1;57,5;
577;2022-05-11 11:22:53;18,1;57,5;
578;2022-05-11 11:27:53;18,2;57,5;
579;2022-05-11 11:32:53;18,2;57;
580;2022-05-11 11:37:53;18,3;57;
581;2022-05-11 11:42:53;18,3;56,5;
582;2022-05-11 11:47:53;18,4;56,5;
583;2022-05-11 11:52:53;18,5;56,1;
584;2022-05-11 11:57:53;18,5;56,1;
585;2022-05-11 12:02:53;18,6;55,6;
586;2022-05-11 12:07:53;18,6;55,6;
587;2022-05-11 12:12:53;18,7;55,1;
588;2022-05-11 12:17:53;18,8;55,1;
589;2022-05-11 12:22:53;18,8;55,1;
590;2022-05-11 12:27:53;18,9;54,6;
591;2022-05-11 12:32:53;19;54,7;
592;2022-05-11 12:37:53;19;54,7;
593;2022-05-11 12:42:53;19,1;54,7;
594;2022-05-11 12:47:53;19,1;54,7;
595;2022-05-11 12:52:53;19,2;54,2;
596;2022-05-11 12:57:53;19,2;54,2;
597;2022-05-11 13:02:53;19,2;54,2;
598;2022-05-11 13:07:53;19,2;54,2;
599;2022-05-11 13:12:53;19,3;53,7;
600;2022-05-11 13:17:53;19,3;53,7;
601;2022-05-11 13:22:53;19,4;53,7;
602;2022-05-11 13:27:53;19,4;53,7;
603;2022-05-11 13:32:53;19,4;53,2;
604;2022-05-11 13:37:53;19,5;53,2;
605;2022-05-11 13:42:53;19,5;53,2;
606;2022-05-11 13:47:53;19,6;53,3;
607;2022-05-11 13:52:53;19,6;52,8;
608;2022-05-11 13:57:53;19,7;52,8;
609;2022-05-11 14:02:53;19,7;52,8;
610;2022-05-11 14:07:53;19,7;52,8;
611;2022-05-11 14:12:53;19,7;52,8;
612;2022-05-11 14:17:53;19,8;52,8;
613;2022-05-11 14:22:53;19,8;52,8;
614;2022-05-11 14:27:53;19,8;52,8;
615;2022-05-11 14:32:53;19,8;52,3;
616;2022-05-11 14:37:53;19,8;52,3;
617;2022-05-11 14:42:53;19,8;52,3;
618;2022-05-11 14:47:53;19,9;52,3;
619;2022-05-11 14:52:53;19,9;52,3;
620;2022-05-11 14:57:53;19,9;52,3;
621;2022-05-11 15:02:53;19,9;52,3;
622;2022-05-11 15:07:53;19,9;52,3;
623;2022-05-11 15:12:53;19,9;52,3;
624;2022-05-11 15:17:53;19,9;52,3;
625;2022-05-11 15:22:53;19,9;52,3;
626;2022-05-11 15:27:53;19,9;52,3;
627;2022-05-11 15:32:53;19,9;51,8;
628;2022-05-11 15:37:53;19,9;51,8;
629;2022-05-11 15:42:53;19,9;51,8;
630;2022-05-11 15:47:53;19,9;51,8;
631;2022-05-11 15:52:53;19,9;51,8;
632;2022-05-11 15:57:53;19,9;51,8;
633;2022-05-11 16:02:53;19,9;51,8;
634;2022-05-11 16:07:53;19,9;51,8;
635;2022-05-11 16:12:53;19,9;51,8;
636;2022-05-11 16:17:53;19,9;51,8;
637;2022-05-11 16:22:53;19,8;51,8;
638;2022-05-11 16:27:53;19,8;52,3;
639;2022-05-11 16:32:53;19,8;52,3;
640;2022-05-11 16:37:53;19,8;52,3;
641;2022-05-11 16:42:53;19,8;52,3;
642;2022-05-11 16:47:53;19,8;52,3;
643;2022-05-11 16:52:53;19,8;52,8;
644;2022-05-11 16:57:53;19,8;52,8;
645;2022-05-11 17:02:53;19,7;52,8;
646;2022-05-11 17:07:53;19,7;52,8;
647;2022-05-11 17:12:53;19,7;52,8;
648;2022-05-11 17:17:53;19,6;52,8;
649;2022-05-11 17:22:53;19,6;52,7;
650;2022-05-11 17:27:53;19,5;52,7;
651;2022-05-11 17:32:53;19,5;53,2;
652;2022-05-11 17:37:53;19,4;53,2;
653;2022-05-11 17:42:53;19,4;53,2;
654;2022-05-11 17:47:53;19,3;53,2;
655;2022-05-11 17:52:53;19,3;53,7;
656;2022-05-11 17:57:53;19,2;53,7;
657;2022-05-11 18:02:53;19,2;53,7;
658;2022-05-11 18:07:53;19,2;53,7;
659;2022-05-11 18:12:53;19,2;53,7;
660;2022-05-11 18:17:53;19,1;54,2;
661;2022-05-11 18:22:53;19,1;54,2;
662;2022-05-11 18:27:53;19;54,2;
663;2022-05-11 18:32:53;19;54,6;
664;2022-05-11 18:37:53;18,9;54,6;
665;2022-05-11 18:42:53;18,9;54,6;
666;2022-05-11 18:47:53;18,8;54,6;
667;2022-05-11 18:52:53;18,8;54,6;
668;2022-05-11 18:57:53;18,7;54,6;
669;2022-05-11 19:02:53;18,7;55,1;
670;2022-05-11 19:07:53;18,6;55,1;
671;2022-05-11 19:12:53;18,6;55,1;
672;2022-05-11 19:17:53;18,6;55,6;
673;2022-05-11 19:22:53;18,6;55,6;
674;2022-05-11 19:27:53;18,5;55,6;
675;2022-05-11 19:32:53;18,5;55,6;
676;2022-05-11 19:37:53;18,5;55,6;
677;2022-05-11 19:42:53;18,4;56;
678;2022-05-11 19:47:53;18,4;56,5;
679;2022-05-11 19:52:53;18,3;56,5;
680;2022-05-11 19:57:53;18,3;57;
681;2022-05-11 20:02:53;18,2;57;
682;2022-05-11 20:07:53;18,2;57;
683;2022-05-11 20:12:53;18,1;57,5;
684;2022-05-11 20:17:53;18,1;57,5;
685;2022-05-11 20:22:53;18,1;57,5;
686;2022-05-11 20:27:53;18;57,9;
687;2022-05-11 20:32:53;18;57,9;
688;2022-05-11 20:37:53;18;57,9;
689;2022-05-11 20:42:53;18;58,4;
690;2022-05-11 20:47:53;17,9;58,4;
691;2022-05-11 20:52:53;17,9;58,4;
692;2022-05-11 20:57:53;17,9;58,4;
693;2022-05-11 21:02:53;17,8;58,9;
694;2022-05-11 21:07:53;17,8;58,9;
695;2022-05-11 21:12:53;17,8;58,8;
696;2022-05-11 21:17:53;17,7;58,8;
697;2022-05-11 21:22:53;17,7;59,3;
698;2022-05-11 21:27:53;17,7;59,3;
699;2022-05-11 21:32:53;17,6;59,3;
700;2022-05-11 21:37:53;17,6;59,3;
701;2022-05-11 21:42:53;17,6;59,3;
702;2022-05-11 21:47:53;17,5;59,3;
703;2022-05-11 21:52:53;17,5;59,3;
704;2022-05-11 21:57:53;17,5;59,8;
705;2022-05-11 22:02:53;17,5;59,8;
706;2022-05-11 22:07:53;17,4;59,8;
707;2022-05-11 22:12:53;17,4;59,7;
708;2022-05-11 22:17:53;17,4;60,2;
709;2022-05-11 22:22:53;17,4;60,2;
710;2022-05-11 22:27:53;17,3;60,2;
711;2022-05-11 22:32:53;17,3;60,2;
712;2022-05-11 22:37:53;17,3;60,2;
713;2022-05-11 22:42:53;17,3;60,7;
714;2022-05-11 22:47:53;17,3;60,7;
715;2022-05-11 22:52:53;17,3;60,7;
716;2022-05-11 22:57:53;17,3;60,7;
717;2022-05-11 23:02:53;17,3;60,7;
718;2022-05-11 23:07:53;17,2;60,7;
719;2022-05-11 23:12:53;17,2;61,1;
720;2022-05-11 23:17:53;17,2;61,1;
721;2022-05-11 23:22:53;17,1;61,1;
722;2022-05-11 23:27:53;17,1;61,1;
723;2022-05-11 23:32:53;17,1;61,1;
724;2022-05-11 23:37:53;17,1;61,1;
725;2022-05-11 23:42:53;17;61,1;
726;2022-05-11 23:47:53;17;61,6;
727;2022-05-11 23:52:53;17;61,6;
728;2022-05-11 23:57:53;17;61,6;
729;2022-05-12 00:02:53;16,9;61,6;
730;2022-05-12 00:07:53;16,9;61,6;
731;2022-05-12 00:12:53;16,9;61,6;
732;2022-05-12 00:17:53;16,9;61,6;
733;2022-05-12 00:22:53;16,9;62;
734;2022-05-12 00:27:53;16,9;62;
735;2022-05-12 00:32:53;16,8;62;
736;2022-05-12 00:37:53;16,8;62;
737;2022-05-12 00:42:53;16,8;62;
738;2022-05-12 00:47:53;16,8;62;
739;2022-05-12 00:52:53;16,8;62;
740;2022-05-12 00:57:53;16,8;62;
741;2022-05-12 01:02:53;16,8;62,5;
742;2022-05-12 01:07:53;16,8;62,5;
743;2022-05-12 01:12:53;16,7;62,5;
744;2022-05-12 01:17:53;16,7;62,5;
745;2022-05-12 01:22:53;16,7;62,5;
746;2022-05-12 01:27:53;16,7;62,5;
747;2022-05-12 01:32:53;16,7;62,5;
748;2022-05-12 01:37:53;16,7;62,5;
749;2022-05-12 01:42:53;16,7;62,5;
750;2022-05-12 01:47:53;16,7;62,9;
751;2022-05-12 01:52:53;16,6;62,9;
752;2022-05-12 01:57:53;16,6;62,9;
753;2022-05-12 02:02:53;16,6;62,9;
754;2022-05-12 02:07:53;16,6;62,9;
755;2022-05-12 02:12:53;16,6;62,9;
756;2022-05-12 02:17:53;16,6;62,9;
757;2022-05-12 02:22:53;16,6;62,9;
758;2022-05-12 02:27:53;16,6;62,9;
759;2022-05-12 02:32:53;16,6;62,9;
760;2022-05-12 02:37:53;16,6;62,9;
761;2022-05-12 02:42:53;16,6;63,4;
762;2022-05-12 02:47:53;16,6;63,4;
763;2022-05-12 02:52:53;16,6;63,4;
764;2022-05-12 02:57:53;16,6;63,4;
765;2022-05-12 03:02:53;16,5;63,4;
766;2022-05-12 03:07:53;16,5;63,4;
767;2022-05-12 03:12:53;16,5;63,4;
768;2022-05-12 03:17:53;16,5;63,4;
769;2022-05-12 03:22:53;16,5;63,3;
770;2022-05-12 03:27:53;16,5;63,4;
771;2022-05-12 03:32:53;16,5;63,3;
772;2022-05-12 03:37:53;16,5;63,3;
773;2022-05-12 03:42:53;16,5;63,3;
774;2022-05-12 03:47:53;16,4;63,3;
775;2022-05-12 03:52:53;16,4;63,8;
776;2022-05-12 03:57:53;16,4;63,8;
777;2022-05-12 04:02:53;16,4;63,8;
778;2022-05-12 04:07:53;16,4;63,8;
779;2022-05-12 04:12:53;16,4;63,8;
780;2022-05-12 04:17:53;16,4;63,8;
781;2022-05-12 04:22:53;16,3;63,8;
782;2022-05-12 04:27:53;16,3;63,8;
783;2022-05-12 04:32:53;16,3;63,8;
784;2022-05-12 04:37:53;16,3;63,8;
785;2022-05-12 04:42:53;16,3;63,8;
786;2022-05-12 04:47:53;16,3;63,8;
787;2022-05-12 04:52:53;16,3;63,8;
788;2022-05-12 04:57:53;16,2;63,8;
789;2022-05-12 05:02:53;16,2;63,8;
790;2022-05-12 05:07:53;16,2;64,2;
791;2022-05-12 05:12:53;16,2;64,2;
792;2022-05-12 05:17:53;16,2;64,2;
793;2022-05-12 05:22:53;16,2;64,2;
794;2022-05-12 05:27:53;16,2;64,2;
795;2022-05-12 05:32:53;16,1;64,2;
796;2022-05-12 05:37:53;16,1;64,2;
797;2022-05-12 05:42:53;16,1;64,2;
798;2022-05-12 05:47:53;16,1;64,2;
799;2022-05-12 05:52:53;16,1;64,2;
800;2022-05-12 05:57:53;16,1;64,2;
801;2022-05-12 06:02:53;16,1;64,2;
802;2022-05-12 06:07:53;16,1;64,2;
803;2022-05-12 06:12:53;16,1;64,2;
804;2022-05-12 06:17:53;16,1;64,2;
805;2022-05-12 06:22:53;16,1;64,7;
806;2022-05-12 06:27:53;16;64,7;
807;2022-05-12 06:32:53;16;64,7;
808;2022-05-12 06:37:53;16;64,7;
809;2022-05-12 06:42:53;16;64,7;
810;2022-05-12 06:47:53;16;64,7;
811;2022-05-12 06:52:53;16;64,7;
812;2022-05-12 06:57:53;16;64,7;
813;2022-05-12 07:02:53;16;64,7;
814;2022-05-12 07:07:53;16;64,7;
815;2022-05-12 07:12:53;16;64,7;
816;2022-05-12 07:17:53;16;64,7;
817;2022-05-12 07:22:53;16;64,7;
818;2022-05-12 07:27:53;16;64,7;
819;2022-05-12 07:32:53;16;64,7;
820;2022-05-12 07:37:53;16;64,7;
821;2022-05-12 07:42:53;16;64,7;
822;2022-05-12 07:47:53;16;64,6;
823;2022-05-12 07:52:53;16;64,7;
824;2022-05-12 07:57:53;16;64,6;
825;2022-05-12 08:02:53;16;64,6;
826;2022-05-12 08:07:53;16;64,7;
827;2022-05-12 08:12:53;16;64,7;
828;2022-05-12 08:17:53;16;64,7;
829;2022-05-12 08:22:53;16;64,7;
830;2022-05-12 08:27:53;16;64,7;
831;2022-05-12 08:32:53;16;64,7;
832;2022-05-12 08:37:53;16;64,7;
833;2022-05-12 08:42:53;16;64,7;
834;2022-05-12 08:47:53;16,1;64,7;
835;2022-05-12 08:52:53;16,1;64,7;
836;2022-05-12 08:57:53;16,1;64,7;
837;2022-05-12 09:02:53;16,1;64,7;
838;2022-05-12 09:07:53;16,2;64,7;
839;2022-05-12 09:12:53;16,2;64,7;
840;2022-05-12 09:17:53;16,2;64,2;
841;2022-05-12 09:22:53;16,4;64,3;
842;2022-05-12 09:27:53;16,4;64,3;
843;2022-05-12 09:32:53;16,4;64,3;
844;2022-05-12 09:37:53;16,5;64,3;
845;2022-05-12 09:42:53;16,5;64,3;
846;2022-05-12 09:47:53;16,5;63,8;
847;2022-05-12 09:52:53;16,5;64,3;
848;2022-05-12 09:57:53;16,6;63,8;
849;2022-05-12 10:02:53;16,6;63,8;
850;2022-05-12 10:07:53;16,6;63,8;
851;2022-05-12 10:12:53;16,6;63,8;
852;2022-05-12 10:17:53;16,6;63,8;
853;2022-05-12 10:22:53;16,7;63,9;
854;2022-05-12 10:27:53;16,7;63,9;
855;2022-05-12 10:32:53;16,8;63,9;
856;2022-05-12 10:37:53;16,8;63,9;
857;2022-05-12 10:42:53;16,8;63,4;
858;2022-05-12 10:47:53;16,9;63,4;
859;2022-05-12 10:52:53;16,9;63,4;
860;2022-05-12 10:57:53;16,9;63,4;
861;2022-05-12 11:02:53;17;63,4;
862;2022-05-12 11:07:53;17;63,4;
863;2022-05-12 11:12:53;17,1;63,4;
864;2022-05-12 11:17:53;17,1;63;
865;2022-05-12 11:22:53;17,2;63;
866;2022-05-12 11:27:53;17,2;63;
867;2022-05-12 11:32:53;17,3;63;
868;2022-05-12 11:37:53;17,3;62,6;
869;2022-05-12 11:42:53;17,3;63;
870;2022-05-12 11:47:53;17,4;62,6;
871;2022-05-12 11:52:53;17,4;62,6;
872;2022-05-12 11:57:53;17,5;62,6;
873;2022-05-12 12:02:53;17,6;62,6;
874;2022-05-12 12:07:53;17,6;62,1;
875;2022-05-12 12:12:53;17,7;62,1;
876;2022-05-12 12:17:53;17,7;62,2;
877;2022-05-12 12:22:53;17,8;62,2;
878;2022-05-12 12:27:53;17,8;61,7;
879;2022-05-12 12:32:53;17,9;61,7;
880;2022-05-12 12:37:53;17,9;61,7;
881;2022-05-12 12:42:53;18;61,3;
882;2022-05-12 12:47:53;18;61,3;
883;2022-05-12 12:52:53;18;61,3;
884;2022-05-12 12:57:53;18;61,3;
885;2022-05-12 13:02:53;18,1;61,3;
886;2022-05-12 13:07:53;18,1;60,8;
887;2022-05-12 13:12:53;18,1;60,8;
888;2022-05-12 13:17:53;18,2;60,8;
889;2022-05-12 13:22:53;18,2;60,8;
890;2022-05-12 13:27:53;18,2;60,8;
891;2022-05-12 13:32:53;18,2;60,4;
892;2022-05-12 13:37:53;18,2;60,4;
893;2022-05-12 13:42:53;18,2;60,4;
894;2022-05-12 13:47:53;18,2;60,4;
895;2022-05-12 13:52:53;18,3;60,8;
896;2022-05-12 13:57:53;18,3;60,4;
897;2022-05-12 14:02:53;18,3;60,4;
898;2022-05-12 14:07:53;18,3;60,4;
899;2022-05-12 14:12:53;18,3;60,4;
900;2022-05-12 14:17:53;18,3;60,4;
901;2022-05-12 14:22:53;18,3;60,8;
902;2022-05-12 14:27:53;18,3;60,4;
903;2022-05-12 14:32:53;18,3;60,4;
904;2022-05-12 14:37:53;18,3;60,4;
905;2022-05-12 14:42:53;18,3;60,4;
906;2022-05-12 14:47:53;18,3;60,4;
907;2022-05-12 14:52:53;18,3;60,4;
908;2022-05-12 14:57:53;18,3;60,4;
909;2022-05-12 15:02:53;18,3;60,4;
910;2022-05-12 15:07:53;18,3;60,4;
911;2022-05-12 15:12:53;18,3;59,9;
912;2022-05-12 15:17:53;18,3;59,9;
913;2022-05-12 15:22:53;18,3;59,9;
914;2022-05-12 15:27:53;18,3;59,9;
915;2022-05-12 15:32:53;18,3;59,9;
916;2022-05-12 15:37:53;18,3;59,9;
917;2022-05-12 15:42:53;18,3;60,4;
918;2022-05-12 15:47:53;18,4;60,4;
919;2022-05-12 15:52:53;18,3;60,4;
920;2022-05-12 15:57:53;18,3;60,4;
921;2022-05-12 16:02:53;18,3;60,4;
922;2022-05-12 16:07:53;18,3;60,4;
923;2022-05-12 16:12:53;18,3;60,4;
924;2022-05-12 16:17:53;18,3;60,4;
925;2022-05-12 16:22:53;18,3;60,4;
926;2022-05-12 16:27:53;18,3;60,4;
927;2022-05-12 16:32:53;18,3;60,4;
928;2022-05-12 16:37:53;18,3;60,4;
929;2022-05-12 16:42:53;18,3;60,4;
930;2022-05-12 16:47:53;18,3;60,4;
931;2022-05-12 16:52:53;18,2;60,8;
932;2022-05-12 16:57:53;18,2;60,8;
933;2022-05-12 17:02:53;18,2;60,8;
934;2022-05-12 17:07:53;18,2;60,8;
935;2022-05-12 17:12:53;18,1;61,3;
936;2022-05-12 17:17:53;18,1;61,3;
937;2022-05-12 17:22:53;18,1;61,3;
938;2022-05-12 17:27:53;18,1;61,3;
939;2022-05-12 17:32:53;18,1;61,3;
940;2022-05-12 17:37:53;18,1;61,3;
941;2022-05-12 17:42:53;18;61,3;
942;2022-05-12 17:47:53;18;61,3;
943;2022-05-12 17:52:53;18;61,3;
944;2022-05-12 17:57:53;18;61,7;
945;2022-05-12 18:02:53;17,9;61,7;
946;2022-05-12 18:07:53;17,9;61,7;
947;2022-05-12 18:12:53;17,9;61,7;
948;2022-05-12 18:17:53;17,8;62,2;
949;2022-05-12 18:22:53;17,8;62,2;
950;2022-05-12 18:27:53;17,7;62,2;
951;2022-05-12 18:32:53;17,7;62,2;
952;2022-05-12 18:37:53;17,6;62,6;
953;2022-05-12 18:42:53;17,6;62,6;
954;2022-05-12 18:47:53;17,6;62,6;
955;2022-05-12 18:52:53;17,5;62,6;
956;2022-05-12 18:57:53;17,5;62,6;
957;2022-05-12 19:02:53;17,5;62,6;
958;2022-05-12 19:07:53;17,4;62,6;
959;2022-05-12 19:12:53;17,4;63;
960;2022-05-12 19:17:53;17,4;63;
961;2022-05-12 19:22:53;17,3;63;
962;2022-05-12 19:27:53;17,3;63;
963;2022-05-12 19:32:53;17,3;63;
964;2022-05-12 19:37:53;17,3;63;
965;2022-05-12 19:42:53;17,3;63;
966;2022-05-12 19:47:53;17,3;63;
967;2022-05-12 19:52:53;17,2;63;
968;2022-05-12 19:57:53;17,2;63;
969;2022-05-12 20:02:53;17,2;63;
970;2022-05-12 20:07:53;17,2;63,5;
971;2022-05-12 20:12:53;17,1;63;
972;2022-05-12 20:17:53;17,1;63,5;
973;2022-05-12 20:22:53;17,1;63,5;
974;2022-05-12 20:27:53;17,1;63,5;
975;2022-05-12 20:32:53;17;63,4;
976;2022-05-12 20:37:53;17;63,4;
977;2022-05-12 20:42:53;17;63,4;
978;2022-05-12 20:47:53;17;63,4;
979;2022-05-12 20:52:53;17;63,4;
980;2022-05-12 20:57:53;16,9;63,4;
981;2022-05-12 21:02:53;16,9;63,4;
982;2022-05-12 21:07:53;16,9;63,9;
983;2022-05-12 21:12:53;16,9;63,9;
984;2022-05-12 21:17:53;16,8;63,9;
985;2022-05-12 21:22:53;16,8;63,9;
986;2022-05-12 21:27:53;16,8;63,9;
987;2022-05-12 21:32:53;16,8;63,9;
988;2022-05-12 21:37:53;16,7;63,9;
989;2022-05-12 21:42:53;16,7;63,9;
990;2022-05-12 21:47:53;16,7;63,9;
991;2022-05-12 21:52:53;16,7;63,9;
992;2022-05-12 21:57:53;16,7;63,9;
993;2022-05-12 22:02:53;16,7;63,8;
994;2022-05-12 22:07:53;16,6;63,8;
995;2022-05-12 22:12:53;16,6;64,3;
996;2022-05-12 22:17:53;16,6;63,8;
997;2022-05-12 22:22:53;16,6;64,3;
998;2022-05-12 22:27:53;16,6;64,3;
999;2022-05-12 22:32:53;16,6;64,3;
1000;2022-05-12 22:37:53;16,6;64,3;
1001;2022-05-12 22:42:53;16,6;64,3;
1002;2022-05-12 22:47:53;16,6;64,3;
1003;2022-05-12 22:52:53;16,6;64,3;
1004;2022-05-12 22:57:53;16,6;64,3;
1005;2022-05-12 23:02:53;16,6;64,3;
1006;2022-05-12 23:07:53;16,6;64,3;
1007;2022-05-12 23:12:53;16,5;64,3;
1008;2022-05-12 23:17:53;16,5;64,3;
1009;2022-05-12 23:22:53;16,5;64,3;
1010;2022-05-12 23:27:53;16,5;64,3;
1011;2022-05-12 23:32:53;16,5;64,3;
1012;2022-05-12 23:37:53;16,4;64,3;
1013;2022-05-12 23:42:53;16,4;64,7;
1014;2022-05-12 23:47:53;16,4;64,7;
1015;2022-05-12 23:52:53;16,4;64,7;
1016;2022-05-12 23:57:53;16,3;64,7;
1017;2022-05-13 00:02:53;16,3;64,7;
1018;2022-05-13 00:07:53;16,3;64,7;
1019;2022-05-13 00:12:53;16,3;64,7;
1020;2022-05-13 00:17:53;16,3;65,2;
1021;2022-05-13 00:22:53;16,2;65,2;
1022;2022-05-13 00:27:53;16,2;65,1;
1023;2022-05-13 00:32:53;16,2;65,1;
1024;2022-05-13 00:37:53;16,2;65,1;
1025;2022-05-13 00:42:53;16,1;65,1;
1026;2022-05-13 00:47:53;16,1;65,1;
1027;2022-05-13 00:52:53;16,1;65,1;
1028;2022-05-13 00:57:53;16,1;65,1;
1029;2022-05-13 01:02:53;16,1;65,1;
1030;2022-05-13 01:07:53;16,1;65,1;
1031;2022-05-13 01:12:53;16,1;65,1;
1032;2022-05-13 01:17:53;16;65,1;
1033;2022-05-13 01:22:53;16;65,1;
1034;2022-05-13 01:27:53;16;65,1;
1035;2022-05-13 01:32:53;16;65,6;
1036;2022-05-13 01:37:53;16;65,1;
1037;2022-05-13 01:42:53;16;65,6;
1038;2022-05-13 01:47:53;16;65,6;
1039;2022-05-13 01:52:53;16;65,6;
1040;2022-05-13 01:57:53;16;65,6;
1041;2022-05-13 02:02:53;16;65,6;
1042;2022-05-13 02:07:53;16;65,6;
1043;2022-05-13 02:12:53;16;65,6;
1044;2022-05-13 02:17:53;16;65,6;
1045;2022-05-13 02:22:53;16;65,6;
1046;2022-05-13 02:27:53;15,9;65,5;
1047;2022-05-13 02:32:53;15,9;65,5;
1048;2022-05-13 02:37:53;15,9;65,5;
1049;2022-05-13 02:42:53;15,9;65,5;
1050;2022-05-13 02:47:53;15,9;65,5;
1051;2022-05-13 02:52:53;15,9;65,5;
1052;2022-05-13 02:57:53;15,9;66;
1053;2022-05-13 03:02:53;15,9;65,5;
1054;2022-05-13 03:07:53;15,8;65,5;
1055;2022-05-13 03:12:53;15,8;65,5;
1056;2022-05-13 03:17:53;15,8;65,5;
1057;2022-05-13 03:22:53;15,8;65,5;
1058;2022-05-13 03:27:53;15,8;66;
1059;2022-05-13 03:32:53;15,8;66;
1060;2022-05-13 03:37:53;15,8;66;
1061;2022-05-13 03:42:53;15,8;66;
