RC-4HC Temperature+Humidity Data Logger;;;;
User Information;RC-4HC Data Logger V550;;;
Number;719AH10086;;;
Interval    ;0:5:0 H:M:S;;;
Delay Time;0,0 H;;;
Data Sum;2876;;;
Temperature Maximum;22,3°C;;;
Temperature Minimum;11,8°C;;;
Temperature Average;17,3°C;;;
Temperature Alarm Upper Limit;60,0°C;;;
Temperature Alarm Lower Limit;-30,0°C;;;
Humidity Maximum;66,4%RH;;;
Humidity Minimum;31,8%RH;;;
Humidity Average;54,9%RH;;;
Humidity Alarm Upper Limit;90%RH;;;
Humidity Alarm Lower Limit;20%RH;;;
Start Time;9/05/2022 11:22;;;
End Time;19/05/2022 11:01;;;
Date Format;yyyy-MM-dd HH:mm:ss;;;
Temperature Unit;°C;;;
Number;Time;Temperature°C;Humidity%RH;l
1062;2022-05-13 03:47:53;15,8;66;
1063;2022-05-13 03:52:53;15,8;66;
1064;2022-05-13 03:57:53;15,8;66;
1065;2022-05-13 04:02:53;15,8;66;
1066;2022-05-13 04:07:53;15,8;66;
1067;2022-05-13 04:12:53;15,7;66;
1068;2022-05-13 04:17:53;15,7;66;
1069;2022-05-13 04:22:53;15,7;66;
1070;2022-05-13 04:27:53;15,7;66;
1071;2022-05-13 04:32:53;15,7;66;
1072;2022-05-13 04:37:53;15,6;66;
1073;2022-05-13 04:42:53;15,6;65,9;
1074;2022-05-13 04:47:53;15,6;65,9;
1075;2022-05-13 04:52:53;15,5;65,9;
1076;2022-05-13 04:57:53;15,5;65,9;
1077;2022-05-13 05:02:53;15,4;66,4;
1078;2022-05-13 05:07:53;15,4;65,9;
1079;2022-05-13 05:12:53;15,4;65,9;
1080;2022-05-13 05:17:53;15,3;65,9;
1081;2022-05-13 05:22:53;15,3;66,4;
1082;2022-05-13 05:27:53;15,3;66,3;
1083;2022-05-13 05:32:53;15,3;66,3;
1084;2022-05-13 05:37:53;15,2;66,3;
1085;2022-05-13 05:42:53;15,2;66,3;
1086;2022-05-13 05:47:53;15,1;66,3;
1087;2022-05-13 05:52:53;15,1;66,3;
1088;2022-05-13 05:57:53;15,1;66,3;
1089;2022-05-13 06:02:53;15;66,3;
1090;2022-05-13 06:07:53;15;66,3;
1091;2022-05-13 06:12:53;14,9;66,3;
1092;2022-05-13 06:17:53;14,9;65,8;
1093;2022-05-13 06:22:53;14,9;65,8;
1094;2022-05-13 06:27:53;14,8;66,3;
1095;2022-05-13 06:32:53;14,8;66,3;
1096;2022-05-13 06:37:53;14,7;65,8;
1097;2022-05-13 06:42:53;14,7;65,8;
1098;2022-05-13 06:47:53;14,7;65,8;
1099;2022-05-13 06:52:53;14,6;65,8;
1100;2022-05-13 06:57:53;14,6;65,8;
1101;2022-05-13 07:02:53;14,6;65,8;
1102;2022-05-13 07:07:53;14,6;65,8;
1103;2022-05-13 07:12:53;14,6;65,8;
1104;2022-05-13 07:17:53;14,6;65,8;
1105;2022-05-13 07:22:53;14,5;65,8;
1106;2022-05-13 07:27:53;14,5;65,8;
1107;2022-05-13 07:32:53;14,5;65,3;
1108;2022-05-13 07:37:53;14,5;65,3;
1109;2022-05-13 07:42:53;14,4;65,3;
1110;2022-05-13 07:47:53;14,4;65,3;
1111;2022-05-13 07:52:53;14,4;65,3;
1112;2022-05-13 07:57:53;14,4;65,3;
1113;2022-05-13 08:02:53;14,3;65,3;
1114;2022-05-13 08:07:53;14,3;65,3;
1115;2022-05-13 08:12:53;14,3;65,3;
1116;2022-05-13 08:17:53;14,3;65,3;
1117;2022-05-13 08:22:53;14,3;65,3;
1118;2022-05-13 08:27:53;14,4;65,3;
1119;2022-05-13 08:32:53;14,4;65,3;
1120;2022-05-13 08:37:53;14,4;64,8;
1121;2022-05-13 08:42:53;14,4;64,8;
1122;2022-05-13 08:47:53;14,5;64,8;
1123;2022-05-13 08:52:53;14,5;64,9;
1124;2022-05-13 08:57:53;14,6;64,4;
1125;2022-05-13 09:02:53;14,6;64,9;
1126;2022-05-13 09:07:53;14,6;64,9;
1127;2022-05-13 09:12:53;14,7;64,9;
1128;2022-05-13 09:17:53;14,7;64,9;
1129;2022-05-13 09:22:53;14,8;64,9;
1130;2022-05-13 09:27:53;14,9;64,9;
1131;2022-05-13 09:32:53;14,9;64,9;
1132;2022-05-13 09:37:53;15;64,9;
1133;2022-05-13 09:42:53;15,1;65;
1134;2022-05-13 09:47:53;15,2;64,5;
1135;2022-05-13 09:52:53;15,3;64,5;
1136;2022-05-13 09:57:53;15,3;64,5;
1137;2022-05-13 10:02:53;15,4;64,6;
1138;2022-05-13 10:07:53;15,5;64,6;
1139;2022-05-13 10:12:53;15,6;64,1;
1140;2022-05-13 10:17:53;15,7;64,1;
1141;2022-05-13 10:22:53;15,8;64,2;
1142;2022-05-13 10:27:53;15,9;63,7;
1143;2022-05-13 10:32:53;15,9;63,7;
1144;2022-05-13 10:37:53;16;63,3;
1145;2022-05-13 10:42:53;16;63,3;
1146;2022-05-13 10:47:53;16,1;63,3;
1147;2022-05-13 10:52:53;16,2;62,8;
1148;2022-05-13 10:57:53;16,3;62,9;
1149;2022-05-13 11:02:53;16,4;62,9;
1150;2022-05-13 11:07:53;16,5;62,4;
1151;2022-05-13 11:12:53;16,6;62,4;
1152;2022-05-13 11:17:53;16,6;62;
1153;2022-05-13 11:22:53;16,7;62;
1154;2022-05-13 11:27:53;16,8;61,5;
1155;2022-05-13 11:32:53;16,8;61,6;
1156;2022-05-13 11:37:53;16,9;61,6;
1157;2022-05-13 11:42:53;17;61,6;
1158;2022-05-13 11:47:53;17,1;61,1;
1159;2022-05-13 11:52:53;17,2;61,1;
1160;2022-05-13 11:57:53;17,3;60,7;
1161;2022-05-13 12:02:53;17,4;60,2;
1162;2022-05-13 12:07:53;17,5;60,2;
1163;2022-05-13 12:12:53;17,5;60,2;
1164;2022-05-13 12:17:53;17,6;60,3;
1165;2022-05-13 12:22:53;17,8;59,8;
1166;2022-05-13 12:27:53;17,8;59,3;
1167;2022-05-13 12:32:53;17,9;59,4;
1168;2022-05-13 12:37:53;18;58,9;
1169;2022-05-13 12:42:53;18;58,9;
1170;2022-05-13 12:47:53;18,1;58,4;
1171;2022-05-13 12:52:53;18,2;58,4;
1172;2022-05-13 12:57:53;18,2;58,5;
1173;2022-05-13 13:02:53;18,3;58;
1174;2022-05-13 13:07:53;18,3;58;
1175;2022-05-13 13:12:53;18,4;57,5;
1176;2022-05-13 13:17:53;18,5;57,5;
1177;2022-05-13 13:22:53;18,5;57,5;
1178;2022-05-13 13:27:53;18,6;57;
1179;2022-05-13 13:32:53;18,6;57;
1180;2022-05-13 13:37:53;18,6;57,1;
1181;2022-05-13 13:42:53;18,7;57,1;
1182;2022-05-13 13:47:53;18,7;56,6;
1183;2022-05-13 13:52:53;18,8;56,6;
1184;2022-05-13 13:57:53;18,9;56,6;
1185;2022-05-13 14:02:53;18,9;56,1;
1186;2022-05-13 14:07:53;19;56,1;
1187;2022-05-13 14:12:53;19,1;56,1;
1188;2022-05-13 14:17:53;19,1;55,7;
1189;2022-05-13 14:22:53;19,2;55,7;
1190;2022-05-13 14:27:53;19,2;55,7;
1191;2022-05-13 14:32:53;19,2;55,2;
1192;2022-05-13 14:37:53;19,3;55,2;
1193;2022-05-13 14:42:53;19,4;54,7;
1194;2022-05-13 14:47:53;19,5;54,7;
1195;2022-05-13 14:52:53;19,5;54,7;
1196;2022-05-13 14:57:53;19,6;54,8;
1197;2022-05-13 15:02:53;19,7;54,8;
1198;2022-05-13 15:07:53;19,8;54,3;
1199;2022-05-13 15:12:53;19,8;54,3;
1200;2022-05-13 15:17:53;19,8;54,3;
1201;2022-05-13 15:22:53;19,8;53,8;
1202;2022-05-13 15:27:53;19,8;53,8;
1203;2022-05-13 15:32:53;19,9;53,8;
1204;2022-05-13 15:37:53;19,9;53,8;
1205;2022-05-13 15:42:53;19,9;53,8;
1206;2022-05-13 15:47:53;19,9;53,8;
1207;2022-05-13 15:52:53;19,9;53,8;
1208;2022-05-13 15:57:53;19,9;52,8;
1209;2022-05-13 16:02:53;19,9;52,3;
1210;2022-05-13 16:07:53;20;51,8;
1211;2022-05-13 16:12:53;20;52,3;
1212;2022-05-13 16:17:53;20;52,3;
1213;2022-05-13 16:22:53;20;52,3;
1214;2022-05-13 16:27:53;20;51,8;
1215;2022-05-13 16:32:53;20,1;51,8;
1216;2022-05-13 16:37:53;20,1;51,8;
1217;2022-05-13 16:42:53;20,1;51,8;
1218;2022-05-13 16:47:53;20,1;51,3;
1219;2022-05-13 16:52:53;20,1;51,3;
1220;2022-05-13 16:57:53;20,1;51,3;
1221;2022-05-13 17:02:53;20;51,3;
1222;2022-05-13 17:07:53;20;50,8;
1223;2022-05-13 17:12:53;20;51,3;
1224;2022-05-13 17:17:53;20;51,8;
1225;2022-05-13 17:22:53;19,9;51,8;
1226;2022-05-13 17:27:53;19,8;51,8;
1227;2022-05-13 17:32:53;19,8;51,8;
1228;2022-05-13 17:37:53;19,8;52,3;
1229;2022-05-13 17:42:53;19,7;52,3;
1230;2022-05-13 17:47:53;19,6;52,8;
1231;2022-05-13 17:52:53;19,5;52,8;
1232;2022-05-13 17:57:53;19,4;52,7;
1233;2022-05-13 18:02:53;19,4;52,7;
1234;2022-05-13 18:07:53;19,3;52,7;
1235;2022-05-13 18:12:53;19,2;53,2;
1236;2022-05-13 18:17:53;19,2;53,2;
1237;2022-05-13 18:22:53;19,1;53,7;
1238;2022-05-13 18:27:53;19;53,7;
1239;2022-05-13 18:32:53;19;53,7;
1240;2022-05-13 18:37:53;18,9;54,2;
1241;2022-05-13 18:42:53;18,8;54,1;
1242;2022-05-13 18:47:53;18,7;54,6;
1243;2022-05-13 18:52:53;18,7;54,6;
1244;2022-05-13 18:57:53;18,6;55,1;
1245;2022-05-13 19:02:53;18,6;55,1;
1246;2022-05-13 19:07:53;18,5;55,1;
1247;2022-05-13 19:12:53;18,5;55,6;
1248;2022-05-13 19:17:53;18,4;55,6;
1249;2022-05-13 19:22:53;18,3;55,6;
1250;2022-05-13 19:27:53;18,3;55,5;
1251;2022-05-13 19:32:53;18,2;56;
1252;2022-05-13 19:37:53;18,2;56;
1253;2022-05-13 19:42:53;18,1;56;
1254;2022-05-13 19:47:53;18,1;56;
1255;2022-05-13 19:52:53;18;56,5;
1256;2022-05-13 19:57:53;18;56,5;
1257;2022-05-13 20:02:53;18;56,5;
1258;2022-05-13 20:07:53;17,9;56,9;
1259;2022-05-13 20:12:53;17,8;56,9;
1260;2022-05-13 20:17:53;17,8;57,4;
1261;2022-05-13 20:22:53;17,7;57,4;
1262;2022-05-13 20:27:53;17,7;57,4;
1263;2022-05-13 20:32:53;17,6;57,4;
1264;2022-05-13 20:37:53;17,6;57,4;
1265;2022-05-13 20:42:53;17,5;57,9;
1266;2022-05-13 20:47:53;17,5;57,9;
1267;2022-05-13 20:52:53;17,4;57,8;
1268;2022-05-13 20:57:53;17,4;58,3;
1269;2022-05-13 21:02:53;17,3;58,3;
1270;2022-05-13 21:07:53;17,3;58,3;
1271;2022-05-13 21:12:53;17,3;58,3;
1272;2022-05-13 21:17:53;17,3;58,3;
1273;2022-05-13 21:22:53;17,2;58,8;
1274;2022-05-13 21:27:53;17,2;58,8;
1275;2022-05-13 21:32:53;17,1;58,8;
1276;2022-05-13 21:37:53;17,1;59,2;
1277;2022-05-13 21:42:53;17,1;59,2;
1278;2022-05-13 21:47:53;17;59,2;
1279;2022-05-13 21:52:53;17;59,2;
1280;2022-05-13 21:57:53;16,9;59,2;
1281;2022-05-13 22:02:53;16,9;59,2;
1282;2022-05-13 22:07:53;16,8;59,7;
1283;2022-05-13 22:12:53;16,8;59,7;
1284;2022-05-13 22:17:53;16,7;59,7;
1285;2022-05-13 22:22:53;16,7;60,1;
1286;2022-05-13 22:27:53;16,6;60,1;
1287;2022-05-13 22:32:53;16,6;60,1;
1288;2022-05-13 22:37:53;16,6;60,1;
1289;2022-05-13 22:42:53;16,6;60,1;
1290;2022-05-13 22:47:53;16,5;60,6;
1291;2022-05-13 22:52:53;16,5;60,6;
1292;2022-05-13 22:57:53;16,5;60,5;
1293;2022-05-13 23:02:53;16,4;60,5;
1294;2022-05-13 23:07:53;16,4;61;
1295;2022-05-13 23:12:53;16,3;61;
1296;2022-05-13 23:17:53;16,3;61;
1297;2022-05-13 23:22:53;16,2;61;
1298;2022-05-13 23:27:53;16,2;61;
1299;2022-05-13 23:32:53;16,1;61,4;
1300;2022-05-13 23:37:53;16,1;61,4;
1301;2022-05-13 23:42:53;16;61,4;
1302;2022-05-13 23:47:53;16;61,4;
1303;2022-05-13 23:52:53;16;61,4;
1304;2022-05-13 23:57:53;16;61,4;
1305;2022-05-14 00:02:53;15,9;61,4;
1306;2022-05-14 00:07:53;15,9;61,9;
1307;2022-05-14 00:12:53;15,8;61,9;
1308;2022-05-14 00:17:53;15,8;61,8;
1309;2022-05-14 00:22:53;15,7;61,8;
1310;2022-05-14 00:27:53;15,7;61,8;
1311;2022-05-14 00:32:53;15,7;61,8;
1312;2022-05-14 00:37:53;15,6;61,8;
1313;2022-05-14 00:42:53;15,6;61,8;
1314;2022-05-14 00:47:53;15,5;61,8;
1315;2022-05-14 00:52:53;15,5;61,8;
1316;2022-05-14 00:57:53;15,5;61,8;
1317;2022-05-14 01:02:53;15,4;61,8;
1318;2022-05-14 01:07:53;15,4;61,8;
1319;2022-05-14 01:12:53;15,4;61,8;
1320;2022-05-14 01:17:53;15,3;61,8;
1321;2022-05-14 01:22:53;15,3;61,8;
1322;2022-05-14 01:27:53;15,3;61,3;
1323;2022-05-14 01:32:53;15,3;61,3;
1324;2022-05-14 01:37:53;15,3;61,8;
1325;2022-05-14 01:42:53;15,3;61,8;
1326;2022-05-14 01:47:53;15,3;61,8;
1327;2022-05-14 01:52:53;15,2;61,3;
1328;2022-05-14 01:57:53;15,2;61,3;
1329;2022-05-14 02:02:53;15,2;61,3;
1330;2022-05-14 02:07:53;15,1;61,7;
1331;2022-05-14 02:12:53;15,1;61,3;
1332;2022-05-14 02:17:53;15,1;61,3;
1333;2022-05-14 02:22:53;15,1;61,3;
1334;2022-05-14 02:27:53;15,1;61,3;
1335;2022-05-14 02:32:53;15;61,3;
1336;2022-05-14 02:37:53;15;61,3;
1337;2022-05-14 02:42:53;15;61,3;
1338;2022-05-14 02:47:53;15;61,3;
1339;2022-05-14 02:52:53;15;61,2;
1340;2022-05-14 02:57:53;14,9;61,2;
1341;2022-05-14 03:02:53;14,9;61,2;
1342;2022-05-14 03:07:53;14,9;61,2;
1343;2022-05-14 03:12:53;14,9;61,2;
1344;2022-05-14 03:17:53;14,9;61,2;
1345;2022-05-14 03:22:53;14,8;61,2;
1346;2022-05-14 03:27:53;14,8;61,2;
1347;2022-05-14 03:32:53;14,8;61,2;
1348;2022-05-14 03:37:53;14,8;61,2;
1349;2022-05-14 03:42:53;14,8;60,7;
1350;2022-05-14 03:47:53;14,7;60,7;
1351;2022-05-14 03:52:53;14,7;60,7;
1352;2022-05-14 03:57:53;14,7;60,7;
1353;2022-05-14 04:02:53;14,7;60,7;
1354;2022-05-14 04:07:53;14,6;60,7;
1355;2022-05-14 04:12:53;14,6;60,3;
1356;2022-05-14 04:17:53;14,6;60,3;
1357;2022-05-14 04:22:53;14,6;60,3;
1358;2022-05-14 04:27:53;14,6;60,3;
1359;2022-05-14 04:32:53;14,6;60,3;
1360;2022-05-14 04:37:53;14,6;60,3;
1361;2022-05-14 04:42:53;14,6;60,2;
1362;2022-05-14 04:47:53;14,5;60,2;
1363;2022-05-14 04:52:53;14,5;60,2;
1364;2022-05-14 04:57:53;14,5;60,2;
1365;2022-05-14 05:02:53;14,5;60,2;
1366;2022-05-14 05:07:53;14,4;59,8;
1367;2022-05-14 05:12:53;14,4;59,8;
1368;2022-05-14 05:17:53;14,4;59,8;
1369;2022-05-14 05:22:53;14,4;59,7;
1370;2022-05-14 05:27:53;14,4;59,7;
1371;2022-05-14 05:32:53;14,3;59,7;
1372;2022-05-14 05:37:53;14,3;59,7;
1373;2022-05-14 05:42:53;14,3;59,7;
1374;2022-05-14 05:47:53;14,3;59,7;
1375;2022-05-14 05:52:53;14,3;59,7;
1376;2022-05-14 05:57:53;14,3;59,7;
1377;2022-05-14 06:02:53;14,2;59,3;
1378;2022-05-14 06:07:53;14,2;59,3;
1379;2022-05-14 06:12:53;14,2;59,3;
1380;2022-05-14 06:17:53;14,2;59,3;
1381;2022-05-14 06:22:53;14,2;59,3;
1382;2022-05-14 06:27:53;14,2;59,3;
1383;2022-05-14 06:32:53;14,2;59,3;
1384;2022-05-14 06:37:53;14,2;59,3;
1385;2022-05-14 06:42:53;14,2;59,3;
1386;2022-05-14 06:47:53;14,2;58,8;
1387;2022-05-14 06:52:53;14,2;59,3;
1388;2022-05-14 06:57:53;14,2;58,8;
1389;2022-05-14 07:02:53;14,1;58,8;
1390;2022-05-14 07:07:53;14,1;58,8;
1391;2022-05-14 07:12:53;14,1;58,8;
1392;2022-05-14 07:17:53;14,1;58,8;
1393;2022-05-14 07:22:53;14,1;58,8;
1394;2022-05-14 07:27:53;14,1;58,8;
1395;2022-05-14 07:32:53;14,1;58,8;
1396;2022-05-14 07:37:53;14,1;58,8;
1397;2022-05-14 07:42:53;14,1;58,8;
1398;2022-05-14 07:47:53;14,1;58,8;
1399;2022-05-14 07:52:53;14,1;58,8;
1400;2022-05-14 07:57:53;14,1;58,8;
1401;2022-05-14 08:02:53;14,1;58,8;
1402;2022-05-14 08:07:53;14,1;58,8;
1403;2022-05-14 08:12:53;14,1;58,8;
1404;2022-05-14 08:17:53;14,1;58,8;
1405;2022-05-14 08:22:53;14,1;58,3;
1406;2022-05-14 08:27:53;14,1;58,3;
1407;2022-05-14 08:32:53;14,1;58,3;
1408;2022-05-14 08:37:53;14,2;58,3;
1409;2022-05-14 08:42:53;14,2;57,8;
1410;2022-05-14 08:47:53;14,2;57,8;
1411;2022-05-14 08:52:53;14,3;58,3;
1412;2022-05-14 08:57:53;14,3;58,3;
1413;2022-05-14 09:02:53;14,3;57,9;
1414;2022-05-14 09:07:53;14,4;57,9;
1415;2022-05-14 09:12:53;14,4;57,9;
1416;2022-05-14 09:17:53;14,4;57,9;
1417;2022-05-14 09:22:53;14,5;57,9;
1418;2022-05-14 09:27:53;14,5;57,9;
1419;2022-05-14 09:32:53;14,6;57,9;
1420;2022-05-14 09:37:53;14,6;57,9;
1421;2022-05-14 09:42:53;14,6;57,9;
1422;2022-05-14 09:47:53;14,7;57,9;
1423;2022-05-14 09:52:53;14,7;57,9;
1424;2022-05-14 09:57:53;14,8;57,4;
1425;2022-05-14 10:02:53;14,8;57,5;
1426;2022-05-14 10:07:53;14,9;57,5;
1427;2022-05-14 10:12:53;14,9;57,5;
1428;2022-05-14 10:17:53;15;57,5;
1429;2022-05-14 10:22:53;15;57,5;
1430;2022-05-14 10:27:53;15,1;57,5;
1431;2022-05-14 10:32:53;15,2;57,5;
1432;2022-05-14 10:37:53;15,2;57;
1433;2022-05-14 10:42:53;15,3;57;
1434;2022-05-14 10:47:53;15,3;57,1;
1435;2022-05-14 10:52:53;15,4;57,1;
1436;2022-05-14 10:57:53;15,5;57,1;
1437;2022-05-14 11:02:53;15,5;57,1;
1438;2022-05-14 11:07:53;15,6;57,1;
1439;2022-05-14 11:12:53;15,7;57,1;
1440;2022-05-14 11:17:53;15,8;57,1;
1441;2022-05-14 11:22:53;15,9;57,1;
1442;2022-05-14 11:27:53;16;56,7;
1443;2022-05-14 11:32:53;16;56,7;
1444;2022-05-14 11:37:53;16,1;56,2;
1445;2022-05-14 11:42:53;16,2;56,2;
1446;2022-05-14 11:47:53;16,3;56,2;
1447;2022-05-14 11:52:53;16,4;55,8;
1448;2022-05-14 11:57:53;16,5;55,8;
1449;2022-05-14 12:02:53;16,6;55,3;
1450;2022-05-14 12:07:53;16,7;55,3;
1451;2022-05-14 12:12:53;16,8;55,8;
1452;2022-05-14 12:17:53;16,9;55,8;
1453;2022-05-14 12:22:53;17;55,9;
1454;2022-05-14 12:27:53;17,1;56,3;
1455;2022-05-14 12:32:53;17,2;55,9;
1456;2022-05-14 12:37:53;17,3;55,4;
1457;2022-05-14 12:42:53;17,4;54,4;
1458;2022-05-14 12:47:53;17,5;54,4;
1459;2022-05-14 12:52:53;17,6;54,5;
1460;2022-05-14 12:57:53;17,7;54;
1461;2022-05-14 13:02:53;17,7;54;
1462;2022-05-14 13:07:53;17,8;54;
1463;2022-05-14 13:12:53;17,9;53,5;
1464;2022-05-14 13:17:53;17,9;54;
1465;2022-05-14 13:22:53;18;53,5;
1466;2022-05-14 13:27:53;18;54;
1467;2022-05-14 13:32:53;18;53;
1468;2022-05-14 13:37:53;18;53,5;
1469;2022-05-14 13:42:53;18;53,5;
1470;2022-05-14 13:47:53;18,1;53,6;
1471;2022-05-14 13:52:53;18,1;53,6;
1472;2022-05-14 13:57:53;18,2;53,1;
1473;2022-05-14 14:02:53;18,2;52,6;
1474;2022-05-14 14:07:53;18,3;52,6;
1475;2022-05-14 14:12:53;18,4;52,6;
1476;2022-05-14 14:17:53;18,4;51,6;
1477;2022-05-14 14:22:53;18,5;50,6;
1478;2022-05-14 14:27:53;18,6;50,6;
1479;2022-05-14 14:32:53;18,6;50,1;
1480;2022-05-14 14:37:53;18,6;50,1;
1481;2022-05-14 14:42:53;18,6;50,1;
1482;2022-05-14 14:47:53;18,6;49,6;
1483;2022-05-14 14:52:53;18,6;49,6;
1484;2022-05-14 14:57:53;18,6;49,6;
1485;2022-05-14 15:02:53;18,6;49,6;
1486;2022-05-14 15:07:53;18,6;49,6;
1487;2022-05-14 15:12:53;18,6;49,6;
1488;2022-05-14 15:17:53;18,6;49,6;
1489;2022-05-14 15:22:53;18,6;49,6;
1490;2022-05-14 15:27:53;18,6;49,6;
1491;2022-05-14 15:32:53;18,6;49,6;
1492;2022-05-14 15:37:53;18,6;49,6;
1493;2022-05-14 15:42:53;18,6;49,6;
1494;2022-05-14 15:47:53;18,5;49,6;
1495;2022-05-14 15:52:53;18,5;49,6;
1496;2022-05-14 15:57:53;18,5;49,6;
1497;2022-05-14 16:02:53;18,5;49,6;
1498;2022-05-14 16:07:53;18,5;49,6;
1499;2022-05-14 16:12:53;18,5;49,6;
1500;2022-05-14 16:17:53;18,5;49,6;
1501;2022-05-14 16:22:53;18,5;49,6;
1502;2022-05-14 16:27:53;18,5;49,6;
1503;2022-05-14 16:32:53;18,5;49,6;
1504;2022-05-14 16:37:53;18,5;49,6;
1505;2022-05-14 16:42:53;18,5;49,6;
1506;2022-05-14 16:47:53;18,5;49,6;
1507;2022-05-14 16:52:53;18,5;49,1;
1508;2022-05-14 16:57:53;18,5;49,1;
1509;2022-05-14 17:02:53;18,5;49,1;
1510;2022-05-14 17:07:53;18,5;49,1;
1511;2022-05-14 17:12:53;18,5;49,1;
1512;2022-05-14 17:17:53;18,4;49,1;
1513;2022-05-14 17:22:53;18,4;49,1;
1514;2022-05-14 17:27:53;18,4;49,1;
1515;2022-05-14 17:32:53;18,4;49,1;
1516;2022-05-14 17:37:53;18,4;49,1;
1517;2022-05-14 17:42:53;18,4;49,1;
1518;2022-05-14 17:47:53;18,3;49,1;
1519;2022-05-14 17:52:53;18,3;49,1;
1520;2022-05-14 17:57:53;18,3;49,1;
1521;2022-05-14 18:02:53;18,2;49,1;
1522;2022-05-14 18:07:53;18,2;49,1;
1523;2022-05-14 18:12:53;18,1;49,5;
1524;2022-05-14 18:17:53;18,1;49,5;
1525;2022-05-14 18:22:53;18;49,5;
1526;2022-05-14 18:27:53;18;50;
1527;2022-05-14 18:32:53;18;50;
1528;2022-05-14 18:37:53;17,9;50,5;
1529;2022-05-14 18:42:53;17,9;50,5;
1530;2022-05-14 18:47:53;17,8;50,5;
1531;2022-05-14 18:52:53;17,8;50,5;
1532;2022-05-14 18:57:53;17,7;51;
1533;2022-05-14 19:02:53;17,7;51;
1534;2022-05-14 19:07:53;17,6;50,5;
1535;2022-05-14 19:12:53;17,6;51;
1536;2022-05-14 19:17:53;17,5;50,5;
1537;2022-05-14 19:22:53;17,5;51;
1538;2022-05-14 19:27:53;17,4;51;
1539;2022-05-14 19:32:53;17,4;51;
1540;2022-05-14 19:37:53;17,4;51;
1541;2022-05-14 19:42:53;17,3;51;
1542;2022-05-14 19:47:53;17,3;51;
1543;2022-05-14 19:52:53;17,3;51,4;
1544;2022-05-14 19:57:53;17,3;51,4;
1545;2022-05-14 20:02:53;17,3;51,4;
1546;2022-05-14 20:07:53;17,2;51,4;
1547;2022-05-14 20:12:53;17,2;51,4;
1548;2022-05-14 20:17:53;17,2;51,4;
1549;2022-05-14 20:22:53;17,1;51,9;
1550;2022-05-14 20:27:53;17,1;51,9;
1551;2022-05-14 20:32:53;17,1;51,9;
1552;2022-05-14 20:37:53;17;52,4;
1553;2022-05-14 20:42:53;17;52,4;
1554;2022-05-14 20:47:53;16,9;52,4;
1555;2022-05-14 20:52:53;16,9;52,4;
1556;2022-05-14 20:57:53;16,8;52,4;
1557;2022-05-14 21:02:53;16,8;52,4;
1558;2022-05-14 21:07:53;16,7;52,4;
1559;2022-05-14 21:12:53;16,7;52,4;
1560;2022-05-14 21:17:53;16,6;52,9;
1561;2022-05-14 21:22:53;16,6;52,8;
1562;2022-05-14 21:27:53;16,6;52,8;
1563;2022-05-14 21:32:53;16,5;52,8;
1564;2022-05-14 21:37:53;16,5;53,3;
1565;2022-05-14 21:42:53;16,4;53,3;
1566;2022-05-14 21:47:53;16,4;53,3;
1567;2022-05-14 21:52:53;16,3;53,3;
1568;2022-05-14 21:57:53;16,2;53,3;
1569;2022-05-14 22:02:53;16,2;53,3;
1570;2022-05-14 22:07:53;16,1;53,8;
1571;2022-05-14 22:12:53;16;53,8;
1572;2022-05-14 22:17:53;16;53,8;
1573;2022-05-14 22:22:53;16;53,7;
1574;2022-05-14 22:27:53;16;54,2;
1575;2022-05-14 22:32:53;15,9;54,2;
1576;2022-05-14 22:37:53;15,8;54,2;
1577;2022-05-14 22:42:53;15,8;54,2;
1578;2022-05-14 22:47:53;15,7;54,2;
1579;2022-05-14 22:52:53;15,7;54,2;
1580;2022-05-14 22:57:53;15,6;54,2;
1581;2022-05-14 23:02:53;15,6;54,2;
1582;2022-05-14 23:07:53;15,5;54,7;
1583;2022-05-14 23:12:53;15,5;54,7;
1584;2022-05-14 23:17:53;15,4;54,7;
1585;2022-05-14 23:22:53;15,4;54,6;
1586;2022-05-14 23:27:53;15,4;54,6;
1587;2022-05-14 23:32:53;15,3;54,6;
1588;2022-05-14 23:37:53;15,3;54,6;
1589;2022-05-14 23:42:53;15,3;55,1;
1590;2022-05-14 23:47:53;15,3;55,1;
1591;2022-05-14 23:52:53;15,2;55,1;
1592;2022-05-14 23:57:53;15,2;55,1;
1593;2022-05-15 00:02:53;15,2;55,1;
1594;2022-05-15 00:07:53;15,1;55,1;
1595;2022-05-15 00:12:53;15,1;55,1;
1596;2022-05-15 00:17:53;15,1;55,1;
1597;2022-05-15 00:22:53;15;55,6;
1598;2022-05-15 00:27:53;15;55,6;
1599;2022-05-15 00:32:53;14,9;55,6;
1600;2022-05-15 00:37:53;14,9;55,5;
1601;2022-05-15 00:42:53;14,9;55,5;
1602;2022-05-15 00:47:53;14,9;55,5;
1603;2022-05-15 00:52:53;14,8;55,5;
1604;2022-05-15 00:57:53;14,8;56;
1605;2022-05-15 01:02:53;14,8;56;
1606;2022-05-15 01:07:53;14,7;56;
1607;2022-05-15 01:12:53;14,7;56;
1608;2022-05-15 01:17:53;14,7;56;
1609;2022-05-15 01:22:53;14,6;56;
1610;2022-05-15 01:27:53;14,6;56;
1611;2022-05-15 01:32:53;14,6;56;
1612;2022-05-15 01:37:53;14,6;56;
1613;2022-05-15 01:42:53;14,6;56,5;
