RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V450;;
Number;v450;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;3636;;
Temperature Maximum;29,7°C;;
Temperature Minimum;12,8°C;;
Temperature Average;17,4°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;67%RH;;
Humidity Minimum;38,4%RH;;
Humidity Average;56,9%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;16/5/2022 09:50;;
End Time;29/5/2022 00:45;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-05-16 09:50:10;19,3;49,6
2;2022-05-16 09:55:10;19,5;51,2
3;2022-05-16 10:00:10;19,5;49,7
4;2022-05-16 10:05:10;19,4;47,6
5;2022-05-16 10:10:10;19,4;48,1
6;2022-05-16 10:15:10;19,4;48,6
7;2022-05-16 10:20:10;19,4;48,7
8;2022-05-16 10:25:10;19,4;47,6
9;2022-05-16 10:30:10;19,4;46,1
10;2022-05-16 10:35:10;19,3;45,5
11;2022-05-16 10:40:10;19;45
12;2022-05-16 10:45:10;19;45,5
13;2022-05-16 10:50:10;19,3;48,6
14;2022-05-16 10:55:10;20,6;53,8
15;2022-05-16 11:00:10;23,6;58,6
16;2022-05-16 11:05:10;25,7;59,4
17;2022-05-16 11:10:10;24,6;43
18;2022-05-16 11:15:10;23,3;41,8
19;2022-05-16 11:20:10;22,9;42,8
20;2022-05-16 11:25:10;22,4;41,7
21;2022-05-16 11:30:10;22,1;44,3
22;2022-05-16 11:35:10;22,6;44,4
23;2022-05-16 11:40:10;22,6;46,4
24;2022-05-16 11:45:10;23;49,1
25;2022-05-16 11:50:10;23,3;47,6
26;2022-05-16 11:55:10;23,2;45
27;2022-05-16 12:00:10;23,1;43,9
28;2022-05-16 12:05:10;23,2;42,8
29;2022-05-16 12:10:10;23,2;43,4
30;2022-05-16 12:15:10;23;43,9
31;2022-05-16 12:20:10;23,6;46,6
32;2022-05-16 12:25:10;23,9;45,1
33;2022-05-16 12:30:10;24,2;44
34;2022-05-16 12:35:10;23,9;43,4
35;2022-05-16 12:40:10;23,5;43,9
