;1;2;3;4;5;6;7;8;9;10;11
;Sonda 1 BC 2;Sonda 3 BC 2;Sonda 2 BC 2;Sonda 1 9F 3;Sonda 2 9F 3;Sonda 3 9F 3;Sonda 4 BC 2;Sonda 4 146 1;Sonda 1 146 1;Sonda 3 146 1;Sonda 2 146 1
04-03-2021 9:25;-75,14;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-75,14;-75,91
04-03-2021 9:26;-74,94;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,14;-74,94;-75,91
04-03-2021 9:27;-74,75;-75,53;-77,08;-79,81;-79,81;-79,98;-76,69;-78,44;-75,14;-74,94;-75,72
04-03-2021 9:28;-74,75;-75,33;-77,08;-79,61;-79,61;-79,98;-76,5;-78,44;-74,94;-74,75;-75,53
04-03-2021 9:29;-74,55;-75,33;-77,08;-79,42;-79,61;-79,81;-76,5;-78,25;-74,75;-74,55;-75,53
04-03-2021 9:30;-74,36;-75,14;-76,89;-79,42;-79,42;-79,81;-76,5;-78,25;-74,75;-74,55;-75,53
04-03-2021 9:31;-74,16;-75,14;-77,08;-79,61;-79,22;-79,42;-76,3;-78,25;-74,75;-74,36;-75,33
04-03-2021 9:32;-74,16;-74,94;-76,89;-79,22;-79,42;-79,42;-76,5;-78,05;-74,75;-74,55;-75,33
04-03-2021 9:33;-74,16;-74,94;-76,89;-79,22;-79,22;-79,42;-76,3;-78,44;-74,75;-74,16;-75,53
04-03-2021 9:34;-74,16;-75,14;-76,89;-79,03;-79,03;-79,22;-76,3;-77,86;-74,55;-74,36;-75,53
04-03-2021 9:35;-74,16;-75,14;-76,89;-79,03;-79,03;-79,42;-76,5;-78,64;-74,94;-74,36;-75,53
04-03-2021 9:36;-74,36;-75,14;-77,08;-79,22;-79,22;-79,22;-76,3;-78,25;-74,94;-74,94;-75,91
04-03-2021 9:38;-74,36;-75,14;-76,89;-79,42;-79,22;-79,42;-76,5;-78,05;-75,33;-75,33;-76,3
04-03-2021 9:39;-74,55;-75,33;-77,08;-79,22;-79,42;-79,22;-76,5;-78,25;-75,53;-75,53;-76,11
04-03-2021 9:40;-74,55;-75,33;-77,08;-79,42;-79,42;-79,42;-76,5;-77,86;-75,53;-75,53;-76,5
04-03-2021 9:41;-74,75;-75,33;-77,08;-79,61;-79,42;-79,42;-76,5;-78,64;-75,72;-75,72;-76,11
04-03-2021 9:42;-74,75;-75,33;-76,89;-79,61;-79,42;-79,61;-76,5;-78,25;-75,91;-75,53;-76,5
04-03-2021 9:43;-74,94;-75,53;-77,08;-79,81;-79,42;-79,81;-76,5;-78,25;-75,53;-75,53;-76,5
04-03-2021 9:44;-74,94;-75,53;-77,08;-79,61;-79,81;-79,98;-76,5;-77,86;-75,72;-75,33;-76,3
04-03-2021 9:45;-75,14;-75,53;-77,08;-79,61;-79,81;-79,81;-76,5;-78,44;-75,72;-75,33;-76,3
04-03-2021 9:46;-75,14;-75,72;-77,08;-79,81;-79,81;-79,98;-76,69;-78,64;-75,91;-75,33;-75,72
04-03-2021 9:47;-75,14;-75,72;-76,89;-79,81;-79,81;-79,81;-77,08;-78,44;-75,53;-75,33;-76,11
04-03-2021 9:48;-75,33;-75,72;-77,28;-79,61;-79,61;-80,17;-76,89;-78,83;-75,53;-75,33;-76,11
04-03-2021 9:49;-75,33;-75,72;-77,08;-79,98;-79,98;-80,17;-76,89;-77,86;-75,53;-75,14;-75,91
04-03-2021 9:50;-75,33;-75,72;-77,08;-79,81;-79,81;-80,17;-76,89;-79,22;-75,53;-75,33;-75,72
04-03-2021 9:51;-75,14;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-75,14;-75,91
04-03-2021 9:52;-74,94;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-75,14;-75,91
04-03-2021 9:53;-74,75;-75,53;-77,08;-79,61;-79,61;-80,17;-76,69;-78,44;-75,14;-74,94;-75,72
04-03-2021 9:54;-74,75;-75,33;-77,08;-79,61;-79,61;-79,98;-76,69;-78,25;-75,14;-74,94;-75,72
04-03-2021 9:55;-74,55;-75,33;-77,08;-79,61;-79,61;-79,81;-76,5;-78,25;-74,94;-74,75;-75,53
04-03-2021 9:56;-74,36;-75,14;-77,08;-79,42;-79,42;-79,81;-76,5;-78,25;-74,94;-74,55;-75,53
04-03-2021 9:57;-74,36;-75,14;-77,08;-79,22;-79,22;-79,61;-76,3;-78,25;-74,75;-74,55;-75,33
04-03-2021 9:58;-74,36;-75,14;-76,89;-79,22;-79,42;-79,61;-76,3;-78,05;-74,36;-74,55;-75,53
04-03-2021 9:59;-74,16;-74,94;-77,08;-79,03;-79,03;-79,42;-76,3;-78,25;-74,75;-74,55;-75,33
04-03-2021 10:00;-73,97;-74,94;-76,89;-79,22;-79,42;-79,22;-76,3;-79,03;-74,55;-74,16;-75,53
04-03-2021 10:01;-74,16;-74,94;-77,08;-79,03;-79,22;-79,03;-76,3;-78,44;-74,75;-74,16;-75,53
04-03-2021 10:02;-74,16;-74,94;-76,89;-79,22;-79,22;-79,42;-76,3;-77,86;-74,94;-74,94;-75,72
04-03-2021 10:03;-74,36;-75,14;-76,89;-78,83;-79,22;-79,42;-76,5;-78,25;-75,33;-75,33;-75,91
04-03-2021 10:04;-74,36;-75,14;-77,08;-79,22;-79,22;-79,03;-76,5;-78,44;-75,72;-75,72;-76,69
04-03-2021 10:05;-74,55;-75,14;-76,89;-79,22;-79,42;-79,42;-76,5;-78,05;-75,91;-75,72;-76,11
04-03-2021 10:06;-74,75;-75,33;-77,08;-79,42;-79,42;-79,42;-76,5;-78,05;-75,91;-75,72;-76,5
04-03-2021 10:07;-74,75;-75,33;-77,08;-79,42;-79,42;-79,61;-76,5;-78,05;-75,91;-75,53;-76,69
04-03-2021 10:08;-74,75;-75,53;-76,89;-79,42;-79,61;-79,42;-76,5;-78,25;-76,11;-75,72;-76,3
04-03-2021 10:09;-74,94;-75,53;-77,08;-79,61;-79,61;-79,61;-76,5;-78,25;-75,91;-75,72;-76,3
04-03-2021 10:10;-74,94;-75,53;-77,08;-79,81;-79,61;-79,98;-76,5;-78,25;-75,53;-75,33;-75,91
04-03-2021 10:11;-75,14;-75,72;-77,08;-79,61;-79,61;-79,98;-76,5;-78,25;-75,72;-75,33;-76,3
04-03-2021 10:12;-75,14;-75,53;-77,08;-79,81;-79,61;-79,98;-76,69;-78,44;-75,33;-75,33;-76,11
04-03-2021 10:13;-75,33;-75,72;-77,08;-79,81;-79,81;-80,17;-76,89;-78,25;-75,14;-75,53;-76,11
04-03-2021 10:14;-75,33;-75,72;-77,08;-79,98;-79,81;-79,98;-76,89;-78,25;-75,33;-75,14;-75,72
04-03-2021 10:15;-75,33;-75,72;-77,08;-79,61;-79,81;-80,36;-76,89;-78,05;-75,53;-75,33;-76,11
04-03-2021 10:16;-75,14;-75,72;-77,28;-79,81;-79,98;-80,17;-76,89;-78,44;-75,33;-75,14;-75,91
04-03-2021 10:17;-75,14;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-75,14;-75,91
04-03-2021 10:18;-74,94;-75,53;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,14;-74,94;-75,91
04-03-2021 10:19;-74,75;-75,53;-77,08;-79,61;-79,61;-79,98;-76,69;-78,44;-74,94;-74,75;-75,72
04-03-2021 10:20;-74,75;-75,33;-77,08;-79,61;-79,61;-79,98;-76,5;-78,25;-74,94;-74,75;-75,72
04-03-2021 10:21;-74,36;-75,33;-77,08;-79,42;-79,42;-79,81;-76,5;-78,25;-74,75;-74,55;-75,53
04-03-2021 10:22;-74,55;-75,14;-76,89;-79,42;-79,42;-79,61;-76,5;-78,25;-74,75;-74,55;-75,33
04-03-2021 10:23;-74,16;-75,14;-77,08;-79,42;-79,42;-79,61;-76,5;-78,05;-74,75;-74,55;-75,33
04-03-2021 10:24;-74,16;-74,94;-76,89;-79,22;-79,22;-79,03;-76,3;-78,25;-74,94;-74,36;-75,53
04-03-2021 10:25;-74,16;-74,94;-77,08;-79,03;-79,22;-79,42;-76,3;-78,64;-74,55;-74,36;-75,14
04-03-2021 10:26;-74,16;-74,94;-76,89;-79,22;-79,03;-79,22;-76,3;-78,25;-74,36;-74,36;-75,33
04-03-2021 10:27;-74,16;-74,94;-76,89;-79,03;-79,03;-79,22;-76,3;-77,86;-74,75;-74,36;-75,72
04-03-2021 10:28;-74,16;-75,14;-76,89;-79,03;-79,22;-79,03;-76,3;-78,05;-75,33;-74,94;-76,11
04-03-2021 10:29;-74,36;-75,14;-77,08;-79,22;-79,22;-79,22;-76,3;-77,67;-75,33;-75,33;-76,11
04-03-2021 10:30;-74,55;-75,33;-76,89;-79,22;-79,22;-79,42;-76,5;-78,05;-75,91;-75,72;-76,5
04-03-2021 10:31;-74,75;-75,33;-77,08;-79,42;-79,42;-79,61;-76,5;-78,44;-75,33;-75,53;-76,11
04-03-2021 10:32;-74,55;-75,33;-77,08;-79,22;-79,42;-79,42;-76,5;-78,25;-75,72;-75,33;-76,69
04-03-2021 10:33;-74,94;-75,53;-77,08;-79,42;-79,42;-79,22;-76,5;-78,25;-76,11;-75,53;-76,5
04-03-2021 10:34;-74,94;-75,53;-77,08;-79,61;-79,61;-79,81;-76,5;-78,64;-76,11;-75,53;-76,11
04-03-2021 10:35;-74,94;-75,72;-77,08;-79,22;-79,81;-79,61;-76,5;-78,44;-75,72;-75,53;-76,3
04-03-2021 10:36;-75,14;-75,53;-77,08;-79,61;-79,61;-79,81;-76,69;-78,44;-75,14;-75,53;-75,91
04-03-2021 10:37;-75,14;-75,72;-77,08;-79,61;-79,81;-79,81;-76,5;-79,03;-75,33;-75,53;-76,3
04-03-2021 10:38;-75,14;-75,72;-77,08;-79,81;-79,81;-79,98;-76,69;-78,44;-75,53;-75,14;-76,11
04-03-2021 10:39;-75,33;-75,91;-77,08;-79,61;-79,81;-80,17;-76,89;-78,25;-75,53;-75,33;-76,11
04-03-2021 10:40;-75,33;-75,72;-77,08;-79,98;-79,61;-79,98;-76,89;-78,64;-75,53;-75,14;-76,3
04-03-2021 10:41;-75,33;-75,72;-77,08;-79,98;-79,81;-80,17;-76,89;-78,44;-75,72;-75,14;-75,91
04-03-2021 10:42;-75,14;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-75,14;-75,91
04-03-2021 10:43;-74,94;-75,53;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-75,14;-75,91
04-03-2021 10:44;-74,75;-75,53;-77,08;-79,61;-79,81;-79,98;-76,69;-78,44;-75,14;-74,94;-75,72
04-03-2021 10:45;-74,55;-75,53;-77,08;-79,61;-79,61;-79,98;-76,5;-78,44;-75,14;-74,75;-75,72
04-03-2021 10:46;-74,55;-75,33;-77,08;-79,42;-79,42;-79,81;-76,5;-78,25;-74,94;-74,75;-75,53
04-03-2021 10:47;-74,55;-75,14;-77,08;-79,42;-79,42;-79,81;-76,5;-78,25;-74,75;-74,55;-75,33
04-03-2021 10:48;-74,36;-75,14;-76,89;-79,22;-79,22;-79,61;-76,3;-78,25;-74,75;-74,55;-75,33
04-03-2021 10:49;-74,16;-74,94;-76,89;-79,42;-79,42;-79,61;-76,3;-78,44;-74,55;-74,36;-75,33
04-03-2021 10:50;-74,16;-74,94;-76,89;-79,03;-79,22;-79,22;-76,3;-78,05;-74,75;-74,36;-75,33
04-03-2021 10:52;-74,16;-74,94;-76,89;-78,83;-79,03;-79,42;-76,3;-77,86;-74,55;-74,36;-75,33
04-03-2021 10:53;-74,16;-74,94;-76,89;-79,03;-79,22;-79,22;-76,3;-78,44;-74,75;-74,16;-75,72
04-03-2021 10:54;-74,16;-74,94;-76,89;-79,03;-79,22;-79,03;-76,3;-78,05;-74,94;-74,75;-75,72
04-03-2021 10:55;-74,36;-75,14;-76,89;-79,03;-79,22;-79,03;-76,5;-78,05;-75,53;-75,14;-76,5
04-03-2021 10:56;-74,36;-75,14;-77,08;-79,03;-79,22;-79,22;-76,3;-78,25;-75,53;-75,33;-76,11
04-03-2021 10:57;-74,55;-75,14;-76,89;-79,03;-79,22;-79,42;-76,3;-78,25;-75,53;-75,33;-76,5
04-03-2021 10:58;-74,75;-75,33;-77,08;-79,22;-79,22;-79,61;-76,5;-78,64;-75,91;-75,53;-76,3
04-03-2021 10:59;-74,75;-75,53;-77,08;-79,42;-79,22;-79,61;-76,5;-78,44;-75,72;-75,53;-76,3
04-03-2021 11:00;-74,75;-75,33;-77,08;-79,61;-79,42;-79,81;-76,5;-78,25;-75,53;-75,53;-75,91
04-03-2021 11:01;-74,94;-75,33;-76,89;-79,61;-79,61;-79,81;-76,5;-77,86;-75,53;-75,53;-75,72
04-03-2021 11:02;-74,94;-75,53;-77,08;-79,61;-79,61;-79,98;-76,5;-78,44;-75,72;-75,14;-76,11
04-03-2021 11:03;-75,14;-75,53;-77,08;-79,61;-79,81;-79,98;-76,5;-78,64;-75,72;-75,14;-75,72
04-03-2021 11:04;-75,14;-75,53;-77,08;-79,61;-79,61;-79,98;-76,5;-78,25;-75,53;-75,33;-75,91
04-03-2021 11:05;-75,14;-75,72;-76,89;-79,81;-79,81;-79,81;-76,69;-78,83;-75,14;-75,14;-75,91
04-03-2021 11:06;-75,33;-75,53;-77,08;-79,81;-79,61;-80,17;-76,89;-78,25;-75,53;-74,94;-76,11
04-03-2021 11:07;-75,33;-75,72;-77,08;-79,98;-79,81;-80,36;-76,89;-78,64;-74,94;-75,14;-75,91
04-03-2021 11:08;-75,33;-75,72;-77,08;-79,81;-79,81;-80,17;-76,89;-78,44;-75,33;-75,14;-75,91
04-03-2021 11:09;-75,14;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,14;-74,94;-75,91
04-03-2021 11:10;-75,14;-75,53;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-74,94;-74,94;-75,72
04-03-2021 11:11;-74,94;-75,53;-77,08;-79,61;-79,81;-79,98;-76,69;-78,25;-74,94;-74,75;-75,72
04-03-2021 11:12;-74,75;-75,53;-77,08;-79,61;-79,61;-79,98;-76,5;-78,25;-74,94;-74,75;-75,53
04-03-2021 11:13;-74,55;-75,33;-77,08;-79,42;-79,42;-79,81;-76,5;-78,25;-74,75;-74,55;-75,53
04-03-2021 11:14;-74,55;-75,33;-77,08;-79,42;-79,42;-79,81;-76,5;-78,25;-74,75;-74,36;-75,33
04-03-2021 11:15;-74,16;-75,14;-76,89;-79,22;-79,42;-79,61;-76,3;-78,05;-74,55;-74,36;-75,33
04-03-2021 11:16;-74,16;-74,94;-76,89;-78,83;-79,61;-79,98;-76,3;-78,25;-74,55;-74,16;-75,53
04-03-2021 11:17;-73,97;-74,94;-76,89;-79,22;-79,03;-79,42;-76,11;-78,05;-74,55;-74,16;-74,55
04-03-2021 11:18;-74,16;-74,75;-76,89;-78,64;-79,22;-79,42;-76,3;-77,86;-74,16;-73,97;-75,53
04-03-2021 11:19;-74,16;-74,94;-76,89;-79,03;-79,61;-79,61;-76,3;-78,05;-74,75;-74,55;-75,91
04-03-2021 11:20;-74,16;-74,94;-76,89;-78,83;-79,03;-79,22;-76,3;-77,67;-75,33;-74,94;-76,3
04-03-2021 11:21;-74,16;-74,94;-76,89;-79,03;-79,42;-78,83;-76,3;-78,64;-75,53;-75,33;-76,3
04-03-2021 11:22;-74,36;-75,14;-76,89;-79,03;-78,83;-80,17;-76,5;-78,83;-75,72;-75,33;-76,11
04-03-2021 11:23;-74,55;-75,14;-76,89;-79,03;-79,61;-79,22;-76,5;-78,44;-75,91;-75,53;-76,3
04-03-2021 11:24;-74,55;-75,33;-77,08;-79,61;-79,42;-79,81;-76,3;-78,25;-75,72;-75,53;-76,5
04-03-2021 11:25;-74,55;-75,33;-77,08;-79,42;-79,81;-79,42;-76,5;-78,05;-75,91;-75,53;-76,3
04-03-2021 11:26;-74,75;-75,33;-76,89;-79,03;-79,61;-79,61;-76,3;-78,44;-75,91;-75,53;-76,11
04-03-2021 11:27;-74,94;-75,33;-76,89;-79,42;-79,81;-79,81;-76,3;-78,05;-75,14;-75,33;-76,5
04-03-2021 11:28;-74,94;-75,33;-77,08;-79,03;-79,61;-79,98;-76,5;-78,25;-75,33;-75,14;-76,11
04-03-2021 11:29;-75,14;-75,53;-77,08;-79,81;-79,81;-80,36;-76,5;-78,64;-75,33;-75,14;-75,91
04-03-2021 11:30;-75,14;-75,72;-76,89;-79,81;-80,17;-80,36;-76,69;-78,44;-75,14;-75,33;-75,91
04-03-2021 11:31;-75,33;-75,72;-77,08;-80,17;-79,98;-80,17;-76,69;-78,25;-75,33;-75,33;-75,91
04-03-2021 11:32;-75,33;-75,53;-77,08;-80,56;-79,22;-80,36;-76,89;-79,03;-75,14;-75,14;-75,91
04-03-2021 11:33;-75,33;-75,72;-77,08;-79,81;-79,81;-79,98;-76,89;-78,25;-75,33;-75,14;-75,91
04-03-2021 11:34;-75,14;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,25;-75,33;-74,94;-75,91
04-03-2021 11:35;-74,94;-75,53;-77,08;-79,61;-79,81;-79,98;-76,69;-78,25;-75,14;-74,94;-75,72
04-03-2021 11:36;-74,94;-75,53;-77,08;-79,61;-79,61;-79,98;-76,69;-78,25;-75,14;-74,75;-75,72
04-03-2021 11:37;-74,75;-75,33;-77,08;-79,61;-79,61;-79,98;-76,5;-78,25;-74,75;-74,55;-75,53
04-03-2021 11:38;-74,55;-75,33;-77,08;-79,42;-79,42;-79,81;-76,5;-78,25;-74,75;-74,55;-75,53
04-03-2021 11:39;-74,55;-75,14;-76,89;-79,42;-79,42;-79,81;-76,5;-78,25;-74,75;-74,36;-75,33
04-03-2021 11:40;-74,36;-75,14;-77,08;-79,61;-79,81;-79,98;-76,3;-78,05;-74,94;-74,36;-75,33
04-03-2021 11:41;-74,16;-75,14;-76,89;-79,03;-79,42;-79,42;-76,3;-78,05;-74,75;-74,36;-75,53
04-03-2021 11:42;-74,16;-74,94;-76,89;-79,03;-78,44;-79,81;-76,3;-77,86;-74,55;-74,36;-75,33
04-03-2021 11:43;-74,16;-74,94;-76,89;-78,83;-78,83;-79,22;-76,3;-78,25;-74,75;-74,55;-75,33
04-03-2021 11:44;-74,16;-74,94;-76,89;-79,61;-79,22;-79,61;-76,3;-78,44;-75,14;-75,14;-75,53
04-03-2021 11:45;-74,16;-74,94;-76,89;-78,83;-80,17;-79,81;-76,3;-78,44;-75,33;-75,53;-76,11
04-03-2021 11:46;-74,36;-75,14;-76,89;-79,42;-79,61;-79,22;-76,3;-78,44;-75,53;-75,53;-76,3
04-03-2021 11:47;-74,55;-75,14;-77,08;-78,83;-79,81;-79,22;-76,5;-78,05;-75,91;-75,72;-76,3
04-03-2021 11:49;-74,75;-75,33;-76,89;-79,98;-80,36;-79,61;-76,5;-78,25;-75,72;-75,53;-76,5
04-03-2021 11:50;-74,75;-75,33;-77,08;-79,22;-79,61;-79,42;-76,3;-78,25;-75,72;-75,72;-76,5
04-03-2021 11:51;-74,94;-75,33;-77,08;-79,81;-79,42;-79,81;-76,5;-78,44;-75,33;-75,53;-76,5
04-03-2021 11:52;-74,94;-75,53;-76,89;-79,81;-79,61;-79,98;-76,5;-78,05;-75,72;-75,72;-76,3
04-03-2021 11:53;-75,14;-75,53;-77,08;-79,61;-79,98;-79,61;-76,5;-78,44;-75,72;-75,33;-76,11
04-03-2021 11:54;-75,14;-75,53;-77,08;-79,61;-79,03;-79,61;-76,69;-78,25;-75,33;-75,33;-76,3
04-03-2021 11:55;-75,14;-75,72;-77,08;-79,98;-80,17;-79,98;-76,89;-78,25;-74,94;-75,53;-75,91
04-03-2021 11:56;-75,33;-75,72;-77,08;-79,98;-80,17;-80,36;-76,89;-78,25;-75,53;-75,33;-75,91
04-03-2021 11:57;-75,33;-75,72;-77,08;-79,98;-80,56;-80,56;-77,08;-78,05;-75,72;-75,14;-75,72
04-03-2021 11:58;-75,14;-75,72;-77,08;-79,81;-79,81;-80,17;-76,89;-78,44;-75,53;-75,14;-75,91
04-03-2021 11:59;-75,14;-75,53;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-75,14;-75,91
04-03-2021 12:01;-74,94;-75,53;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-74,94;-75,91
04-03-2021 12:01;-74,75;-75,53;-77,08;-79,61;-79,61;-79,98;-76,69;-78,25;-74,94;-74,94;-75,72
04-03-2021 12:02;-74,75;-75,33;-77,08;-79,61;-79,61;-79,98;-76,5;-78,25;-74,94;-74,75;-75,53
04-03-2021 12:03;-74,36;-75,33;-77,08;-79,42;-79,42;-79,98;-76,5;-78,25;-74,94;-74,55;-75,53
04-03-2021 12:04;-74,16;-75,14;-77,08;-79,42;-79,42;-79,81;-76,3;-78,25;-74,75;-74,55;-75,33
04-03-2021 12:05;-74,16;-75,14;-76,89;-79,42;-78,64;-80,75;-76,3;-77,86;-74,75;-74,55;-75,14
04-03-2021 12:07;-74,16;-75,14;-76,89;-79,22;-79,22;-79,42;-76,11;-78,05;-74,55;-74,16;-75,33
04-03-2021 12:08;-74,16;-74,94;-76,89;-79,03;-79,03;-79,61;-76,3;-78,25;-74,75;-74,16;-75,33
04-03-2021 12:09;-73,97;-74,94;-76,89;-79,22;-79,81;-79,42;-76,3;-78,05;-75,14;-74,36;-75,33
04-03-2021 12:10;-74,16;-75,14;-76,89;-79,03;-79,61;-79,22;-76,5;-77,86;-74,94;-74,94;-76,11
04-03-2021 12:11;-74,36;-75,14;-76,89;-79,61;-79,22;-79,42;-76,3;-77,67;-75,53;-75,33;-76,5
04-03-2021 12:12;-74,36;-75,14;-77,08;-79,22;-79,42;-78,83;-76,3;-78,44;-75,91;-75,53;-76,3
04-03-2021 12:13;-74,55;-75,33;-77,08;-79,98;-78,25;-80,17;-76,3;-78,25;-75,91;-75,72;-76,3
04-03-2021 12:14;-74,55;-75,33;-77,08;-79,61;-78,83;-79,61;-76,5;-78,44;-75,72;-75,53;-76,5
04-03-2021 12:15;-74,75;-75,14;-77,08;-79,42;-80,17;-79,61;-76,5;-78,25;-75,91;-75,53;-76,3
04-03-2021 12:16;-74,75;-75,33;-76,89;-78,83;-79,22;-79,61;-76,5;-78,05;-75,72;-75,53;-76,5
04-03-2021 12:17;-74,94;-75,53;-76,89;-79,81;-79,22;-80,17;-76,5;-78,44;-75,33;-75,53;-76,3
04-03-2021 12:18;-74,94;-75,53;-77,08;-79,61;-78,83;-79,61;-76,5;-78,44;-75,72;-75,53;-76,11
04-03-2021 12:19;-75,14;-75,72;-77,08;-80,17;-81,14;-79,98;-76,5;-78,05;-75,72;-75,53;-76,11
04-03-2021 12:20;-75,14;-75,53;-77,08;-80,36;-80,17;-80,17;-76,5;-78,25;-75,72;-75,14;-75,91
04-03-2021 12:21;-75,33;-75,72;-77,08;-79,81;-80,17;-79,98;-76,69;-78,64;-75,33;-75,53;-75,72
04-03-2021 12:22;-75,33;-75,72;-77,08;-80,17;-79,98;-80,17;-76,89;-78,25;-75,53;-75,33;-75,72
04-03-2021 12:23;-75,33;-75,91;-77,08;-79,98;-79,61;-80,17;-76,89;-78,64;-75,33;-75,14;-76,11
04-03-2021 12:24;-75,33;-75,72;-77,08;-79,42;-80,95;-80,36;-76,89;-78,44;-75,33;-75,14;-75,91
04-03-2021 12:25;-75,14;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,33;-75,14;-76,11
04-03-2021 12:26;-74,94;-75,72;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,14;-74,94;-75,91
04-03-2021 12:27;-74,94;-75,53;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,14;-74,94;-75,72
04-03-2021 12:28;-74,75;-75,53;-77,08;-79,61;-79,81;-80,17;-76,5;-78,25;-74,94;-74,75;-75,53
04-03-2021 12:29;-74,55;-75,33;-77,08;-79,61;-79,61;-79,98;-76,5;-78,25;-74,94;-74,75;-75,53
04-03-2021 12:30;-74,36;-75,33;-77,08;-79,42;-79,61;-79,98;-76,5;-78,25;-74,75;-74,55;-75,33
04-03-2021 12:31;-74,36;-75,33;-77,08;-79,42;-79,42;-79,81;-76,3;-78,25;-74,55;-74,55;-75,33
04-03-2021 12:32;-74,16;-75,14;-76,89;-79,03;-79,42;-79,61;-76,3;-78,25;-74,55;-74,36;-75,33
04-03-2021 12:33;-74,16;-74,94;-77,08;-79,42;-79,22;-79,61;-76,3;-78,05;-74,75;-74,16;-75,53
04-03-2021 12:34;-74,16;-74,94;-76,89;-79,22;-79,22;-79,61;-76,3;-78,05;-74,55;-74,36;-75,53
04-03-2021 12:35;-74,16;-74,94;-76,89;-79,03;-79,22;-79,42;-76,5;-78,25;-74,94;-74,75;-76,11
04-03-2021 12:36;-74,36;-75,14;-76,89;-79,03;-79,03;-79,42;-76,3;-78,25;-75,33;-75,14;-76,5
04-03-2021 12:37;-74,55;-75,33;-76,89;-79,42;-79,22;-79,61;-76,5;-78,64;-75,72;-75,33;-76,5
04-03-2021 12:38;-74,55;-75,33;-76,89;-79,22;-79,42;-79,22;-76,5;-78,44;-75,91;-75,53;-76,89
04-03-2021 12:39;-74,75;-75,33;-77,08;-79,42;-79,42;-79,22;-76,5;-77,47;-75,72;-75,53;-76,5
04-03-2021 12:40;-74,55;-75,53;-77,08;-79,61;-79,61;-79,42;-76,5;-78,25;-75,53;-75,53;-76,3
04-03-2021 12:41;-74,75;-75,53;-77,08;-79,42;-79,42;-79,42;-76,5;-78,64;-75,53;-75,72;-76,69
04-03-2021 12:42;-74,94;-75,53;-77,08;-79,42;-79,61;-79,81;-76,69;-78,64;-75,53;-75,72;-76,69
04-03-2021 12:43;-75,14;-75,72;-77,08;-79,81;-79,61;-79,81;-76,5;-78,25;-75,91;-75,53;-76,3
04-03-2021 12:44;-75,14;-75,72;-77,08;-79,81;-79,42;-79,81;-76,5;-78,64;-75,53;-75,53;-76,11
04-03-2021 12:45;-75,33;-75,72;-77,28;-79,81;-79,81;-79,98;-76,69;-78,44;-75,53;-75,33;-76,69
04-03-2021 12:46;-75,33;-75,72;-77,08;-79,61;-79,81;-79,98;-76,69;-78,44;-75,53;-75,33;-76,11
04-03-2021 12:47;-75,33;-75,72;-77,28;-79,81;-79,98;-79,98;-76,89;-78,44;-75,33;-75,14;-76,11
04-03-2021 12:48;-75,53;-75,91;-77,08;-79,98;-79,98;-80,56;-76,89;-78,83;-75,33;-75,33;-76,11
04-03-2021 12:49;-75,33;-75,91;-77,08;-79,98;-79,81;-80,36;-77,08;-78,44;-75,53;-75,33;-76,11
04-03-2021 12:50;-75,33;-75,91;-77,08;-79,98;-79,98;-80,36;-76,89;-78,44;-75,53;-75,14;-76,11
04-03-2021 12:51;-75,14;-75,72;-77,08;-79,98;-79,81;-80,36;-76,69;-78,44;-75,33;-75,14;-75,91
04-03-2021 12:52;-75,14;-75,53;-77,08;-79,81;-79,81;-80,17;-76,69;-78,44;-75,14;-74,75;-75,72
04-03-2021 12:53;-74,94;-75,53;-77,08;-79,81;-79,81;-80,17;-76,69;-78,25;-74,94;-74,75;-75,53
04-03-2021 12:54;-74,75;-75,53;-77,08;-79,61;-79,61;-80,17;-76,5;-78,44;-74,94;-74,75;-75,53
04-03-2021 12:55;-74,36;-75,33;-77,08;-79,61;-79,61;-79,81;-76,5;-78,25;-74,75;-74,55;-75,33
04-03-2021 12:56;-74,36;-75,33;-77,08;-79,42;-79,42;-79,81;-76,5;-78,05;-74,55;-74,36;-75,53
04-03-2021 12:57;-74,36;-75,14;-77,08;-79,42;-79,42;-79,81;-76,5;-78,05;-74,55;-74,16;-75,33
