RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V384;;
Number;###############################################################################################################################################################################################################################################################;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;1905-10-17 00:00:00;;
Temperature Maximum;26.8°C;;
Temperature Minimum;18.8°C;;
Temperature Average;20.4°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;50.9%RH;;
Humidity Minimum;39.4%RH;;
Humidity Average;47.5%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 13:08:41;;
End Time;2022-03-10 21:28:41;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 13:08:41;22.8;43.4
2;2022-03-03 13:13:41;22.4;43.9
3;2022-03-03 13:18:41;21.4;44.8
4;2022-03-03 13:23:41;20.9;45.8
5;2022-03-03 13:28:41;20.6;45.8
6;2022-03-03 13:33:41;20.5;46.3
7;2022-03-03 13:38:41;20.4;46.8
8;2022-03-03 13:43:41;20.3;46.8
9;2022-03-03 13:48:41;20.3;46.8
10;2022-03-03 13:53:41;20.3;46.8
11;2022-03-03 13:58:41;20.2;46.8
12;2022-03-03 14:03:41;20.3;47.3
13;2022-03-03 14:08:41;20.3;47.3
14;2022-03-03 14:13:41;20.3;47.8
15;2022-03-03 14:18:41;20.3;47.8
16;2022-03-03 14:23:41;20.3;47.8
17;2022-03-03 14:28:41;20.3;48.3
18;2022-03-03 14:33:41;20.5;48.4
19;2022-03-03 14:38:41;20.7;48.4
20;2022-03-03 14:43:41;20.8;47.9
21;2022-03-03 14:48:41;20.8;48.4
22;2022-03-03 14:53:41;20.8;47.9
23;2022-03-03 14:58:41;20.7;47.9
24;2022-03-03 15:03:41;20.7;47.9
25;2022-03-03 15:08:41;20.7;47.9
26;2022-03-03 15:13:41;20.6;47.9
27;2022-03-03 15:18:41;20.6;47.3
28;2022-03-03 15:23:41;20.6;47.9
29;2022-03-03 15:28:41;20.6;47.8
30;2022-03-03 15:33:41;20.5;47.3
31;2022-03-03 15:38:41;20.5;47.3
32;2022-03-03 15:43:41;20.5;47.3
33;2022-03-03 15:48:41;20.5;47.3
34;2022-03-03 15:53:41;20.5;47.9
35;2022-03-03 15:58:41;20.5;47.8
36;2022-03-03 16:03:41;20.5;47.8
37;2022-03-03 16:08:41;20.4;47.8
38;2022-03-03 16:13:41;20.4;47.8
39;2022-03-03 16:18:41;20.4;47.8
40;2022-03-03 16:23:41;20.3;47.8
41;2022-03-03 16:28:41;20.3;47.3
42;2022-03-03 16:33:41;20.3;47.3
43;2022-03-03 16:38:41;20.3;47.3
44;2022-03-03 16:43:41;20.3;47.3
45;2022-03-03 16:48:41;20.3;47.3
46;2022-03-03 16:53:41;20.3;47.8
47;2022-03-03 16:58:41;20.3;47.8
48;2022-03-03 17:03:41;20.4;47.8
49;2022-03-03 17:08:41;20.4;47.8
50;2022-03-03 17:13:41;20.4;47.8
51;2022-03-03 17:18:41;20.3;47.3
52;2022-03-03 17:23:41;20.3;47.3
53;2022-03-03 17:28:41;20.3;47.3
54;2022-03-03 17:33:41;20.3;46.8
55;2022-03-03 17:38:41;20.3;46.8
56;2022-03-03 17:43:41;20.2;46.8
57;2022-03-03 17:48:41;20.2;46.8
58;2022-03-03 17:53:41;20.1;46.8
59;2022-03-03 17:58:41;20.1;46.8
60;2022-03-03 18:03:41;20.1;46.8
61;2022-03-03 18:08:41;20.1;46.8
62;2022-03-03 18:13:41;20;46.8
63;2022-03-03 18:18:41;20;46.8
64;2022-03-03 18:23:41;20;46.2
65;2022-03-03 18:28:41;19.9;46.2
66;2022-03-03 18:33:41;19.9;46.2
67;2022-03-03 18:38:41;19.9;46.2
68;2022-03-03 18:43:41;19.9;46.2
69;2022-03-03 18:48:41;19.8;46.2
70;2022-03-03 18:53:41;19.8;46.2
71;2022-03-03 18:58:41;19.8;45.7
72;2022-03-03 19:03:41;19.8;45.7
73;2022-03-03 19:08:41;19.7;45.7
74;2022-03-03 19:13:41;19.7;45.7
75;2022-03-03 19:18:41;19.7;45.7
76;2022-03-03 19:23:41;19.6;45.7
77;2022-03-03 19:28:41;19.6;45.7
78;2022-03-03 19:33:41;19.6;45.7
79;2022-03-03 19:38:41;19.6;45.7
80;2022-03-03 19:43:41;19.5;45.7
81;2022-03-03 19:48:41;19.5;45.7
82;2022-03-03 19:53:41;19.5;45.6
83;2022-03-03 19:58:41;19.5;46.2
84;2022-03-03 20:03:41;19.5;45.6
85;2022-03-03 20:08:41;19.4;45.6
86;2022-03-03 20:13:41;19.4;45.6
87;2022-03-03 20:18:41;19.3;45.6
88;2022-03-03 20:23:41;19.3;45.6
89;2022-03-03 20:28:41;19.3;45.6
90;2022-03-03 20:33:41;19.2;45.6
91;2022-03-03 20:38:41;19.2;45.6
