RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V367;;
Number;###############################################################################################################################################################################################################################################################;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;1905-10-22 00:00:00;;
Temperature Maximum;24.6°C;;
Temperature Minimum;19°C;;
Temperature Average;20.5°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;52%RH;;
Humidity Minimum;40.9%RH;;
Humidity Average;46.7%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-03-03 12:52:17;;
End Time;2022-03-10 21:37:17;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2022-03-03 12:52:17;23.6;43.6
2;2022-03-03 12:57:17;22.9;43
3;2022-03-03 13:02:17;21.6;43.9
4;2022-03-03 13:07:17;21;44.9
5;2022-03-03 13:12:17;20.7;45.9
6;2022-03-03 13:17:17;20.5;45.8
7;2022-03-03 13:22:17;20.3;46.3
8;2022-03-03 13:27:17;20.3;46.9
9;2022-03-03 13:32:17;20.3;46.8
10;2022-03-03 13:37:17;20.3;46.8
11;2022-03-03 13:42:17;20.3;46.8
12;2022-03-03 13:47:17;20.3;46.8
13;2022-03-03 13:52:17;20.2;46.8
14;2022-03-03 13:57:17;20.3;46.8
15;2022-03-03 14:02:17;20.3;46.8
16;2022-03-03 14:07:17;20.3;46.8
17;2022-03-03 14:12:17;20.3;46.9
18;2022-03-03 14:17:17;20.3;46.9
19;2022-03-03 14:22:17;20.3;46.9
20;2022-03-03 14:27:17;20.4;46.9
21;2022-03-03 14:32:17;20.4;47.4
22;2022-03-03 14:37:17;20.6;46.9
23;2022-03-03 14:42:17;20.6;46.9
24;2022-03-03 14:47:17;20.7;46.9
25;2022-03-03 14:52:17;20.7;47.4
26;2022-03-03 14:57:17;20.7;47.4
27;2022-03-03 15:02:17;20.6;47.4
28;2022-03-03 15:07:17;20.6;46.9
29;2022-03-03 15:12:17;20.6;46.9
30;2022-03-03 15:17:17;20.6;46.9
31;2022-03-03 15:22:17;20.6;46.9
32;2022-03-03 15:27:17;20.6;46.9
33;2022-03-03 15:32:17;20.6;46.9
34;2022-03-03 15:37:17;20.6;46.9
35;2022-03-03 15:42:17;20.6;46.9
36;2022-03-03 15:47:17;20.5;46.9
37;2022-03-03 15:52:17;20.6;46.9
38;2022-03-03 15:57:17;20.6;46.9
39;2022-03-03 16:02:17;20.6;46.9
40;2022-03-03 16:07:17;20.6;46.9
41;2022-03-03 16:12:17;20.6;46.9
42;2022-03-03 16:17:17;20.6;46.9
43;2022-03-03 16:22:17;20.6;46.9
44;2022-03-03 16:27:17;20.6;46.9
45;2022-03-03 16:32:17;20.5;46.4
46;2022-03-03 16:37:17;20.5;46.4
47;2022-03-03 16:42:17;20.5;46.4
48;2022-03-03 16:47:17;20.5;46.4
49;2022-03-03 16:52:17;20.5;46.4
50;2022-03-03 16:57:17;20.5;46.9
51;2022-03-03 17:02:17;20.6;46.9
52;2022-03-03 17:07:17;20.6;46.9
53;2022-03-03 17:12:17;20.6;46.9
54;2022-03-03 17:17:17;20.6;46.9
55;2022-03-03 17:22:17;20.5;46.4
56;2022-03-03 17:27:17;20.5;46.4
57;2022-03-03 17:32:17;20.4;46.3
58;2022-03-03 17:37:17;20.3;45.8
59;2022-03-03 17:42:17;20.3;45.8
60;2022-03-03 17:47:17;20.3;45.8
61;2022-03-03 17:52:17;20.3;45.8
62;2022-03-03 17:57:17;20.2;45.8
63;2022-03-03 18:02:17;20.2;45.8
64;2022-03-03 18:07:17;20.2;45.8
65;2022-03-03 18:12:17;20.2;45.8
66;2022-03-03 18:17:17;20.1;45.8
67;2022-03-03 18:22:17;20.1;45.8
68;2022-03-03 18:27:17;20.1;45.8
69;2022-03-03 18:32:17;20;45.3
70;2022-03-03 18:37:17;20;45.2
71;2022-03-03 18:42:17;20;45.2
72;2022-03-03 18:47:17;19.9;45.2
73;2022-03-03 18:52:17;19.9;45.2
74;2022-03-03 18:57:17;19.9;45.2
75;2022-03-03 19:02:17;19.8;44.7
76;2022-03-03 19:07:17;19.8;44.7
77;2022-03-03 19:12:17;19.8;44.7
78;2022-03-03 19:17:17;19.8;44.7
79;2022-03-03 19:22:17;19.8;44.7
80;2022-03-03 19:27:17;19.7;44.7
81;2022-03-03 19:32:17;19.7;44.7
82;2022-03-03 19:37:17;19.7;44.7
83;2022-03-03 19:42:17;19.7;44.7
84;2022-03-03 19:47:17;19.7;45.2
85;2022-03-03 19:52:17;19.6;45.2
86;2022-03-03 19:57:17;19.6;45.2
87;2022-03-03 20:02:17;19.6;45.2
88;2022-03-03 20:07:17;19.6;44.7
89;2022-03-03 20:12:17;19.5;44.7
90;2022-03-03 20:17:17;19.5;44.7
91;2022-03-03 20:22:17;19.5;44.7
92;2022-03-03 20:27:17;19.4;44.7
